"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"
14565	22835	"Maly Suszek"	53.71617	17.77116	105	"AWI"	105	-83	155	20	0	6.76156583629893	1.86832740213523	0	0	0.711743772241993	0	14.9466192170818	0.533807829181495	0	0	0	0	0	0	0.0889679715302491	0	1.06761565836299	2.31316725978648	0	0	1.15658362989324	0	0	1.24555160142349	0	0.444839857651246	0	0.889679715302491	0	0	0	0.0889679715302491	0	0	2.13523131672598	0	0.622775800711744	60.0533807829182	1.51245551601423	0	0	0	0	2.84697508896797	0	0	0	0	0	0.177935943060498	0	0	0	0	0	0	0.177935943060498	0.266903914590747	0	0.0889679715302491
14565	22835	"Maly Suszek"	53.71617	17.77116	115	"AWI"	115	-47	506	142	0.0943396226415094	9.15094339622642	0.377358490566038	0	0	0.566037735849057	0	14.2452830188679	0.0943396226415094	0	0	0	0	0	0	0	0	1.88679245283019	0.943396226415094	0	0	1.79245283018868	0	0	2.26415094339623	0	0.283018867924528	0	1.0377358490566	0	0	0	0	0	0	2.64150943396226	0	0.188679245283019	57.0754716981132	0.471698113207547	0	0	0	0	5.09433962264151	0.188679245283019	0	0	0.0943396226415094	0	0.566037735849057	0	0	0.0943396226415094	0	0	0.0943396226415094	0.566037735849057	0.188679245283019	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	125	"AWI"	125	-28	869	263	0	5.14767932489451	0	0	0	1.18143459915612	0	16.9620253164557	0	0	0	0	0	0	0	0	0	2.36286919831224	1.18143459915612	0	0	2.44725738396625	0	0	0.843881856540084	0	0	0	0.590717299578059	0	0	0	0	0	0	2.19409282700422	0	0	58.4810126582278	0.590717299578059	0	0	0	0	6.75105485232067	0.253164556962025	0	0	0	0	0.421940928270042	0	0	0.0843881856540084	0	0	0	0.506329113924051	0	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	135	"AWI"	135	-12	1232	388	0	5.18909410729991	0.175901495162709	0	0	0.967458223394899	0	13.0167106420405	0.527704485488127	0	0	0	0	0	0	0	0	1.9349164467898	1.58311345646438	0	0	2.63852242744063	0	0	0.351802990325418	0	0.175901495162709	0	0.263852242744063	0	0	0	0	0	0	2.46262093227792	0	0.0879507475813544	63.0606860158311	0.351802990325418	0	0	0	0.263852242744063	6.50835532102023	0	0	0	0.175901495162709	0	0	0	0	0	0	0	0	0.263852242744063	0	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	145	"AWI"	145	83	1444	539	0	6.54867256637168	0.176991150442478	0	0	1.68141592920354	0	13.2743362831858	1.06194690265487	0	0	0	0	0	0	0	0	1.41592920353982	0.973451327433628	0	0	1.41592920353982	0	0	1.06194690265487	0	0.442477876106195	0	0.707964601769911	0	0	0	0	0	0	1.5929203539823	0	0	62.3893805309734	0.530973451327434	0	0	0.0884955752212389	0.176991150442478	5.2212389380531	0	0	0	0.176991150442478	0	0.176991150442478	0	0	0	0	0	0.353982300884956	0.353982300884956	0.176991150442478	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	155	"AWI"	155	191	1536	721	0	9.90909090909091	0	0	0	0.363636363636364	0	27.1818181818182	0	0	0	0	0	0	0	0	0	2.09090909090909	1.63636363636364	0	0	1.09090909090909	0	0	1.81818181818182	0	0.363636363636364	0.0909090909090909	0.545454545454546	0	0	0.0909090909090909	0	0	0	5.54545454545455	0	0.0909090909090909	39.4545454545455	0.272727272727273	0	0	0	0.0909090909090909	7.63636363636364	0.272727272727273	0	0	0	0	0.818181818181818	0	0	0	0	0	0	0.363636363636364	0.272727272727273	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	165	"AWI"	165	260	1674	905	0.179856115107914	12.5	0	0	0	1.16906474820144	0	24.910071942446	0	0	0	0	0	0	0	0	0	3.05755395683453	1.07913669064748	0	0	1.52877697841727	0	0	2.33812949640288	0	0.179856115107914	0	0.539568345323741	0	0	0	0	0	0	4.31654676258993	0	0	36.5107913669065	0	0	0	0	0	10.8812949640288	0	0	0	0.179856115107914	0	0.0899280575539568	0	0	0	0	0	0	0.539568345323741	0	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	175	"AWI"	175	317	1888	1075	0	9.74264705882353	0	0	0	0.459558823529412	0	34.4669117647059	0	0	0	0	0	0	0	0	0	1.93014705882353	0.735294117647059	0	0	0	0	0	2.57352941176471	0	0.367647058823529	0	0	0	0	0	0	0	0	7.72058823529412	0	0.183823529411765	28.3088235294118	0	0	0	0	0	11.0294117647059	0	0	0	0	0	0.735294117647059	0	0	0.0919117647058823	0	0.0919117647058823	0.367647058823529	0.919117647058824	0.275735294117647	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	185	"AWI"	185	475	2030	1234	0	13.6194029850746	0	0	0	0.186567164179104	0	21.455223880597	0	0	0	0	0	0	0	0	0	2.98507462686567	0.186567164179104	0	0	1.02611940298507	0	0	3.73134328358209	0	0.186567164179104	0	0.373134328358209	0	0	0	0	0	0	16.884328358209	0	0.186567164179104	24.160447761194	0.559701492537313	0	0	0	0	12.3134328358209	0	0	0	0	0	0.279850746268657	0	0	0	0	0	0.559701492537313	1.11940298507463	0.186567164179104	0	0
14565	22835	"Maly Suszek"	53.71617	17.77116	195	"AWI"	195	658	2087	1404	0	12.3076923076923	0	0	0	0	0	20.6730769230769	0	0	0	0	0	0	0	0	0	4.51923076923077	0.576923076923077	0	0	0	0	0	1.92307692307692	0	0.192307692307692	0	0.0961538461538462	0	0	0	0	0	0	12.5961538461538	0	0.288461538461538	33.0769230769231	0	0	0	0	0	11.6346153846154	0.0961538461538462	0	0	0	0	0.288461538461538	0	0	0	0	0	1.15384615384615	0.576923076923077	0	0	0
