"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Colchicaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	0	"AWI"	0	-72	96	11	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	29	0	0	0	0	0	1	0	0	0	1	2	0	0	4	2	0	0	0	196	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	20	"AWI"	20	32	1003	402	2	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	1	53	0	0	0	0	0	1	0	0	0	0	8	0	0	5	5	0	0	0	210	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	30	"AWI"	30	84	1458	598	2	0	7	0	0	0	0	1	0	0	5	0	0	0	0	0	0	0	4	89	0	0	0	0	0	1	1	0	0	0	10	0	0	2	0	0	0	0	74	0	0	0	0	2	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	40	"AWI"	40	238	1562	823	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	37	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	0	0	39	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	50	"AWI"	50	335	1798	1074	9	0	14	0	0	0	0	6	0	0	2	0	0	0	0	1	0	0	3	251	2	0	0	0	0	4	0	0	0	0	0	1	0	1	0	0	0	0	84	0	0	0	1	1	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	60	"AWI"	60	477	2091	1289	9	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	82	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	70	"AWI"	70	846	2171	1535	12	0	9	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	4	152	3	0	0	0	1	3	0	0	0	0	2	2	0	8	0	0	0	0	86	0	0	0	1	0	0	6	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	80	"AWI"	80	1076	2285	1792	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	66	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	90	"AWI"	90	1338	2433	2027	10	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	91	0	0	0	0	0	0	6	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
23520	40642	"Etang d'y Cor Montana"	46.31167	7.47917	100	"AWI"	100	1835	2515	2206	7	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	44	0	0	0	0	1	2	0	0	0	0	1	0	0	6	0	0	0	0	51	150	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
