"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23786	41201	"Exebridge"	51.01722	-3.51722	0	"AWI"	0	6541	7081	6824	183	0	1	1	0	0	1	0	6	0	0	0	2	0	0	39	4	71	0	0	1	0	0	0	0	0	1	8	0	115	0	0	28	2	0	0	2	4	0	0	0	0	0	0	3	0
23786	41201	"Exebridge"	51.01722	-3.51722	8	"AWI"	8	6663	7160	6928	71	0	1	0	0	0	3	0	0	0	0	0	0	0	0	54	0	270	0	0	1	0	0	0	0	0	0	37	0	7	0	0	32	1	0	0	1	0	0	0	0	0	0	1	9	0
23786	41201	"Exebridge"	51.01722	-3.51722	16	"AWI"	16	6790	7245	7031	72	0	0	2	0	0	11	0	0	0	0	0	2	0	0	70	0	235	0	0	0	0	0	0	0	0	0	39	0	0	0	0	30	0	0	1	0	1	0	0	0	0	0	1	4	0
23786	41201	"Exebridge"	51.01722	-3.51722	24	"AWI"	24	6907	7328	7134	57	0	1	0	0	0	0	0	0	0	0	0	0	0	0	35	0	302	0	0	1	0	0	0	0	0	0	49	0	0	0	0	30	0	0	0	1	2	0	0	0	0	0	4	5	0
23786	41201	"Exebridge"	51.01722	-3.51722	32	"AWI"	32	7028	7409	7237	197	1	5	0	0	0	0	0	1	0	0	0	0	0	0	78	1	133	0	0	2	0	0	0	0	0	0	5	0	0	0	0	43	2	0	0	0	7	0	0	0	0	0	3	6	0
23786	41201	"Exebridge"	51.01722	-3.51722	40	"AWI"	40	7154	7492	7339	187	0	0	1	0	0	2	0	0	0	0	0	0	0	0	44	0	170	0	0	1	0	0	0	0	0	0	18	0	0	0	0	51	0	0	0	1	1	0	0	0	0	0	2	12	0
23786	41201	"Exebridge"	51.01722	-3.51722	48	"AWI"	48	7278	7570	7442	234	1	1	0	0	0	3	0	0	0	3	0	2	0	0	69	0	77	0	0	0	0	0	0	0	0	0	12	0	0	0	0	74	0	0	0	0	3	0	0	0	0	0	1	11	0
23786	41201	"Exebridge"	51.01722	-3.51722	56	"AWI"	56	7415	7637	7543	125	0	0	1	0	0	5	0	0	0	0	0	0	0	0	84	0	172	0	0	2	0	0	0	0	0	0	28	0	0	0	0	61	1	0	0	0	3	0	0	0	0	0	1	5	0
23786	41201	"Exebridge"	51.01722	-3.51722	58	"AWI"	58	7449	7655	7568	184	0	1	0	0	0	4	0	2	0	0	0	0	0	1	77	1	117	0	0	4	0	0	0	0	1	0	20	0	0	0	0	54	1	0	1	1	2	0	0	0	0	0	1	18	0
23786	41201	"Exebridge"	51.01722	-3.51722	60	"AWI"	60	7481	7672	7592	184	1	2	0	0	0	4	0	0	2	0	0	1	0	0	79	1	152	0	0	0	0	0	0	0	0	0	7	0	0	0	0	40	1	0	0	3	3	0	2	0	0	0	4	12	0
