"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celtis"	"Cistaceae"	"Colchicaceae"	"Cornaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Olea"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Vitaceae"
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	0	"AWI"	0	-135	26	-49	0	3	2	0	0	1	0	0	0	39	0	0	0	0	0	0	0	7	0	0	2	0	13	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	13	0	0	0	7	0	0	0	125	0	0	0	55	0	0	0	0	10	0	0	0	1	0	1	0	1	0	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	8	"AWI"	8	-79	254	42	0	2	0	5	0	2	0	0	0	147	0	0	0	1	0	0	1	7	0	0	0	0	10	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	111	0	0	0	60	0	0	0	0	18	0	0	0	1	0	0	0	0	2	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	16	"AWI"	16	-33	486	138	0	6	0	3	0	1	0	0	0	137	1	0	0	0	0	0	3	3	0	0	0	0	5	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	85	0	0	0	37	1	0	0	0	12	0	0	0	0	1	0	1	0	0	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	24	"AWI"	24	19	616	256	0	2	0	9	0	3	0	1	0	127	0	0	0	1	1	0	1	5	0	0	0	0	10	1	6	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	4	0	0	0	69	0	0	0	48	2	0	0	1	9	1	0	1	0	0	1	1	0	0	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	32	"AWI"	32	90	732	365	0	4	0	3	0	2	0	2	0	107	0	1	0	0	0	0	2	8	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	1	0	123	0	0	1	32	2	0	0	0	14	1	0	0	3	0	0	1	0	6	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	48	"AWI"	48	254	926	590	0	6	0	4	0	3	0	0	0	237	0	0	0	0	0	0	0	5	0	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	100	0	0	0	50	0	0	0	2	12	0	0	0	0	1	0	0	0	0	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	64	"AWI"	64	436	1085	814	0	2	0	6	0	0	0	1	0	134	0	1	0	0	11	0	1	4	0	0	0	0	15	0	2	0	0	0	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	3	0	0	0	101	0	0	0	40	0	0	0	0	15	1	0	0	0	0	1	1	0	1	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	80	"AWI"	80	744	1218	1032	0	3	0	7	0	0	0	0	0	179	1	0	0	0	0	0	0	2	0	0	0	0	7	0	2	0	0	20	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	95	0	0	0	25	1	0	0	0	11	0	0	0	0	0	0	0	1	0	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	84	"AWI"	84	835	1250	1086	0	5	1	6	0	0	0	1	0	205	0	0	0	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	86	0	0	0	47	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0
3224	4184	"Laguna de la Roya"	42.135308	-6.793838	88	"AWI"	88	943	1268	1137	0	3	0	5	0	2	0	0	0	177	1	0	0	0	1	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0	2	0	0	0	80	0	0	0	40	0	0	0	2	13	1	0	0	0	0	3	0	0	1	0
