"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Loranthaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pterocarya"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"	"Zygophyllaceae"
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	530	"AWI"	530	2232	4255	3316	1.45719489981785	0	0	0.728597449908925	0	0	0	0	0	0	0.364298724954463	0	0	0	0	0	0	0	0	0	0	0	0	1.27504553734062	16.2112932604736	0	0	0	0	0	4.18943533697632	0	0	0	0	0	1.27504553734062	0	0	0	0	0	0.182149362477231	0	0	0	0	55.1912568306011	0	0	0	7.83242258652095	0	0	0	0	0	10.7468123861566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.364298724954463	0	0.182149362477231	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	580	"AWI"	580	2552	4536	3639	3.68421052631579	0	1.31578947368421	1.05263157894737	0	0	0	0	0	0	0.263157894736842	0	0	0	0	0	0	0	0	0	0	0	0	3.68421052631579	7.89473684210526	0	0	0	0	0	9.47368421052632	0	0	0.263157894736842	0	0	1.57894736842105	0	0	0	0	0	0	0	0	6.57894736842105	0	51.0526315789474	0	0	0.263157894736842	0	0	0.526315789473684	0	0	0	11.5789473684211	0	0	0	0	0	0.263157894736842	0	0	0	0	0	0	0	0	0.526315789473684	0	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	630	"AWI"	630	2927	4793	3967	2.42587601078167	1.61725067385445	0.808625336927224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269541778975741	0	0	0	0	3.77358490566038	15.633423180593	0	0	0	0.539083557951483	0	5.92991913746631	0.808625336927224	0	0	0	0	2.96495956873315	0	0	0	0.269541778975741	0	0	0	0	6.73854447439353	0	36.1185983827493	0	0	0	7.54716981132075	0	0	0	0	0	11.8598382749326	0	0	0	0.539083557951483	0	1.34770889487871	0	0	0	0	0	0	0	0	0.539083557951483	0	0	0.269541778975741	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	650	"AWI"	650	3100	4895	4096	2.18508997429306	0.12853470437018	1.15681233933162	0.25706940874036	0	0	0	0	0	0	0.25706940874036	0	0	0	0	0	0	0.51413881748072	0	0	0	0	0	3.59897172236504	37.7892030848329	0	0	0	0	0	2.31362467866324	0	0	0	0	0.12853470437018	4.24164524421594	0	0	0	1.54241645244216	0.12853470437018	0.12853470437018	0	0	5.39845758354756	0	24.6786632390745	0	0	0	9.38303341902314	0	0	0.12853470437018	0	0	3.47043701799486	0	0	0	1.02827763496144	0	0.77120822622108	0	0	0	0	0	0.38560411311054	0	0.12853470437018	0.12853470437018	0.12853470437018	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	680	"AWI"	680	3344	4998	4302	2.51572327044025	0	0.251572327044025	0.251572327044025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38364779874214	38.9937106918239	0	0	0	0	0	2.51572327044025	0.125786163522013	0	0	0	0	0.754716981132076	0	0	0	0.880503144654088	0.125786163522013	0	0	0	0	0	24.0251572327044	0	0	0.125786163522013	16.6037735849057	0	0.251572327044025	0	0	0	6.16352201257862	0	0	0	1.38364779874214	0	1.88679245283019	0	0	0	0	0	1.38364779874214	0	0	0.125786163522013	0	0	0.251572327044025	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	705	"AWI"	705	3559	5132	4463	2.13178294573643	0	0.193798449612403	0.387596899224806	0	0	0	0	0	0	0	0	1.35658914728682	0	0	0	0	0	0	0	0.193798449612403	0	0	0.775193798449612	40.6976744186046	0	0	0	0	0	0.775193798449612	0	0	0.193798449612403	0	0	1.55038759689922	0	0	0	0.581395348837209	0.193798449612403	0	0.193798449612403	0	0	0	23.6434108527132	0.193798449612403	0	0	19.3798449612403	0	0	0	0	0	5.62015503875969	0	0	0	1.16279069767442	0	0.193798449612403	0	0	0	0	0	0.193798449612403	0	0	0.193798449612403	0	0	0.193798449612403	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	730	"AWI"	730	3831	5205	4610	2.54110612855007	0	0.298953662182362	0.149476831091181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298953662182362	38.863976083707	0	0	0	0	0	4.93273542600897	0	0	0	0	0	1.04633781763827	0	0	0	0.149476831091181	0	0	0	0	2.24215246636771	0	17.6382660687593	0	0	0	21.3751868460389	0	0	0	0	0	5.08221225710015	0	0	0	1.04633781763827	0	3.73692077727952	0	0	0	0	0	0.149476831091181	0	0	0.298953662182362	0	0	0.149476831091181	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	750	"AWI"	750	3980	5299	4735	4.78359908883827	0	0	0.683371298405467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.36674259681093	42.5968109339408	0	0	0	0	0	6.60592255125285	0.911161731207289	0	0	0	0	2.27790432801822	0	0	0	0.911161731207289	0.227790432801822	0	0.455580865603645	0	3.64464692482916	0	10.250569476082	0	0	0.227790432801822	11.1617312072893	0	0	0	0	0	10.0227790432802	0	0	0	2.73348519362187	0	0.455580865603645	0	0	0	0	0	0.227790432801822	0	0	0.455580865603645	0	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	765	"AWI"	765	4153	5352	4816	3.97515527950311	0	0.124223602484472	0.372670807453416	0	0	0	0	0	0	0	0	0	0	0	0.124223602484472	0	0	0	0	0	0	0	0.372670807453416	63.6024844720497	0	0	0	0	0	3.35403726708075	0.248447204968944	0	0	0	0	1.24223602484472	0	0	0	0.745341614906832	0.124223602484472	0	0	0.62111801242236	0.62111801242236	0	10.1863354037267	0.124223602484472	0	0	4.47204968944099	0	0	0	0	0	8.19875776397516	0	0	0	0.993788819875776	0	0.248447204968944	0	0	0	0	0	0.124223602484472	0	0	0.124223602484472	0	0	0	0
15735	24159	"Yeniçaga Gölü"	40.78002	32.02629	785	"AWI"	785	4379	5419	4931	11.9402985074627	0	0	0.186567164179104	0	0	0	0	0	0	0.373134328358209	0	0	0	0	0	0	0	0	0	0.186567164179104	0.186567164179104	0	1.49253731343284	24.0671641791045	0	0	0	0	0	3.54477611940298	0	0	0	0	0	0.932835820895522	0	0	0	0.559701492537313	0	0	0	0	0	0	36.7537313432836	0	0	0	5.22388059701492	0	0	0	0	0	12.5	0	0	0	0.186567164179104	0	0.746268656716418	0	0	0	0	0.373134328358209	0.186567164179104	0	0.373134328358209	0.186567164179104	0	0	0	0
