"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Colchicaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	145	"AWI"	145	2063	2851	2555	13.9146567717996	0.185528756957328	7.97773654916512	0	0	0	0	0.371057513914657	0	0	8.16326530612245	0	0	2.78293135435993	0	0	0	0	0	0	16.3265306122449	3.15398886827458	0	3.71057513914657	0.185528756957328	0	20.7792207792208	0	1.48423005565863	0	0	0	0	0.185528756957328	0	0	0	0	2.22634508348794	3.71057513914657	0	0	0	0	0	0.185528756957328	0	0	12.6159554730983	0	0	0	0.371057513914657	0	0	0	0	0.185528756957328	0	0.556586270871985	0.927643784786642	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	146	"AWI"	146	2080	2854	2572	12.4735729386892	0.211416490486258	14.1649048625793	0	0	0	0	0	0	0	12.4735729386892	0	0	1.05708245243129	0	0	0	0	0	0	13.5306553911205	1.90274841437632	0	3.80549682875264	0	0	15.4334038054968	0	1.90274841437632	0	0	0	0.211416490486258	0	0	0	0	0	3.17124735729387	0.845665961945032	0	0	0	0	0	0.634249471458774	0	0	15.8562367864693	0	0	0	0.422832980972516	0.211416490486258	0	0	0	0	0	1.05708245243129	0.634249471458774	0	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	148	"AWI"	148	2112	2865	2605	12.8	0.6	13.4	0	0	0	0	0.2	0	0	10.2	0	0	1.4	0	0	0	0	0	0	13	2.6	0	2.8	0	0	19.4	0	3	0	0	0	0	0	0	0	0	0	1.2	1	0	0	0	0	0	0	0	0	15	0	0	0.2	1	0	0	0	0	0.4	0	0.4	1	0.4	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	150	"AWI"	150	2146	2877	2640	17.6954732510288	0.411522633744856	13.3744855967078	0.411522633744856	0	0	0	0	0	0	10.6995884773663	0.205761316872428	0	3.08641975308642	0	0	0	0	0	0	13.9917695473251	2.67489711934156	0	2.26337448559671	0	0	16.0493827160494	0	1.85185185185185	0	0	0	0	0	0	0	0	0	1.23456790123457	1.440329218107	0	0	0	0	0	0	0	0	11.9341563786008	0	0	0.205761316872428	1.23456790123457	0	0	0	0	0	0	0	1.02880658436214	0.205761316872428	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	152	"AWI"	152	2179	2896	2678	11.9318181818182	0	10.0378787878788	0.189393939393939	0	0	0	0.378787878787879	0	0	10.4166666666667	0	0	1.32575757575758	0	0	0	0	0	0	10.9848484848485	1.32575757575758	0	5.3030303030303	0	0	21.2121212121212	0	1.89393939393939	0	0	0	0	0.189393939393939	0	0	0	0	2.46212121212121	2.84090909090909	0	0	0	0	0	0	0	0	17.2348484848485	0	0	0	0.378787878787879	0	0	0	0	0	0	0.189393939393939	1.32575757575758	0.189393939393939	0	0.189393939393939
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	154	"AWI"	154	2210	2925	2715	21.1881188118812	0.198019801980198	8.51485148514852	0	0	0	0	0	0	0	9.10891089108911	0	0	0.792079207920792	0	0	0.198019801980198	0	0	0	14.8514851485149	1.58415841584158	0	1.18811881188119	0	0	18.019801980198	0	1.98019801980198	0	0	0	0	0	0	0	0	0	0.396039603960396	1.78217821782178	0	0	0	0	0	0	0	0	15.8415841584158	0	0	0	0	0.396039603960396	0	0	0	0.198019801980198	0	2.17821782178218	0.99009900990099	0.594059405940594	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	156	"AWI"	156	2288	2948	2747	13.9130434782609	0.217391304347826	14.5652173913043	0.217391304347826	0	0	0	0.434782608695652	0	0	9.34782608695652	0	0	2.17391304347826	0	0	0	0	0	0	15.4347826086957	0.652173913043478	0	2.17391304347826	0	0	17.6086956521739	0	2.39130434782609	0.217391304347826	0	0	0	0	0	0	0	0	1.08695652173913	2.17391304347826	0	0	0	0	0	0	0	0	13.4782608695652	0	0	0	0.217391304347826	1.08695652173913	0	0	0	0.434782608695652	0	0.652173913043478	1.08695652173913	0.217391304347826	0	0.217391304347826
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	158	"AWI"	158	2408	2960	2775	12.3388581952118	0	11.0497237569061	0	0	0	0.184162062615101	0.552486187845304	0	0	11.4180478821363	0.184162062615101	0	1.65745856353591	0	0	0	0	0	0	12.8913443830571	2.39410681399632	0	4.05156537753223	0	0	17.8637200736648	0	1.84162062615101	0	0	0	0	0	0	0	0	0	2.76243093922652	1.47329650092081	0	0	0	0	0	0	0	0	16.5745856353591	0	0	0	0.368324125230203	0	0	0	0	0	0	1.28913443830571	0.736648250460405	0.368324125230203	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	160	"AWI"	160	2546	2977	2802	13.0434782608696	0	12.2153209109731	0.20703933747412	0	0	0	0.20703933747412	0	0	12.008281573499	0.20703933747412	0	2.89855072463768	0	0	0	0	0	0	15.1138716356108	2.48447204968944	0	2.69151138716356	0	0	15.3209109730849	0	2.0703933747412	0	0	0	0	0	0	0	0	0	1.65631469979296	1.65631469979296	0	0	0	0	0	0	0	0	13.871635610766	0	0	0.20703933747412	1.0351966873706	0.41407867494824	0	0	0	0.20703933747412	0	0.82815734989648	1.24223602484472	0.41407867494824	0	0
24246	42685	"Wildseemoor-Kaltenbronn"	48.7144	8.4594	162	"AWI"	162	2644	2999	2830	12.4248496993988	0	13.0260521042084	0	0	0	0	0.400801603206413	0	0	8.61723446893788	0	0	2.80561122244489	0	0	0	0	0	0	12.625250501002	1.00200400801603	0.200400801603206	4.20841683366733	0	0	19.8396793587174	0	1.20240480961924	0	0	0	0	0	0	0	0	0	3.2064128256513	2.00400801603206	0	0	0	0	0	0	0	0	15.4308617234469	0	0	0	1.20240480961924	0	0	0	0	0	0	0.601202404809619	0.801603206412826	0.400801603206413	0	0
