"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3121	4063	"Mire Garvan"	44.106212	26.910492	40	"AWI"	40	24	761	289	0	0	0	15.527950310559	0.62111801242236	4.96894409937888	0	8.07453416149068	0	0	0	0	0	0	0	0	0	0	0	4.96894409937888	4.34782608695652	0	0	2.48447204968944	0	1.24223602484472	4.34782608695652	0	1.86335403726708	0	0	0	16.7701863354037	1.24223602484472	0	0	12.4223602484472	0	0	8.69565217391304	0	0	0	0	1.24223602484472	2.48447204968944	2.48447204968944	4.96894409937888	0.62111801242236	0.62111801242236
3121	4063	"Mire Garvan"	44.106212	26.910492	50	"AWI"	50	64	913	379	0	0	0.706713780918728	18.3745583038869	0	2.82685512367491	0.353356890459364	3.53356890459364	12.0141342756184	1.76678445229682	0	0	0.353356890459364	0	0	0	0	0	0	1.76678445229682	1.76678445229682	0	0	0.706713780918728	0	0	7.42049469964664	0.353356890459364	0.353356890459364	0	0.706713780918728	0	6.00706713780919	1.76678445229682	6.71378091872792	3.886925795053	10.2473498233216	0	0	11.3074204946996	0	0.706713780918728	0	0	0.706713780918728	2.47349823321555	1.06007067137809	0.706713780918728	0.706713780918728	0.706713780918728
3121	4063	"Mire Garvan"	44.106212	26.910492	60	"AWI"	60	121	991	482	0	0	1.98019801980198	8.91089108910891	0	4.95049504950495	0	7.42574257425743	0	1.98019801980198	0	1.48514851485149	0	0	0	0	0	0	0	3.96039603960396	1.98019801980198	0	3.96039603960396	1.48514851485149	0	0.495049504950495	1.48514851485149	0	1.98019801980198	0	0	0	8.91089108910891	1.98019801980198	8.41584158415842	0	10.3960396039604	0	0.99009900990099	9.9009900990099	1.48514851485149	0.495049504950495	0	0	2.97029702970297	2.97029702970297	3.96039603960396	3.46534653465347	1.98019801980198	0
3121	4063	"Mire Garvan"	44.106212	26.910492	70	"AWI"	70	158	1117	575	0	0.462962962962963	0	9.25925925925926	0	4.62962962962963	0	7.40740740740741	0	0	0	1.85185185185185	0	0	2.31481481481481	0	0	0	0	3.7037037037037	3.7037037037037	0	0	2.31481481481481	0	0.925925925925926	0.925925925925926	0	2.31481481481481	0	0	0.462962962962963	11.1111111111111	0.925925925925926	6.94444444444444	4.16666666666667	10.6481481481481	1.85185185185185	0.462962962962963	9.25925925925926	0	0	0	0	2.77777777777778	3.7037037037037	3.24074074074074	2.77777777777778	0.462962962962963	1.38888888888889
3121	4063	"Mire Garvan"	44.106212	26.910492	80	"AWI"	80	245	1192	668	0	0	2.8436018957346	10.4265402843602	0	3.7914691943128	0.4739336492891	6.63507109004739	18.957345971564	1.8957345971564	0	2.3696682464455	0	0	0	0.4739336492891	0	0	0.4739336492891	2.8436018957346	2.8436018957346	0	1.4218009478673	0.947867298578199	0	0	1.4218009478673	0.947867298578199	2.8436018957346	0.947867298578199	0.4739336492891	0	7.10900473933649	1.8957345971564	8.05687203791469	0	0	0	0	10.4265402843602	1.4218009478673	0	0	0	0	3.7914691943128	3.3175355450237	0	0	0.947867298578199
3121	4063	"Mire Garvan"	44.106212	26.910492	90	"AWI"	90	304	1292	767	0	0.884955752212389	1.76991150442478	10.6194690265487	0	7.07964601769912	0	8.4070796460177	0	2.21238938053097	0	2.21238938053097	0.884955752212389	0	0	0.884955752212389	0	0	0	5.75221238938053	1.32743362831858	0	3.98230088495575	1.76991150442478	0	0	1.76991150442478	0.442477876106195	3.09734513274336	0	0	0	10.6194690265487	0.884955752212389	7.9646017699115	6.63716814159292	0	0	0	9.29203539823009	0	0	0	0	0.442477876106195	3.53982300884956	2.65486725663717	4.86725663716814	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	100	"AWI"	100	378	1395	860	0	0	1.22448979591837	7.34693877551021	0	4.08163265306122	0	6.12244897959184	0	2.04081632653061	0	1.63265306122449	0	0	3.6734693877551	0	0	0	0.408163265306122	2.85714285714286	2.85714285714286	0.408163265306122	0	3.26530612244898	1.63265306122449	0.816326530612245	2.44897959183673	0	0.816326530612245	0	0	0	6.93877551020408	0.816326530612245	13.0612244897959	0	7.34693877551021	3.6734693877551	0	8.16326530612245	3.26530612244898	0	0	0	2.04081632653061	0	8.57142857142857	4.08163265306122	0	0.408163265306122
3121	4063	"Mire Garvan"	44.106212	26.910492	120	"AWI"	120	523	1583	1053	1.06382978723404	0	1.59574468085106	7.97872340425532	1.06382978723404	4.25531914893617	0	9.57446808510638	0	1.59574468085106	0	0	0	0	0	0	0	1.06382978723404	0	4.78723404255319	4.25531914893617	0	0	2.12765957446809	1.59574468085106	0	2.12765957446809	0	2.12765957446809	0.531914893617021	0	0	8.51063829787234	2.65957446808511	6.91489361702128	0	0	0	0	17.0212765957447	0	1.59574468085106	0	0.531914893617021	2.65957446808511	3.19148936170213	4.25531914893617	3.72340425531915	3.19148936170213	0
3121	4063	"Mire Garvan"	44.106212	26.910492	130	"AWI"	130	644	1630	1155	0	0	2.8735632183908	8.04597701149425	0	4.02298850574713	0	10.9195402298851	0	4.02298850574713	0	0	0	2.29885057471264	0	0	0.574712643678161	0	0	3.44827586206897	1.72413793103448	0	0	1.14942528735632	0	0	2.8735632183908	0	1.72413793103448	0	0	0	9.19540229885057	0	0	5.74712643678161	12.0689655172414	0	0	16.6666666666667	2.29885057471264	0.574712643678161	0	0	1.72413793103448	3.44827586206897	2.29885057471264	2.29885057471264	0	0
3121	4063	"Mire Garvan"	44.106212	26.910492	140	"AWI"	140	718	1720	1253	0	1.47783251231527	1.47783251231527	8.86699507389163	0	1.97044334975369	0	7.38916256157635	0	1.97044334975369	0	0	0	0	0	0	0	0	0.985221674876847	5.91133004926108	2.95566502463054	0.492610837438424	0	2.46305418719212	0	0	1.97044334975369	0.985221674876847	0	0	0	0.985221674876847	8.86699507389163	2.46305418719212	9.85221674876847	0	10.8374384236453	0	0	14.2857142857143	1.47783251231527	0	0	0	0	4.92610837438424	2.95566502463054	4.43349753694581	0	0
