"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
3210	4168	"Kuivajarvi"	60.78455	23.85616	40	"AWI"	40	1766	2795	2483	0	52	0	0	0	0	173	0	0	0	0	5	3	1	0	0	0	2	3	0	0	0	23	241	0	0	0	0	3	0	0	0	0	0	1	0	0	1	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	42.5	"AWI"	42.5	2047	2816.5	2576.5	0	41	0	0	0	0	159	0	0	0	0	5	5	3	0	0	0	2	2	0	0	0	40	250	0	0	0	0	4	0	1	0	0	0	1	0	0	1	1	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	45	"AWI"	45	2288	2840	2677	1	44	1	0	1	0	178	0	0	0	0	0	5	3	0	0	0	2	3	0	0	1	46	242	0	0	0	0	3	0	2	0	1	1	0	0	0	5	2	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	47.5	"AWI"	47.5	2423	2904	2776.5	0	47	0	0	0	0	138	0	0	0	0	4	9	5	0	0	0	1	0	0	0	1	56	242	0	0	0	0	1	0	0	0	0	0	2	0	0	3	3	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	50	"AWI"	50	2517	3134	2868	0	62	0	2	1	0	190	0	0	0	0	5	2	3	0	0	0	3	0	0	0	2	48	203	0	0	0	0	9	0	0	0	1	0	2	0	0	2	1	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	52.5	"AWI"	52.5	2555	3182	2914	0	63	0	0	1	0	152	0	0	0	0	1	6	0	0	0	0	0	0	0	0	1	47	225	0	0	0	0	3	0	0	0	0	0	0	0	0	2	1	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	55	"AWI"	55	2589	3255	2955	0	66	0	1	1	0	135	0	0	0	0	3	9	2	0	0	0	0	1	0	0	0	51	223	0	0	0	0	7	0	2	0	1	1	2	0	0	3	6	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	57.5	"AWI"	57.5	2616.5	3351.5	2994.5	1	51	0	0	1	0	137	0	0	0	0	1	10	4	0	0	1	3	1	0	0	0	60	249	0	0	0	0	1	0	0	0	0	0	1	0	0	4	8	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	60	"AWI"	60	2641	3462	3032	0	57	0	0	1	0	167	0	0	0	0	2	5	4	0	0	0	2	0	0	0	1	53	207	0	0	0	0	2	0	0	2	0	0	3	0	0	1	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	62.5	"AWI"	62.5	2694.5	3501	3079.5	0	63	2	0	0	0	159	0	0	0	0	3	7	4	0	0	0	3	0	0	0	0	74	185	0	0	1	0	5	0	1	0	0	0	2	0	0	1	2	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	65	"AWI"	65	2738	3555	3127	0	40	0	0	2	0	164	0	0	0	0	1	5	1	0	0	0	0	0	0	0	2	67	215	0	0	0	0	2	0	0	0	0	0	1	0	0	1	4	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	67.5	"AWI"	67.5	2772	3627	3173	0	43	1	2	0	0	169	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	86	198	0	0	0	0	4	0	0	0	0	0	2	0	0	0	3	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	70	"AWI"	70	2798	3708	3219	0	62	0	0	1	0	174	0	0	0	0	5	6	0	0	0	0	1	1	0	0	2	69	176	0	0	0	0	5	0	0	0	0	0	0	0	0	3	2	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	72.5	"AWI"	72.5	2852	3741.5	3265.5	0	69	0	1	0	0	187	0	0	0	0	6	8	5	0	0	0	1	0	0	0	2	69	157	0	0	0	0	5	0	0	0	1	0	0	0	0	0	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	75	"AWI"	75	2889	3787	3315	0	49	0	0	1	1	172	0	0	0	0	2	15	1	0	0	0	0	1	0	0	0	82	167	0	0	1	0	6	0	0	0	0	0	0	0	0	5	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	77.5	"AWI"	77.5	2921	3855.5	3363	1	66	0	0	1	0	199	0	0	0	0	2	8	4	0	0	0	0	0	0	0	0	80	136	0	0	1	0	2	0	3	0	0	0	0	0	0	0	7	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	80	"AWI"	80	2947	3935	3406	0	61	0	0	1	0	171	0	0	0	0	4	19	3	0	0	0	2	0	0	0	1	62	169	0	0	2	0	5	0	1	0	0	0	0	0	0	3	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	82.5	"AWI"	82.5	2998	3965.5	3450.5	0	62	0	0	0	0	155	0	0	0	0	4	13	1	0	1	0	1	0	0	0	0	73	193	0	0	0	0	3	0	0	0	0	0	1	0	0	3	8	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	85	"AWI"	85	3042	4009	3499	0	55	0	1	2	0	195	0	0	0	0	1	11	3	0	0	0	3	0	0	0	0	71	174	0	0	0	0	3	0	1	0	0	1	3	0	0	1	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	87.5	"AWI"	87.5	3071	4064.5	3546	0	64	0	0	1	0	173	0	0	0	0	2	11	3	0	0	0	2	0	0	0	0	94	163	0	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	90	"AWI"	90	3094	4131	3590	0	59	0	0	0	0	132	0	0	0	0	0	8	2	0	0	0	2	0	0	0	0	126	162	0	0	0	0	5	0	0	0	0	0	1	0	0	2	4	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	92.5	"AWI"	92.5	3147.5	4157.5	3639.5	0	69	0	0	0	0	178	0	0	0	0	0	14	3	0	1	0	0	0	0	0	0	94	171	0	0	0	0	8	0	0	0	3	0	1	0	0	1	8	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	95	"AWI"	95	3197	4204	3689	1	53	0	0	0	0	194	0	0	0	0	0	9	3	0	0	0	0	1	0	0	0	79	150	0	0	0	0	1	0	0	0	1	0	1	0	0	2	11	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	97.5	"AWI"	97.5	3237.5	4244.5	3738	0	54	0	0	1	0	200	0	0	0	1	0	12	4	0	2	0	2	0	0	0	1	110	124	0	0	0	0	5	0	0	0	0	0	4	0	0	6	2	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	100	"AWI"	100	3273	4311	3785	0	48	0	0	1	0	173	0	0	0	0	2	7	2	0	1	0	2	0	0	0	0	104	155	0	0	1	0	4	0	2	0	0	0	0	0	0	2	6	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	102.5	"AWI"	102.5	3330	4342	3829	1	54	0	0	0	0	175	0	0	0	0	4	10	3	0	0	0	1	0	0	0	2	90	149	0	0	0	0	7	0	0	2	0	0	0	0	0	3	10	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	105	"AWI"	105	3379	4383	3876	1	62	0	0	0	0	194	0	0	0	0	1	7	6	0	0	0	3	2	0	0	0	77	133	0	0	0	0	5	0	2	0	1	1	1	0	0	3	18	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	107.5	"AWI"	107.5	3414	4425.5	3924.5	1	73	0	0	1	0	193	0	0	0	0	0	16	3	0	0	0	2	0	0	0	0	53	144	0	0	2	0	7	0	0	3	0	1	0	0	0	2	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	110	"AWI"	110	3447	4482	3973	0	68	0	0	0	0	200	0	0	0	0	2	20	3	0	0	0	3	0	0	0	0	70	214	0	0	0	0	3	0	0	0	0	0	0	0	0	3	11	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	112.5	"AWI"	112.5	3511	4513.5	4021	0	59	0	0	2	0	217	0	0	0	0	1	14	0	0	0	0	3	1	0	0	3	48	144	0	0	1	0	2	0	1	0	0	0	0	0	0	3	7	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	115	"AWI"	115	3555	4550	4069	0	56	0	0	2	0	175	0	0	0	0	3	13	7	0	1	0	2	0	0	0	0	56	179	0	0	0	0	6	0	0	0	0	0	1	0	0	7	6	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	117.5	"AWI"	117.5	3590	4591.5	4121	0	66	0	0	0	0	172	0	0	0	0	1	20	3	0	0	0	4	0	0	0	0	47	170	0	0	1	1	5	0	0	0	0	0	1	0	0	2	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	120	"AWI"	120	3624	4639	4170	0	54	0	0	0	0	186	0	0	0	0	1	18	3	0	0	0	3	0	0	0	0	58	179	0	0	2	0	3	0	0	0	0	0	0	0	0	1	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	122.5	"AWI"	122.5	3696	4671.5	4214.5	0	69	0	0	1	0	186	0	0	0	0	0	18	3	0	0	0	4	0	0	0	0	33	170	0	0	3	0	7	0	1	0	0	0	0	0	0	7	11	1
3210	4168	"Kuivajarvi"	60.78455	23.85616	125	"AWI"	125	3755	4714	4261	0	53	0	0	0	0	164	0	0	0	0	0	22	4	0	1	0	7	0	0	0	0	44	192	0	0	0	0	5	0	0	2	0	0	0	0	0	5	10	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	127.5	"AWI"	127.5	3793	4761	4307.5	0	69	0	2	0	0	206	0	0	0	0	0	11	5	0	0	0	2	1	0	0	0	21	170	0	0	2	0	6	0	0	0	0	1	1	0	0	4	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	130	"AWI"	130	3825	4820	4351	0	70	0	0	0	0	172	0	0	0	0	4	10	3	0	1	0	3	0	0	0	2	15	219	0	0	0	0	9	0	0	0	0	0	1	0	0	1	15	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	132.5	"AWI"	132.5	3897.5	4850	4397	0	62	0	1	2	0	191	0	0	0	0	1	21	8	0	0	0	5	0	0	0	0	11	184	0	0	1	0	7	0	0	0	0	0	1	0	0	5	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	135	"AWI"	135	3960	4881	4442	0	71	1	2	0	0	180	0	0	0	0	6	26	4	0	0	0	3	1	0	0	0	18	176	0	0	1	0	1	0	0	0	0	0	1	0	0	7	17	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	137.5	"AWI"	137.5	4001.5	4919.5	4488	0	70	0	1	0	0	195	0	0	0	0	6	21	3	0	0	0	1	3	0	0	0	17	170	0	0	6	0	5	0	1	3	0	0	2	0	0	4	18	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	140	"AWI"	140	4045	4977	4534	0	79	0	0	0	0	159	0	0	0	0	4	18	5	0	0	0	2	0	0	0	0	13	203	0	0	0	1	5	0	0	0	0	0	0	0	0	7	14	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	142.5	"AWI"	142.5	4119.5	5015.5	4577	0	72	1	0	2	0	174	0	0	0	0	2	23	7	0	0	0	4	4	0	0	0	8	179	0	0	4	0	14	0	0	3	0	0	4	0	0	2	20	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	145	"AWI"	145	4190	5061	4623	0	80	0	0	0	0	134	0	0	0	0	0	29	3	0	0	0	5	2	0	0	0	12	210	0	0	1	0	5	0	0	0	1	0	2	0	0	7	17	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	147.5	"AWI"	147.5	4240	5103	4672.5	0	79	1	0	0	0	192	0	0	0	0	4	20	3	0	0	0	1	0	0	0	0	6	158	0	0	3	1	9	0	0	0	0	2	0	0	0	5	27	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	150	"AWI"	150	4283	5154	4722	0	70	0	0	0	0	170	0	0	0	0	2	14	4	0	0	0	2	2	0	0	0	9	204	0	0	0	1	6	0	0	0	0	0	3	0	0	3	21	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	152.5	"AWI"	152.5	4400.5	5178	4760.5	0	79	0	0	0	0	187	0	0	0	0	3	14	3	0	0	0	3	1	0	0	0	7	169	0	0	2	1	5	0	0	0	0	0	1	0	0	5	10	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	155	"AWI"	155	4508	5201	4800	0	75	0	1	1	0	196	0	0	0	0	2	22	7	0	0	0	1	2	0	0	0	2	180	0	0	2	2	4	0	0	0	0	1	3	0	0	4	14	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	157.5	"AWI"	157.5	4586	5226	4837	0	69	0	0	0	0	213	0	0	0	0	6	25	2	0	0	0	4	1	0	0	0	7	163	0	0	1	0	6	0	0	0	0	0	1	0	0	5	10	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	160	"AWI"	160	4640	5261	4878	1	69	0	0	3	0	222	0	0	0	0	2	19	2	0	0	0	6	3	0	0	1	37	177	0	0	1	0	8	0	0	0	0	0	0	0	0	1	5	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	165	"AWI"	165	4740	5458	5033	0	51	1	0	0	0	188	0	0	0	0	2	24	1	0	0	0	3	0	0	0	0	39	184	0	0	1	0	6	0	0	0	0	0	0	0	0	3	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	170	"AWI"	170	4793	5812	5167	0	70	0	0	1	0	215	0	0	0	0	3	7	1	0	0	0	0	2	0	0	0	14	169	0	0	0	0	6	0	0	0	0	0	3	0	0	4	15	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	175	"AWI"	175	4908	5973	5337	0	53	0	0	0	0	105	0	0	0	0	4	24	0	0	0	0	1	0	0	0	0	18	298	0	0	0	0	1	0	1	0	0	1	1	0	0	5	4	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	180	"AWI"	180	4966	6243	5489	0	73	0	0	0	0	112	0	0	0	0	5	36	0	0	0	0	1	0	0	0	0	17	252	0	0	0	0	6	0	0	2	0	1	0	0	0	4	3	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	185	"AWI"	185	5088	6370	5646	1	93	0	1	1	0	141	0	0	0	0	1	21	0	0	1	0	0	3	0	0	0	12	240	0	0	0	0	5	0	1	0	0	0	0	0	0	4	7	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	190	"AWI"	190	5161	6600	5797	0	78	0	0	1	0	133	0	0	0	0	2	24	1	0	1	0	3	0	0	0	0	11	230	0	0	1	0	4	0	2	0	0	0	0	0	0	3	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	195	"AWI"	195	5311	6730	5969	0	82	0	0	0	0	127	0	0	0	0	2	15	0	0	0	0	4	1	0	0	0	6	251	0	0	0	0	5	0	0	0	0	0	0	0	0	5	7	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	200	"AWI"	200	5392	6934	6133	0	73	0	0	1	0	218	0	0	0	1	4	21	3	0	0	0	2	3	0	0	0	4	169	0	0	3	0	2	0	1	2	0	0	3	0	0	5	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	205	"AWI"	205	5564	7056	6293	0	77	0	0	0	0	217	0	0	0	0	1	17	6	0	0	0	0	1	0	0	0	7	168	0	0	3	0	7	0	0	0	0	0	4	0	0	5	17	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	210	"AWI"	210	5675	7244	6462	0	86	0	0	0	0	184	0	0	0	0	2	17	2	0	0	0	1	1	0	0	0	7	176	0	0	4	0	4	0	0	0	0	0	3	0	0	3	19	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	215	"AWI"	215	5838	7359	6629	0	65	0	0	0	0	156	0	0	0	0	3	18	4	0	0	0	0	3	0	0	0	5	288	0	0	0	0	1	0	1	0	0	2	0	0	0	4	12	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	220	"AWI"	220	5949	7510	6790	0	86	0	0	0	0	150	0	0	0	0	1	13	6	0	0	0	0	1	0	0	0	4	227	0	0	0	0	4	0	1	2	0	2	0	0	0	6	11	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	225	"AWI"	225	6162	7598	6945	0	94	1	0	1	0	163	0	0	0	0	4	16	2	0	0	0	1	1	0	0	0	6	210	0	0	0	1	1	0	0	0	0	1	2	0	0	1	9	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	230	"AWI"	230	6292	7742	7110	1	63	0	1	1	0	138	0	0	0	0	1	19	1	0	0	0	1	1	0	0	0	4	264	0	0	0	0	3	0	0	0	0	0	0	0	0	3	7	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	235	"AWI"	235	6564	7817	7273	0	72	0	0	1	0	196	0	0	0	0	3	22	4	0	1	0	3	1	0	0	0	6	177	0	0	0	0	3	0	0	2	0	0	1	0	0	1	20	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	240	"AWI"	240	6707	7972	7450	0	65	0	0	0	0	175	0	0	0	0	3	16	3	0	0	0	1	0	0	0	0	4	222	0	0	0	0	2	0	0	0	0	0	0	0	0	4	12	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	245	"AWI"	245	6966	8036	7604	0	82	0	0	0	0	161	0	0	0	0	3	12	0	0	0	0	0	1	0	0	0	2	227	0	0	0	0	4	0	0	0	0	0	2	0	0	2	10	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	250	"AWI"	250	7120	8155	7777	0	74	0	0	0	0	193	0	0	0	0	2	22	3	0	0	0	3	1	0	0	0	3	202	0	0	0	1	1	0	0	0	0	0	3	0	0	3	6	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	255	"AWI"	255	7509	8205	7910	0	77	1	0	0	0	150	0	0	0	0	4	21	5	0	0	0	3	0	0	0	0	1	232	0	0	0	1	4	0	0	3	0	0	5	0	0	1	11	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	260	"AWI"	260	7736	8305	8053	0	78	0	0	3	0	156	0	0	0	0	2	36	5	0	0	0	1	0	0	0	0	1	207	0	0	0	0	2	0	0	0	0	0	3	0	0	1	18	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	265	"AWI"	265	7838	8393	8143	0	95	1	0	0	1	152	0	0	0	0	1	24	3	0	0	0	0	1	0	0	0	2	207	0	0	0	0	1	0	0	0	0	0	1	0	0	0	19	1
3210	4168	"Kuivajarvi"	60.78455	23.85616	270	"AWI"	270	7908	8597	8231	0	103	0	0	3	0	154	0	0	0	0	1	33	1	0	0	0	3	1	0	0	0	1	198	0	0	0	0	2	0	0	0	0	0	0	0	0	0	11	1
3210	4168	"Kuivajarvi"	60.78455	23.85616	275	"AWI"	275	7993	8682	8313	0	89	0	0	0	0	165	0	0	0	0	1	14	2	0	0	0	1	0	0	0	0	0	265	0	0	1	0	1	0	0	2	0	0	3	0	0	1	11	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	280	"AWI"	280	8039	8828	8388	0	79	0	0	2	0	153	0	0	0	0	1	26	2	0	0	0	0	0	0	0	0	1	224	0	0	0	0	0	0	0	2	0	0	2	0	0	0	17	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	285	"AWI"	285	8111	8906	8472	0	58	0	0	1	0	182	1	0	0	0	4	12	8	0	0	0	2	0	0	0	0	4	245	0	0	0	0	2	0	0	3	0	0	0	0	0	0	11	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	290	"AWI"	290	8159	9032	8551	0	66	0	0	1	1	202	0	0	0	0	1	9	5	0	0	0	2	1	0	0	0	0	213	0	0	0	0	2	0	0	0	0	0	4	0	0	0	11	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	295	"AWI"	295	8230	9111	8635	0	86	0	0	0	0	175	0	0	0	0	0	11	8	0	0	0	0	0	0	0	0	0	218	0	0	0	0	3	0	0	0	0	0	1	0	0	0	7	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	300	"AWI"	300	8290	9223	8713	0	75	1	0	2	1	172	0	0	0	0	0	30	1	0	0	0	0	1	0	0	0	2	197	0	0	5	0	3	0	0	0	0	1	1	0	0	1	15	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	305	"AWI"	305	8375	9302	8799	0	75	0	0	0	0	184	0	0	0	0	3	22	2	0	0	0	0	1	0	0	0	1	205	0	0	0	0	0	0	0	0	0	0	2	0	0	0	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	310	"AWI"	310	8429	9394	8879	0	87	0	0	0	0	142	0	0	0	0	2	26	4	0	0	0	2	0	0	0	0	2	229	0	0	0	0	1	0	0	0	0	1	2	0	0	0	11	1
3210	4168	"Kuivajarvi"	60.78455	23.85616	315	"AWI"	315	8504	9477	8963	0	81	0	1	0	0	147	0	0	0	0	0	25	2	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	4	0	0	1	0	0	0	15	1
3210	4168	"Kuivajarvi"	60.78455	23.85616	320	"AWI"	320	8562	9571	9045	0	83	0	0	2	0	186	0	0	0	0	1	26	4	0	0	0	1	1	0	1	0	1	188	0	0	0	0	1	0	0	0	0	3	1	0	0	1	13	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	325	"AWI"	325	8651	9642	9122	0	101	0	0	1	0	193	0	0	0	0	3	20	4	0	0	0	0	0	0	0	0	1	174	0	0	1	0	2	0	0	0	1	0	2	0	0	0	9	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	330	"AWI"	330	8705	9731	9205	0	102	1	0	3	0	156	0	0	0	0	1	24	3	0	0	0	0	1	0	0	0	0	208	0	0	0	0	2	0	0	3	0	2	6	0	0	0	8	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	335	"AWI"	335	8797	9790	9288	0	81	0	0	0	0	172	0	0	0	0	0	18	1	0	0	0	0	0	1	0	0	1	220	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	340	"AWI"	340	8868	9874	9372	0	89	0	1	0	0	191	0	0	0	0	0	20	4	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	1	0	0	0	14	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	345	"AWI"	345	8963	9932	9454	0	78	0	0	1	0	160	0	0	0	0	1	23	5	0	0	0	0	1	0	0	0	1	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0
3210	4168	"Kuivajarvi"	60.78455	23.85616	350	"AWI"	350	9035	10030	9536	0	67	1	0	1	0	139	0	0	0	0	0	29	2	0	0	0	0	3	0	2	0	0	251	0	0	0	0	0	0	0	0	0	1	2	0	0	0	14	0
