"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	50	"AWI"	50	447	956	695	62	0	0	0	0	0	0	0	0	0	0	29	0	54	0	0	0	0	2	0	3	36	0	0	0	0	0	6	0	1	0	0	55	0	0	0	11	0	0	0	0	0	0	0	6	0	0	2	13	6	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	54	"AWI"	54	509	1072	784	63	0	0	0	0	0	0	0	0	0	0	31	0	28	0	0	0	0	1	0	6	31	0	0	0	0	0	8	0	0	0	0	54	0	0	0	12	0	0	0	0	0	0	0	8	0	0	1	12	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	58	"AWI"	58	593	1139	878	47	0	3	0	0	0	0	0	0	0	0	28	0	27	0	22	0	0	3	1	3	19	0	0	1	0	0	1	0	1	0	0	41	0	0	0	14	0	0	2	0	0	0	0	5	1	1	0	7	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	62	"AWI"	62	695	1230	972	52	0	0	0	0	198	0	0	0	0	0	12	1	35	0	0	0	0	0	0	3	9	0	0	0	0	0	3	0	1	0	0	45	0	0	0	11	0	0	0	0	0	0	0	12	1	2	1	7	6	1
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	66	"AWI"	66	783	1314	1059	86	0	0	0	0	0	0	0	1	0	0	23	0	31	0	0	0	0	4	0	2	10	0	0	0	0	0	4	1	0	0	0	45	0	1	0	13	0	0	0	0	0	0	0	10	0	1	1	4	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	70	"AWI"	70	896	1363	1156	63	0	0	0	0	165	0	0	0	0	0	17	0	49	0	0	0	0	3	0	2	9	0	0	0	0	0	3	1	3	0	0	59	0	1	0	15	0	0	0	0	0	0	0	5	0	1	1	7	5	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	74	"AWI"	74	1016	1425	1240	94	0	0	0	0	0	0	0	0	0	0	24	0	26	0	0	0	0	7	0	2	7	0	0	0	0	0	2	1	2	0	0	73	0	0	0	32	0	0	0	0	0	0	0	5	0	0	1	15	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	78	"AWI"	78	1122	1481	1325	72	0	0	0	0	0	0	0	0	0	0	24	0	23	0	0	0	0	2	1	6	11	0	0	0	0	0	2	0	3	0	0	50	0	0	0	17	0	0	0	0	0	0	0	6	0	0	0	12	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	82	"AWI"	82	1316	1512	1396	65	0	0	0	0	0	0	0	0	0	0	12	0	35	0	0	0	0	3	0	2	12	0	0	0	0	0	5	0	1	0	0	31	0	0	0	18	0	0	0	0	0	0	0	4	0	2	1	5	3	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	86	"AWI"	86	1392	1682	1521	87	0	0	0	0	0	0	0	0	0	0	21	0	38	0	0	0	0	3	0	1	12	0	0	0	0	0	6	0	0	0	0	73	0	0	0	29	0	0	1	0	0	0	0	7	0	1	1	8	8	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	90	"AWI"	90	1431	1981	1633	71	0	0	0	0	199	0	0	0	0	0	22	0	24	0	0	0	0	1	3	1	14	0	0	0	0	0	2	0	0	0	0	47	0	0	0	26	0	0	0	0	0	0	0	6	0	3	1	14	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	94	"AWI"	94	1495	2170	1759	73	0	0	0	0	0	1	0	1	0	0	26	0	12	0	0	0	0	4	0	3	20	0	0	0	0	0	5	0	0	0	0	48	0	0	0	35	0	0	0	0	0	0	0	7	0	1	1	8	3	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	98	"AWI"	98	1570	2306	1886	77	0	0	0	0	208	0	0	0	0	0	18	0	22	0	0	0	0	3	0	3	10	0	0	0	0	0	5	0	1	0	0	44	0	0	0	21	0	0	0	0	0	0	0	6	0	1	0	9	4	1
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	102	"AWI"	102	1639	2440	2008	92	0	0	0	0	289	0	0	0	0	0	27	0	0	0	0	0	0	5	0	1	13	0	0	0	0	0	6	0	0	0	0	59	0	0	0	30	0	0	0	0	0	0	0	6	0	2	1	15	4	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	106	"AWI"	106	1758	2536	2144	67	0	0	0	0	230	0	0	0	0	0	11	0	13	0	0	0	0	3	0	7	13	0	0	1	0	2	7	0	0	0	0	38	0	2	0	25	0	0	0	0	0	0	0	7	0	1	1	12	4	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	110	"AWI"	110	1864	2654	2277	73	0	0	0	0	0	0	0	0	0	0	12	0	18	0	0	0	0	1	1	1	12	0	0	0	0	0	6	0	2	0	0	48	0	0	0	12	0	0	1	0	0	0	0	3	1	2	0	21	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	114	"AWI"	114	1985	2787	2408	107	0	0	0	0	0	0	0	0	0	0	28	0	17	0	0	0	0	1	0	3	12	0	0	1	0	0	1	0	0	0	0	55	0	0	0	24	0	0	0	0	0	0	0	8	0	0	1	17	5	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	118	"AWI"	118	2134	2861	2551	78	0	0	0	0	190	0	0	0	0	0	22	0	22	0	0	0	0	4	1	3	10	0	0	0	0	0	7	0	0	0	0	34	0	1	0	19	0	0	1	0	0	0	0	14	0	0	0	10	6	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	122	"AWI"	122	2281	2944	2681	71	0	2	0	0	198	0	0	1	0	0	37	0	15	0	0	0	0	2	0	3	14	0	0	1	0	0	4	0	0	0	0	32	0	1	0	29	0	0	0	0	0	0	0	5	2	1	0	12	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	126	"AWI"	126	2460	3046	2812	80	1	0	0	0	0	0	0	0	0	0	34	0	17	0	0	0	0	2	0	5	6	0	0	1	0	0	3	0	0	0	0	38	0	0	0	30	0	0	0	0	0	0	0	3	0	2	0	14	7	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	130	"AWI"	130	2801	3134	2932	69	0	0	0	0	222	0	0	0	0	0	16	0	28	0	0	0	0	10	0	3	8	0	0	0	0	0	3	0	0	0	0	41	0	0	0	19	0	0	0	0	0	0	0	6	0	1	0	18	5	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	134	"AWI"	134	2918	3405	3117	98	0	0	0	0	220	0	0	0	0	0	21	0	10	0	0	0	0	1	0	6	12	0	0	1	1	0	14	0	0	0	0	45	0	2	0	30	0	0	0	0	0	0	0	9	0	2	0	8	6	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	138	"AWI"	138	3002	3801	3301	91	0	0	0	0	229	0	0	0	0	0	22	0	16	0	0	1	0	7	0	6	8	0	0	0	0	0	9	0	0	0	0	44	0	0	0	23	0	0	0	0	0	0	0	8	0	0	1	15	3	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	142	"AWI"	142	3097	4052	3484	70	0	0	2	0	0	0	0	0	0	0	25	0	8	0	0	1	0	2	0	3	7	0	0	0	0	0	10	0	0	0	0	44	0	1	0	28	0	0	0	0	3	0	0	9	0	0	0	16	8	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	146	"AWI"	146	3243	4276	3698	89	0	0	0	0	212	0	0	2	0	0	21	0	20	0	0	0	0	2	0	3	16	0	0	0	0	0	5	0	0	0	0	36	0	0	0	40	0	0	0	0	0	0	0	3	1	0	0	21	4	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	150	"AWI"	150	3377	4511	3909	77	0	0	0	0	214	0	0	0	0	0	19	0	10	0	0	0	0	5	0	1	4	0	0	1	0	0	8	0	0	0	0	26	0	0	0	57	0	0	0	0	0	0	0	2	1	1	0	15	0	1
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	154	"AWI"	154	3526	4722	4123	78	0	0	0	0	202	0	0	0	0	0	30	0	23	0	0	0	0	7	1	8	7	0	0	1	0	0	5	0	0	0	0	37	0	1	0	46	0	0	1	0	0	0	0	6	1	1	0	19	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	158	"AWI"	158	3722	4863	4320	72	0	0	0	0	0	0	0	0	0	0	13	0	23	0	0	0	0	2	0	1	15	0	0	2	0	0	6	0	0	0	0	39	0	0	0	34	0	0	0	0	0	0	0	8	0	2	0	24	3	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	162	"AWI"	162	3912	5058	4522	68	0	0	0	0	183	0	0	0	0	0	16	0	20	0	0	0	0	6	0	2	21	0	0	0	0	0	3	0	0	0	0	27	0	0	0	37	0	0	0	0	0	0	1	8	0	0	0	31	4	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	166	"AWI"	166	4147	5174	4718	83	0	0	0	0	0	0	0	0	0	0	14	0	17	0	0	0	0	3	1	4	20	0	0	1	0	0	3	0	0	0	0	25	0	1	0	30	0	0	0	0	0	0	0	4	0	3	1	17	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	170	"AWI"	170	4415	5286	4907	76	0	0	0	0	217	0	0	0	0	0	23	0	9	0	0	0	0	1	0	3	12	0	0	0	0	0	7	0	0	0	0	41	0	1	0	42	0	0	0	0	0	0	0	13	0	3	0	20	1	1
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	174	"AWI"	174	4665	5403	5100	70	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0	1	0	1	9	0	0	2	0	0	8	0	0	0	0	25	0	1	0	31	0	0	0	0	0	0	0	7	0	2	0	25	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	178	"AWI"	178	5027	5459	5285	73	0	0	0	0	0	0	0	0	0	0	20	0	8	0	0	0	0	5	0	5	18	0	0	0	0	0	4	0	0	0	0	40	0	1	0	51	0	0	0	0	0	0	0	9	0	4	0	22	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	182	"AWI"	182	5181	5858	5510	96	0	0	0	0	0	0	0	1	0	0	17	0	10	0	0	0	0	8	0	3	17	0	0	0	0	0	9	0	0	0	0	38	0	1	0	37	0	0	0	0	0	0	0	11	0	3	0	22	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	186	"AWI"	186	5325	6359	5748	91	0	0	0	0	0	0	0	0	0	0	37	0	10	0	0	0	0	3	0	2	10	0	0	0	0	0	5	0	0	0	0	31	0	1	1	22	0	0	1	0	0	0	0	13	0	5	0	24	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	190	"AWI"	190	5506	6535	6058	96	0	0	0	0	0	0	0	0	0	0	15	0	8	0	0	0	0	2	0	3	14	0	0	2	0	0	5	0	0	0	0	29	0	0	1	24	0	0	0	0	0	0	1	11	0	2	0	29	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	194	"AWI"	194	5829	6689	6307	122	0	0	0	0	201	0	0	0	0	0	38	0	16	0	0	0	0	7	0	1	16	0	0	1	0	0	8	0	0	0	0	33	0	2	0	24	0	0	0	0	0	0	0	26	0	2	0	30	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	198	"AWI"	198	6119	6837	6568	89	0	0	0	0	214	0	0	0	0	0	16	0	11	0	0	0	0	5	0	5	15	0	0	0	0	0	4	0	0	0	0	18	0	1	0	27	0	0	0	0	0	0	0	12	0	2	0	40	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	202	"AWI"	202	6604	6984	6787	130	0	0	0	0	230	0	0	0	0	0	26	0	0	0	0	0	0	1	0	6	7	0	0	0	0	0	5	0	0	0	0	24	0	0	0	36	0	0	0	0	0	0	0	13	0	1	0	35	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	206	"AWI"	206	6779	7279	7027	158	0	0	0	0	301	0	0	0	0	0	20	0	13	0	0	0	0	1	0	1	7	0	0	0	0	0	4	0	0	0	0	30	0	0	0	15	0	0	0	0	3	0	0	12	0	0	0	30	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	210	"AWI"	210	6961	7615	7245	141	1	0	0	0	268	0	0	0	0	0	37	0	17	0	0	0	0	2	1	4	16	0	0	0	0	0	6	0	0	0	0	20	0	0	0	16	0	0	0	0	0	0	0	5	0	1	0	50	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	214	"AWI"	214	7202	7728	7502	111	1	0	0	0	320	0	0	0	0	0	26	0	0	0	0	0	0	2	1	3	6	0	0	0	0	0	6	0	0	0	0	21	0	0	0	12	0	0	0	0	0	0	0	5	0	0	0	43	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	218	"AWI"	218	7635	7930	7761	90	0	0	0	0	276	0	0	0	0	0	30	0	0	0	0	0	0	1	0	3	12	0	0	0	0	0	5	0	0	0	0	20	0	0	0	14	0	0	0	0	0	0	0	3	0	2	0	45	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	222	"AWI"	222	7835	8326	8035	46	0	0	0	0	299	0	0	0	0	0	18	0	15	0	0	0	0	1	0	4	24	0	0	0	0	0	1	0	0	0	0	31	0	0	0	28	0	0	0	0	12	0	0	1	0	1	0	51	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	226	"AWI"	226	8132	8467	8333	70	0	0	0	0	289	0	0	1	0	0	20	0	16	0	0	0	0	0	0	2	14	0	0	0	0	0	1	0	0	0	0	36	0	0	0	7	0	0	0	0	0	0	0	2	0	1	0	30	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	230	"AWI"	230	8272	8645	8490	41	0	0	0	0	300	0	0	0	0	0	33	0	15	0	0	0	0	1	0	4	8	0	0	0	0	0	2	0	0	0	0	42	0	0	0	18	0	0	0	0	0	0	0	4	0	0	0	13	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	234	"AWI"	234	8391	8846	8610	34	0	0	0	0	252	0	0	0	0	0	15	0	10	0	14	0	0	0	0	7	14	0	0	0	0	0	1	0	0	0	0	36	0	0	0	12	0	0	1	0	18	0	0	0	0	0	0	9	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	238	"AWI"	238	8503	8945	8739	26	0	0	0	0	380	0	0	0	0	0	43	0	18	0	0	0	0	0	0	2	25	0	0	0	0	0	7	0	0	0	0	21	0	0	0	8	0	0	0	0	0	0	0	1	0	1	0	10	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	242	"AWI"	242	8663	9093	8888	12	0	0	0	0	262	0	0	0	0	0	32	1	16	0	0	0	0	0	0	4	32	0	0	0	0	0	2	0	0	0	0	15	0	0	0	9	0	0	0	0	0	0	1	0	0	0	0	8	0	2
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	246	"AWI"	246	8762	9382	9038	3	0	0	0	0	272	0	0	0	0	0	41	0	0	0	13	0	0	1	1	1	5	0	0	0	0	0	3	0	0	0	0	21	0	0	0	13	0	0	0	0	0	0	0	1	0	0	0	6	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	250	"AWI"	250	8844	9723	9206	0	0	0	0	0	295	0	0	0	0	0	34	0	16	0	10	0	0	0	0	6	4	0	0	0	0	0	4	0	0	0	0	37	0	0	0	15	0	0	0	0	0	0	0	6	0	0	0	4	0	1
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	254	"AWI"	254	8990	9931	9385	1	0	0	0	0	221	0	0	0	0	0	49	1	17	0	0	0	0	0	0	2	3	0	0	0	0	0	1	0	0	0	0	46	0	0	0	3	0	0	1	0	0	0	0	4	0	0	0	5	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	258	"AWI"	258	9121	10165	9571	0	0	0	0	0	329	0	0	0	0	0	51	0	22	0	17	0	0	0	0	6	4	0	0	0	0	0	1	0	0	0	0	35	0	0	0	6	0	0	0	0	32	0	0	5	1	0	0	16	1	2
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	262	"AWI"	262	9233	10382	9764	0	0	0	0	0	262	0	0	0	0	0	38	3	19	0	23	0	0	0	0	5	26	0	0	0	0	0	4	0	0	0	0	42	0	0	0	7	0	0	0	0	24	0	0	0	1	0	0	12	1	1
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	266	"AWI"	266	9369	10566	9941	2	0	0	0	0	299	0	0	0	0	0	29	0	19	0	15	0	0	0	0	4	68	0	0	0	0	0	0	0	0	0	0	46	0	0	0	1	0	0	0	0	31	0	0	0	0	0	0	5	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	270	"AWI"	270	9513	10767	10117	0	1	0	0	0	270	0	0	0	0	0	18	2	13	0	16	0	0	0	0	1	143	0	0	0	0	0	0	0	0	0	0	58	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	274	"AWI"	274	9639	10966	10302	0	2	0	0	0	310	0	0	0	0	0	6	4	18	0	19	0	0	0	0	0	79	0	0	0	0	0	2	0	0	0	0	125	0	0	0	1	0	0	0	7	21	0	0	1	1	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	278	"AWI"	278	9840	11088	10493	0	0	0	0	0	289	0	0	1	0	0	1	4	26	0	25	0	0	0	0	1	112	0	0	0	0	0	1	0	0	0	0	85	0	0	0	1	0	0	0	0	21	0	0	0	0	0	0	1	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	282	"AWI"	282	10004	11233	10669	0	1	0	0	0	0	0	0	0	0	0	0	2	19	0	29	0	0	0	0	2	105	0	0	0	0	0	0	0	0	0	0	67	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	286	"AWI"	286	10163	11382	10854	0	1	0	4	0	273	0	0	0	0	0	0	1	35	0	26	0	0	0	0	0	72	0	0	0	0	0	0	0	0	35	0	62	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	290	"AWI"	290	10462	11487	11036	0	0	0	0	0	0	0	0	0	0	0	0	6	15	0	33	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	128	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	292	"AWI"	292	10551	11565	11137	0	4	6	0	0	0	0	0	0	0	0	0	3	33	0	42	0	0	0	0	1	9	0	0	0	0	0	0	0	0	0	0	129	0	0	0	0	0	0	2	0	18	0	0	0	2	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	294	"AWI"	294	10724	11608	11217	0	3	16	0	0	0	0	0	0	0	0	0	10	29	0	36	0	0	0	0	1	8	0	0	0	0	1	0	0	0	0	0	135	0	0	0	0	0	0	3	43	28	0	0	0	2	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	296	"AWI"	296	10860	11652	11301	1	1	5	0	0	147	0	0	0	0	0	0	4	36	0	33	0	0	0	0	2	3	0	0	0	0	2	0	0	0	0	0	112	0	0	0	1	0	0	4	0	18	0	0	0	3	0	0	2	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	298	"AWI"	298	10967	11711	11385	0	0	0	0	0	0	0	0	0	0	0	1	10	24	0	0	0	0	0	0	2	10	0	0	0	0	1	0	0	0	0	0	84	0	0	0	1	0	0	2	0	14	0	0	1	2	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	300	"AWI"	300	11151	11750	11467	0	1	0	12	0	0	0	0	0	0	0	1	20	30	1	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	2	0	26	0	0	0	1	0	0	0	2	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	302	"AWI"	302	11300	11806	11552	0	7	0	17	0	0	0	0	0	0	0	0	7	34	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	77	0	0	0	1	0	0	4	39	27	0	0	0	2	0	0	0	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	304	"AWI"	304	11378	11908	11644	0	9	0	62	0	0	0	0	0	0	1	0	2	51	1	13	0	0	0	0	2	10	0	0	0	0	0	0	0	1	0	0	122	0	0	0	0	0	0	4	0	17	0	0	0	3	0	0	0	1	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	306	"AWI"	306	11442	11995	11723	0	13	5	168	0	0	0	0	0	0	0	0	3	28	0	0	0	0	0	0	11	1	0	0	0	0	0	0	0	0	0	0	94	0	0	0	1	0	0	7	0	10	0	1	0	7	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	308	"AWI"	308	11481	12102	11802	0	20	5	121	0	0	0	0	0	0	1	0	1	37	0	0	0	0	1	0	5	11	0	0	0	0	0	1	0	0	0	0	79	0	0	0	2	0	0	7	0	19	0	1	0	13	0	0	0	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	311	"AWI"	311	11557	12283	11902	1	7	2	65	0	0	0	0	0	0	1	0	2	29	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	3	0	23	0	0	0	13	0	0	1	0	0
13392	20050	"Vestre Øykjamyrtjørn"	59.81667	6	312	"AWI"	312	11601	12302	11944	1	15	0	111	0	0	0	0	0	0	0	0	2	26	0	0	0	0	0	0	7	3	0	0	0	0	0	0	0	0	0	0	89	0	0	0	1	4	0	3	0	15	0	0	0	14	0	0	1	1	0
