"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	250	"AWI"	250	2466	2940	2726	0	4.49020931802836	0.101282916948008	0	0.0337609723160027	0.0337609723160027	0	0	0.168804861580014	0	0	0	0	0	0	11.8501012829169	0	0.911546252532073	0	72.8224172856178	0	0	0	0	0.675219446320054	0	0	0	0	0	0	0	0	0	0	0	0.135043889264011	0	0	2.59959486833221	0	0	0	0	0	4.32140445644835	0	0	0	0	0	0.101282916948008	0	0	0.0337609723160027	0	0.202565833896016	0	0.742741390952059	0.776502363268062	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	254	"AWI"	254	2575	3390	2883	0	5.36173338229894	0.0367242012486228	0	0.110172603745869	0.0367242012486228	0	0	0.25706940874036	0	0	0	0	0	0	16.746235769372	0	0.697759823723834	0	65.0385604113111	0	0	0.0367242012486228	0	0.881380829966948	0	0	0	0	0	0	0	0	0	0	0.0367242012486228	0.25706940874036	0	0	2.24017627616599	0	0	0	0	0	6.426735218509	0	0	0	0	0	0.293793609988983	0	0	0	0	0.25706940874036	0	0.661035622475211	0.624311421226588	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	258	"AWI"	258	2685	3706	3076	0	7.04898446833931	0	0	0.199123855037834	0	0	0	0.199123855037834	0	0	0	0	0	0	19.5539625647153	0	0.398247710075667	0	59.1397849462366	0	0	0	0	0.836320191158901	0	0	0	0	0	0	0	0	0	0	0	0.2389486260454	0	0	1.35404221425727	0	0	0	0	0	8.60215053763441	0	0	0	0.0796495420151334	0	0.1194743130227	0	0	0	0	0.2389486260454	0	0.716845878136201	1.23456790123457	0	0.0398247710075667
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	262	"AWI"	262	2804	3928	3265	0	7.53275109170306	0.0727802037845706	0	0.145560407569141	0	0	0	0	0	0.0363901018922853	0	0	0	0	16.7758369723435	0	0.400291120815138	0	62.5181950509461	0	0	0	0	1.31004366812227	0	0	0.0363901018922853	0	0	0	0	0	0	0	0	0.291120815138282	0	0	0	0	0	0	0	0	8.95196506550218	0	0	0	0	0	0.109170305676856	0.0727802037845706	0	0	0	0.181950509461426	0	0.836972343522562	0.727802037845706	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	266	"AWI"	266	2935	4144	3452	0	7.02776825505656	0	0	0.137127185464518	0	0	0	0	0	0	0	0	0	0	15.6324991429551	0	0.514226945491944	0	65.7524854302365	0	0	0	0.0342817963661296	1.19986287281454	0	0	0	0	0.0342817963661296	0	0	0	0	0	0	0.205690778196778	0	0	0	0	0	0	0	0	7.54199520054851	0	0	0	0	0	0.0342817963661296	0	0	0	0	0.239972574562907	0	0.959890298251628	0.651354130956462	0	0.0342817963661296
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	270	"AWI"	270	3057	4385	3670	0	6.58547586829048	0	0	0	0	0	8.16418583671628	0	0	0	0	0	0	0	12.2688317546234	0	0.31574199368516	0	55.0744248985115	0	0	0	0.09021199819576	2.43572395128552	0	0	0	0	0	0	0	0	0	0	0	0.31574199368516	0	0	0	0	0	0	0	0	11.1862877762742	0	0	0	0	0	0.04510599909788	0	0	0	0	0.09021199819576	0	1.39828597203428	2.0297699594046	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	274	"AWI"	274	3211	4571	3874	0	8.90080428954423	0	0	0.482573726541555	0	0	0	0	0.107238605898123	0	0	0	0	0	15.2278820375335	0	0.160857908847185	0	54.9061662198392	0	0	0	0	1.93029490616622	0	0	0	0	0	0	0	0	0	0	0	0.160857908847185	0	0	0	0	0	0	0	0	13.9946380697051	0	0	0	0	0	0.107238605898123	0	0	0	0	0.0536193029490617	0.0536193029490617	1.34048257372654	2.57372654155496	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	278	"AWI"	278	3377	4790	4060	0	7.31601731601732	0	0	0.0432900432900433	0	0	0	0	0	0.0432900432900433	0	0	0	0	17.5757575757576	0	0.38961038961039	0	59.95670995671	0	0	0	0	1.2987012987013	0	0	0	0	0	0	0	0	0	0	0	0.12987012987013	0	0	0	0	0	0	0.0432900432900433	0	10.6926406926407	0	0	0	0	0	0.12987012987013	0	0	0	0	0.606060606060606	0	1.08225108225108	0.692640692640693	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	282	"AWI"	282	3532	4989	4248	0	8.34403080872914	0	0	0.0855798031664527	0	0	0	0	0	0	0	0	0	0	17.3727000427899	0	0.171159606332905	0	59.7774925117672	0	0	0	0.128369704749679	1.71159606332905	0	0	0	0	0	0	0	0	0	0	0	0.0427899015832264	0	0	0	0	0	0	0	0	9.88446726572529	0	0	0	0	0	0.256739409499358	0	0	0	0	0.0427899015832264	0	0.855798031664527	1.32648694908002	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	286	"AWI"	286	3705	5181	4448	0	8.73405299313052	0.0490677134445535	0	0.0490677134445535	0.0490677134445535	0	0	0	0	0	0	0	0	0.0490677134445535	14.4259077526987	0	0.245338567222767	0	57.6054955839058	0	0	0	0	2.64965652600589	0	0	0	0	0	0	0	0	0	0	0	0.441609421000981	0	0	0	0	0	0	0.0490677134445535	0	12.0215897939156	0	0	0	0	0	0.14720314033366	0.098135426889107	0	0	0	0.14720314033366	0	1.81550539744848	1.42296368989205	0	0
