"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
23790	41212	"Aveley marshes"	51.49222	0.2225	9	"AWI"	9	1717	2553	2132	0	0	14	37	0	1	0	0	1	0	0	0	3	4	17	1	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2	0	0	98	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	1	0
23790	41212	"Aveley marshes"	51.49222	0.2225	25	"AWI"	25	1830	2654	2289	0	0	15	67	4	0	0	0	1	0	0	0	1	10	18	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	6	0	0	103	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0
23790	41212	"Aveley marshes"	51.49222	0.2225	41	"AWI"	41	2029	2722	2419	0	1	6	62	8	0	1	0	0	0	0	0	6	3	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	48	1	0	0	15	0	0	0	0	1	0	0	0	0	0	0	1	0
23790	41212	"Aveley marshes"	51.49222	0.2225	57	"AWI"	57	2221	2805	2554	0	0	13	108	2	1	0	0	0	0	0	0	2	9	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	0	0	59	1	0	0	17	0	0	0	0	0	0	0	0	0	0	2	2	0
23790	41212	"Aveley marshes"	51.49222	0.2225	73	"AWI"	73	2458	2869	2679	0	0	12	4	5	0	3	0	2	0	0	0	2	9	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	88	0	0	0	25	0	0	0	0	0	0	0	0	0	0	2	0	0
23790	41212	"Aveley marshes"	51.49222	0.2225	81	"AWI"	81	2604	2924	2753	0	0	82	1	4	0	1	0	1	0	0	0	0	15	26	0	0	0	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	98	0	0	0	47	0	0	1	0	6	0	0	0	0	0	2	0	0
23790	41212	"Aveley marshes"	51.49222	0.2225	89	"AWI"	89	2769	3006	2846	0	0	53	6	4	3	1	0	2	0	0	0	0	13	61	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	77	0	1	0	33	0	0	2	0	8	3	0	0	0	0	1	0	0
23790	41212	"Aveley marshes"	51.49222	0.2225	97	"AWI"	97	2791	3219	2937	0	0	112	5	3	1	3	0	0	0	0	0	0	15	35	0	0	0	0	2	0	0	0	1	0	0	0	0	1	1	0	0	0	0	2	0	0	57	0	0	0	39	0	0	0	0	6	0	0	0	0	0	1	0	0
23790	41212	"Aveley marshes"	51.49222	0.2225	105	"AWI"	105	2831	3445	3030	0	0	104	4	2	2	0	0	1	0	0	0	1	9	19	0	1	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	70	0	0	0	37	0	0	0	0	3	0	0	0	0	0	0	0	0
23790	41212	"Aveley marshes"	51.49222	0.2225	113	"AWI"	113	2914	3505	3150	1	0	100	3	1	0	4	0	1	0	0	0	0	13	15	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	80	0	0	0	53	0	0	1	0	2	2	0	0	0	0	3	2	0
23790	41212	"Aveley marshes"	51.49222	0.2225	121	"AWI"	121	2955	3607	3270	0	0	58	4	6	1	2	0	2	0	0	0	0	17	17	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0	97	1	0	0	46	0	0	2	0	1	1	0	0	0	0	1	1	0
23790	41212	"Aveley marshes"	51.49222	0.2225	129	"AWI"	129	2986	3778	3379	0	0	61	2	8	2	0	0	0	0	0	0	0	10	43	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	28	0	0	0	0	0	0	0	0	2	0	1	3	0
23790	41212	"Aveley marshes"	51.49222	0.2225	137	"AWI"	137	3153	3827	3481	0	0	126	3	8	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	67	0	0	0	32	0	0	0	0	2	0	0	0	0	0	1	2	0
23790	41212	"Aveley marshes"	51.49222	0.2225	145	"AWI"	145	3258	3876	3594	0	0	134	8	1	1	1	0	2	0	0	0	0	36	4	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	15	0	0	0	54	0	0	0	0	3	0	0	0	0	0	14	14	0
23790	41212	"Aveley marshes"	51.49222	0.2225	153	"AWI"	153	3325	3967	3707	0	0	133	8	0	1	0	0	0	0	0	0	0	37	2	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	57	0	0	0	0	3	0	0	0	0	0	16	15	0
23790	41212	"Aveley marshes"	51.49222	0.2225	161	"AWI"	161	3505	4022	3797	0	1	123	8	0	2	0	0	0	0	0	0	0	22	2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	9	0	0	0	65	0	0	0	0	1	0	0	0	0	0	9	11	0
23790	41212	"Aveley marshes"	51.49222	0.2225	169	"AWI"	169	3699	4052	3881	0	0	142	7	0	0	0	0	1	0	0	0	1	34	1	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	60	0	0	0	0	1	0	0	0	3	0	12	13	0
23790	41212	"Aveley marshes"	51.49222	0.2225	177	"AWI"	177	3805	4130	3975	0	0	248	5	0	1	0	0	0	0	0	0	0	15	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	2	7	0
23790	41212	"Aveley marshes"	51.49222	0.2225	185	"AWI"	185	3883	4233	4049	0	0	122	9	1	3	0	0	0	0	0	0	0	25	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	19	0	0	0	49	0	0	0	0	3	0	0	0	0	0	13	18	0
23790	41212	"Aveley marshes"	51.49222	0.2225	195	"AWI"	195	3935	4309	4112	0	0	99	10	0	2	0	0	1	0	0	0	0	44	4	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	89	0	0	0	0	2	0	0	0	0	0	12	16	0
23790	41212	"Aveley marshes"	51.49222	0.2225	201	"AWI"	201	3952	4373	4148	0	1	127	6	3	0	1	0	0	0	0	0	1	14	10	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	69	0	0	1	34	0	0	0	0	2	0	0	0	3	0	2	3	0
23790	41212	"Aveley marshes"	51.49222	0.2225	209	"AWI"	209	3985	4463	4195	0	0	141	10	1	2	1	0	1	0	0	0	0	28	5	0	0	0	0	1	0	0	1	3	0	0	0	0	0	0	0	1	0	0	3	0	0	16	0	1	0	57	0	0	0	0	1	0	0	0	3	0	15	11	0
23790	41212	"Aveley marshes"	51.49222	0.2225	217	"AWI"	217	4045	4500	4245	0	0	140	4	0	3	0	0	2	0	0	0	0	26	0	0	0	0	0	8	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	2	0	0	0	22	0	8	10	0
23790	41212	"Aveley marshes"	51.49222	0.2225	225	"AWI"	225	4084	4557	4299	0	0	141	7	0	3	2	0	1	0	0	0	0	30	0	0	0	0	0	5	0	0	1	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	48	0	6	4	0
23790	41212	"Aveley marshes"	51.49222	0.2225	233	"AWI"	233	4114	4633	4352	0	0	198	1	1	3	0	0	0	0	0	0	0	29	0	0	0	0	0	9	0	0	6	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	34	0	0	0	0	2	0	0	0	28	0	1	2	0
23790	41212	"Aveley marshes"	51.49222	0.2225	241	"AWI"	241	4238	4686	4406	0	0	214	0	2	4	0	0	1	0	0	0	0	25	2	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	39	0	0	0	0	1	0	1	0	9	0	2	3	0
23790	41212	"Aveley marshes"	51.49222	0.2225	249	"AWI"	249	4306	4756	4473	0	1	181	0	1	0	0	0	1	0	0	0	0	38	4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	52	0	0	0	0	3	0	0	0	0	0	14	0	0
23790	41212	"Aveley marshes"	51.49222	0.2225	257	"AWI"	257	4351	4820	4530	0	0	220	0	0	0	0	0	0	0	0	0	0	31	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	3	0	7	4	0
23790	41212	"Aveley marshes"	51.49222	0.2225	265	"AWI"	265	4434	4881	4623	0	0	150	0	3	2	0	0	1	0	0	0	0	12	27	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	4	1	0
23790	41212	"Aveley marshes"	51.49222	0.2225	273	"AWI"	273	4489	4980	4728	0	0	255	2	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	8	3	0
23790	41212	"Aveley marshes"	51.49222	0.2225	281	"AWI"	281	4527	5148	4833	0	0	222	0	0	1	0	0	0	0	0	0	0	5	11	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	7	0	0
23790	41212	"Aveley marshes"	51.49222	0.2225	289	"AWI"	289	4635	5253	4931	0	0	175	1	0	1	0	0	0	0	0	0	0	41	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	59	0	0	0	0	3	0	0	0	0	0	10	7	0
23790	41212	"Aveley marshes"	51.49222	0.2225	297	"AWI"	297	4795	5285	5038	0	0	324	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	2	0
23790	41212	"Aveley marshes"	51.49222	0.2225	305	"AWI"	305	4900	5333	5159	0	0	198	1	0	2	0	0	4	0	0	0	0	22	1	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	25	0	2	9	0
23790	41212	"Aveley marshes"	51.49222	0.2225	313	"AWI"	313	5001	5404	5259	0	0	158	1	0	2	0	0	1	0	0	0	0	36	7	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	55	0	0	0	0	3	0	0	0	12	0	10	5	0
23790	41212	"Aveley marshes"	51.49222	0.2225	321	"AWI"	321	5181	5425	5314	0	0	154	3	2	1	5	0	9	0	0	0	1	33	6	0	0	0	0	6	0	0	0	5	0	0	0	0	0	1	0	0	0	0	3	0	0	6	0	0	0	59	0	0	1	0	5	0	0	0	0	0	8	1	0
23790	41212	"Aveley marshes"	51.49222	0.2225	329	"AWI"	329	5320	5459	5379	0	0	195	2	0	1	1	0	1	0	0	0	0	43	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	44	0	0	0	0	1	0	0	0	2	0	3	6	0
23790	41212	"Aveley marshes"	51.49222	0.2225	345	"AWI"	345	5372	5622	5479	0	0	150	5	0	1	1	0	3	0	0	0	0	55	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	58	0	0	0	0	2	0	0	0	0	0	11	4	0
23790	41212	"Aveley marshes"	51.49222	0.2225	361	"AWI"	361	5399	5754	5545	0	0	85	21	0	3	3	0	0	0	0	0	0	46	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	81	0	0	0	0	2	0	0	0	0	0	11	7	0
23790	41212	"Aveley marshes"	51.49222	0.2225	377	"AWI"	377	5457	5826	5618	0	1	89	11	0	1	0	0	1	0	1	0	0	47	2	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	26	0	0	15	0	0	0	78	0	0	0	0	1	0	0	0	0	0	11	17	0
23790	41212	"Aveley marshes"	51.49222	0.2225	393	"AWI"	393	5506	5916	5690	0	0	154	13	0	1	0	0	3	0	0	0	0	39	5	1	0	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	53	0	0	0	0	2	1	0	0	0	0	3	12	0
23790	41212	"Aveley marshes"	51.49222	0.2225	409	"AWI"	409	5559	5978	5766	0	0	84	10	0	1	3	0	0	0	0	0	0	37	17	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	87	0	0	0	0	8	0	0	1	0	0	12	16	0
23790	41212	"Aveley marshes"	51.49222	0.2225	425	"AWI"	425	5639	6038	5836	0	0	59	19	0	3	0	0	3	0	0	0	0	45	11	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	86	0	0	0	0	7	0	0	0	0	0	13	14	0
23790	41212	"Aveley marshes"	51.49222	0.2225	441	"AWI"	441	5699	6104	5905	0	0	143	1	0	1	1	0	4	0	0	0	0	68	5	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	41	0	0	0	0	1	0	0	1	0	0	8	5	0
23790	41212	"Aveley marshes"	51.49222	0.2225	457	"AWI"	457	5834	6137	5974	0	0	80	21	0	4	0	0	1	0	0	0	0	46	12	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	86	0	0	0	0	4	0	0	0	0	0	11	14	0
23790	41212	"Aveley marshes"	51.49222	0.2225	473	"AWI"	473	5931	6190	6058	0	0	219	4	7	3	0	0	1	0	0	0	0	19	0	1	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	49	0	0	0	0	1	0	0	0	0	0	6	9	0
23790	41212	"Aveley marshes"	51.49222	0.2225	489	"AWI"	489	5966	6389	6139	0	0	127	7	0	5	0	0	4	0	0	0	0	57	11	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	20	0	0	0	69	0	0	0	0	5	0	0	0	0	0	8	12	0
23790	41212	"Aveley marshes"	51.49222	0.2225	505	"AWI"	505	6016	6541	6228	0	0	88	21	0	1	1	0	1	0	0	0	0	44	17	1	0	0	0	4	0	1	0	2	0	0	0	0	0	1	0	0	0	0	32	0	0	14	0	0	0	55	0	0	0	0	2	0	0	0	0	0	13	6	0
23790	41212	"Aveley marshes"	51.49222	0.2225	521	"AWI"	521	6062	6728	6317	0	0	44	17	0	1	0	0	2	0	0	0	0	48	27	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	88	0	0	0	0	4	0	0	0	0	0	11	12	0
23790	41212	"Aveley marshes"	51.49222	0.2225	537	"AWI"	537	6117	6873	6408	0	0	64	12	0	2	3	0	2	0	0	0	0	53	5	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	82	0	0	0	0	3	0	0	1	0	0	15	20	0
23790	41212	"Aveley marshes"	51.49222	0.2225	553	"AWI"	553	6177	6993	6498	0	0	29	5	1	0	0	0	1	0	0	0	1	17	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	6	0	0	0	0	0	0	30	0	0	0	0	2	0	0	0	0	0	5	2	0
23790	41212	"Aveley marshes"	51.49222	0.2225	569	"AWI"	569	6225	7124	6591	0	0	90	13	0	1	1	0	3	0	0	0	1	37	8	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	0	0	18	0	0	0	79	0	0	4	0	3	0	0	0	0	0	18	22	0
23790	41212	"Aveley marshes"	51.49222	0.2225	585	"AWI"	585	6302	7236	6688	0	0	78	12	7	3	0	0	1	0	0	0	0	60	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	57	0	0	1	0	2	0	0	0	0	0	4	4	0
23790	41212	"Aveley marshes"	51.49222	0.2225	601	"AWI"	601	6351	7375	6782	0	0	77	7	2	1	0	0	4	0	0	0	0	60	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	64	0	0	0	0	2	0	0	0	0	0	4	10	0
23790	41212	"Aveley marshes"	51.49222	0.2225	617	"AWI"	617	6419	7489	6872	0	0	46	26	1	0	1	0	1	0	0	0	0	45	11	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	86	0	0	0	0	3	0	0	0	0	0	6	19	0
23790	41212	"Aveley marshes"	51.49222	0.2225	633	"AWI"	633	6503	7615	6968	0	0	40	16	3	0	3	0	4	0	0	0	0	67	13	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	94	0	0	1	0	3	0	0	0	0	0	8	16	0
23790	41212	"Aveley marshes"	51.49222	0.2225	649	"AWI"	649	6572	7751	7060	0	0	35	18	1	3	3	0	3	0	0	0	0	73	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	34	0	0	1	65	0	0	0	0	1	0	0	0	0	0	8	20	0
23790	41212	"Aveley marshes"	51.49222	0.2225	665	"AWI"	665	6670	7879	7153	0	0	70	12	0	0	2	0	0	0	0	0	3	48	13	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	80	0	0	1	0	4	1	0	0	0	1	4	16	0
23790	41212	"Aveley marshes"	51.49222	0.2225	681	"AWI"	681	6741	8009	7253	0	0	48	8	3	2	2	0	1	0	0	0	1	48	13	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	79	0	0	3	0	3	0	0	0	0	0	7	12	0
23790	41212	"Aveley marshes"	51.49222	0.2225	697	"AWI"	697	6808	8123	7350	0	0	34	11	10	0	0	0	1	0	0	0	0	46	19	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	0	0	84	0	0	0	61	0	0	1	0	1	0	0	0	3	0	7	11	0
23790	41212	"Aveley marshes"	51.49222	0.2225	713	"AWI"	713	6903	8239	7443	0	0	44	9	6	3	2	0	1	0	0	0	0	63	20	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	32	0	0	0	84	0	0	0	0	2	0	0	0	0	0	10	11	0
23790	41212	"Aveley marshes"	51.49222	0.2225	729	"AWI"	729	6980	8352	7536	0	0	51	14	0	4	0	0	4	0	0	0	3	56	3	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	15	17	0
23790	41212	"Aveley marshes"	51.49222	0.2225	745	"AWI"	745	7068	8485	7629	0	0	57	8	0	2	0	0	1	0	0	0	0	61	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	53	0	0	0	0	6	0	0	0	0	0	4	9	0
23790	41212	"Aveley marshes"	51.49222	0.2225	761	"AWI"	761	7146	8594	7722	0	0	84	8	0	2	0	0	4	0	0	0	0	57	1	0	0	0	0	2	0	0	0	96	0	0	0	0	0	0	0	0	0	0	12	0	0	31	0	0	0	79	0	0	0	0	0	0	0	0	0	0	7	17	0
23790	41212	"Aveley marshes"	51.49222	0.2225	777	"AWI"	777	7213	8734	7817	0	0	107	6	0	3	0	0	1	0	0	0	0	59	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	40	0	0	0	61	0	0	0	0	2	0	0	0	0	0	12	8	0
