"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
14621	22926	"Seelohe"	50.022954	11.85535	0	"AWI"	0	-125	39	-43	0	0	2.38500851788756	0.340715502555366	0	0	0.170357751277683	0	3.74787052810903	0	0	0.170357751277683	0	0	1.19250425894378	0	0	0	0.340715502555366	0.340715502555366	0	0	0	4.08858603066439	0	12.0954003407155	72.4020442930153	0	0	0	0	0.851788756388416	0	0	0	0.170357751277683	0.851788756388416	0.170357751277683	0	0	0	0.170357751277683	0.511073253833049
14621	22926	"Seelohe"	50.022954	11.85535	10	"AWI"	10	-52	358	82	0	0.16260162601626	0.975609756097561	0.48780487804878	0.16260162601626	0	0	0	2.92682926829268	0.813008130081301	0	0	0	0.16260162601626	0.813008130081301	0.813008130081301	0	0	0.16260162601626	0.16260162601626	0	0.16260162601626	0	2.60162601626016	0.16260162601626	11.869918699187	73.1707317073171	0	0	0	0	1.46341463414634	0	0	0	0.16260162601626	1.78861788617886	0.32520325203252	0	0	0	0.32520325203252	0.32520325203252
14621	22926	"Seelohe"	50.022954	11.85535	20	"AWI"	20	24	574	225	3.72670807453416	0.15527950310559	2.01863354037267	0	0	0	0.77639751552795	0	5.12422360248447	0.31055900621118	0	0.15527950310559	0.15527950310559	0.15527950310559	3.41614906832298	1.08695652173913	0	0	6.83229813664596	0	0	0	0	1.24223602484472	0.93167701863354	12.888198757764	54.3478260869565	0	0	0	0	4.6583850931677	0	0	0	0	1.86335403726708	0.15527950310559	0	0	0	0	0
14621	22926	"Seelohe"	50.022954	11.85535	30	"AWI"	30	109	777	372	12.1642969984202	0.157977883096367	4.2654028436019	0	0.4739336492891	0	0.315955766192733	0	8.05687203791469	0	0	0	0	0	3.47551342812006	1.57977883096366	3.3175355450237	0	18.3254344391785	0.157977883096367	0	0.947867298578199	0	0.789889415481832	0.947867298578199	18.1674565560821	18.957345971564	0	0	0	0	5.68720379146919	0	0	0	0.4739336492891	0.947867298578199	0.315955766192733	0	0	0	0.315955766192733	0.157977883096367
14621	22926	"Seelohe"	50.022954	11.85535	40	"AWI"	40	200	980	515	27.3037542662116	0	2.90102389078498	0	0	0	0.511945392491468	0	7.67918088737201	0	0.170648464163823	0	0	0	4.60750853242321	1.36518771331058	0	0	11.2627986348123	0	0	0	0	0	1.87713310580205	27.3037542662116	11.9453924914676	0	0	0	0	2.21843003412969	0	0	0	0	0.170648464163823	0	0	0	0	0.341296928327645	0.341296928327645
14621	22926	"Seelohe"	50.022954	11.85535	50	"AWI"	50	294	1161	660	21.2230215827338	0.539568345323741	5.57553956834532	0	0.359712230215827	0	0.899280575539568	0	5.2158273381295	0	0	0	0	0	3.41726618705036	0.899280575539568	0	0	26.978417266187	0	0	0.359712230215827	0	0	2.69784172661871	18.8848920863309	6.65467625899281	0	0	0.179856115107914	0	3.77697841726619	0	0	0	0	0.539568345323741	0.719424460431655	0	0	0	1.07913669064748	0
14621	22926	"Seelohe"	50.022954	11.85535	60	"AWI"	60	399	1330	806	18.8172043010753	0	5.19713261648745	0.17921146953405	0	0	0.716845878136201	0	2.8673835125448	0	0	0	0	0	1.61290322580645	0.3584229390681	0	0	22.4014336917563	0	0	0.17921146953405	0	0	7.70609318996416	27.5985663082437	7.88530465949821	0	0	0	0.17921146953405	3.40501792114695	0	0	0	0	0	0.17921146953405	0	0	0	0.537634408602151	0.17921146953405
14621	22926	"Seelohe"	50.022954	11.85535	70	"AWI"	70	517	1492	952	19.0864600326264	0.489396411092985	9.62479608482871	0	0	0	0	0	4.24143556280587	0	0	0	0	0	5.22022838499184	0.163132137030995	0	0	24.4698205546493	0.65252854812398	0	0.65252854812398	0	0	7.34094616639478	14.5187601957586	8.48287112561175	0	0	0	0	4.07830342577488	0	0	0	0	0	0	0	0	0.489396411092985	0.489396411092985	0
14621	22926	"Seelohe"	50.022954	11.85535	80	"AWI"	80	635	1657	1095	14.0597539543058	0.175746924428822	9.13884007029877	0	0	0	0.175746924428822	0	7.20562390158172	0	0	0	0	0	4.39367311072056	0.175746924428822	0	0	36.0281195079086	0.175746924428822	0	0.351493848857645	0	0	5.79964850615114	13.1810193321617	5.09666080843585	0	0	0	0	3.86643233743409	0	0	0	0	0	0	0	0	0	0.175746924428822	0
14621	22926	"Seelohe"	50.022954	11.85535	90	"AWI"	90	756	1815	1244	19.1596638655462	0.168067226890756	6.21848739495798	0.168067226890756	0	0	0.336134453781513	0	2.01680672268908	0	0	0	0	0	4.03361344537815	0.336134453781513	0	0	31.4285714285714	0.336134453781513	0	0.168067226890756	0	0	4.87394957983193	19.327731092437	6.72268907563025	0	0	0.168067226890756	0	3.69747899159664	0	0	0	0	0.336134453781513	0.168067226890756	0	0.168067226890756	0	0.168067226890756	0
