"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Larix"	"Oleaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
14669	23015	"Turova Dacha"	48.909174	24.114818	6	"AWI"	6	-59	232	55	21.8181818181818	0	1.81818181818182	0	0	0	0.909090909090909	0.909090909090909	0	0	0.909090909090909	0.909090909090909	1.81818181818182	0	11.3636363636364	0.454545454545455	0	0	1.36363636363636	7.27272727272727	1.36363636363636	43.6363636363636	0	0.909090909090909	0	1.81818181818182	0.909090909090909	0.909090909090909	0	0.454545454545455	0.454545454545455
14669	23015	"Turova Dacha"	48.909174	24.114818	11	"AWI"	11	-23	403	133	24.8847926267281	0	5.06912442396313	0.921658986175115	0.460829493087558	0.921658986175115	0	2.30414746543779	0.921658986175115	0.921658986175115	2.30414746543779	0	0	0.460829493087558	17.0506912442396	0	0	0.921658986175115	0	5.52995391705069	5.06912442396313	27.6497695852535	0	0	0	2.30414746543779	0	0	0.921658986175115	0	1.38248847926267
14669	23015	"Turova Dacha"	48.909174	24.114818	16	"AWI"	16	29	474	233	28.8461538461538	0.961538461538462	1.92307692307692	0	0	0	0	1.92307692307692	0	0	0.961538461538462	0.961538461538462	0	0	17.3076923076923	0	0.961538461538462	0	0	7.69230769230769	1.92307692307692	30.7692307692308	0	0	0	2.88461538461538	0	0.961538461538462	0	0.961538461538462	0.961538461538462
14669	23015	"Turova Dacha"	48.909174	24.114818	21	"AWI"	21	79	591	322	26.605504587156	0	2.29357798165138	0.458715596330275	0	0	0	1.8348623853211	0	0	0.917431192660551	0	0.458715596330275	0	16.9724770642202	1.37614678899083	0	0	0.458715596330275	11.0091743119266	1.37614678899083	27.5229357798165	0.458715596330275	0	0.917431192660551	2.75229357798165	0.917431192660551	0.917431192660551	0.917431192660551	0.458715596330275	1.37614678899083
14669	23015	"Turova Dacha"	48.909174	24.114818	26	"AWI"	26	158	638	414	20.7547169811321	0.943396226415094	0.943396226415094	0	0.943396226415094	0	0.943396226415094	1.88679245283019	0	0	0	0.943396226415094	0	0	17.9245283018868	0.943396226415094	0	0	0	14.1509433962264	1.88679245283019	31.1320754716981	0	0.943396226415094	0.943396226415094	2.83018867924528	0	0	0	0	1.88679245283019
14669	23015	"Turova Dacha"	48.909174	24.114818	31	"AWI"	31	230	706	500	27.5555555555556	0	4.44444444444444	0	0	0	0	1.77777777777778	0	0.888888888888889	4.44444444444444	0	0	0	14.6666666666667	0	0	0	0	8	4.44444444444444	24.8888888888889	0	1.77777777777778	0.888888888888889	1.77777777777778	0	1.33333333333333	1.77777777777778	1.33333333333333	0
14669	23015	"Turova Dacha"	48.909174	24.114818	36	"AWI"	36	379	745	582	30.3030303030303	1.01010101010101	3.03030303030303	0	0	0	0	2.52525252525253	0	0	0	0	1.01010101010101	0	16.1616161616162	1.51515151515152	0	1.01010101010101	0	11.1111111111111	2.02020202020202	26.2626262626263	0	2.02020202020202	0	0.505050505050505	0	0	0	1.01010101010101	0.505050505050505
14669	23015	"Turova Dacha"	48.909174	24.114818	41	"AWI"	41	475	811	665	30	1	5	0	0	0	0	3	0	0	0	0	0	0	17	0	0	0	0	9	3	24	0	0	0	5	0	0	0	2	1
14669	23015	"Turova Dacha"	48.909174	24.114818	46	"AWI"	46	632	853	724	21.3270142180095	0.947867298578199	1.8957345971564	0	0	0	0	2.3696682464455	0	0	0.947867298578199	0.947867298578199	1.8957345971564	0	19.4312796208531	0.947867298578199	0	0	0	13.7440758293839	3.3175355450237	22.2748815165877	0	1.4218009478673	0	4.739336492891	0	0	0.947867298578199	0.947867298578199	1.8957345971564
14669	23015	"Turova Dacha"	48.909174	24.114818	51	"AWI"	51	692	909	785	19.9074074074074	1.85185185185185	2.77777777777778	0	0	0	0.462962962962963	1.85185185185185	0	0	1.85185185185185	0.925925925925926	0	0	15.2777777777778	0	0.925925925925926	0.925925925925926	0.925925925925926	9.25925925925926	2.31481481481481	32.4074074074074	0	0.925925925925926	0	2.77777777777778	0.925925925925926	0	0	1.85185185185185	1.85185185185185
