"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cornus"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Larix"	"Oleaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
14669	23015	"Turova Dacha"	48.909174	24.114818	56	"AWI"	56	716	950	821	27.1844660194175	0.970873786407767	1.94174757281553	0	0	0	0	0.970873786407767	0	0.970873786407767	0	0	0	0	11.6504854368932	0.970873786407767	0	0	0	7.76699029126214	2.9126213592233	36.8932038834951	0	0	0	3.88349514563107	0	1.94174757281553	0	0.970873786407767	0.970873786407767
14669	23015	"Turova Dacha"	48.909174	24.114818	61	"AWI"	61	737	1007	855	21.4953271028037	0.934579439252336	3.73831775700935	0	0	0	1.86915887850467	1.86915887850467	0	0	0.934579439252336	0.934579439252336	0	0	17.7570093457944	0.934579439252336	0	0	0	8.41121495327103	3.73831775700935	28.0373831775701	0.467289719626168	0	0	3.73831775700935	0	1.4018691588785	0.934579439252336	1.86915887850467	0.934579439252336
14669	23015	"Turova Dacha"	48.909174	24.114818	66	"AWI"	66	766	1043	894	33.9285714285714	0	2.23214285714286	0	0.446428571428571	0	0	1.33928571428571	0.446428571428571	0	1.78571428571429	0.892857142857143	0.892857142857143	0	17.8571428571429	0	0	0	0	7.58928571428571	3.125	20.0892857142857	0	1.78571428571429	0.446428571428571	4.46428571428571	0	0	0	1.33928571428571	1.33928571428571
14669	23015	"Turova Dacha"	48.909174	24.114818	71	"AWI"	71	790	1086	930	35.8490566037736	0.943396226415094	2.35849056603774	0	0	0	0	1.41509433962264	0	0	0.943396226415094	0	0	0.943396226415094	16.9811320754717	0.943396226415094	0	0	0	8.0188679245283	3.30188679245283	18.3962264150943	0	0.943396226415094	0.943396226415094	4.71698113207547	0	0	0.943396226415094	0.943396226415094	1.41509433962264
14669	23015	"Turova Dacha"	48.909174	24.114818	76	"AWI"	76	825	1117	968	38.4976525821596	0.938967136150235	3.75586854460094	0	0	0	0	2.34741784037559	0	0	1.87793427230047	0	0	0	14.5539906103286	0	1.40845070422535	0	0	7.51173708920188	0.938967136150235	23.4741784037559	0	0	0	2.34741784037559	0	0.938967136150235	0	0	1.40845070422535
14669	23015	"Turova Dacha"	48.909174	24.114818	81	"AWI"	81	853	1156	1005	28.169014084507	0	2.34741784037559	0	0	0	0	1.40845070422535	0	0	1.87793427230047	0	0	0	21.1267605633803	0	0	0	0	12.2065727699531	2.8169014084507	21.1267605633803	0	1.87793427230047	0	2.34741784037559	1.40845070422535	0	0	1.40845070422535	1.87793427230047
14669	23015	"Turova Dacha"	48.909174	24.114818	86	"AWI"	86	892	1182	1040	34.8623853211009	0.917431192660551	2.75229357798165	0	0	0	1.37614678899083	1.8348623853211	0	0	1.8348623853211	0	1.37614678899083	0	12.8440366972477	0	0	0	0	7.3394495412844	0.917431192660551	23.8532110091743	0.917431192660551	0	0.917431192660551	3.6697247706422	0	0.917431192660551	0.917431192660551	0.917431192660551	1.8348623853211
14669	23015	"Turova Dacha"	48.909174	24.114818	91	"AWI"	91	926	1220	1074	37.2549019607843	0	1.96078431372549	0	0	0	0	2.45098039215686	0	0	0	0	0	0	14.7058823529412	0	0	0	0	12.7450980392157	2.45098039215686	23.5294117647059	0	0	0	3.43137254901961	0	0	0	0	1.47058823529412
14669	23015	"Turova Dacha"	48.909174	24.114818	96	"AWI"	96	972	1237	1108	34.2857142857143	0	1.9047619047619	0	0	0	0.476190476190476	1.42857142857143	0.952380952380952	0	0	0	0	0.952380952380952	20.952380952381	0.952380952380952	0	0	0	8.09523809523809	5.23809523809524	17.6190476190476	0	0	0	3.80952380952381	0.476190476190476	0	0	1.9047619047619	0.952380952380952
14669	23015	"Turova Dacha"	48.909174	24.114818	101	"AWI"	101	1009	1269	1146	34.5454545454545	0	1.81818181818182	0.909090909090909	0	0	0.909090909090909	1.81818181818182	0	0	0.909090909090909	0	2.72727272727273	0	20	0	1.81818181818182	0	0	9.09090909090909	3.63636363636364	16.3636363636364	0	0	0	2.72727272727273	0	0	0.909090909090909	0.909090909090909	0.909090909090909
14669	23015	"Turova Dacha"	48.909174	24.114818	106	"AWI"	106	1054	1341	1198	36.8663594470046	0.921658986175115	0.921658986175115	0	0	0	0	0.921658986175115	0	0	0	0	2.30414746543779	0.460829493087558	19.3548387096774	0	0	0	0	7.37327188940092	3.68663594470046	19.3548387096774	0	0.460829493087558	0.921658986175115	1.84331797235023	0	1.84331797235023	1.84331797235023	0	0.921658986175115
14669	23015	"Turova Dacha"	48.909174	24.114818	111	"AWI"	111	1087	1448	1251	40	1.42857142857143	1.9047619047619	0	1.9047619047619	0	0	1.42857142857143	0	0.952380952380952	0	0.952380952380952	0	0	16.6666666666667	0	0	0	0	8.09523809523809	2.85714285714286	17.6190476190476	0	0	0	2.85714285714286	0	0	0.952380952380952	0	2.38095238095238
14669	23015	"Turova Dacha"	48.909174	24.114818	126	"AWI"	126	1211	1709	1434	39.4088669950739	0	0.985221674876847	0	0	0	0	1.97044334975369	0	0	0	0	0	0	12.807881773399	0	0.492610837438424	0	0	4.92610837438424	7.88177339901478	27.5862068965517	0	0	0	1.97044334975369	0.985221674876847	0	0	0	0.985221674876847
14669	23015	"Turova Dacha"	48.909174	24.114818	136	"AWI"	136	1302	1863	1560	24.4131455399061	0.938967136150235	3.75586854460094	0	0	0	0	1.87793427230047	0.938967136150235	0	1.40845070422535	0	0	0	14.0845070422535	0	0	0	0	9.38967136150235	10.3286384976526	25.3521126760563	0.469483568075117	0	0	1.87793427230047	0.469483568075117	1.87793427230047	0.938967136150235	0	1.87793427230047
14669	23015	"Turova Dacha"	48.909174	24.114818	141	"AWI"	141	1345	1949	1616	22.8571428571429	0	1.9047619047619	0	0	0	0	1.9047619047619	0	0	0.952380952380952	0.952380952380952	0	0	17.1428571428571	0	0	0.952380952380952	0	11.4285714285714	11.4285714285714	28.5714285714286	0	0	0	1.9047619047619	0	0	0	0	0
14669	23015	"Turova Dacha"	48.909174	24.114818	146	"AWI"	146	1402	2006	1685	26.9767441860465	0	0.930232558139535	0	0	0	0	1.86046511627907	0.465116279069767	0	0.930232558139535	0.930232558139535	1.86046511627907	0	5.58139534883721	0	0	0	0	0	12.093023255814	42.7906976744186	0	1.86046511627907	0	1.86046511627907	0	0.930232558139535	0	0	0.930232558139535
14669	23015	"Turova Dacha"	48.909174	24.114818	151	"AWI"	151	1447	2066	1748	20.5357142857143	0	1.78571428571429	0	0.892857142857143	0	1.78571428571429	3.57142857142857	0	0	1.78571428571429	0	0.892857142857143	0	19.6428571428571	0	0	0.892857142857143	0	8.03571428571429	7.14285714285714	30.3571428571429	0	1.33928571428571	0	0.892857142857143	0	0.446428571428571	0	0	0
14669	23015	"Turova Dacha"	48.909174	24.114818	156	"AWI"	156	1507	2118	1810	40.5063291139241	1.26582278481013	3.79746835443038	0	0	0	0	6.32911392405063	0	1.26582278481013	0	0	0	0	0	1.26582278481013	0	5.06329113924051	0	2.53164556962025	10.126582278481	25.3164556962025	0	0	0	2.53164556962025	0	0	0	0	0
14669	23015	"Turova Dacha"	48.909174	24.114818	161	"AWI"	161	1559	2181	1872	14.8148148148148	0.925925925925926	3.7037037037037	0.925925925925926	0	0	0.462962962962963	2.77777777777778	0	0	0.925925925925926	0	0	0	12.037037037037	0	0	0	0	7.40740740740741	18.5185185185185	28.7037037037037	0	0.925925925925926	0	1.85185185185185	1.38888888888889	1.85185185185185	0.925925925925926	0	1.85185185185185
14669	23015	"Turova Dacha"	48.909174	24.114818	171	"AWI"	171	1682	2278	1995	24	1	1	0	0	0	0	14	0	0	0	0	0	0	20	0	0	1	0	1	6	31	0	0	0	0	0	0	0	1	0
14669	23015	"Turova Dacha"	48.909174	24.114818	176	"AWI"	176	1760	2319	2057	25.7918552036199	0	3.61990950226244	0	1.35746606334842	0.452488687782805	0	1.35746606334842	1.35746606334842	0	0.904977375565611	0	0.904977375565611	0	19.9095022624434	0	0	0.904977375565611	0	7.69230769230769	4.07239819004525	21.7194570135747	0	1.80995475113122	0	3.61990950226244	0	0.904977375565611	1.80995475113122	0	1.80995475113122
14669	23015	"Turova Dacha"	48.909174	24.114818	181	"AWI"	181	1824	2382	2122	25.2631578947368	2.10526315789474	2.10526315789474	0	0	0	0	4.21052631578947	0	0	2.10526315789474	0	0	0	22.1052631578947	0	0	0	0	8.42105263157895	3.15789473684211	24.2105263157895	0	0	0	3.15789473684211	1.05263157894737	0	2.10526315789474	0	0
14669	23015	"Turova Dacha"	48.909174	24.114818	186	"AWI"	186	1918	2421	2185	35.1851851851852	1.85185185185185	2.77777777777778	0	0	0.925925925925926	0	1.85185185185185	0	0	0.925925925925926	0.925925925925926	1.38888888888889	0	12.962962962963	0	0.925925925925926	0.925925925925926	0	7.40740740740741	3.7037037037037	24.0740740740741	0	1.85185185185185	0	0	0	0.462962962962963	0	0	1.85185185185185
14669	23015	"Turova Dacha"	48.909174	24.114818	191	"AWI"	191	1992	2482	2248	21.3333333333333	0.888888888888889	0.888888888888889	1.77777777777778	0	1.77777777777778	0	0	0.888888888888889	0	1.77777777777778	0	0.444444444444444	0	8.88888888888889	0	0	1.77777777777778	0	4.44444444444444	16.8888888888889	31.1111111111111	0	3.55555555555556	0	0	0	0	0.888888888888889	0.888888888888889	1.77777777777778
14669	23015	"Turova Dacha"	48.909174	24.114818	196	"AWI"	196	2092	2544	2298	25.130890052356	0	1.04712041884817	0	0	0	0	6.282722513089	0	0.523560209424084	1.04712041884817	2.09424083769634	0	0	12.565445026178	0	0	2.09424083769634	0	5.23560209424084	8.37696335078534	33.5078534031414	0	0	0	0	1.04712041884817	0	0	0	1.04712041884817
14669	23015	"Turova Dacha"	48.909174	24.114818	271	"AWI"	271	2847	3419	3149	18.6046511627907	0	0.930232558139535	0	0	0.465116279069767	0	11.1627906976744	1.86046511627907	1.3953488372093	0.930232558139535	0	0	0	18.6046511627907	0	0.930232558139535	0	0	0	5.58139534883721	35.3488372093023	0	0	0	1.86046511627907	0	0.465116279069767	0.930232558139535	0	0.930232558139535
14669	23015	"Turova Dacha"	48.909174	24.114818	286	"AWI"	286	3037	3553	3320	11.6504854368932	0.970873786407767	1.94174757281553	0	0	0	0	9.70873786407767	0	0	0	0.970873786407767	0	0	19.4174757281553	0	0	1.94174757281553	0	5.8252427184466	5.8252427184466	36.8932038834951	0	0	0	2.9126213592233	0	0	0	0	1.94174757281553
14669	23015	"Turova Dacha"	48.909174	24.114818	311	"AWI"	311	3455	3772	3592	15.819209039548	0	4.51977401129944	0	0	1.69491525423729	1.12994350282486	9.03954802259887	0	0	0	0	0	0	18.0790960451977	0	0	1.12994350282486	0	4.51977401129944	6.77966101694915	36.1581920903955	1.12994350282486	0	0	0	0	0	0	0	0
