"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Lamiaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"
15941	24563	"Charcenay"	47.40472	0.64222	25	"AWI"	25	179	1332	636	18	0	1	0	0	0	0	0	0	0	0	0	0	4	16	0	0	0	0	0	0	0	0	15	0	6	0	0	2	0	0	0	0	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	45	"AWI"	45	588	1941	1227	36	0	0	1	0	0	0	0	0	0	0	0	0	26	11	0	0	0	1	0	0	0	0	1	0	7	0	0	5	0	0	0	0	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	50	"AWI"	50	668	2128	1374	39	0	0	4	0	0	0	0	0	0	0	0	0	45	5	0	0	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	1	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	85	"AWI"	85	1760	2949	2397	25	4	4	0	0	9	0	0	0	0	0	0	0	2	92	0	0	0	0	0	0	0	3	6	1	28	0	0	4	0	0	0	0	1	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	90	"AWI"	90	1903	3088	2546	3	3	2	0	0	13	0	0	0	0	0	0	0	4	102	0	0	0	0	0	0	0	0	3	2	11	0	0	3	0	0	0	1	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	95	"AWI"	95	2177	3164	2666	10	0	2	0	1	37	0	0	0	0	0	0	0	45	70	0	0	0	0	0	0	0	0	10	2	32	0	0	1	0	0	0	1	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	105	"AWI"	105	2554	3443	2972	8	2	1	0	0	90	1	0	0	0	0	0	0	3	183	0	0	0	0	0	0	0	2	31	0	26	0	0	1	0	0	0	0	0	0	0	0	1
15941	24563	"Charcenay"	47.40472	0.64222	110	"AWI"	110	2655	3805	3140	7	0	1	0	1	118	0	0	0	0	0	0	1	4	155	0	1	0	0	0	0	0	1	27	1	19	0	0	0	0	0	0	0	0	0	0	2	1
15941	24563	"Charcenay"	47.40472	0.64222	115	"AWI"	115	2816	4074	3353	15	1	1	0	0	80	0	0	0	0	2	0	0	8	125	0	0	0	0	0	0	0	2	30	7	31	0	0	3	0	0	0	0	1	0	1	2	0
15941	24563	"Charcenay"	47.40472	0.64222	145	"AWI"	145	3672	5630	4573	50	0	1	0	0	0	0	0	0	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	155	"AWI"	155	4036	6067	5000	206	0	0	2	1	0	0	0	0	0	1	0	0	42	12	0	0	0	0	0	0	0	0	0	5	9	0	0	26	0	0	0	0	0	0	0	1	0
15941	24563	"Charcenay"	47.40472	0.64222	195	"AWI"	195	5867	7391	6680	2	0	0	0	0	0	0	0	0	0	0	0	0	116	3	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	1	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	195.9	"AWI"	195.9	5922.8	7413.5	6718.7	2	0	0	0	0	0	0	0	0	0	0	0	0	116	3	0	0	0	0	0	0	0	0	1	0	2	0	0	2	0	0	0	1	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	245	"AWI"	245	7736	8965	8454	14	0	1	0	0	5	0	0	0	0	0	0	0	49	34	0	0	0	0	0	0	0	2	93	0	7	0	0	7	0	0	0	1	0	0	0	0	2
15941	24563	"Charcenay"	47.40472	0.64222	250	"AWI"	250	7895	9122	8639	3	0	2	0	1	0	1	0	0	0	0	0	0	16	2	0	0	0	0	0	0	0	0	11	0	5	0	0	0	0	0	0	1	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	255	"AWI"	255	8248	9185	8802	4	0	2	0	2	11	0	2	0	0	1	0	0	110	93	0	0	0	0	0	0	0	0	64	1	13	0	0	9	0	0	0	0	1	0	0	0	7
15941	24563	"Charcenay"	47.40472	0.64222	260	"AWI"	260	8454	9301	8976	4	1	4	0	5	12	0	0	0	0	1	0	0	128	136	0	0	0	0	0	0	0	1	59	6	26	0	0	23	0	0	0	2	4	0	0	0	5
15941	24563	"Charcenay"	47.40472	0.64222	270	"AWI"	270	8769	9512	9202	1	0	5	0	2	0	0	1	0	0	0	0	0	166	26	0	0	0	0	0	0	0	1	29	0	5	0	0	58	0	0	0	9	1	0	0	0	2
15941	24563	"Charcenay"	47.40472	0.64222	290	"AWI"	290	9124	9902	9501	1	0	0	0	0	0	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	0	142	0	2	0	0	2	0	0	0	0	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	295	"AWI"	295	9238	9959	9575	3	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	50	0	0	0	0	1	0	0	0	0	1	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	300	"AWI"	300	9316	10050	9649	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	92	0	1	0	0	0	0	0	0	0	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	305	"AWI"	305	9452	10104	9727	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	0	0	0	139	0	4	0	0	0	0	0	0	1	3	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	310	"AWI"	310	9527	10206	9809	1	0	1	0	2	7	9	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	234	0	7	0	1	0	0	0	1	46	1	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	315	"AWI"	315	9614	10318	9931	1	0	3	0	2	7	15	0	0	0	0	0	0	9	30	0	0	0	0	0	1	0	1	182	0	16	0	0	0	0	0	1	39	2	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	320	"AWI"	320	9662	10508	10044	3	0	7	0	0	4	7	0	0	0	0	0	0	1	31	0	0	0	0	0	0	0	1	188	0	19	0	0	2	0	0	0	57	3	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	325	"AWI"	325	9765	10593	10163	0	0	4	0	0	0	6	0	0	0	1	0	0	9	5	0	0	0	0	0	0	0	0	302	0	6	0	0	0	0	0	0	24	4	0	1	0	0
15941	24563	"Charcenay"	47.40472	0.64222	330	"AWI"	330	9827	10743	10272	1	0	1	0	1	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	3	202	0	10	0	0	0	0	0	0	79	3	0	1	0	0
15941	24563	"Charcenay"	47.40472	0.64222	335	"AWI"	335	9944	10811	10384	2	0	0	0	1	0	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	1	1	275	0	8	0	0	0	0	0	0	5	4	1	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	350	"AWI"	350	10274	11078	10720	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	78	0	2	0	0	0	0	0	0	0	1	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	370	"AWI"	370	10814	11780	11204	1	0	5	0	3	0	2	0	0	0	0	0	0	3	7	0	0	0	0	2	0	0	2	291	0	22	0	0	1	0	0	0	56	10	0	3	0	0
15941	24563	"Charcenay"	47.40472	0.64222	375	"AWI"	375	10918	11994	11350	0	0	2	0	1	0	1	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	183	0	20	0	0	0	0	0	0	35	1	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	380	"AWI"	380	10973	12343	11481	1	0	4	0	2	0	8	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	191	0	100	0	0	0	0	0	0	2	1	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	385	"AWI"	385	11079	12531	11642	0	0	1	0	0	0	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	77	0	2	0	0	0	0	0	0	4	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	390	"AWI"	390	11144	12830	11792	0	0	0	0	4	0	2	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	123	0	13	0	0	0	0	0	0	1	0	0	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	395	"AWI"	395	11253	13039	11953	3	0	5	0	19	0	4	0	0	0	0	0	0	2	123	0	0	0	0	0	0	0	3	154	0	28	0	0	0	0	0	0	2	2	0	4	0	0
15941	24563	"Charcenay"	47.40472	0.64222	400	"AWI"	400	11325	13282	12101	1	0	4	0	14	0	6	1	0	0	0	0	0	2	53	0	0	0	0	0	0	0	3	98	1	14	0	0	0	0	0	0	4	1	1	1	0	0
15941	24563	"Charcenay"	47.40472	0.64222	405	"AWI"	405	11449	13490	12256	0	0	5	0	37	0	5	0	1	0	1	0	0	0	174	0	0	0	0	0	0	0	9	153	0	18	0	0	0	0	0	0	6	4	1	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	415	"AWI"	415	11640	13940	12554	0	1	11	0	106	0	5	1	1	0	4	0	0	0	25	0	0	0	0	0	0	0	10	76	1	39	0	1	0	1	0	0	4	0	1	0	0	0
15941	24563	"Charcenay"	47.40472	0.64222	418	"AWI"	418	11696	14076	12651	0	0	6	0	53	0	0	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	16	19	0	24	0	0	0	0	0	1	1	5	0	0	0	0
