"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
15909	24495	"Ilot Sully"	47.2225	-1.55139	425	"AWI"	425	24	621	431	0	0.460829493087558	0.921658986175115	1.84331797235023	0	0	0.460829493087558	0	11.0599078341014	0.921658986175115	0	0	0	0	0	0	0	0.460829493087558	0	0	9.21658986175115	0	0	0	1.84331797235023	0	0	0	0	0	0	0	0.460829493087558	0	0	0	0	0	0	0	0	0.460829493087558	0	0	0	0	0	7.37327188940092	22.1198156682028	0.460829493087558	0	0	0	0	41.0138248847926	0	0	0	0	0	0.921658986175115	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	430	"AWI"	430	103	627	454	0.50251256281407	2.51256281407035	2.01005025125628	0.50251256281407	0	0	1.00502512562814	0	11.0552763819095	0	0.50251256281407	0	0	0	0	0	0	0	0	0	12.0603015075377	0	0	0	0	0	0.50251256281407	0	0	0	0	0	0	0	0	0.50251256281407	0	0	0	0	0	0	0	0	0	0.50251256281407	0	15.5778894472362	21.105527638191	0	0	0	0	0	30.1507537688442	0	0	0	0	0	1.00502512562814	0	0	0	0.50251256281407	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	435	"AWI"	435	178	633	476	0.949367088607595	1.89873417721519	0.316455696202532	1.26582278481013	0	0	0	0	11.3924050632911	0	0	0	0	0	0	0	0	0	0	0.316455696202532	8.54430379746835	0	0	0.949367088607595	0.316455696202532	0	0.316455696202532	0	0	0	0	0	0.316455696202532	0	0	0	0	0	0	1.26582278481013	0	0	0	0	0	0.632911392405063	0	7.59493670886076	16.4556962025316	0	0	0	0	0	46.2025316455696	0	0	0	0.949367088607595	0	0.316455696202532	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	440	"AWI"	440	256	640	498	0	5.96491228070175	0	2.10526315789474	0.350877192982456	0	0	0	9.82456140350877	0	0.350877192982456	0	0	0	0	0	0	0	0	0	4.56140350877193	0	0	0	0	0	0	0	0	0	0	0	0.701754385964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.66666666666667	31.2280701754386	0.350877192982456	0	0	0	0	36.4912280701754	0	0	0.350877192982456	0	0	1.05263157894737	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	445	"AWI"	445	331	648	521	0	3.37552742616034	1.26582278481013	0	0	0	0	0	14.3459915611814	0	0	0	0	0	0	0	0	0	0	0	3.79746835443038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.0506329113924	29.535864978903	0	0	0	0	0	21.9409282700422	0	0	0	0	0	1.68776371308017	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	450	"AWI"	450	403	656	546	0	4.05405405405405	0	3.37837837837838	0	0	1.35135135135135	0	8.78378378378378	0	0	0	0	0	0	0.675675675675676	0	0	0	0	25	0	0	0	0.675675675675676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1891891891892	13.5135135135135	0	0	0	0	0	27.027027027027	0	0	0	0	0	1.35135135135135	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	455	"AWI"	455	469	668	574	0	3.21428571428571	2.14285714285714	3.57142857142857	0.357142857142857	0	0.357142857142857	0	13.9285714285714	0	0	0	0	0	0	0	0	0	0	0	3.57142857142857	0	0	0	0	0	0.357142857142857	0	0	0	0	0	0	0	0.357142857142857	0	0	0	0	0.357142857142857	0	0.357142857142857	0	0	0	0	0	14.2857142857143	34.2857142857143	0	0.357142857142857	0	0.714285714285714	0	19.2857142857143	0	0	0	1.07142857142857	0	1.07142857142857	0.357142857142857	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	460	"AWI"	460	512	692	603	0.87463556851312	3.79008746355685	0.87463556851312	5.53935860058309	0	0	0.291545189504373	0	8.16326530612245	0.87463556851312	0	0	0	0	0	0	0	0	0	0.291545189504373	4.95626822157434	0	0.291545189504373	0	0	0	0.87463556851312	0	0	0	0	0	0.291545189504373	0	0	0	0	0	0	0.291545189504373	0	0	0.291545189504373	0	0	0	0	9.03790087463557	38.1924198250729	0	0	0	0	0	24.198250728863	0	0	0.291545189504373	0.583090379008746	0	0	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	465	"AWI"	465	531	734	631	1.20845921450151	3.32326283987915	1.51057401812689	5.13595166163142	0	0	0.302114803625378	0	7.55287009063444	0.302114803625378	0	0	0	0	0	0	0	0	0	0	1.51057401812689	0	0	0.302114803625378	0	0.906344410876133	0	0	0	0	0.302114803625378	0	0.302114803625378	0	0	0	0.302114803625378	0	0	0.906344410876133	0	0	0	0	0	0.302114803625378	0	7.55287009063444	45.0151057401813	0	0	0	0	0.302114803625378	21.4501510574018	0.302114803625378	0	0	0.302114803625378	0	0.906344410876133	0	0	0	0	0
15909	24495	"Ilot Sully"	47.2225	-1.55139	470	"AWI"	470	542	801	656	0.606060606060606	3.33333333333333	2.42424242424242	6.96969696969697	0	0.303030303030303	0	0	5.75757575757576	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	0.303030303030303	0	0.303030303030303	0	0	0	0	0	0	0	0	0	0	0	0.303030303030303	0.606060606060606	0	0	0	0	0	0	0	9.6969696969697	47.5757575757576	0	0	0	0	0	17.2727272727273	0	0	0	0.909090909090909	0	0.303030303030303	0	0	0	0	0
