"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
3403	4410	"Sérent"	47.80944	-2.46806	5	"AWI"	5	-52	472	118	0	5	2	1	0	0	0	0	0	0	0	0	0	1	1	51	0	0	0	0	0	0	0	0	0	0	0	0	9	0	1	0	64	6	35	0	0	0	1	16	0	0	0	0	1	0	1	0	11	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	10	"AWI"	10	40	767	308	0	3	5	0	0	0	0	2	2	0	0	1	2	2	3	70	0	0	3	0	0	0	0	0	0	0	1	0	14	0	0	0	89	50	109	0	0	0	0	17	0	0	0	0	6	0	1	0	3	1	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	15	"AWI"	15	142	1019	499	0	12	2	2	0	0	0	8	2	0	0	1	7	4	4	51	0	14	1	0	0	0	0	0	0	7	0	0	17	0	0	0	119	22	61	0	0	0	1	27	0	0	0	0	8	0	8	0	1	2	0	0	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	20	"AWI"	20	263	1213	678	0	8	1	0	0	1	0	6	3	0	0	0	6	12	22	49	0	0	6	0	0	1	0	0	2	1	1	0	10	0	0	2	37	14	90	2	0	0	0	49	1	0	0	0	2	3	0	1	1	0	0	0	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	25	"AWI"	25	396	1415	860	0	7	2	1	0	0	0	3	0	0	0	0	7	1	63	23	0	0	6	0	0	2	0	0	1	0	0	1	9	0	0	0	2	8	165	0	14	0	0	32	0	1	0	1	5	0	0	0	3	0	2	1	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	30	"AWI"	30	538	1616	1043	1	6	0	5	1	0	0	12	0	0	0	1	5	23	1	0	0	0	14	0	0	1	0	0	1	1	0	0	26	0	0	0	0	0	26	0	0	0	0	57	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	35	"AWI"	35	693	1789	1220	0	8	1	1	1	1	0	5	0	0	0	1	2	13	25	27	0	0	6	0	0	1	0	1	1	2	0	0	2	0	0	1	0	0	57	0	0	0	0	30	0	0	0	0	8	0	0	0	0	0	0	0	0	1	0
3403	4410	"Sérent"	47.80944	-2.46806	40	"AWI"	40	851	1982	1408	0	6	2	1	0	1	0	1	0	0	0	0	0	0	82	38	0	0	4	0	0	1	1	0	1	1	0	0	64	2	0	1	0	0	61	1	0	0	1	17	0	0	0	0	11	0	0	0	1	0	0	0	0	1	0
3403	4410	"Sérent"	47.80944	-2.46806	45	"AWI"	45	1002	2148	1596	0	3	2	1	0	1	0	4	0	0	0	0	0	1	87	37	0	0	8	0	0	3	0	0	0	0	1	0	22	0	0	0	1	5	118	0	0	0	1	18	1	0	0	0	12	1	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	50	"AWI"	50	1187	2311	1783	0	14	0	0	0	2	0	1	0	0	0	1	1	3	12	0	0	0	5	0	0	0	0	0	0	0	0	0	90	0	0	0	1	0	188	0	0	0	1	25	0	0	0	1	14	1	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	55	"AWI"	55	1398	2447	1969	0	7	1	5	0	2	0	3	2	0	0	0	0	3	8	5	0	0	5	0	0	1	0	0	0	1	0	0	133	2	0	0	0	5	191	0	0	0	0	19	0	0	0	5	66	0	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	60	"AWI"	60	1599	2587	2157	0	9	0	0	0	1	0	0	0	0	0	0	0	4	7	0	0	0	1	0	0	0	0	0	0	1	0	0	156	0	0	0	0	3	94	0	0	0	0	30	0	3	0	2	37	2	0	0	2	0	0	1	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	65	"AWI"	65	1837	2714	2347	0	12	0	1	0	0	0	4	0	0	0	0	2	18	13	6	0	0	6	1	0	2	0	0	0	0	0	0	242	0	0	0	0	0	98	0	0	0	0	22	0	2	0	0	7	3	0	0	0	0	0	0	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	70	"AWI"	70	2082	2841	2531	0	12	1	0	0	0	0	21	0	0	0	0	0	15	5	0	0	0	81	0	0	0	1	0	0	1	0	0	254	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	75	"AWI"	75	2398	2971	2707	0	13	0	1	0	0	0	18	0	0	0	0	0	9	6	0	0	0	1	0	0	0	0	0	0	1	0	0	193	0	0	0	0	0	0	0	0	0	0	14	0	1	0	0	3	2	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	80	"AWI"	80	2677	3217	2916	1	68	0	1	1	0	0	84	1	0	0	0	0	16	2	0	0	0	3	0	0	1	0	0	0	1	0	0	64	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	85	"AWI"	85	2870	3536	3175	0	69	0	0	1	1	0	61	0	0	0	0	0	26	27	0	0	0	1	2	0	0	0	0	0	0	0	0	80	0	0	0	2	0	0	0	0	1	0	83	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	90	"AWI"	90	3118	3750	3437	0	86	0	0	5	0	0	25	0	0	0	0	0	18	7	0	0	0	0	1	0	0	0	0	0	0	0	0	64	1	0	0	1	0	0	0	0	0	0	86	0	0	0	1	0	1	0	0	0	0	0	5	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	95	"AWI"	95	3327	4057	3667	0	106	0	0	2	0	0	44	0	0	0	0	0	29	3	0	0	0	0	0	0	1	1	0	0	0	0	0	55	0	0	0	1	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	100	"AWI"	100	3469	4368	3850	0	142	1	0	1	1	0	29	2	0	0	0	0	9	18	0	0	0	1	1	0	0	2	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	1	0	0	0	1	0	4	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	105	"AWI"	105	3618	4651	4043	0	143	0	1	1	1	0	36	0	0	0	0	0	27	16	0	0	0	0	3	0	0	1	0	0	1	0	0	30	0	0	0	0	0	0	0	0	0	0	68	0	0	0	1	0	1	0	0	0	0	0	3	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	110	"AWI"	110	3749	4891	4244	0	57	1	0	2	0	0	97	0	0	0	0	0	18	7	0	1	0	0	2	0	0	0	0	0	0	0	0	83	0	2	0	1	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	1	0	0	4	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	115	"AWI"	115	3901	5136	4445	0	54	0	1	3	0	0	72	1	0	0	0	0	13	27	0	0	0	0	0	0	0	1	0	0	1	0	0	42	0	0	0	1	0	0	0	0	0	0	96	0	1	0	0	0	1	0	0	0	0	0	7	2	0	1
3403	4410	"Sérent"	47.80944	-2.46806	120	"AWI"	120	4061	5366	4641	0	84	0	0	1	0	0	85	0	0	0	0	0	21	23	0	0	0	0	2	0	0	0	0	0	1	0	0	50	0	0	0	1	0	0	0	0	0	0	53	0	0	0	0	0	2	0	0	0	0	0	10	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	125	"AWI"	125	4214	5580	4837	0	91	0	0	3	0	0	75	0	0	0	0	0	18	18	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	2	0	0	0	0	0	0	80	0	0	0	0	0	1	0	0	0	0	0	9	2	0	0
3403	4410	"Sérent"	47.80944	-2.46806	130	"AWI"	130	4372	5807	5036	0	125	0	0	4	0	0	60	0	0	0	0	0	21	47	0	0	0	1	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	49	0	0	0	0	0	2	0	0	0	0	0	3	3	0	0
3403	4410	"Sérent"	47.80944	-2.46806	135	"AWI"	135	4534	6011	5234	0	233	0	0	1	0	0	46	0	0	0	0	0	1	51	0	0	0	0	2	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	2	0	0	2	0	0	4	3	0	0
3403	4410	"Sérent"	47.80944	-2.46806	140	"AWI"	140	4716	6218	5431	0	190	0	0	1	1	0	60	0	0	0	0	0	3	23	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	145	"AWI"	145	4900	6411	5627	0	194	0	0	0	0	0	32	0	0	0	0	0	5	24	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0
3403	4410	"Sérent"	47.80944	-2.46806	150	"AWI"	150	5078	6612	5823	0	183	0	0	2	1	0	6	0	0	0	0	0	3	27	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	155	"AWI"	155	5276	6793	6025	0	249	0	0	2	1	0	3	0	0	0	0	0	2	11	0	0	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	165	"AWI"	165	5665	7152	6434	0	160	0	0	4	0	0	27	0	0	3	0	0	6	33	0	0	0	0	1	0	0	0	0	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	71	0	0	0	0	0	1	0	0	0	0	0	6	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	175	"AWI"	175	6092	7462	6834	0	217	0	0	1	0	0	3	0	0	0	0	0	7	37	0	0	0	0	2	0	0	0	0	0	1	0	0	19	0	0	0	1	0	0	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	4	2	0	0
3403	4410	"Sérent"	47.80944	-2.46806	180	"AWI"	180	6298	7634	7034	0	215	0	0	3	0	0	17	1	0	0	0	0	8	9	0	0	0	0	2	0	0	0	0	0	0	0	0	32	0	0	0	2	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0
3403	4410	"Sérent"	47.80944	-2.46806	185	"AWI"	185	6513	7806	7234	0	238	0	2	0	1	0	11	1	0	0	0	0	3	20	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	24	0	0	0	0	0	20	0	0	0	0	0	1	5	0	0
3403	4410	"Sérent"	47.80944	-2.46806	190	"AWI"	190	6758	7945	7428	0	227	1	0	2	0	0	6	1	0	0	0	0	10	12	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	1	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
3403	4410	"Sérent"	47.80944	-2.46806	195	"AWI"	195	7022	8088	7622	0	235	0	0	2	0	0	3	0	0	0	0	0	10	37	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	2	6	0	0
3403	4410	"Sérent"	47.80944	-2.46806	200	"AWI"	200	7290	8231	7812	0	181	0	2	0	0	0	35	0	0	0	0	0	27	13	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	40	0	0	0	3	0	12	0	0	0	0	0	0	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	205	"AWI"	205	7615	8369	7998	0	12	0	1	0	0	0	97	0	0	0	0	0	14	32	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	1	0	0	0	0	0	0	37	0	1	0	3	0	42	0	0	0	0	0	0	3	0	0
3403	4410	"Sérent"	47.80944	-2.46806	207	"AWI"	207	7709	8436	8079	0	2	0	0	0	0	0	175	0	0	0	0	0	47	26	0	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	2	0	0	0	0	1	0	45	1	0	0	1	0	15	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	210	"AWI"	210	7782	8675	8197	0	25	0	0	0	0	0	147	0	0	0	0	0	47	27	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	1	0	0	0	0	0	0	52	0	0	0	0	0	9	0	0	0	0	0	0	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	215	"AWI"	215	7909	9008	8385	0	21	0	1	0	3	0	86	1	0	0	0	0	139	9	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0
3403	4410	"Sérent"	47.80944	-2.46806	220	"AWI"	220	8039	9345	8580	0	9	0	1	0	1	0	37	0	0	0	0	0	176	16	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	60	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	225	"AWI"	225	8187	9635	8784	0	8	2	1	1	0	0	37	0	0	0	1	0	204	2	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	1	0	0	0	0	0	0	37	0	0	0	0	0	6	0	0	0	0	0	0	4	0	0
3403	4410	"Sérent"	47.80944	-2.46806	230	"AWI"	230	8320	9936	8980	0	0	1	0	1	0	0	33	1	0	0	0	0	108	9	0	0	0	0	0	0	0	0	0	0	2	0	0	141	0	0	0	3	0	0	0	0	0	0	46	1	0	0	0	0	7	0	0	0	0	0	0	2	0	0
3403	4410	"Sérent"	47.80944	-2.46806	235	"AWI"	235	8455	10189	9184	0	17	0	0	0	0	0	35	0	0	0	0	0	80	5	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	8	0	0	0	0	0	0	41	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0
3403	4410	"Sérent"	47.80944	-2.46806	240	"AWI"	240	8625	10472	9388	0	10	2	1	0	1	0	50	0	0	0	0	0	135	3	0	0	0	0	0	1	0	0	0	0	0	0	0	62	0	0	0	6	0	0	0	0	0	0	50	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	250	"AWI"	250	8933	10969	9791	0	30	0	2	0	0	0	60	0	0	0	0	0	105	4	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	7	0	0	0	0	0	0	39	0	0	0	1	1	5	0	0	0	0	0	0	0	0	0
3403	4410	"Sérent"	47.80944	-2.46806	255	"AWI"	255	9077	11225	9991	0	69	1	0	1	1	0	19	0	0	0	0	0	54	9	0	0	0	0	2	0	0	0	0	0	0	0	0	50	2	0	0	3	0	0	0	0	0	0	43	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0
