"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
9691	14276	"Ballyduff"	53.081188	-7.994152	0	"AWI"	0	-146	9	-59	1	2	11	0	0	0	0	0	15	0	0	0	0	0	0	27	46	0	0	0	5	52	0	0	0	0	0	0	0	0	0	0	80	3	0	0	15	3	0	0	0	3	0	0	0	0	0	0	3
9691	14276	"Ballyduff"	53.081188	-7.994152	2	"AWI"	2	-127	23	-45	0	2	10	0	0	0	1	0	22	1	0	0	0	0	1	25	20	109	0	0	5	32	1	0	0	0	4	0	0	0	0	1	82	7	0	0	10	2	0	0	0	2	0	0	0	1	0	3	5
9691	14276	"Ballyduff"	53.081188	-7.994152	4	"AWI"	4	-114	39	-31	0	1	5	1	0	0	0	0	37	1	0	0	0	0	0	28	28	0	0	0	8	24	0	0	0	0	2	0	0	0	0	1	80	6	0	0	10	3	0	0	0	1	0	0	0	0	0	1	2
9691	14276	"Ballyduff"	53.081188	-7.994152	6	"AWI"	6	-103	65	-18	0	0	4	0	0	2	2	0	31	1	0	0	0	0	0	22	33	146	0	0	12	16	1	0	0	0	6	0	0	0	1	1	91	5	0	0	12	2	0	0	0	1	0	0	0	0	0	2	4
9691	14276	"Ballyduff"	53.081188	-7.994152	8	"AWI"	8	-98	102	-5	0	0	7	0	0	3	0	0	16	0	0	1	0	0	0	31	27	164	0	0	18	26	0	0	0	0	0	0	0	0	0	2	47	11	0	0	16	1	0	0	0	2	0	0	0	0	0	0	4
9691	14276	"Ballyduff"	53.081188	-7.994152	10	"AWI"	10	-84	122	9	0	1	9	2	0	0	2	0	33	0	0	0	1	0	1	23	26	0	0	0	13	21	1	0	0	0	2	0	0	0	0	0	88	13	0	0	8	1	0	0	0	1	0	0	0	0	0	3	4
9691	14276	"Ballyduff"	53.081188	-7.994152	12	"AWI"	12	-69	144	25	0	1	7	1	0	5	1	0	29	0	0	2	0	0	0	20	38	226	0	0	9	11	0	0	0	0	2	0	1	0	0	0	92	10	0	0	9	5	3	0	0	3	0	0	0	0	0	1	10
9691	14276	"Ballyduff"	53.081188	-7.994152	14	"AWI"	14	-59	175	40	1	0	9	0	0	3	0	0	31	0	0	0	0	0	0	15	49	0	0	0	20	10	1	0	0	0	1	0	0	0	2	6	120	10	0	0	11	0	0	0	0	4	0	0	0	0	0	0	0
9691	14276	"Ballyduff"	53.081188	-7.994152	16	"AWI"	16	-51	206	54	0	0	4	0	0	0	0	0	14	0	0	1	0	0	0	5	40	0	0	0	6	16	1	0	0	0	0	0	0	0	0	0	68	13	0	0	7	4	0	0	0	1	0	0	0	0	0	1	2
9691	14276	"Ballyduff"	53.081188	-7.994152	18	"AWI"	18	-37	235	67	1	0	5	3	0	1	1	0	25	0	0	0	0	0	0	6	28	88	0	0	8	12	0	1	0	0	1	0	0	0	0	0	86	19	0	0	10	3	0	0	0	0	0	1	0	0	0	1	7
