"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Hypericaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3492	4517	"Vernérovice"	50.604486	16.213004	92	"AWI"	92	9019	9895	9599	0	0	2	0	2	0	1	0	0	113	0	0	0	0	0	0	166	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	260	0	0	0	0	0	0	2	0	0	1	0	2	0	0	2	25	2
3492	4517	"Vernérovice"	50.604486	16.213004	97	"AWI"	97	9244	10211	9783	0	0	1	1	3	0	2	0	0	179	1	0	0	0	0	0	196	0	14	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	288	0	0	0	0	3	0	2	0	0	0	0	2	0	1	0	17	0
3492	4517	"Vernérovice"	50.604486	16.213004	103	"AWI"	103	9465	10485	10000	0	0	11	0	5	0	11	0	0	293	0	0	0	0	0	0	20	0	2	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	18	2
3492	4517	"Vernérovice"	50.604486	16.213004	108	"AWI"	108	9652	10669	10175	0	0	5	0	6	0	5	0	0	302	2	0	0	0	0	0	14	0	37	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	358	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	2	0
3492	4517	"Vernérovice"	50.604486	16.213004	113	"AWI"	113	9856	10838	10360	0	0	2	0	2	0	9	0	0	349	0	0	0	0	0	0	1	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	289	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
3492	4517	"Vernérovice"	50.604486	16.213004	116	"AWI"	116	9957	10943	10465	0	0	0	0	0	0	2	0	0	314	0	0	0	0	0	0	5	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	322	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	121	"AWI"	121	10164	11085	10640	0	0	4	0	0	0	5	0	0	172	1	0	0	0	0	0	1	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	126	"AWI"	126	10362	11236	10813	0	0	1	0	1	0	0	0	0	88	0	0	0	0	0	0	1	0	201	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	430	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	130	"AWI"	130	10553	11339	10958	0	0	0	0	1	0	0	0	0	160	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	137	"AWI"	137	10832	11610	11209	0	0	6	0	0	0	6	0	0	62	2	0	0	0	0	0	2	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	325	0	0	0	0	0	0	0	0	0	2	0	6	0	3	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	140	"AWI"	140	10914	11740	11315	0	0	1	2	0	0	7	0	0	133	0	0	0	0	0	0	8	0	266	0	0	3	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	352	0	0	0	0	0	1	0	0	0	1	0	3	0	1	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	146	"AWI"	146	11181	11912	11523	0	0	13	2	1	0	8	0	0	110	3	0	0	0	0	0	10	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	239	0	0	0	0	0	0	0	0	0	3	0	26	0	3	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	150	"AWI"	150	11331	12054	11679	0	0	2	2	1	0	23	0	0	128	0	1	0	0	0	0	21	0	63	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	156	"AWI"	156	11557	12320	11907	0	0	12	4	0	0	31	0	0	125	6	0	0	2	5	0	5	0	103	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	7	232	0	0	0	0	0	0	0	0	0	1	0	35	0	3	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	160	"AWI"	160	11671	12466	12058	0	0	4	1	0	0	10	0	0	223	0	0	0	0	0	0	40	0	20	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	198	0	0	0	0	1	0	0	0	0	2	0	10	0	2	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	162	"AWI"	162	11816	12523	12169	0	0	1	0	1	0	4	0	0	31	0	0	0	0	0	0	2	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	212	0	0	0	0	0	0	0	0	0	3	0	3	0	2	0	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	165	"AWI"	165	11931	12679	12363	0	0	0	1	3	0	14	0	0	21	0	0	4	0	0	0	1	0	42	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	338	0	0	0	5	0	0	0	0	0	5	0	33	0	1	2	0	0
3492	4517	"Vernérovice"	50.604486	16.213004	171	"AWI"	171	12617	13686	13134	0	2	1	0	1	0	1	0	0	17	0	0	0	0	0	0	7	0	39	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	150	0	0	0	0	0	0	0	0	0	0	0	11	0	2	0	1	0
3492	4517	"Vernérovice"	50.604486	16.213004	173	"AWI"	173	12869	13879	13429	0	0	5	1	0	0	1	0	0	6	1	0	0	0	0	0	6	0	14	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	64	0	0	0	4	0	0	0	0	0	0	0	10	0	0	1	0	0
