"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Lentibulariaceae"	"Liliaceae"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	270	"AWI"	270	2903	3653	3284	0	48	0	0	2	0	0	15	0	0	0	0	0	0	0	89	43	0	0	0	2	1	0	0	0	0	0	0	0	0	0	5	0	1	0	4	1	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	1	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	280	"AWI"	280	3031	3769	3399	0	18	0	0	0	0	0	15	0	1	0	0	0	0	0	49	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	285	"AWI"	285	3098	3829	3460	0	63	0	0	1	0	0	34	0	0	0	0	0	0	0	74	16	0	0	0	1	4	0	0	0	0	0	0	0	0	0	65	0	0	0	1	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	4	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	290	"AWI"	290	3153	3879	3519	0	30	3	0	0	0	0	5	0	0	0	2	0	0	0	143	8	0	0	0	1	0	0	0	0	0	0	1	1	0	0	8	0	0	0	1	2	0	0	0	0	0	46	1	0	0	0	0	0	0	0	1	1	3	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	295	"AWI"	295	3220	3934	3579	0	22	0	0	2	0	0	3	0	0	0	0	0	0	0	28	1	0	0	1	2	1	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	182	0	0	0	0	0	1	0	0	0	1	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	300	"AWI"	300	3292	3995	3638	1	39	1	0	1	0	0	5	0	1	0	0	0	0	0	116	75	0	0	3	2	0	0	1	0	0	0	0	0	0	0	3	0	0	0	1	5	0	0	0	0	0	52	0	0	0	0	0	2	0	0	1	0	3	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	305	"AWI"	305	3354	4045	3702	0	12	0	0	0	0	0	7	0	0	0	0	0	0	0	48	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	34	0	0	0	0	0	1	0	0	3	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	310	"AWI"	310	3418	4105	3761	0	38	0	0	0	0	0	7	0	0	0	0	0	0	0	114	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	2	2	0	0	0	0	0	66	0	0	0	0	0	0	0	0	3	2	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	320	"AWI"	320	3542	4208	3880	0	20	0	0	1	0	0	7	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	120	0	0	0	1	0	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	330	"AWI"	330	3678	4315	3997	0	4	0	0	0	0	0	9	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	340	"AWI"	340	3821	4421	4116	0	13	0	0	6	0	0	9	0	0	0	0	0	0	0	47	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	105	0	1	0	0	0	0	0	0	1	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	345	"AWI"	345	3897	4472	4173	0	7	0	0	1	1	0	2	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	350	"AWI"	350	3972	4529	4233	0	9	0	0	0	0	0	4	0	0	0	0	0	0	0	33	2	0	0	1	0	1	0	0	0	0	0	1	0	0	0	6	0	0	0	0	1	0	0	0	0	0	193	0	0	0	0	0	0	0	0	2	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	355	"AWI"	355	4036	4578	4293	0	13	0	0	4	0	0	16	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	1	2	0	0	3	1	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	360	"AWI"	360	4106	4663	4365	0	23	0	0	4	0	0	22	0	0	0	0	0	0	0	33	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	0	0	0	1	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	365	"AWI"	365	4165	4748	4434	0	39	0	0	1	0	0	19	0	0	0	0	0	0	0	61	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	370	"AWI"	370	4228	4833	4503	0	12	0	0	0	0	0	11	0	0	0	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	1	0	0	0	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	375	"AWI"	375	4291	4908	4574	0	14	0	1	3	0	0	25	0	0	0	0	0	0	0	130	5	0	0	1	0	2	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	1	4	0	0	0	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	385	"AWI"	385	4416	5063	4716	0	48	0	0	2	0	0	17	0	0	0	0	0	0	0	151	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	1	0	0	0	0	0	0	79	0	0	0	0	0	1	0	0	0	1	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	390	"AWI"	390	4482	5134	4789	0	19	0	0	0	0	0	18	0	0	0	0	0	0	0	98	10	0	0	0	0	2	0	0	1	0	0	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	1	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	400	"AWI"	400	4613	5277	4932	0	31	0	0	1	0	0	19	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	405	"AWI"	405	4679	5352	5006	0	55	0	0	3	0	0	39	0	0	0	0	0	0	0	298	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	54	0	0	0	2	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	1	3	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	410	"AWI"	410	4747	5423	5079	0	26	0	0	3	0	0	47	0	0	0	0	0	0	0	152	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	1	0	71	0	0	0	0	0	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	415	"AWI"	415	4819	5487	5149	0	39	0	0	3	0	0	26	0	0	0	0	0	0	0	130	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	1	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	420	"AWI"	420	4887	5552	5220	0	44	0	0	1	0	0	44	0	0	0	0	0	0	0	133	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	2	0	0	0	0	0	0	76	0	0	0	1	0	2	0	0	0	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	425	"AWI"	425	4954	5626	5293	0	21	0	0	1	0	0	51	0	0	0	0	0	1	0	98	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	2	0	0	9	2	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	430	"AWI"	430	5030	5696	5366	0	28	0	0	1	0	0	83	0	0	0	0	0	0	0	124	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	28	0	0	0	0	1	0	0	0	0	0	57	0	0	0	0	0	0	0	0	7	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	435	"AWI"	435	5109	5763	5433	0	25	0	1	1	0	0	19	0	0	0	0	0	0	0	106	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	0	1	0	0	3	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	440	"AWI"	440	5184	5826	5505	0	6	0	0	1	0	0	59	0	0	0	0	0	0	0	133	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	2	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	7	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	445	"AWI"	445	5256	5895	5576	0	13	0	0	0	0	0	22	0	0	0	0	0	0	0	85	5	0	0	0	1	1	0	0	0	0	0	0	0	0	0	16	0	0	0	1	1	0	0	0	0	0	61	0	0	0	0	0	1	0	0	4	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	450	"AWI"	450	5338	5961	5646	0	27	0	0	3	0	0	37	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	31	0	0	0	1	0	0	0	0	0	1	4	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	455	"AWI"	455	5425	6027	5716	0	16	0	0	0	0	0	36	0	0	0	0	0	0	0	148	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	460	"AWI"	460	5506	6084	5788	0	21	0	0	0	0	0	19	0	0	0	0	0	0	0	113	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	3	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	465	"AWI"	465	5594	6145	5866	0	27	0	0	4	0	0	33	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	2	10	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	467	"AWI"	467	5618	6170	5895	0	13	1	0	0	0	0	60	0	0	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	3	4	0
