"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Lentibulariaceae"	"Liliaceae"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	5	"AWI"	5	-86	165	14	0	2	2	1	0	1	0	4	0	5	0	0	0	0	0	6	5	0	0	0	26	0	0	0	0	0	0	1	0	0	0	4	0	0	0	19	27	57	0	0	0	0	40	0	0	0	0	15	1	0	0	2	0	4	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	10	"AWI"	10	-47	261	76	0	2	2	0	1	3	0	5	0	0	0	0	0	0	0	9	6	0	0	0	34	0	0	1	1	0	3	4	0	0	0	5	0	0	0	2	9	49	0	0	0	1	58	2	0	0	3	15	0	0	0	3	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	15	"AWI"	15	-3	347	141	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0	6	6	0	0	1	24	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	9	15	0	0	0	0	42	0	0	0	0	4	0	0	0	3	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	20	"AWI"	20	40	426	206	0	12	0	0	2	0	0	5	0	1	0	0	0	0	0	4	2	0	0	1	43	0	0	0	0	0	0	3	2	0	0	4	3	0	1	0	12	53	0	0	0	0	49	1	0	0	0	11	2	0	0	0	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	25	"AWI"	25	91	506	273	0	18	4	0	0	3	0	17	0	0	1	1	0	0	0	14	18	0	0	1	34	0	0	0	0	0	1	2	2	0	0	19	2	0	3	2	15	59	0	0	0	0	62	0	0	0	1	9	1	0	0	3	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	35	"AWI"	35	195	655	404	1	13	0	0	2	2	0	11	0	4	0	0	0	0	0	46	17	0	0	1	55	1	0	0	0	0	2	0	1	0	0	10	0	0	2	1	26	81	0	0	0	0	43	2	0	0	2	14	0	2	1	3	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	45	"AWI"	45	303	796	534	0	7	2	0	0	3	0	7	0	0	0	0	0	0	0	14	4	0	0	0	35	0	1	0	0	0	0	0	1	0	0	9	0	0	0	0	4	17	0	0	0	1	51	0	0	0	0	9	1	1	0	3	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	50	"AWI"	50	362	861	599	0	10	1	1	0	1	0	4	0	1	1	0	0	0	1	9	4	0	0	0	8	0	0	0	0	0	0	3	0	0	0	2	1	1	0	0	2	17	0	0	0	0	35	0	0	0	0	3	1	2	0	2	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	55	"AWI"	55	417	923	664	0	25	0	0	0	3	0	4	0	0	0	0	0	0	0	35	1	0	0	0	15	0	0	0	0	0	0	0	0	0	0	11	0	0	1	1	6	36	0	0	0	0	44	0	0	0	0	4	0	0	0	1	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	60	"AWI"	60	477	982	729	0	52	0	0	1	1	0	15	0	0	0	0	0	0	0	57	5	0	0	0	18	1	0	1	0	0	0	1	0	0	0	26	0	0	0	0	27	43	0	0	0	0	80	0	0	0	0	6	1	0	0	3	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	65	"AWI"	65	541	1039	795	0	27	4	1	0	0	4	17	0	0	0	0	0	1	0	25	22	0	0	0	13	2	0	1	0	0	0	4	0	0	0	17	0	0	2	7	0	67	0	0	0	1	96	0	0	0	1	3	0	0	0	0	4	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	70	"AWI"	70	606	1101	860	0	49	1	1	0	3	0	30	0	3	2	0	0	0	0	35	15	0	0	1	10	0	0	0	0	0	0	3	0	0	0	22	0	0	5	0	13	0	0	0	0	0	47	0	0	0	0	4	0	1	0	2	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	75	"AWI"	75	670	1159	926	0	7	4	0	0	1	0	7	0	2	1	0	0	0	2	14	9	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	10	28	0	0	0	0	61	0	0	0	0	0	0	0	0	0	1	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	80	"AWI"	80	742	1212	995	0	30	0	1	0	3	0	6	0	4	0	0	0	0	0	61	16	0	0	0	18	1	0	0	0	0	0	0	0	0	0	48	0	0	0	0	22	49	0	0	0	1	70	1	0	0	0	6	0	0	0	0	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	85	"AWI"	85	817	1266	1060	0	2	2	0	1	2	0	2	0	2	0	0	0	0	1	24	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	57	0	0	0	0	1	0	0	0	0	1	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	90	"AWI"	90	886	1316	1125	0	22	0	0	1	0	0	6	0	0	0	0	0	0	0	124	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	37	0	0	0	1	4	37	0	0	0	0	32	0	0	0	1	2	0	1	0	1	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	95	"AWI"	95	972	1367	1193	0	5	0	0	0	0	0	3	0	0	0	0	0	0	0	44	1	0	0	0	12	0	0	0	1	0	0	0	0	0	0	11	0	0	0	1	2	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	100	"AWI"	100	1015	1455	1249	0	23	1	0	0	2	0	5	0	0	0	0	0	0	1	151	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	18	0	0	0	1	9	0	0	0	0	0	26	0	0	0	0	3	0	0	0	0	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	105	"AWI"	105	1062	1540	1306	0	8	0	0	0	0	0	5	0	0	0	0	0	0	0	84	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	110	"AWI"	110	1110	1615	1364	0	14	0	1	0	0	0	12	0	0	0	0	0	0	0	56	0	0	0	0	11	0	1	0	0	0	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	115	"AWI"	115	1158	1689	1423	0	10	0	0	0	0	0	10	0	0	0	0	0	0	0	44	0	0	0	0	15	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	120	"AWI"	120	1209	1760	1481	0	35	0	1	1	0	0	24	0	0	0	1	0	0	0	161	1	0	0	1	19	6	0	0	0	0	0	0	1	2	0	12	5	0	0	1	1	0	0	0	0	0	74	0	0	0	0	0	1	0	0	0	0	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	125	"AWI"	125	1261	1835	1541	0	38	0	0	0	1	0	16	1	0	0	0	0	0	1	156	2	0	0	0	6	5	0	0	0	0	0	0	0	0	0	19	2	0	0	1	5	0	0	0	0	0	72	1	0	0	0	0	0	0	0	2	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	130	"AWI"	130	1314	1904	1600	0	40	0	0	0	2	0	35	0	0	0	1	0	0	0	89	13	0	0	0	3	7	0	0	0	0	0	1	0	0	0	6	0	0	0	1	3	0	0	0	0	0	102	0	0	0	0	2	3	0	0	0	0	1	1
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	135	"AWI"	135	1364	1978	1662	1	42	1	0	0	0	0	46	0	1	0	0	0	0	0	117	6	0	0	0	4	6	0	0	0	0	0	0	0	0	0	4	14	0	0	1	3	0	0	0	0	0	62	0	0	0	0	0	1	0	0	2	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	140	"AWI"	140	1422	2049	1721	0	34	2	1	0	1	0	39	0	0	0	0	0	0	0	101	5	0	0	0	4	5	0	0	0	0	0	0	0	0	0	22	70	0	0	3	0	0	0	0	0	0	72	0	0	2	0	0	2	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	145	"AWI"	145	1470	2118	1780	0	39	0	0	1	1	0	25	0	0	0	0	0	0	0	51	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	54	0	0	0	2	2	0	0	0	0	0	69	0	0	0	0	0	0	1	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	150	"AWI"	150	1523	2183	1841	0	27	1	0	0	0	0	32	0	0	0	0	0	0	0	26	6	0	0	0	5	2	0	0	0	0	0	1	0	0	0	28	0	0	1	1	0	0	0	0	1	0	190	0	0	0	0	0	0	0	0	2	0	1	1
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	155	"AWI"	155	1580	2248	1899	1	31	2	2	0	1	0	23	0	0	1	0	0	0	0	34	1	0	0	0	7	2	0	0	0	0	0	0	0	0	0	18	1	0	0	3	1	0	0	0	0	1	178	0	0	0	0	1	0	3	0	2	0	1	1
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	160	"AWI"	160	1630	2318	1959	0	43	0	0	0	0	0	14	0	0	1	0	0	0	0	23	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	50	0	0	0	1	6	0	0	0	0	0	85	0	0	0	0	0	0	0	0	6	0	0	1
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	165	"AWI"	165	1681	2381	2019	0	41	2	0	0	0	6	25	0	0	0	0	0	0	0	40	14	0	0	0	3	5	0	0	0	1	0	1	0	1	0	26	2	1	0	0	20	71	0	0	1	0	114	0	0	0	0	7	0	0	0	1	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	170	"AWI"	170	1742	2455	2079	0	31	1	0	1	0	0	5	0	0	0	0	0	0	0	15	1	0	0	0	3	1	0	0	0	0	0	0	0	0	0	9	0	0	0	1	14	0	0	0	0	0	88	0	0	0	0	3	0	0	0	8	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	175	"AWI"	175	1796	2511	2139	0	61	2	0	0	0	0	23	0	0	0	0	0	0	0	26	5	0	0	0	10	0	0	0	0	0	0	0	0	0	0	42	0	0	0	1	14	0	0	0	0	0	139	0	0	0	0	3	1	0	0	2	0	3	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	180	"AWI"	180	1844	2572	2197	0	26	0	0	0	0	0	25	0	0	0	0	0	0	0	26	4	0	0	1	3	1	0	0	0	0	0	0	0	0	0	10	0	1	0	2	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	185	"AWI"	185	1904	2644	2256	0	8	0	0	0	2	13	12	1	0	0	1	0	0	0	16	3	0	0	0	6	2	0	0	0	0	0	1	0	0	0	2	0	0	0	0	4	0	0	0	0	0	102	1	0	0	0	12	3	1	0	2	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	190	"AWI"	190	1964	2702	2316	0	5	1	0	0	0	0	13	0	2	0	0	0	0	0	4	0	0	0	0	3	3	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	136	0	1	0	0	8	0	0	0	3	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	200	"AWI"	200	2071	2826	2439	0	7	0	0	1	0	0	12	0	0	0	0	0	0	0	24	0	0	0	0	2	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	0	0	100	0	1	0	0	2	0	0	0	1	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	210	"AWI"	210	2182	2945	2559	0	26	1	0	1	0	0	20	0	0	0	0	0	0	0	44	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	62	0	0	0	0	1	0	0	0	9	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	220	"AWI"	220	2288	3074	2677	0	11	0	0	3	0	0	12	0	0	0	0	0	0	0	27	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	2	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	225	"AWI"	225	2349	3132	2738	0	18	1	0	0	0	0	31	0	0	0	1	0	0	0	64	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	43	0	0	0	0	3	9	0	0	0	0	153	0	0	0	0	1	0	0	0	0	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	230	"AWI"	230	2410	3190	2797	1	33	2	0	0	1	0	16	0	0	0	0	0	0	0	129	9	0	0	0	6	6	0	0	0	0	0	0	0	0	0	4	0	0	0	3	3	0	0	0	0	0	105	1	0	0	0	0	0	0	0	2	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	235	"AWI"	235	2473	3243	2858	0	59	0	0	1	0	0	39	0	0	0	0	0	0	0	89	1	0	0	0	2	4	0	0	0	0	0	0	0	0	0	46	0	0	0	1	2	0	0	0	0	0	102	0	0	0	0	0	1	0	0	0	0	1	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	250	"AWI"	250	2654	3425	3040	0	44	2	0	2	1	0	16	0	0	0	0	0	0	0	105	7	0	0	0	3	1	0	0	0	0	0	0	0	0	0	45	0	0	0	1	2	0	0	0	0	0	78	0	0	0	0	1	0	0	0	0	1	2	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	255	"AWI"	255	2717	3482	3102	0	16	0	0	0	0	0	3	0	0	0	0	0	1	0	52	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	2	65	0	0	0	0	0	0	0	0	1	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	260	"AWI"	260	2771	3543	3162	0	9	0	0	2	0	0	10	0	0	0	0	0	0	0	21	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	95	0	0	0	1	0	0	0	0	0	0	0	0
15906	24488	"Lac de Brennilis"	48.35361	-3.88722	265	"AWI"	265	2841	3602	3223	0	8	0	0	1	0	0	11	0	0	1	0	0	0	0	15	3	0	0	0	3	1	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	1	1	0	0	0	0	0
