"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Rutaceae"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"
2969	3869	"Plan du Laus"	44.24167	6.70222	35	"AWI"	35	204	2046	847	21	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	4	110	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	45	"AWI"	45	386	2311	1137	42	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	0	0	0	0	0	4	120	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	60	"AWI"	60	659	2819	1559	38	0	0	1	0	5	0	0	0	0	5	0	0	0	1	0	10	0	0	0	0	1	0	0	0	1	0	22	0	0	0	0	0	4	143	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	70	"AWI"	70	815	3207	1841	14	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	23	0	0	0	0	0	0	110	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	80	"AWI"	80	1037	3445	2135	31	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	50	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	90	"AWI"	90	1251	3760	2416	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	23	0	0	0	0	0	0	80	0	0	0	6	0	0	0	0	0	1	2	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	105	"AWI"	105	1572	4213	2831	23	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	26	0	0	0	0	4	0	0	0	1	0	22	0	0	0	0	0	0	200	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	115	"AWI"	115	1829	4448	3124	29	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	75	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	209	0	0	0	8	1	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	125	"AWI"	125	2099	4715	3381	52	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	230	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	135	"AWI"	135	2343	4971	3664	40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	150	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	145	"AWI"	145	2646	5192	3941	16	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	1	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	165	"AWI"	165	3236	5623	4506	59	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	178	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	175	"AWI"	175	3495	5845	4765	74	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	22	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	192	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	185	"AWI"	185	3826	6030	5047	66	0	0	0	1	1	0	0	0	0	1	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	169	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	195	"AWI"	195	4169	6228	5321	52	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	100	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	200	"AWI"	200	4319	6297	5458	68	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	150	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	210	"AWI"	210	4649	6503	5731	106	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	220	"AWI"	220	5041	6640	5998	80	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	165	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	230	"AWI"	230	5547	6807	6250	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	0	0	24	0	0	0	0	0	0	160	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	240	"AWI"	240	6052	6984	6503	84	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	1	0	0	0	16	0	0	0	0	0	0	200	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
2969	3869	"Plan du Laus"	44.24167	6.70222	250	"AWI"	250	6336	7178	6752	147	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	77	0	0	0	6	0	0	0	0	0	0	1	0	0	1	1	0
