"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Juniperus"	"Onagraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3317	4309	"Madtjärn"	58.5959	12.17463	810	"AWI"	810	10070	11103	10583	0.598802395209581	0.149700598802395	0.149700598802395	0.898203592814371	0	63.4730538922156	0	0	0	0.449101796407186	0.898203592814371	0.29940119760479	6.73652694610778	0	2.84431137724551	0	0.149700598802395	19.0119760479042	0	0	0.149700598802395	0	0	0	1.04790419161677	2.84431137724551	0	0.149700598802395	0	0.149700598802395
3317	4309	"Madtjärn"	58.5959	12.17463	815	"AWI"	815	10404	11386	10926	0.27063599458728	0	0	1.21786197564276	0	62.5169147496617	0	0.13531799729364	0	0.13531799729364	0.54127198917456	0	9.33694181326116	0	2.43572395128552	0.13531799729364	0.13531799729364	17.9972936400541	0	0	0.13531799729364	0.13531799729364	0	0	1.48849797023004	2.97699594046008	0	0.13531799729364	0	0.27063599458728
3317	4309	"Madtjärn"	58.5959	12.17463	820	"AWI"	820	10781	11644	11254	0.148367952522255	0	0.29673590504451	2.22551928783383	0	63.7982195845697	0	0.148367952522255	0	0	1.48367952522255	0	0	0	1.92878338278932	0	0	23.2937685459941	0	0	0	0	0	0.148367952522255	3.56083086053412	2.67062314540059	0	0.29673590504451	0	0
3317	4309	"Madtjärn"	58.5959	12.17463	825	"AWI"	825	11210	11869	11573	0	0.863557858376511	0	2.07253886010363	0	45.9412780656304	0	0	0	0	1.20898100172712	0	0	0	2.59067357512953	0	0	37.9965457685665	0	0	0	0.345423143350604	0	0.518134715025907	3.10880829015544	4.66321243523316	0	0.690846286701209	0	0
3317	4309	"Madtjärn"	58.5959	12.17463	830	"AWI"	830	11591	12144	11886	0.205761316872428	1.64609053497942	0.411522633744856	15.843621399177	0	38.8888888888889	0	1.02880658436214	0.411522633744856	0	1.02880658436214	0	0	0	6.17283950617284	0	0	20.7818930041152	0	0	0.205761316872428	0	1.23456790123457	0.205761316872428	5.55555555555556	5.76131687242798	0	0.617283950617284	0	0
3317	4309	"Madtjärn"	58.5959	12.17463	835	"AWI"	835	11902	12403	12145	0	2.52100840336134	0.210084033613445	17.8571428571429	0	35.0840336134454	0	0.840336134453782	0.210084033613445	0	2.94117647058824	0.210084033613445	0	0.630252100840336	5.04201680672269	0	0	25.2100840336134	0	0	0	0	0	0.210084033613445	5.46218487394958	2.3109243697479	0.210084033613445	1.05042016806723	0	0
3317	4309	"Madtjärn"	58.5959	12.17463	840	"AWI"	840	12131	12589	12363	0	4.82625482625483	0.579150579150579	22.007722007722	0	25.8687258687259	0.386100386100386	0.772200772200772	0	0.193050193050193	1.54440154440154	0	0	0	6.37065637065637	0	0	27.7992277992278	0	0	0	0.386100386100386	0	0.193050193050193	3.08880308880309	4.63320463320463	0	1.15830115830116	0.193050193050193	0
3317	4309	"Madtjärn"	58.5959	12.17463	845	"AWI"	845	12345	12721	12564	0.227272727272727	3.63636363636364	0	31.3636363636364	0	20.4545454545455	0	0.909090909090909	0.454545454545455	0.227272727272727	1.36363636363636	0.454545454545455	0	0	4.77272727272727	0	0	24.5454545454545	0	0	0	0	0	1.36363636363636	3.86363636363636	5	0	1.36363636363636	0	0
3317	4309	"Madtjärn"	58.5959	12.17463	850	"AWI"	850	12565	12892	12729	0	7.17131474103586	0.398406374501992	24.7011952191235	0	20.9163346613546	0	1.19521912350598	0	0.199203187250996	2.58964143426295	0	0	0	3.78486055776892	0	0	25.8964143426295	0	0	0.199203187250996	0.199203187250996	0	0.398406374501992	5.37848605577689	5.37848605577689	0	1.59362549800797	0	0
3317	4309	"Madtjärn"	58.5959	12.17463	855	"AWI"	855	12762	13102	12918	0.224215246636771	5.82959641255605	0.224215246636771	26.9058295964126	0	24.2152466367713	0	0.672645739910314	0	0.672645739910314	1.12107623318386	0	0	0	4.26008968609865	0	0	24.2152466367713	0	0	0	0.448430493273543	0	0.672645739910314	4.26008968609865	5.15695067264574	0	1.12107623318386	0	0
3317	4309	"Madtjärn"	58.5959	12.17463	860	"AWI"	860	12983	13449	13199	0	4.28211586901763	0.251889168765743	15.8690176322418	0.503778337531486	30.2267002518892	0	0.251889168765743	0	0.251889168765743	2.01511335012594	0.503778337531486	0	0	7.30478589420655	0	0	24.1813602015113	0	0	0	0.251889168765743	0	0	6.29722921914358	6.54911838790932	0	1.25944584382872	0	0
3317	4309	"Madtjärn"	58.5959	12.17463	865	"AWI"	865	13203	14087	13528	0	1.70454545454545	0.284090909090909	5.68181818181818	0	32.6704545454545	0	0.284090909090909	0	0	0.568181818181818	0	0	0	0	0	0	46.3068181818182	0	7.95454545454545	0	0	0	0.284090909090909	1.13636363636364	2.27272727272727	0	0.852272727272727	0	0
