"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Lythraceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3436	4450	"Menez-Cam"	48.25	-3.5	100	"AWI"	100	1996	2698	2356	0	86	1	0	4	1	0	201	0	0	0	0	0	0	106	0	480	46	0	0	5	1	12	0	0	0	0	0	0	0	0	0	4	1	0	3	0	0	0	0	0	0	247	0	0	1	14	7	1	0	0	0	1	0	6	4	0
3436	4450	"Menez-Cam"	48.25	-3.5	110	"AWI"	110	2143	2807	2509	1	116	0	0	5	2	0	1508	1	0	0	0	0	0	479	2	912	25	0	0	5	38	20	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	312	0	0	0	3	23	1	0	0	1	0	0	1	3	0
3436	4450	"Menez-Cam"	48.25	-3.5	115	"AWI"	115	2259	2853	2582	0	121	0	0	6	0	0	1499	0	0	0	0	0	0	313	0	1105	16	0	0	3	2	15	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	392	0	0	0	3	22	1	0	1	1	0	0	6	1	0
3436	4450	"Menez-Cam"	48.25	-3.5	120	"AWI"	120	2335	2915	2660	1	181	0	0	6	3	0	1285	0	0	0	0	0	0	197	0	1204	6	0	0	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	252	0	0	0	2	17	0	0	3	0	0	0	2	2	0
3436	4450	"Menez-Cam"	48.25	-3.5	125	"AWI"	125	2497	2960	2726	1	166	0	1	1	0	0	371	0	0	0	0	0	0	156	0	67	11	0	0	3	2	9	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	251	0	0	0	3	64	0	0	2	0	0	0	1	2	0
3436	4450	"Menez-Cam"	48.25	-3.5	130	"AWI"	130	2589	3023	2799	0	251	0	0	5	0	0	439	0	0	0	0	0	0	270	0	152	148	0	0	9	3	11	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	293	0	0	0	4	41	1	0	1	1	0	0	1	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	135	"AWI"	135	2769	3099	2879	0	190	0	0	5	1	0	2036	0	0	1	0	0	0	185	1	114	0	0	0	8	18	5	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	279	0	0	0	5	32	0	0	3	0	0	2	2	1	0
3436	4450	"Menez-Cam"	48.25	-3.5	140	"AWI"	140	2811	3241	2966	3	1038	0	0	3	2	0	504	0	0	0	0	0	0	159	0	38	9	0	0	2	7	8	6	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	200	0	0	1	6	11	0	0	3	1	0	0	2	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	145	"AWI"	145	2874	3368	3071	1	287	0	0	3	2	0	473	0	0	0	0	0	0	219	0	72	2	0	0	0	17	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	2	5	34	0	0	15	0	0	0	2	1	0
3436	4450	"Menez-Cam"	48.25	-3.5	150	"AWI"	150	2907	3590	3164	0	388	0	0	6	0	0	237	0	0	0	0	0	0	144	0	70	0	0	0	2	15	4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	281	0	0	0	0	100	0	0	1	0	0	0	0	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	155	"AWI"	155	2992	3677	3276	0	885	0	0	8	0	0	803	1	0	0	0	0	0	166	1	294	0	0	0	6	73	9	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	1	126	0	0	13	0	0	0	1	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	160	"AWI"	160	3041	3838	3379	0	659	0	0	28	0	0	1004	0	0	0	0	0	0	306	0	95	0	0	0	3	30	6	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	210	0	0	0	1	93	0	0	20	0	0	0	3	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	165	"AWI"	165	3134	3919	3487	0	880	0	0	13	0	0	1192	0	0	0	0	0	0	430	0	497	0	0	0	3	4	4	1	0	1	6	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	233	0	0	0	3	31	1	0	6	0	0	0	0	3	0
3436	4450	"Menez-Cam"	48.25	-3.5	170	"AWI"	170	3191	4041	3593	0	437	0	0	9	1	0	287	0	0	0	0	0	0	124	0	293	0	0	0	1	6	2	0	0	1	0	0	0	0	0	0	5	0	0	1	0	0	0	0	0	0	442	0	0	0	2	7	0	0	153	0	0	0	1	1	0
3436	4450	"Menez-Cam"	48.25	-3.5	175	"AWI"	175	3315	4104	3698	0	384	0	0	10	1	0	278	0	0	0	0	0	0	135	0	964	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	1	235	0	0	1	8	32	0	0	16	0	0	1	3	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	180	"AWI"	180	3386	4209	3809	0	526	1	0	3	1	0	310	0	0	0	0	2	0	157	0	659	7	0	0	1	2	3	1	0	1	0	0	0	0	0	0	2	0	0	3	0	0	0	0	0	0	211	0	15	3	1	32	0	0	5	0	0	3	2	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	185	"AWI"	185	3527	4270	3914	0	1225	0	0	11	2	0	373	0	0	0	0	0	0	297	0	886	0	0	0	0	0	7	2	0	0	2	0	0	1	0	0	2	0	0	3	0	0	0	0	0	0	209	3	0	0	4	48	0	0	5	1	0	0	6	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	190	"AWI"	190	3597	4374	4022	0	1301	2	0	17	0	0	631	0	0	0	0	0	0	335	0	299	0	0	0	1	1	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	207	0	0	1	2	99	0	1	25	0	0	2	3	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	195	"AWI"	195	3787	4427	4118	0	676	0	0	16	0	0	757	0	0	0	0	0	0	252	0	177	0	0	0	0	6	4	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	199	0	0	0	4	5	0	0	0	0	0	0	2	0	1
3436	4450	"Menez-Cam"	48.25	-3.5	200	"AWI"	200	3891	4511	4222	0	800	1	0	16	0	0	811	0	0	0	0	0	0	263	1	274	31	0	0	4	2	6	2	1	0	1	0	0	0	1	3	0	1	0	1	0	302	0	0	0	0	223	0	0	2	7	8	0	0	2	0	0	0	4	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	205	"AWI"	205	4003	4597	4314	0	1103	2	0	7	0	0	787	0	0	0	0	0	0	145	0	256	0	0	0	1	19	10	0	0	2	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	206	0	0	0	0	4	0	0	11	0	0	4	8	1	0
3436	4450	"Menez-Cam"	48.25	-3.5	210	"AWI"	210	4064	4756	4407	0	1160	0	0	10	0	0	712	0	0	0	0	0	0	275	0	330	0	0	0	0	16	4	1	0	0	0	0	0	0	0	0	14	0	0	1	0	0	0	0	0	0	228	0	0	0	0	10	0	0	12	0	0	1	4	1	0
3436	4450	"Menez-Cam"	48.25	-3.5	215	"AWI"	215	4143	4882	4488	0	839	0	0	0	0	0	275	0	0	0	0	0	0	178	0	269	0	0	0	0	8	4	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	184	0	0	0	1	7	0	0	10	1	0	0	2	1	0
3436	4450	"Menez-Cam"	48.25	-3.5	220	"AWI"	220	4194	5069	4567	0	1616	0	0	25	0	0	773	1	0	0	0	0	0	437	0	655	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	331	0	0	0	0	10	1	0	26	1	0	4	5	1	0
3436	4450	"Menez-Cam"	48.25	-3.5	225	"AWI"	225	4260	5175	4659	0	1152	0	0	23	0	0	545	0	0	0	0	0	0	188	0	245	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	177	0	0	0	0	1	0	0	3	1	0	1	7	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	230	"AWI"	230	4317	5333	4741	0	2220	0	0	10	0	0	507	0	0	0	0	0	0	483	0	240	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	293	0	0	0	0	1	0	0	85	3	0	4	10	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	235	"AWI"	235	4382	5429	4831	0	2140	0	0	7	2	0	285	0	0	0	0	0	0	232	0	346	0	0	0	0	0	5	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	167	0	0	0	0	1	0	0	1	0	0	1	7	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	240	"AWI"	240	4430	5583	4916	0	3900	0	0	14	0	0	219	0	0	0	0	0	0	658	0	186	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	328	0	0	0	0	2	0	0	2	2	0	1	12	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	245	"AWI"	245	4493	5668	5002	0	2540	0	0	7	0	0	188	0	0	0	0	0	0	516	0	97	0	0	0	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	225	0	0	0	0	2	0	0	0	0	0	0	9	0	0
3436	4450	"Menez-Cam"	48.25	-3.5	250	"AWI"	250	4534	5818	5089	0	1203	0	0	15	1	0	167	0	0	0	0	0	0	493	0	225	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	185	0	0	1	1	12	0	0	0	0	0	1	9	0	0
