"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
16303	25287	"Coulvain"	49.06667	-0.71667	10	"AWI"	10	-7	229	101	17	2	2	0	0	0	2	7	2	6	7	13	0	4	9	0	1	1	1	0	0	0	0	0	7	5	0	267	4	32	2	0	0	0	0	0	12	4
16303	25287	"Coulvain"	49.06667	-0.71667	23	"AWI"	23	187	478	326	19	2	4	0	4	49	3	2	0	8	10	32	0	2	7	0	0	0	0	0	1	0	0	0	1	11	0	240	3	42	3	0	0	0	0	1	5	0
16303	25287	"Coulvain"	49.06667	-0.71667	35	"AWI"	35	379	689	532	24	2	2	0	3	94	2	2	0	4	13	28	2	0	12	0	2	0	2	0	0	0	0	0	9	4	0	173	11	42	1	0	0	0	0	1	3	0
16303	25287	"Coulvain"	49.06667	-0.71667	40	"AWI"	40	462	777	619	16	2	0	1	0	0	2	1	0	3	8	30	0	1	8	0	1	0	0	0	0	0	0	0	1	10	0	138	8	33	1	1	0	0	1	0	2	0
16303	25287	"Coulvain"	49.06667	-0.71667	45	"AWI"	45	545	863	705	15	1	1	0	0	61	2	1	0	2	7	24	0	1	4	0	2	0	0	0	0	0	0	4	1	17	0	108	3	21	2	5	2	0	0	0	1	0
16303	25287	"Coulvain"	49.06667	-0.71667	50	"AWI"	50	633	948	791	29	1	5	0	7	16	9	0	0	5	11	10	2	1	14	0	0	0	1	0	0	0	1	0	0	9	0	148	0	17	0	0	4	0	0	0	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	55	"AWI"	55	719	1031	877	17	0	2	0	0	35	8	2	0	3	28	31	0	0	13	0	1	0	0	0	0	0	0	8	0	19	0	138	0	26	0	0	0	1	0	0	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	60	"AWI"	60	807	1110	964	63	0	2	0	1	0	2	1	0	5	15	10	0	0	25	0	0	0	2	0	0	0	0	1	0	7	0	94	0	21	0	0	0	0	0	0	2	0
16303	25287	"Coulvain"	49.06667	-0.71667	65	"AWI"	65	897	1185	1052	230	1	0	0	2	21	2	0	0	3	38	1	0	0	58	0	0	1	0	0	0	0	0	0	1	2	0	52	0	32	0	0	0	0	0	1	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	70	"AWI"	70	987	1262	1139	315	0	0	1	0	0	4	0	0	3	20	1	0	0	55	0	0	1	0	0	0	0	0	0	1	0	0	5	0	37	0	0	0	0	0	1	2	0
16303	25287	"Coulvain"	49.06667	-0.71667	75	"AWI"	75	1082	1336	1223	250	0	1	1	1	0	1	0	0	2	17	2	0	0	27	0	0	1	0	0	0	0	0	0	0	0	0	20	0	24	0	0	0	0	0	1	1	0
16303	25287	"Coulvain"	49.06667	-0.71667	80	"AWI"	80	1163	1425	1310	159	0	0	4	0	0	2	0	0	4	30	8	0	0	18	0	0	0	0	0	0	0	0	0	1	2	0	72	0	28	1	0	0	0	0	1	1	0
16303	25287	"Coulvain"	49.06667	-0.71667	85	"AWI"	85	1243	1523	1394	81	0	0	0	0	0	1	0	0	6	19	20	0	3	25	0	0	0	0	0	0	0	0	0	1	1	0	58	0	31	0	0	0	0	0	1	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	90	"AWI"	90	1327	1622	1477	67	1	0	0	0	0	1	0	0	4	9	5	0	0	14	1	0	0	0	0	0	0	0	0	0	3	0	0	0	50	0	1	0	0	0	0	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	95	"AWI"	95	1402	1720	1561	110	2	0	0	1	0	2	0	0	1	48	4	0	0	3	0	2	0	0	0	0	0	0	0	0	3	2	41	0	20	0	0	0	1	0	1	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	100	"AWI"	100	1481	1819	1646	167	1	0	0	0	0	1	0	0	5	41	4	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	53	0	33	0	0	0	0	2	4	2	0
16303	25287	"Coulvain"	49.06667	-0.71667	105	"AWI"	105	1561	1911	1731	86	0	0	1	0	0	1	0	0	1	33	1	0	0	5	0	0	0	0	1	0	0	0	0	0	1	0	30	0	19	0	0	0	0	0	1	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	110	"AWI"	110	1638	2004	1816	119	1	0	1	1	0	1	0	0	1	27	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	31	0	28	0	0	0	1	0	1	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	115	"AWI"	115	1723	2095	1900	114	1	0	2	0	0	6	0	0	0	35	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	1	0	1	0	0	2	0	1
16303	25287	"Coulvain"	49.06667	-0.71667	125	"AWI"	125	1889	2277	2068	180	0	0	0	0	4	2	0	0	0	41	1	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	12	0	0	0	0	0	0	3	0
16303	25287	"Coulvain"	49.06667	-0.71667	130	"AWI"	130	1976	2365	2153	188	0	1	1	0	0	2	1	0	1	28	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	28	0	17	0	1	0	0	0	2	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	135	"AWI"	135	2060	2450	2237	192	2	0	3	2	0	3	0	0	0	45	0	0	0	10	0	0	0	0	0	0	1	0	0	0	2	0	21	0	33	0	1	0	0	0	0	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	140	"AWI"	140	2150	2537	2319	167	0	0	1	0	0	2	0	0	0	40	3	0	0	7	0	0	0	0	0	0	0	0	0	1	1	1	18	0	21	0	0	0	0	0	2	0	0
16303	25287	"Coulvain"	49.06667	-0.71667	145	"AWI"	145	2241	2621	2404	144	0	0	0	0	0	2	0	0	0	21	4	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	23	0	15	0	1	0	1	1	1	2	0
16303	25287	"Coulvain"	49.06667	-0.71667	155	"AWI"	155	2415	2795	2573	120	0	0	0	0	0	4	0	0	0	56	5	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	1	0	0
