"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
26148	45393	"Vällamäe"	57.73722	27.06917	47	"AWI"	47	-39	240	85	20	0.869565217391304	2.60869565217391	0.869565217391304	27.8260869565217	0	2.60869565217391	0.869565217391304	0	13.9130434782609	26.0869565217391	3.47826086956522	0.869565217391304	0	0	0	0	0
26148	45393	"Vällamäe"	57.73722	27.06917	65	"AWI"	65	-1	294	132	10.077519379845	0	2.32558139534884	0.775193798449612	35.6589147286822	0.775193798449612	2.32558139534884	4.65116279069767	0	4.65116279069767	27.1317829457364	9.30232558139535	1.55038759689922	0	0	0	0	0.775193798449612
26148	45393	"Vällamäe"	57.73722	27.06917	85	"AWI"	85	38	359	184	14.0350877192982	0.87719298245614	0.87719298245614	0	40.3508771929825	0	0.87719298245614	1.75438596491228	0	5.26315789473684	29.8245614035088	4.3859649122807	0.87719298245614	0	0	0.87719298245614	0	0
26148	45393	"Vällamäe"	57.73722	27.06917	110	"AWI"	110	92	425	253	18.2608695652174	0	0.869565217391304	0.869565217391304	20	1.73913043478261	0.869565217391304	1.73913043478261	0	8.69565217391304	38.2608695652174	6.08695652173913	0.869565217391304	0	0	0.869565217391304	0	0.869565217391304
26148	45393	"Vällamäe"	57.73722	27.06917	137	"AWI"	137	156	495	324	11.3207547169811	0	0	0	52.8301886792453	0.943396226415094	0	0.943396226415094	0	12.2641509433962	17.9245283018868	2.83018867924528	0	0.943396226415094	0	0	0	0
26148	45393	"Vällamäe"	57.73722	27.06917	165	"AWI"	165	234	557	399	22.0183486238532	0.917431192660551	0	0.917431192660551	34.8623853211009	0.917431192660551	0	3.6697247706422	0	3.6697247706422	30.2752293577982	0	0.917431192660551	0	0	1.8348623853211	0	0
26148	45393	"Vällamäe"	57.73722	27.06917	185	"AWI"	185	285	600	452	16.8141592920354	0	0	1.76991150442478	42.4778761061947	1.76991150442478	0	0.884955752212389	0	7.07964601769912	20.353982300885	6.19469026548673	0.884955752212389	0	0	0.884955752212389	0	0.884955752212389
26148	45393	"Vällamäe"	57.73722	27.06917	200	"AWI"	200	326	620	488	10.4761904761905	0	0.952380952380952	0.952380952380952	43.8095238095238	0.952380952380952	0.952380952380952	0.952380952380952	0	9.52380952380952	21.9047619047619	6.66666666666667	0	0	0	1.9047619047619	0	0.952380952380952
26148	45393	"Vällamäe"	57.73722	27.06917	220	"AWI"	220	391	662	537	13.2075471698113	0	0.943396226415094	0.943396226415094	34.9056603773585	1.88679245283019	0.943396226415094	0	0	12.2641509433962	22.6415094339623	9.43396226415094	0.943396226415094	0	0.943396226415094	0.943396226415094	0	0
26148	45393	"Vällamäe"	57.73722	27.06917	239	"AWI"	239	452	738	599	45.8715596330275	0	0.917431192660551	0	22.0183486238532	0.917431192660551	0.917431192660551	0	0	3.6697247706422	19.2660550458716	2.75229357798165	1.8348623853211	0	0	0.917431192660551	0	0.917431192660551
