"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	60	"AWI"	60	1061	2636	1591	0	20	0	0	0	0	7.5	0	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	1.66666666666667	0	0	0	0	0	5	0	0	0	57.5	0	0	0	0	0	0	4.16666666666667	0	0	0	0.833333333333333	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	66	"AWI"	66	1298	3040	2067	0	19.8198198198198	0	0	0.900900900900901	0	4.5045045045045	0	0	0	0	0	0	0.900900900900901	0	0	0.900900900900901	0	0	0	0.900900900900901	0	0	0.900900900900901	0	0	1.8018018018018	0	0	0	60.3603603603604	0	0	0	0	0	0	7.20720720720721	0	0	0	0.900900900900901	0	0	0	0	0	0	0	0.900900900900901	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	72	"AWI"	72	1593	3625	2508	0	7.81893004115226	0	0	0.411522633744856	0	4.11522633744856	0	0	0	0	0	0	0	0	0	3.29218106995885	0	0	0	1.23456790123457	0	0	0	0.823045267489712	0	0.411522633744856	0	0	0	43.2098765432099	35.8024691358025	0	0	0	0	0	2.05761316872428	0	0	0	0.411522633744856	0	0.411522633744856	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	78	"AWI"	78	1906	3976	2980	0.510204081632653	16.3265306122449	0	0	1.02040816326531	0	1.53061224489796	0	0	0	0	0	0	0	0.510204081632653	0	2.55102040816327	1.02040816326531	0	0	2.04081632653061	0	0	0	0	0	1.53061224489796	0	0	0	65.3061224489796	0	0	0	0	0	0	4.59183673469388	0	0	0.510204081632653	0.510204081632653	0.510204081632653	0	0	0	1.02040816326531	0	0	0	0.510204081632653	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	82	"AWI"	82	2221	4222	3287	0	80.4232804232804	0	0	0	0	1.05820105820106	0	0	0	0	1.05820105820106	0	0	0	0	0	0.529100529100529	0	0	0.529100529100529	0	0	0	0	0	1.58730158730159	0	0	0	13.7566137566138	0	0	0	0	0	0	0.529100529100529	0	0	0	0	0	0	0.529100529100529	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	84	"AWI"	84	2443	4291	3455	0	0	0	0	7.40740740740741	0	7.40740740740741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77.7777777777778	0	0	0	0	0	0	3.7037037037037	0	0	0	0	0	0	0	0	3.7037037037037	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	86	"AWI"	86	2629	4358	3627	0.462962962962963	80.0925925925926	0	0	0	0	0.462962962962963	0	0	0	0	0.462962962962963	0	0	0	0	0	0.462962962962963	0	0	0	0	0	0	0	0	0.462962962962963	0	0	0	17.1296296296296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462962962962963	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	90	"AWI"	90	2900	4603	3965	0.346020761245675	18.6851211072664	0	0	1.3840830449827	0	3.46020761245675	0	0	0	0	0	0	0	0	0	0.69204152249135	0	0	0	0	0	0.346020761245675	0	0	0	0.346020761245675	0.346020761245675	0	0	66.7820069204152	0	0	0	0	0	0	4.1522491349481	0	0	0	0	2.42214532871972	0.346020761245675	0	0	0	0	0	0.69204152249135	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	96	"AWI"	96	3835	4699	4329	1.07142857142857	6.78571428571429	0	0	1.42857142857143	0	1.78571428571429	0	0	0	0	0	0	0	0	0	1.07142857142857	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	86.0714285714286	0	0	0	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0	0	0	0	0.357142857142857	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	102	"AWI"	102	4385	4867	4649	0.423728813559322	2.96610169491525	0	0	0	0	2.96610169491525	0	0	0	0	0	0	0	0	0	0.847457627118644	0	0	0	0.847457627118644	0	0	0	0	0	0.423728813559322	0	0	0	72.0338983050847	18.2203389830508	0	0	0	0	0	0.847457627118644	0	0	0	0	0.423728813559322	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	108	"AWI"	108	4581	5142	4849	0.578034682080925	6.35838150289017	0	0	0	0	1.15606936416185	0	0	0	0	0	0	0	0	0	0	0.578034682080925	0	0	0	0	0	0	0	0	1.15606936416185	0	0	0	89.5953757225434	0	0	0	0	0	0	0	0	0	0	0.578034682080925	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	112	"AWI"	112	4665	5339	4958	0.602409638554217	7.83132530120482	0	0	0	0	5.42168674698795	0	0	0	0	1.80722891566265	0	0	0	0.602409638554217	0.602409638554217	0	0	0	0	0	0	0	0	0	0	0	0	0	78.3132530120482	0	0	0	0	0	0	3.01204819277108	0	0	0	0	0.602409638554217	0	0	0	0.602409638554217	0	0	0.602409638554217	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	114	"AWI"	114	4705	5380	5007	0	76	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	22.3333333333333	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	116	"AWI"	116	4734	5422	5058	0	31.0344827586207	0	0	0	0	3.44827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.0689655172414	0	0	0	0	0	0	3.44827586206897	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	120	"AWI"	120	4784	5579	5144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	126	"AWI"	126	4931	5660	5297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	132	"AWI"	132	5085	5778	5449	0	0	0	0	9.09090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90.9090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	138	"AWI"	138	5267	5863	5609	0	4.70588235294118	0	0	0	0	3.52941176470588	0	0	0	0	0	0	0	0	0	1.17647058823529	0	0	0	0	0	0	0	0	0	1.17647058823529	0	0	0	84.7058823529412	0	0	0	0	0	0	3.52941176470588	0	0	0	0	0	0	0	0	0	0	0	1.17647058823529	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	144	"AWI"	144	5557	5972	5756	0	13.8461538461538	0	0	3.07692307692308	0	0	0	0	0	0	0	0	0	0	0	3.07692307692308	0	0	0	0	0	0	0	0	0	1.53846153846154	0	0	0	76.9230769230769	0	0	0	0	1.53846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	150	"AWI"	150	5724	6184	5921	0	4.97737556561086	0	0	1.35746606334842	0	5.42986425339367	0	0	0	0	0	0	0	0	0	1.35746606334842	2.26244343891403	0	0	0	0	0	0	0	0	1.80995475113122	0	0	0	77.8280542986425	0	0	0	0	0	0	2.71493212669683	0	0	0.452488687782805	0.452488687782805	0	0	0	0	0.452488687782805	0	0.452488687782805	0.452488687782805	0	0
