"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	0	"AWI"	0	-141	26	-55	0	2.22929936305732	0.318471337579618	0	0	0	0.955414012738854	0	0	0	0	0	0	0	0	0	0	45.2229299363057	0	0	0	0	0	0	1.27388535031847	0	3.5031847133758	0	0	0	22.9299363057325	20.7006369426752	0	0	0	0	0	0.318471337579618	0	0	0.318471337579618	0.318471337579618	0.318471337579618	0	0	0	0	0.318471337579618	0	0	1.27388535031847	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	6	"AWI"	6	-72	290	58	0	3.29113924050633	0	9.62025316455696	0.506329113924051	0	0.506329113924051	0.253164556962025	0	0	0	0	0	0.506329113924051	0	0	0.759493670886076	52.1518987341772	0	0.506329113924051	0	0	0	0	2.53164556962025	0	1.77215189873418	0	0	0.506329113924051	17.9746835443038	0	0.506329113924051	6.07594936708861	0	0	0.253164556962025	0.506329113924051	0	0	0	0.759493670886076	0	0	0	0	0	0.253164556962025	0	0	0.759493670886076	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	12	"AWI"	12	-21	533	177	0	0.773993808049536	0.309597523219814	0	0.464396284829721	0	0.154798761609907	0	0	0	0.619195046439629	0	0	0.154798761609907	0	0	0.154798761609907	70.4334365325077	0	0	0	0	0	0	2.63157894736842	0	1.08359133126935	0	0	0	5.57275541795666	5.88235294117647	0.309597523219814	9.90712074303406	0	0	0	0.309597523219814	0	0	0	0.619195046439629	0.154798761609907	0	0	0	0	0.464396284829721	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	18	"AWI"	18	35	640	306	0	3.01724137931034	0	0	0.431034482758621	0	1.29310344827586	0	0	0	0.862068965517241	0	2.1551724137931	0.862068965517241	0	0	0.862068965517241	43.9655172413793	0	0	0	0	0	0	8.18965517241379	0	1.29310344827586	0	0	0.431034482758621	15.5172413793103	15.5172413793103	1.29310344827586	0	1.72413793103448	0	0	0.862068965517241	0	0	0	0	0.862068965517241	0.431034482758621	0	0	0	0	0	0	0.431034482758621	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	24	"AWI"	24	126	746	432	0	3.72670807453416	0	0	0.62111801242236	0	1.24223602484472	0	0	0	0	0	0	0.62111801242236	0	0	1.24223602484472	31.6770186335404	0	0	0	0	0	0	8.07453416149068	0	3.72670807453416	0.62111801242236	0	0	28.5714285714286	14.2857142857143	0	0	0	0	0	3.1055900621118	0	0	0	0.62111801242236	0	0.62111801242236	0	0	0	0.62111801242236	0	0	0	0.62111801242236
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	30	"AWI"	30	207	866	570	0.547945205479452	2.46575342465753	0.273972602739726	0	0.547945205479452	0	1.0958904109589	0	0	0	0.547945205479452	0	0	0.821917808219178	0	0	0.273972602739726	56.4383561643836	0	0	0	0	0	0	7.12328767123288	0	1.36986301369863	0	0	0	16.1643835616438	0	1.0958904109589	6.57534246575342	0	0	0	1.0958904109589	0	0	0.547945205479452	0.547945205479452	1.36986301369863	0	0	0.273972602739726	0	0.273972602739726	0	0	0.273972602739726	0.273972602739726
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	36	"AWI"	36	361	924	692	0	2.0501138952164	0	0	0.227790432801822	0	2.0501138952164	0	0	0	0.911161731207289	0	0	0.455580865603645	0	0	0.683371298405467	65.1480637813212	0	0	0	0	0	0	0	0	2.0501138952164	0	0.455580865603645	0	13.4396355353075	0	0	9.33940774487472	0	0	0	0.911161731207289	0	0	0	0.911161731207289	0.227790432801822	0	0	0	0	0.683371298405467	0	0	0.455580865603645	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	42	"AWI"	42	548	1009	818	0	34.3023255813954	0	0	1.74418604651163	0	1.74418604651163	0	0	0	0	0	0	1.74418604651163	0	0	1.16279069767442	3.48837209302326	0	0	1.74418604651163	0	0	0	0	0	1.74418604651163	0	1.16279069767442	0	36.6279069767442	0	0	10.4651162790698	0	0	0	1.74418604651163	0	0	0	1.74418604651163	0.581395348837209	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	48	"AWI"	48	810	1114	948	0	17.1428571428571	0	0	2.85714285714286	0	2.85714285714286	0	0	0	0	0	0	5.71428571428571	0	0	0	14.2857142857143	0	0	0	0	0	0	0	2.85714285714286	5.71428571428571	0	0	0	40	0	0	0	0	0	0	2.85714285714286	0	0	5.71428571428571	0	0	0	0	0	0	0	0	0	0	0
26905	47027	"Fuldera-Palü Lunga"	46.61469	10.34647	54	"AWI"	54	979	1676	1246	0.50251256281407	19.5979899497487	0	0	3.01507537688442	0	4.02010050251256	0	0	0	0	0	0	1.50753768844221	0	0	2.51256281407035	7.03517587939699	0	0	2.01005025125628	0	0	0	0	0	5.0251256281407	0.50251256281407	0	0	42.713567839196	0	1.50753768844221	0	0	0	0	4.52261306532663	0	0	0	2.01005025125628	2.51256281407035	0.50251256281407	0	0	0.50251256281407	0	0	0	0	0
