"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3410	4418	"Lac de Siguret"	44.61361	6.55694	292	"AWI"	292	521	6012	3619	1.06382978723404	0	0	2.12765957446809	5.31914893617021	22.3404255319149	0	0.531914893617021	0	0	0	0	0	0	0.531914893617021	0.531914893617021	0	49.468085106383	3.72340425531915	0	0	0	0	0	0	0	0	0.531914893617021	0	0.531914893617021	0	0.531914893617021	0	0	0	0	0	0	0	0	0	8.51063829787234	0	0	0	2.65957446808511	0	0.531914893617021	0	0	0	0	0.531914893617021	0	0	0	0	0	0	0.531914893617021	0	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	296	"AWI"	296	1046	6277	4004	3.40425531914894	0	0	0	0	0	0	1.27659574468085	0	0	0	0	0	0	0	0	0	1.70212765957447	0.851063829787234	0.425531914893617	0	0	0	0	0	0	0	0	0	0.851063829787234	0.425531914893617	0	0	0	0	0.851063829787234	0	77.0212765957447	0	0	0	1.70212765957447	0	0	0	11.063829787234	0	0.425531914893617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	300	"AWI"	300	1410	6622	4352	5.12820512820513	6.41025641025641	0	0	0	0	0	21.7948717948718	0	0	0	0	0	0	0	0	0	6.41025641025641	0	0	0	0	0	0	3.84615384615385	1.28205128205128	0	1.28205128205128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	2.56410256410256	0	0	0	0	0	0	0	1.28205128205128	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	302	"AWI"	302	1663	6734	4564	29.7297297297297	0	0	0	0	0	0	16.2162162162162	0	0	0	0	0	0	0	0	0	16.2162162162162	0	0	0	0	0	0	0	2.7027027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.027027027027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.10810810810811	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	304	"AWI"	304	1874	6887	4739	16.8674698795181	0	0	0	0	4.81927710843374	0	12.0481927710843	0	0	0	0	0	0	0	0	0	18.0722891566265	3.6144578313253	0	0	0	0	0	0	0	0	0	0	1.20481927710843	0	0	0	0	0	0	0	0	0	0	0	4.81927710843374	0	0	0	34.9397590361446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6144578313253	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	306	"AWI"	306	2045	7038	4934	19.4174757281553	0.970873786407767	0	0	0	1.94174757281553	0	21.3592233009709	0	0	0	0	0	0	0	0	0	10.6796116504854	0	0.970873786407767	0	0	0	0	0	0.970873786407767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40.7766990291262	0	0	0	0	0	0	0	0	0	0	0	0	0	0.970873786407767	1.94174757281553	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	308	"AWI"	308	2266	7246	5135	4.739336492891	0	0	0	0	0	0	8.05687203791469	0	0	0	0	0	0	0	0	0	2.3696682464455	0.4739336492891	0	0	0	0	0	0	0.4739336492891	0	0	0	0	0	0	0	0	0	0	0	76.303317535545	0	0	0	0	0	0	0	7.10900473933649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4739336492891
3410	4418	"Lac de Siguret"	44.61361	6.55694	310	"AWI"	310	2580	7381	5342	7.77385159010601	0	0	0	0.353356890459364	0	0	6.71378091872792	0	0	0	0	0	0	0	1.06007067137809	0	1.41342756183746	0.353356890459364	0	0	0	0	0	0	0.706713780918728	0	0	0	0.706713780918728	0	0	0	0	0	0.353356890459364	0	71.0247349823322	0	0	0	0	0	0	0	8.12720848056537	0	0	0	0	0	0	0	0	0	0	0	0.353356890459364	0	0	0.706713780918728	0.353356890459364	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	312	"AWI"	312	2837	7500	5547	13.7931034482759	0	0	0	0	1.72413793103448	0	25.8620689655172	0	0	0	0	0	0	0	0	1.72413793103448	5.17241379310345	3.44827586206897	0	0	0	0	0	0	5.17241379310345	0	0	0	1.72413793103448	0	0	0	1.72413793103448	0	0	0	0	0	0	0	13.7931034482759	0	0	0	18.9655172413793	0	0	0	0	1.72413793103448	0	5.17241379310345	0	0	0	0	0	0	0	0	0	0
3410	4418	"Lac de Siguret"	44.61361	6.55694	314	"AWI"	314	3008	7696	5750	6.70926517571885	0	0	0	0	0.319488817891374	0	4.79233226837061	0	0	0	0	0	0	0	0	0	1.59744408945687	0.319488817891374	0	0	0	0	0	0	0	0	0	0	0.319488817891374	0	0	0	0	0	0	0	80.5111821086262	0	0	0	0	0	0	0	4.79233226837061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.638977635782748	0	0
