"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
3417	4428	"Hozelec"	49.04641	20.332	70	"AWI"	70	6107	8256	7552	0	4	0	0	0	0	2	0	1	0	0	0	0	2	395	0	0	0	0	0	0	0	8	0	387	159	0	0	2	1	0	0	0	0	1	0	3	0
3417	4428	"Hozelec"	49.04641	20.332	72.5	"AWI"	72.5	7109	8362	7872	0	1	0	1	0	0	6	0	0	0	0	0	0	1	98	0	0	0	0	0	0	0	1	0	79	72	0	0	0	0	0	0	0	0	0	0	1	0
3417	4428	"Hozelec"	49.04641	20.332	75	"AWI"	75	7759	8588	8230	0	2	0	0	0	0	2	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	3	0	382	115	0	0	0	0	0	0	0	0	2	0	1	0
3417	4428	"Hozelec"	49.04641	20.332	80	"AWI"	80	8111	9253	8594	0	7	0	0	0	0	8	0	2	0	0	0	0	2	136	0	0	0	0	0	0	0	5	0	135	258	0	0	0	0	0	0	1	0	0	0	3	2
3417	4428	"Hozelec"	49.04641	20.332	82.5	"AWI"	82.5	8288	9421.5	8787	0	1	0	1	0	0	6	0	2	0	0	0	0	2	220	0	0	0	0	0	0	0	5	1	102	220	0	0	0	1	0	0	1	0	1	0	1	2
3417	4428	"Hozelec"	49.04641	20.332	85	"AWI"	85	8391	9686	8971	0	2	0	1	0	0	5	0	0	0	0	0	0	1	223	0	0	0	0	0	0	1	2	0	225	149	0	0	0	2	0	0	1	0	1	0	1	2
3417	4428	"Hozelec"	49.04641	20.332	95	"AWI"	95	9066	10294	9715	0	2	0	0	0	0	6	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	1	0	48	253	0	0	0	0	0	0	0	0	2	0	1	0
3417	4428	"Hozelec"	49.04641	20.332	100	"AWI"	100	9601	10534	10066	0	0	0	0	0	0	112	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	2	0	97	281	0	0	0	0	0	0	0	0	0	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	105	"AWI"	105	9842	11039	10374	0	0	0	0	0	0	30	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	3	0	44	545	0	0	0	0	0	0	2	1	1	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	110	"AWI"	110	10074	11469	10698	0	0	2	2	2	0	25	0	11	0	0	0	0	0	158	0	0	0	0	0	0	0	3	0	28	667	0	0	0	0	0	0	3	0	2	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	115	"AWI"	115	10302	11805	10990	0	0	0	5	0	0	4	0	1	0	0	0	0	0	167	0	0	0	0	0	0	0	8	0	6	469	0	0	0	0	0	0	1	0	1	1	0	0
3417	4428	"Hozelec"	49.04641	20.332	117.5	"AWI"	117.5	10446.5	11947.5	11155.5	0	1	3	0	1	0	1	0	1	0	0	0	0	0	597	0	0	0	0	0	2	0	4	0	3	431	0	0	0	0	0	0	1	0	0	1	0	0
3417	4428	"Hozelec"	49.04641	20.332	120	"AWI"	120	10561	12139	11312	0	1	5	0	4	0	13	0	1	0	0	0	0	0	314	0	0	0	0	1	3	0	61	0	1	650	0	0	0	0	0	0	4	0	1	7	0	0
3417	4428	"Hozelec"	49.04641	20.332	122.5	"AWI"	122.5	10715	12250.5	11470.5	0	0	1	0	4	0	12	0	1	0	0	0	0	0	162	0	0	0	0	0	2	0	28	0	7	297	0	0	0	0	0	0	3	0	2	2	0	0
3417	4428	"Hozelec"	49.04641	20.332	125	"AWI"	125	10824	12428	11629	0	0	2	1	3	0	7	0	2	0	0	0	0	0	107	0	0	0	0	0	2	0	44	0	2	405	0	0	0	0	0	0	3	0	2	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	127.5	"AWI"	127.5	11014	12536.5	11784	0	0	4	0	7	0	8	0	2	0	0	0	0	0	191	0	0	0	1	0	2	0	16	0	8	470	0	0	0	0	1	0	6	0	2	3	0	0
3417	4428	"Hozelec"	49.04641	20.332	130	"AWI"	130	11115	12703	11947	0	2	1	0	1	0	2	0	2	0	0	1	0	0	148	0	0	0	0	0	0	0	18	0	5	309	0	0	0	0	0	0	1	0	5	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	135	"AWI"	135	11454	12940	12262	0	0	0	1	3	0	18	0	4	0	0	0	0	0	75	0	0	0	0	0	0	0	6	0	3	216	0	0	0	0	0	0	0	1	3	1	0	0
3417	4428	"Hozelec"	49.04641	20.332	140	"AWI"	140	11846	13157	12555	0	0	1	0	0	0	2	0	0	0	0	0	1	0	272	0	0	0	0	0	3	0	16	0	0	499	0	1	0	0	0	0	0	0	6	0	1	1
3417	4428	"Hozelec"	49.04641	20.332	142	"AWI"	142	12083	13234	12660	0	0	2	0	0	0	7	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	37	0	5	431	0	0	0	0	0	0	0	0	1	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	145	"AWI"	145	12299	13399	12832	0	0	0	0	1	0	9	0	0	0	0	0	1	0	91	0	0	0	0	0	0	0	65	0	0	522	0	16	0	0	0	0	0	0	1	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	146	"AWI"	146	12471	13442	12897	0	0	0	0	0	0	7	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	95	0	2	421	0	0	0	0	0	0	0	0	0	3	0	0
3417	4428	"Hozelec"	49.04641	20.332	147.5	"AWI"	147.5	12606.5	13553	13008	0	0	0	0	0	0	3	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	88	0	1	563	0	0	0	0	0	0	0	0	0	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	150	"AWI"	150	12743	13901	13176	0	3	0	0	1	0	11	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	101	1	7	495	0	0	0	0	0	0	0	0	1	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	155	"AWI"	155	13005	14671	13594	0	0	0	2	6	0	7	0	2	0	0	0	0	0	253	0	0	0	0	0	0	0	77	0	2	517	0	0	0	0	0	0	2	0	7	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	160	"AWI"	160	13257	15461	14054	0	0	2	0	2	0	15	0	0	0	0	0	0	0	255	0	0	0	0	0	1	11	70	1	0	401	0	0	0	0	0	0	0	0	4	0	0	0
