"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Gentianaceae"	"Geraniaceae"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
3417	4428	"Hozelec"	49.04641	20.332	15	"AWI"	15	327	1494	917	1	1	1	1	0	0	0	0	5	0	0	0	0	2	13	0	0	0	0	0	0	0	0	0	24	62	0	0	0	0	0	0	0	0	4	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	20	"AWI"	20	632	1711	1231	2	1	2	0	2	0	3	0	1	0	0	0	0	0	21	0	0	1	0	0	0	1	0	0	24	65	0	0	0	0	0	0	0	0	3	2	0	0
3417	4428	"Hozelec"	49.04641	20.332	25	"AWI"	25	1161	1915	1515	5	9	0	2	2	0	2	0	1	0	0	0	0	2	116	0	1	1	0	0	0	0	3	0	29	156	49	0	0	0	0	2	0	0	2	0	1	0
3417	4428	"Hozelec"	49.04641	20.332	32.5	"AWI"	32.5	1717	3329	2309	1	7	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	0	0	0	0	0	1	0	45	89	0	0	0	0	0	0	0	0	0	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	40	"AWI"	40	2224	4607	3268	0	8	4	4	0	0	11	0	5	0	0	0	0	0	193	0	0	0	0	0	0	0	3	0	152	241	0	0	0	0	0	0	1	0	0	0	0	0
3417	4428	"Hozelec"	49.04641	20.332	45	"AWI"	45	2723	5230	3939	1	6	1	0	2	0	7	0	6	0	1	0	0	3	139	0	0	1	0	0	0	0	1	0	105	143	0	0	2	1	0	0	0	0	0	0	2	0
3417	4428	"Hozelec"	49.04641	20.332	47.5	"AWI"	47.5	3146.5	5450	4257	3	3	1	2	1	0	6	0	3	0	0	0	0	6	26	0	1	0	0	0	0	0	2	0	74	99	0	0	0	0	0	0	1	0	0	0	5	0
3417	4428	"Hozelec"	49.04641	20.332	62.5	"AWI"	62.5	5077.5	7530.5	6405	0	6	0	3	2	0	2	1	3	0	0	0	0	0	550	0	0	0	0	0	0	0	2	0	155	182	0	0	0	2	0	0	3	0	6	0	11	0
3417	4428	"Hozelec"	49.04641	20.332	65	"AWI"	65	5341	7870	6803	0	3	0	2	2	0	2	0	3	1	0	0	0	1	201	0	0	0	0	0	0	0	0	0	116	165	0	0	0	1	0	0	0	0	2	0	9	0
3417	4428	"Hozelec"	49.04641	20.332	67.5	"AWI"	67.5	5849.5	8006.5	7161	0	8	0	0	0	0	3	0	0	0	0	0	0	2	64	0	0	0	0	0	0	0	1	0	240	100	0	0	5	0	0	0	0	0	1	0	1	1
