"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Thalictrum"	"Tilia"	"Ulmus"
3314	4301	"Lake Nero"	57.18333	39.45139	7430	"AWI"	7430	127122	166576	146075	0	3.7037037037037	0	0	0	0	0	0	0	0	0	0	0	0	0	96.2962962962963	0	0	0	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	12960	"AWI"	12960	232347	309908	269130	0	0	0	0	0	65.7407407407407	0	0	0	0	0	0	0	0	0	27.7777777777778	0	0	6.48148148148148	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	7520	"AWI"	7520	129829	167820	148087	0	3.55029585798817	0	0	0	72.189349112426	0	0	0	0	0	0	0	0	0	24.2603550295858	0	0	0	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	7545	"AWI"	7545	130579	168277	148635	0	1.96078431372549	0	0	0	54.9019607843137	0	0	0	0	0	0	0	0	0	43.1372549019608	0	0	0	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	13120	"AWI"	13120	235001	314677	272257	0	0.892857142857143	0	0	0	53.5714285714286	0	0	0	0	0	0	0	0	0	32.1428571428571	0	0	13.3928571428571	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	500	"AWI"	500	11526	38395	28098	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	5	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	13040	"AWI"	13040	233742	312301	270678	0	1.29032258064516	0	0	0	61.9354838709677	0	0	0	0	0	0	0	0	0.645161290322581	32.258064516129	0	0	3.87096774193548	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	8300	"AWI"	8300	145591	187118	165792	0	5.61797752808989	0	0	0	79.2134831460674	0	0	0	0	0	0	0	0	0.561797752808989	14.6067415730337	0	0	0	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	7770	"AWI"	7770	135428	172970	153663	0	20.5128205128205	0	0	0	43.5897435897436	0	0	0	0	0	0	0	0	0	35.8974358974359	0	0	0	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	6950	"AWI"	6950	118399	157098	137049	0	0	0	0	0	86.231884057971	0	0	0	0	0	0	0	0	0	13.768115942029	0	0	0	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	12800	"AWI"	12800	230325	306161	265918	0	0	0	0	0	51.304347826087	0	0	0	0	0	0	0	0	12.1739130434783	36.5217391304348	0	0	0	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	7505	"AWI"	7505	129338	167602	147772	0	0	0	0	0	83.6206896551724	0	0	0	0	0	0	0	0	0	13.7931034482759	0	0	1.72413793103448	0	0	0	0	0.862068965517241	0
3314	4301	"Lake Nero"	57.18333	39.45139	180	"AWI"	180	3651	15517	10950	0	23.728813559322	0	0	1.69491525423729	0	0	0	0	0	0	0	0	0	3.38983050847458	71.1864406779661	0	0	0	0	0	0	0	0	0
3314	4301	"Lake Nero"	57.18333	39.45139	5570	"AWI"	5570	96889	131887	113868	0	4.61538461538462	0	0	0	0	0	0	0	0	0	0	0	0	0	93.8461538461538	0	0	1.53846153846154	0	0	0	0	0	0
