"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
16515	25837	"Gerlos"	47.24306	12.13889	55	"AWI"	55	845	1950	1381	5	2	52	0	0	1	0	3	0	0	20	3	0	0	0	1	0	0	0	5	504	0	0	0	0	6	0	0	0	0	1	5	0	3	0	0	0	0	0	227	128	8	106	0	0	8	0	0	0	0	0	24	1	0	0	1	1	0	0	2	0
16515	25837	"Gerlos"	47.24306	12.13889	60	"AWI"	60	968	2071	1512	3	0	61	1	0	3	0	3	0	0	16	0	0	0	0	1	0	0	0	11	933	0	0	0	0	17	0	0	0	0	1	1	0	2	0	0	0	0	0	394	149	13	62	0	0	4	0	0	0	0	0	28	2	0	0	2	1	0	2	1	0
16515	25837	"Gerlos"	47.24306	12.13889	65	"AWI"	65	1080	2198	1640	3	0	53	0	0	1	0	1	0	0	38	3	0	0	0	3	0	0	0	14	584	0	0	0	0	8	0	1	0	0	1	23	0	1	0	0	0	0	0	269	96	10	81	0	0	23	0	0	0	0	0	77	0	0	0	2	1	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	70	"AWI"	70	1226	2302	1762	11	0	76	0	0	1	0	5	0	0	59	0	0	0	0	2	0	0	0	5	1284	0	0	0	0	15	0	0	0	0	2	4	0	4	0	0	0	0	1	378	121	3	0	0	0	6	0	0	0	0	2	7	2	0	0	1	1	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	75	"AWI"	75	1357	2419	1885	9	1	75	0	0	2	0	2	0	0	55	0	0	0	0	1	0	11	0	9	329	0	0	0	0	29	0	1	0	0	0	3	0	5	0	0	0	0	0	242	153	17	57	0	0	19	0	0	0	0	0	17	0	0	0	2	0	0	0	0	1
16515	25837	"Gerlos"	47.24306	12.13889	80	"AWI"	80	1487	2531	2006	6	1	33	1	0	16	2	13	0	0	24	1	0	0	0	0	0	0	0	6	148	0	0	0	0	18	0	0	0	2	0	0	0	0	0	0	0	0	0	307	57	10	34	0	0	0	0	0	0	64	0	14	1	0	0	0	0	0	0	1	0
16515	25837	"Gerlos"	47.24306	12.13889	85	"AWI"	85	1662	2608	2130	6	0	43	0	0	1	0	1	0	0	29	1	0	0	0	0	0	0	0	16	221	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	224	96	8	0	0	0	13	0	0	0	0	1	10	1	1	0	2	0	0	1	1	0
16515	25837	"Gerlos"	47.24306	12.13889	90	"AWI"	90	1839	2693	2250	51	0	138	0	0	0	0	2	0	0	55	0	0	0	0	0	0	0	0	36	15	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	562	214	1	0	0	1	4	0	0	0	0	0	0	2	0	0	3	0	1	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	95	"AWI"	95	2009	2814	2362	25	0	93	0	0	3	0	1	0	0	31	0	0	0	0	0	0	0	0	16	4	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	391	71	1	0	0	0	7	0	0	0	0	2	1	0	0	0	1	0	0	3	0	0
16515	25837	"Gerlos"	47.24306	12.13889	100	"AWI"	100	2160	3202	2594	10	0	103	0	0	3	0	3	0	0	95	0	0	0	0	0	0	0	0	26	26	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	704	75	0	0	0	0	14	0	0	0	0	1	0	0	0	0	1	0	5	19	0	0
16515	25837	"Gerlos"	47.24306	12.13889	105	"AWI"	105	2286	3616	2812	4	0	64	0	0	0	0	2	0	0	24	0	0	0	0	0	0	0	0	8	54	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	493	54	0	0	0	0	5	0	0	0	0	0	1	0	0	0	1	1	0	10	0	0
16515	25837	"Gerlos"	47.24306	12.13889	110	"AWI"	110	2395	4073	3021	18	0	100	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	28	50	0	0	0	0	10	0	2	0	0	0	0	0	0	0	0	0	0	2	671	58	0	0	0	0	12	0	1	0	0	0	0	1	0	0	1	1	8	13	0	0
16515	25837	"Gerlos"	47.24306	12.13889	115	"AWI"	115	2561	4318	3249	11	0	92	0	0	0	0	1	0	0	54	0	0	0	0	0	0	0	0	14	165	0	0	0	0	8	0	5	0	0	0	0	0	0	0	0	0	0	0	579	77	0	0	0	0	17	0	0	0	0	0	5	1	0	0	1	0	7	8	0	0
16515	25837	"Gerlos"	47.24306	12.13889	120	"AWI"	120	2713	4598	3479	17	1	42	0	0	2	0	2	0	0	9	0	0	0	0	0	0	0	0	6	304	0	0	0	0	4	0	2	0	0	0	0	0	1	0	0	0	0	0	554	66	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	1	2	14	0	0
16515	25837	"Gerlos"	47.24306	12.13889	125	"AWI"	125	2848	4913	3700	3	2	55	0	0	1	0	1	0	0	14	0	0	0	0	0	0	0	0	10	164	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	0	0	0	558	58	0	0	0	0	10	0	0	0	0	1	3	1	0	0	0	0	1	12	0	0
16515	25837	"Gerlos"	47.24306	12.13889	130	"AWI"	130	3035	5146	3937	22	1	84	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	17	140	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	551	62	0	0	0	0	15	0	0	0	0	0	2	2	0	0	2	1	6	18	0	0
16515	25837	"Gerlos"	47.24306	12.13889	135	"AWI"	135	3208	5391	4159	2	0	31	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	0	12	117	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	426	41	0	0	0	0	8	0	0	0	0	0	1	0	0	0	1	0	0	6	0	0
16515	25837	"Gerlos"	47.24306	12.13889	140	"AWI"	140	3379	5652	4388	4	0	60	1	0	1	0	0	0	0	25	0	0	0	0	0	0	0	0	21	337	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	355	53	0	0	0	0	12	0	0	0	0	0	0	1	0	0	1	0	8	11	0	0
16515	25837	"Gerlos"	47.24306	12.13889	145	"AWI"	145	3541	5885	4629	1	0	75	0	0	2	0	0	0	0	31	0	0	0	0	0	0	0	0	17	224	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	476	58	0	0	0	0	12	0	0	0	0	1	2	0	0	0	0	0	3	10	0	0
16515	25837	"Gerlos"	47.24306	12.13889	150	"AWI"	150	3763	6102	4866	31	0	45	0	0	1	0	3	0	0	30	0	0	0	0	0	0	0	0	24	308	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	549	85	0	0	0	0	9	0	0	0	0	0	1	1	0	0	1	0	6	21	0	0
16515	25837	"Gerlos"	47.24306	12.13889	155	"AWI"	155	3946	6347	5099	4	1	36	0	0	2	0	1	0	0	10	0	0	0	0	0	0	0	0	15	162	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	354	38	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	8	0	0
16515	25837	"Gerlos"	47.24306	12.13889	160	"AWI"	160	4159	6575	5344	23	2	57	0	0	1	0	2	0	0	34	0	0	0	0	0	0	0	0	21	135	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	506	187	0	0	0	0	10	0	0	1	0	0	3	1	0	0	0	0	0	10	0	0
16515	25837	"Gerlos"	47.24306	12.13889	165	"AWI"	165	4361	6812	5577	0	1	37	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	44	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	779	121	0	0	0	0	6	0	0	0	0	0	0	2	0	0	3	0	0	29	0	0
16515	25837	"Gerlos"	47.24306	12.13889	170	"AWI"	170	4557	7045	5818	0	0	36	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	23	73	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	515	116	0	0	0	0	7	0	0	0	0	0	0	1	0	0	2	0	1	24	0	0
16515	25837	"Gerlos"	47.24306	12.13889	175	"AWI"	175	4784	7234	6056	0	0	19	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	44	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	67	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0	11	0	0
16515	25837	"Gerlos"	47.24306	12.13889	180	"AWI"	180	5021	7459	6293	0	0	19	0	0	1	0	0	0	0	11	0	0	0	0	0	1	0	0	46	161	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	497	111	0	0	0	0	8	0	0	0	0	0	0	1	0	0	1	0	1	12	0	0
16515	25837	"Gerlos"	47.24306	12.13889	185	"AWI"	185	5258	7678	6525	0	0	30	0	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	58	79	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	417	64	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	3	32	0	0
16515	25837	"Gerlos"	47.24306	12.13889	190	"AWI"	190	5481	7877	6755	0	0	35	1	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	50	83	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	760	112	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	20	0	0
16515	25837	"Gerlos"	47.24306	12.13889	195	"AWI"	195	5739	8068	6983	0	0	18	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	45	238	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	624	96	0	0	0	0	3	0	0	0	0	1	0	1	0	0	0	0	1	22	0	0
16515	25837	"Gerlos"	47.24306	12.13889	200	"AWI"	200	5970	8268	7205	0	0	33	0	0	1	0	0	0	0	26	0	0	0	0	0	0	0	0	53	134	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	607	133	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0
16515	25837	"Gerlos"	47.24306	12.13889	205	"AWI"	205	6178	8484	7426	0	0	25	0	0	3	0	0	0	0	16	0	0	0	0	0	0	0	0	74	59	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	553	121	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	2	31	0	0
16515	25837	"Gerlos"	47.24306	12.13889	210	"AWI"	210	6446	8630	7657	0	1	26	0	0	0	0	0	0	0	19	0	0	0	0	0	0	1	0	89	158	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	482	169	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	4	28	0	0
16515	25837	"Gerlos"	47.24306	12.13889	215	"AWI"	215	6727	8801	7891	0	0	20	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	44	99	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	348	95	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0
16515	25837	"Gerlos"	47.24306	12.13889	220	"AWI"	220	6984	9020	8135	0	1	36	0	0	1	0	0	0	0	23	0	0	0	0	0	0	0	0	109	356	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	332	115	0	0	0	0	18	0	0	0	0	0	2	1	0	0	0	1	1	56	0	0
16515	25837	"Gerlos"	47.24306	12.13889	225	"AWI"	225	7263	9134	8365	0	0	13	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	70	188	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	233	98	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0
16515	25837	"Gerlos"	47.24306	12.13889	230	"AWI"	230	7592	9294	8589	0	2	34	0	0	0	0	1	0	0	53	0	0	0	0	0	0	0	0	167	329	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	352	144	0	0	0	0	27	0	0	0	0	0	0	1	0	0	0	2	0	39	0	0
16515	25837	"Gerlos"	47.24306	12.13889	235	"AWI"	235	7870	9485	8832	0	0	70	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	129	289	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	288	90	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	2	42	0	0
16515	25837	"Gerlos"	47.24306	12.13889	240	"AWI"	240	8218	9600	9058	0	0	48	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	134	441	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	398	128	0	0	0	0	13	0	0	0	0	1	0	2	0	0	1	0	1	64	0	0
16515	25837	"Gerlos"	47.24306	12.13889	245	"AWI"	245	8595	9730	9274	1	0	37	0	0	1	0	0	0	0	35	2	0	0	0	0	0	0	0	124	814	0	0	0	0	0	0	1	0	0	0	2	0	2	0	0	0	0	0	587	145	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	2	37	0	0
16515	25837	"Gerlos"	47.24306	12.13889	250	"AWI"	250	8934	9886	9479	0	0	65	0	0	2	0	1	0	0	40	1	0	0	0	0	0	0	0	165	171	0	0	0	0	0	0	4	0	0	0	1	0	2	0	0	0	0	0	188	180	0	0	0	0	7	0	0	0	0	1	0	1	0	0	0	1	1	55	0	0
16515	25837	"Gerlos"	47.24306	12.13889	255	"AWI"	255	9456	10034	9656	0	2	84	1	0	1	0	1	0	0	51	0	0	0	0	0	0	0	0	104	960	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	202	403	1	0	0	0	8	0	0	0	0	4	1	1	1	0	1	0	4	44	0	0
16515	25837	"Gerlos"	47.24306	12.13889	260	"AWI"	260	9607	10207	9860	0	0	51	0	0	2	0	1	0	0	14	0	0	0	0	0	0	0	0	64	61	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	280	164	0	0	0	0	7	0	0	0	0	0	2	0	0	0	1	0	2	13	0	0
16515	25837	"Gerlos"	47.24306	12.13889	265	"AWI"	265	9712	10425	10036	0	0	95	0	0	1	0	0	1	0	49	0	0	0	0	0	0	0	0	98	80	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	461	270	0	0	0	0	7	0	0	0	0	1	1	0	0	0	0	2	4	16	0	0
16515	25837	"Gerlos"	47.24306	12.13889	270	"AWI"	270	9859	10553	10226	0	0	75	0	0	2	0	0	0	0	65	0	0	0	0	0	0	0	2	85	118	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	78	433	0	0	0	0	11	0	0	0	0	0	2	4	0	0	5	3	1	30	0	0
16515	25837	"Gerlos"	47.24306	12.13889	275	"AWI"	275	10136	10664	10398	0	1	111	0	0	2	0	2	0	0	95	0	0	0	0	0	0	0	0	111	164	1	0	0	0	0	0	0	6	1	0	2	0	2	0	0	0	0	0	29	349	0	0	0	0	2	0	0	0	0	2	1	2	0	0	3	3	5	30	0	0
16515	25837	"Gerlos"	47.24306	12.13889	280	"AWI"	280	10353	10806	10580	0	0	135	1	0	5	0	1	0	0	84	3	0	0	0	0	0	0	0	103	292	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	38	491	1	0	0	2	2	0	0	0	0	4	1	4	0	0	0	6	9	34	0	0
16515	25837	"Gerlos"	47.24306	12.13889	285	"AWI"	285	10488	11063	10754	0	0	8	0	0	8	0	11	0	0	43	0	0	0	0	0	0	0	0	2	723	0	0	0	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	3	649	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	290	"AWI"	290	10630	11219	10908	0	0	6	2	0	9	0	19	0	0	49	1	0	0	0	0	0	0	2	1	627	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	450	0	0	0	0	0	0	0	0	0	2	3	3	0	0	0	8	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	295	"AWI"	295	10747	11386	11043	0	0	6	0	0	3	0	6	0	0	35	0	0	0	0	0	0	0	0	0	555	0	0	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	543	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	4	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	300	"AWI"	300	10848	11510	11177	0	0	22	3	0	3	0	7	0	0	83	0	0	0	0	0	0	0	0	0	440	1	0	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	2	578	0	0	0	0	0	0	0	0	0	2	3	2	0	0	1	8	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	305	"AWI"	305	11011	11606	11306	0	0	11	1	0	3	0	6	0	0	45	0	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	313	0	0	0	0	0	0	0	0	0	1	2	3	0	0	1	6	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	310	"AWI"	310	11155	11722	11437	0	0	5	1	0	2	0	5	0	0	38	0	0	0	0	0	0	0	0	1	392	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	513	0	0	0	1	0	0	0	0	0	1	1	5	0	0	0	6	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	315	"AWI"	315	11265	11868	11572	0	0	8	1	0	7	0	10	0	0	72	0	0	0	0	0	0	0	0	0	540	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	464	0	0	0	1	0	0	0	0	0	2	1	12	0	0	1	16	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	320	"AWI"	320	11394	12044	11733	0	0	9	1	0	7	0	7	0	0	45	0	0	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	259	1	0	0	2	0	0	0	0	0	1	1	5	0	0	2	6	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	325	"AWI"	325	11519	12262	11893	0	0	5	1	0	5	0	17	0	0	57	0	0	0	0	0	0	0	0	0	525	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	487	0	0	0	0	0	0	0	0	0	2	4	2	0	0	1	7	1	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	330	"AWI"	330	11621	12464	12058	0	0	4	0	0	7	0	32	0	0	39	0	0	0	0	0	0	0	1	0	397	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	541	0	0	0	2	1	0	0	0	14	2	3	3	0	0	1	6	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	335	"AWI"	335	11758	12606	12212	0	0	5	2	0	8	0	26	0	0	24	0	0	0	0	0	0	0	1	0	182	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	511	0	0	0	0	0	0	0	0	0	2	3	2	0	0	1	12	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	340	"AWI"	340	11938	12780	12369	0	0	0	1	0	1	0	17	0	0	26	1	0	0	0	0	0	0	2	0	324	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	506	0	0	0	0	0	5	0	0	0	1	5	1	0	0	1	4	3	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	345	"AWI"	345	12092	12995	12543	0	0	1	1	0	4	0	21	0	0	27	0	0	0	0	0	0	0	3	0	140	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	766	0	0	0	0	1	3	0	0	0	0	1	2	0	0	0	11	1	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	350	"AWI"	350	12308	13174	12732	0	0	2	7	0	11	0	2	0	0	32	0	0	0	0	0	0	0	3	0	160	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	738	1	0	0	1	1	4	0	0	0	1	4	7	0	0	1	8	0	1	0	0
16515	25837	"Gerlos"	47.24306	12.13889	355	"AWI"	355	12481	13409	12938	0	0	1	3	0	7	0	32	0	0	38	0	0	0	0	0	0	0	0	0	102	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	1	772	0	0	0	1	1	0	0	0	0	1	6	2	0	0	0	13	1	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	360	"AWI"	360	12632	13723	13145	0	0	0	5	0	6	0	34	0	0	48	0	0	0	0	0	0	0	1	1	93	0	0	0	0	0	0	0	1	2	0	8	0	0	0	0	0	0	0	0	673	0	0	0	0	0	0	0	0	0	3	4	1	0	0	2	7	1	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	365	"AWI"	365	12813	13919	13369	0	0	0	0	0	5	0	18	0	0	46	0	0	0	0	0	0	0	1	0	131	0	0	0	0	0	0	0	0	0	0	12	0	1	1	0	0	0	0	0	676	0	0	0	0	0	0	0	0	0	3	6	2	0	0	2	9	1	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	370	"AWI"	370	13042	14107	13585	0	0	0	1	0	6	0	17	0	0	56	0	0	0	0	0	0	0	1	0	136	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	1	0	0	0	583	1	0	0	0	0	0	0	0	0	0	4	1	0	0	4	10	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	375	"AWI"	375	13260	14306	13807	0	0	0	2	0	6	0	22	0	0	29	0	0	0	0	0	0	0	1	0	179	1	0	0	0	0	0	0	0	0	0	11	0	1	0	0	0	0	0	1	406	0	0	0	1	0	0	0	0	0	2	10	4	0	0	2	8	0	1	0	0
16515	25837	"Gerlos"	47.24306	12.13889	380	"AWI"	380	13576	14452	14004	0	0	2	0	0	5	0	29	0	0	56	0	0	0	0	0	0	0	1	0	164	1	0	0	0	0	0	0	0	1	0	13	0	0	1	0	0	0	0	0	649	0	0	0	0	0	0	0	0	0	1	8	2	0	0	5	12	0	0	0	0
16515	25837	"Gerlos"	47.24306	12.13889	385	"AWI"	385	13828	14597	14182	0	0	0	0	0	3	0	23	0	0	40	0	0	0	0	0	0	0	3	0	123	1	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	502	0	0	0	0	0	0	0	0	0	3	4	3	0	0	1	8	0	0	0	0
