"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	160	"AWI"	160	4108	5561	4745	95	1	0	0	0	0	0	4	0	0	36	0	0	0	0	0	0	0	0	0	9	17	0	0	0	0	140	0	0	0	0	0	0	0	0	1	1	3	1019	94	0	0	0	0	0	13	0	0	1	0	0	0	0	3	3	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	180	"AWI"	180	4347	5914	5069	66	2	0	1	0	4	0	0	1	0	25	0	1	1	0	0	0	0	0	0	13	6	0	0	0	0	65	1	0	0	0	0	0	0	0	2	0	0	858	39	0	0	0	0	0	14	0	0	0	0	0	0	2	3	8	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	200	"AWI"	200	4583	6246	5384	36	0	0	1	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	46	1	0	0	0	0	0	0	0	0	0	0	886	63	0	0	0	0	0	12	0	0	0	0	0	0	0	2	5	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	220	"AWI"	220	4844	6475	5690	57	0	0	0	0	1	1	4	0	0	0	0	1	0	0	0	0	0	0	0	18	6	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	926	50	0	0	0	0	0	15	0	0	0	0	0	1	1	6	2	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	240	"AWI"	240	5157	6679	6000	45	1	0	0	0	3	0	5	0	0	40	0	0	0	0	0	0	0	0	0	19	8	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	954	76	0	0	0	0	0	18	0	0	0	0	0	0	0	3	18	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	260	"AWI"	260	5476	6901	6317	33	0	0	1	0	0	0	2	0	0	32	0	0	0	0	0	0	0	0	0	16	13	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	1147	0	0	0	0	0	0	7	0	0	0	0	1	0	0	1	7	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	280	"AWI"	280	5815	7095	6638	17	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	354	12	0	0	0	0	0	5	0	0	0	0	0	0	0	1	2	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	300	"AWI"	300	6556	7188	6908	14	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	8	24	0	0	0	0	27	0	0	0	0	0	0	0	0	3	1	0	1151	49	0	0	0	0	0	3	0	0	0	0	0	0	0	7	3	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	320	"AWI"	320	6903	7417	7176	8	1	52	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	12	23	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	878	86	0	0	0	0	0	10	0	0	2	0	0	0	0	4	6	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	340	"AWI"	340	7045	7969	7388	6	6	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	10	21	0	0	0	0	61	0	0	0	0	0	0	1	0	1	0	0	1166	43	0	0	0	0	0	6	0	0	1	0	0	0	0	6	3	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	360	"AWI"	360	7159	8328	7607	13	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	1124	40	0	0	0	0	0	7	0	0	0	0	0	0	0	5	11	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	380	"AWI"	380	7327	8604	7839	1	1	0	0	0	4	0	1	0	0	0	0	0	1	0	0	0	0	0	0	10	5	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	1058	46	0	0	0	0	0	5	0	0	0	0	0	0	0	9	13	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	400	"AWI"	400	7474	8867	8074	3	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	1212	74	0	0	0	0	0	5	0	0	0	0	0	0	0	6	2	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	420	"AWI"	420	7610	9198	8321	1	2	59	1	0	1	0	3	1	0	0	0	0	2	0	0	0	0	0	0	15	4	0	0	0	0	16	0	0	0	0	0	0	0	0	1	0	0	1062	100	0	0	0	0	0	8	0	0	0	0	0	0	0	15	6	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	440	"AWI"	440	7799	9423	8563	3	1	0	0	0	2	0	5	0	0	22	0	0	2	0	0	0	0	0	0	21	6	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1045	73	0	0	0	0	0	8	0	0	0	0	0	0	0	3	3	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	460	"AWI"	460	8014	9656	8796	0	0	49	0	0	1	0	3	0	0	35	0	0	0	0	0	0	0	0	0	23	6	0	0	0	0	6	0	0	0	0	0	0	0	0	2	0	0	1009	0	0	0	0	0	0	5	0	0	0	0	0	0	0	13	8	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	480	"AWI"	480	8205	9901	9025	41	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	17	16	0	0	6	0	47	4	0	0	0	0	0	0	0	0	0	0	952	0	0	0	0	0	0	12	0	0	1	0	0	0	0	5	6	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	500	"AWI"	500	8418	10094	9264	3	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0	10	0	0	0	0	0	0	0	0	2	0	0	930	130	0	0	0	0	0	4	0	0	0	0	0	0	0	2	5	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	520	"AWI"	520	8687	10270	9491	3	1	55	0	0	2	0	0	0	0	55	0	0	1	0	0	0	0	0	0	12	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	885	0	0	0	0	0	0	5	0	0	0	0	0	0	1	9	8	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	530	"AWI"	530	8762	10375	9606	0	0	43	0	0	1	1	1	0	0	58	0	0	0	0	0	0	0	0	0	32	4	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	745	115	0	0	0	0	0	2	0	0	1	0	1	0	0	12	15	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	540	"AWI"	540	8933	10447	9711	0	1	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	20	176	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	830	99	0	0	0	0	0	4	0	0	0	0	0	0	0	6	4	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	550	"AWI"	550	9048	10548	9836	0	2	45	1	0	3	1	1	0	0	86	0	0	0	0	0	0	0	0	0	82	27	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	775	166	0	0	0	0	0	15	0	0	0	0	0	0	0	12	11	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	560	"AWI"	560	9144	10688	9958	0	1	44	0	0	0	0	1	0	0	70	0	0	0	0	0	0	0	0	0	99	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	817	153	0	0	0	0	0	9	0	0	0	0	0	0	0	9	10	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	570	"AWI"	570	9369	10754	10068	0	1	45	1	1	3	0	3	0	0	91	0	0	0	0	0	0	0	0	0	97	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	965	200	0	0	0	0	0	4	0	0	0	0	0	0	0	13	9	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	580	"AWI"	580	9507	10828	10183	0	0	57	1	0	3	0	5	0	0	146	0	0	0	0	0	0	0	0	0	198	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591	331	0	0	0	0	0	16	0	0	0	0	0	0	1	8	52	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	590	"AWI"	590	9652	10931	10301	0	0	6	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	28	65	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1139	198	0	0	0	1	0	2	0	0	0	0	1	0	0	4	7	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	600	"AWI"	600	9925	10978	10414	0	0	42	0	0	1	0	5	0	0	115	0	0	1	0	0	0	0	0	0	59	40	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	488	237	0	0	0	0	0	12	0	0	0	0	0	0	0	8	21	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	610	"AWI"	610	10117	11052	10536	0	2	72	2	0	1	0	3	0	0	149	0	0	1	0	0	0	0	0	0	99	49	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	663	318	0	0	0	0	0	11	0	0	0	0	0	0	0	6	29	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	620	"AWI"	620	10345	11146	10710	0	1	0	0	0	6	0	14	0	12	0	0	0	1	0	0	0	0	0	0	34	25	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	164	0	0	0	0	0	0	4	0	0	1	0	4	0	0	9	31	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	630	"AWI"	630	10656	11257	10975	0	0	48	4	0	4	0	8	0	0	206	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	10	1046	0	0	0	0	0	1	0	0	1	0	0	0	4	2	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	640	"AWI"	640	10819	11568	11221	0	0	21	4	0	10	0	13	0	0	152	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	1	0	0	1	0	1	1	0	14	872	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	650	"AWI"	650	10986	12037	11480	0	0	0	18	0	5	0	60	0	0	183	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	0	4	0	8	3	0	14	843	0	0	0	0	0	1	0	0	3	0	1	0	5	1	1	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	660	"AWI"	660	11090	12756	11760	0	0	0	7	0	8	0	37	0	0	261	0	2	0	0	0	0	0	0	0	1	23	0	0	0	0	0	0	0	1	0	1	0	3	0	3	1	0	12	938	0	0	0	0	0	6	0	0	10	0	2	0	7	0	4	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	670	"AWI"	670	11169	13565	12029	0	0	8	16	0	4	0	49	0	0	158	0	1	1	0	0	0	0	0	1	0	13	0	1	0	0	0	0	0	0	0	0	0	7	0	1	2	0	11	632	0	0	0	0	0	1	0	0	2	0	1	0	6	2	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	680	"AWI"	680	11440	13940	12382	0	0	0	22	0	3	0	87	0	0	154	0	0	1	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	28	818	0	1	0	1	0	0	0	0	4	0	2	0	8	1	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	690	"AWI"	690	11616	14236	12749	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	33	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	700	"AWI"	700	11741	14764	13081	0	0	0	9	0	3	0	34	0	0	50	0	1	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	242	0	0	0	1	0	0	0	0	2	0	1	0	4	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	710	"AWI"	710	12119	14927	13426	0	0	15	28	0	7	0	97	0	0	191	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	16	883	0	0	0	0	0	1	0	0	5	0	2	0	20	3	0	0	1
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	720	"AWI"	720	12367	15215	13802	0	0	0	25	0	9	0	104	0	14	0	0	1	0	0	0	0	0	0	2	1	25	0	3	0	0	0	0	0	0	0	0	0	11	0	1	0	0	8	652	0	0	0	2	0	1	0	0	2	0	2	0	7	1	1	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	730	"AWI"	730	12653	15569	14136	0	0	0	5	0	8	0	24	0	0	0	0	1	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	5	695	0	1	0	0	0	2	0	0	0	0	2	0	4	1	2	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	740	"AWI"	740	13208	15742	14463	0	0	0	7	0	3	0	32	0	0	0	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1492	0	0	0	1	0	2	0	0	1	0	0	0	5	6	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	745	"AWI"	745	13416	15847	14642	0	0	0	4	0	2	0	29	0	0	254	0	0	0	0	0	0	0	1	0	2	4	1	0	0	0	0	0	0	0	2	0	0	4	0	1	0	0	6	1026	0	0	0	0	0	3	0	0	1	0	8	0	12	3	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	750	"AWI"	750	13547	15992	14823	0	1	0	5	0	1	0	16	0	0	0	0	0	0	0	0	0	0	0	0	1	13	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	9	1477	0	0	0	1	0	0	0	0	1	0	0	0	3	3	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	755	"AWI"	755	13694	16183	15006	0	0	0	3	0	3	0	15	0	0	167	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	902	0	0	0	1	0	1	0	0	0	0	1	0	3	6	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	760	"AWI"	760	13959	16366	15186	0	0	0	2	0	2	0	20	0	0	0	0	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	0	0	0	2	0	0	2	0	0	1	0	10	1834	0	3	0	0	0	1	0	0	4	0	2	0	5	2	0	0	2
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	765	"AWI"	765	14176	16539	15377	0	0	0	2	0	0	0	41	0	0	72	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	17	0	0	1	0	1	830	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	770	"AWI"	770	14321	16820	15564	0	0	0	3	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	3	1708	0	2	0	0	0	0	0	0	6	0	1	0	1	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	775	"AWI"	775	14413	17206	15735	0	0	0	2	0	4	0	44	0	0	228	0	0	0	0	0	0	0	0	1	1	9	3	0	0	0	0	0	0	0	0	0	0	9	0	1	2	0	2	909	0	0	0	0	2	0	0	0	2	0	4	0	5	3	0	2	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	780	"AWI"	780	14494	17666	15906	0	0	0	35	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	264	0	0	0	0	0	0	0	0	1	0	1	0	4	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	790	"AWI"	790	14739	18333	16288	0	0	0	81	1	10	0	390	0	0	0	1	0	1	0	0	0	0	0	6	0	7	0	4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	8	0	1	0	13	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	800	"AWI"	800	14967	19009	16688	0	0	0	101	0	5	0	672	0	0	0	0	1	0	0	0	0	0	0	12	0	1	0	2	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	196	0	2	0	0	0	0	0	0	5	0	2	0	4	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	810	"AWI"	810	15151	19913	17035	0	0	0	81	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	116	0	0	0	0	0	0	0	0	6	0	1	0	3	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	820	"AWI"	820	15412	20437	17436	0	0	0	130	0	3	0	341	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0	7	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	2	0	17	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	830	"AWI"	830	15620	21119	17818	0	0	0	22	0	2	0	62	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0
3482	41756	"Grosses Überling Schattseit-Moor"	47.17222	13.9	840	"AWI"	840	15797	21922	18182	0	0	0	66	0	7	0	265	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	5	0	0	0	0
