"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16674	26518	"Schwemm"	47.65811	12.299518	0	"AWI"	0	-101	69	-21	41	0	77	1	23	0	2	0	0	22	0	2	0	0	1	0	0	1	1	89	518	0	0	20	0	86	0	4	0	0	0	8	0	0	0	0	0	190	0	0	120	0	0	35	0	0	0	3	37	12	0	0	0	6	0	1	4	2	1
16674	26518	"Schwemm"	47.65811	12.299518	10	"AWI"	10	-9	847	248	54	3	106	2	20	0	3	0	0	30	0	1	0	0	0	0	7	2	0	136	594	0	0	29	3	175	0	4	0	0	1	4	0	1	1	0	5	194	0	0	144	0	0	69	0	0	19	1	23	3	0	0	0	2	0	0	4	7	0
16674	26518	"Schwemm"	47.65811	12.299518	20	"AWI"	20	124	1356	559	84	3	99	2	13	0	1	0	0	24	0	1	0	0	0	0	1	1	0	144	97	0	0	67	0	298	0	4	0	0	1	5	0	0	0	0	10	219	0	0	80	0	0	48	0	0	0	2	4	0	0	0	0	0	0	0	4	0	0
16674	26518	"Schwemm"	47.65811	12.299518	30	"AWI"	30	262	1778	866	75	1	125	2	13	0	3	0	0	20	1	1	1	0	0	0	2	0	0	202	162	0	0	56	0	292	0	3	0	0	0	3	0	1	0	1	4	181	0	0	109	0	0	73	0	0	18	1	12	8	0	0	0	0	0	3	7	3	0
16674	26518	"Schwemm"	47.65811	12.299518	40	"AWI"	40	459	2095	1191	100	0	153	0	16	0	2	0	0	40	1	2	0	1	0	0	1	0	0	52	65	0	0	68	0	408	0	8	0	0	0	2	0	1	0	0	17	191	0	0	0	0	0	69	0	0	11	0	5	6	0	0	0	0	0	0	10	1	0
16674	26518	"Schwemm"	47.65811	12.299518	50	"AWI"	50	717	2360	1516	98	0	0	0	0	0	1	0	0	67	0	0	0	0	0	0	1	1	0	73	10	0	0	31	0	478	0	9	0	0	1	1	0	0	0	0	29	158	0	0	0	0	0	46	0	0	0	0	0	2	0	0	0	0	0	5	16	1	0
16674	26518	"Schwemm"	47.65811	12.299518	60	"AWI"	60	977	2646	1820	135	3	159	0	0	0	0	0	0	65	0	0	0	0	0	0	0	1	0	87	24	0	0	0	0	347	0	12	2	0	0	1	0	0	0	1	15	114	0	0	0	0	0	49	0	0	0	0	0	3	0	0	0	0	1	1	31	4	0
16674	26518	"Schwemm"	47.65811	12.299518	70	"AWI"	70	1256	2861	2134	128	2	145	0	2	0	2	0	0	35	0	0	0	0	0	0	0	0	0	69	12	0	0	14	0	541	0	13	0	0	0	1	0	0	0	0	9	143	0	0	0	0	0	43	0	0	0	0	2	3	0	0	0	0	0	4	8	0	0
16674	26518	"Schwemm"	47.65811	12.299518	80	"AWI"	80	1632	3013	2455	122	1	149	0	2	0	0	0	0	32	0	0	0	0	0	0	0	0	0	72	15	0	0	15	0	551	0	4	0	0	0	0	0	0	0	1	10	132	0	0	0	0	0	40	0	0	0	1	2	2	0	0	0	0	0	1	5	2	0
16674	26518	"Schwemm"	47.65811	12.299518	90	"AWI"	90	2062	3179	2749	62	0	129	1	1	0	1	0	0	91	0	1	0	0	0	0	0	0	0	99	10	0	0	0	0	386	0	13	0	0	0	0	0	0	0	0	2	66	0	0	0	0	0	43	0	0	0	0	2	0	0	0	0	0	0	1	24	2	0
16674	26518	"Schwemm"	47.65811	12.299518	100	"AWI"	100	2377	3332	3021	177	0	240	0	0	0	2	0	0	71	0	0	0	1	0	0	0	0	0	112	14	1	0	20	0	448	0	9	0	0	0	3	0	0	0	0	1	113	0	0	0	0	0	36	0	0	0	0	4	1	0	0	0	0	0	1	6	0	0
16674	26518	"Schwemm"	47.65811	12.299518	110	"AWI"	110	2507	3465	3141	115	5	277	0	0	0	8	0	0	52	0	0	0	0	0	0	0	0	0	100	16	0	0	8	0	439	0	8	0	0	0	0	0	0	0	0	5	103	0	0	0	0	0	20	0	0	0	0	2	2	0	0	0	1	0	1	11	3	0
16674	26518	"Schwemm"	47.65811	12.299518	120	"AWI"	120	2626	3612	3246	156	2	282	0	2	0	1	0	0	38	0	0	0	0	0	0	0	0	0	101	38	0	0	0	0	397	0	20	0	0	0	1	0	0	0	0	5	123	0	0	0	0	0	3	0	0	0	0	1	1	0	0	0	0	0	1	11	0	0
16674	26518	"Schwemm"	47.65811	12.299518	130	"AWI"	130	2758	3752	3346	171	2	222	3	2	0	0	0	0	52	0	0	0	0	0	0	0	0	0	77	10	0	0	7	0	339	0	3	0	0	0	0	0	0	0	0	4	162	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0
16674	26518	"Schwemm"	47.65811	12.299518	140	"AWI"	140	2870	3862	3445	127	3	215	1	2	0	6	0	0	23	0	0	0	0	0	0	0	0	0	110	15	0	0	6	0	429	0	19	1	0	0	1	0	0	0	0	0	126	0	0	0	0	0	40	0	0	0	0	2	0	0	0	0	0	0	1	41	2	0
16674	26518	"Schwemm"	47.65811	12.299518	150	"AWI"	150	2998	3967	3550	156	1	187	0	2	0	2	0	0	20	0	0	0	0	0	0	0	0	0	104	18	0	0	0	0	285	0	22	0	0	0	3	0	0	0	0	0	137	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	1	26	1	0
16674	26518	"Schwemm"	47.65811	12.299518	160	"AWI"	160	3113	4077	3649	168	2	167	0	1	0	3	0	0	26	0	0	0	0	0	0	0	0	0	86	26	0	0	12	0	409	0	7	0	0	0	1	0	0	0	0	2	146	0	0	0	0	0	15	0	0	0	0	0	6	0	0	0	1	0	4	13	1	0
16674	26518	"Schwemm"	47.65811	12.299518	170	"AWI"	170	3218	4185	3753	149	3	169	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	94	28	0	0	25	0	435	0	12	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	40	0	0	0	0	0	1	0	0	0	0	0	9	5	0	0
16674	26518	"Schwemm"	47.65811	12.299518	180	"AWI"	180	3354	4269	3856	124	0	144	1	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	131	34	0	0	0	0	280	0	28	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0
16674	26518	"Schwemm"	47.65811	12.299518	190	"AWI"	190	3479	4360	3960	142	0	202	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	125	25	0	0	0	0	303	0	10	0	0	0	1	0	0	0	1	1	175	0	0	0	0	0	41	0	0	0	0	0	1	0	0	0	0	0	9	12	0	0
16674	26518	"Schwemm"	47.65811	12.299518	200	"AWI"	200	3582	4461	4066	98	2	151	0	0	1	4	0	0	19	0	1	0	0	0	0	0	0	0	121	15	0	0	0	0	304	0	22	0	0	0	1	0	0	0	0	0	190	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	7	17	1	0
16674	26518	"Schwemm"	47.65811	12.299518	210	"AWI"	210	3706	4538	4169	123	2	212	0	2	0	2	0	0	39	0	0	0	0	0	0	0	0	0	143	33	0	0	10	0	353	0	21	0	0	0	0	0	0	0	0	0	188	0	0	0	0	0	41	0	0	0	1	0	1	0	0	0	0	0	2	22	1	0
16674	26518	"Schwemm"	47.65811	12.299518	220	"AWI"	220	3842	4613	4271	109	7	178	0	2	0	2	0	0	24	0	0	0	0	0	0	0	0	0	117	36	1	0	6	0	270	0	30	0	0	0	1	0	0	0	0	0	179	0	0	0	0	0	37	0	0	0	0	0	1	0	0	0	0	0	3	25	6	0
16674	26518	"Schwemm"	47.65811	12.299518	230	"AWI"	230	3974	4693	4372	165	3	175	0	1	0	0	0	0	21	0	0	0	0	0	0	0	0	0	105	32	0	0	10	0	234	0	22	0	0	0	0	0	0	0	0	2	244	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	2	13	1	0
16674	26518	"Schwemm"	47.65811	12.299518	240	"AWI"	240	4104	4770	4473	34	7	337	0	3	0	1	0	0	28	0	1	0	0	0	0	0	0	0	141	46	0	0	20	0	298	0	26	0	0	0	2	0	0	0	0	1	65	0	0	0	0	0	57	0	0	0	0	1	4	0	0	0	0	0	11	8	1	0
16674	26518	"Schwemm"	47.65811	12.299518	250	"AWI"	250	4274	4819	4572	127	3	174	0	0	0	0	0	0	16	0	1	0	0	0	0	0	0	0	220	764	0	0	2	0	301	0	20	0	0	0	1	0	0	0	0	0	191	0	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	1	5	4	2	0
16674	26518	"Schwemm"	47.65811	12.299518	260	"AWI"	260	4383	4904	4675	79	0	168	0	0	1	0	0	0	16	0	0	0	0	0	0	0	0	0	135	31	0	0	12	0	250	0	36	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	46	0	1	0	0	0	0	0	0	0	0	0	9	8	0	0
