"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Indeterminable"	"Lamiaceae"	"Ligustrum"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
26066	45219	"Malham Tarn"	54.09639	-2.16361	82	"AWI"	82	1597	2053	1824	19	1	2	0	0	0	6	2	0	1	0	0	39	0	212	0	0	0	0	2	0	0	0	0	0	0	0	1	0	2	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	90	"AWI"	90	1755	2181	1990	53	1	0	0	0	0	14	0	0	0	0	0	84	0	112	0	0	0	0	1	1	0	16	0	0	0	0	0	0	2	0	81	0	0	35	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	98	"AWI"	98	2001	2272	2138	48	0	0	0	1	0	29	0	0	0	0	0	71	0	112	0	0	0	0	0	6	0	15	0	0	0	0	0	0	0	0	63	0	0	40	0	0	1	0	1	0	0	0	0	1	0	0	2	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	106	"AWI"	106	2111	2404	2255	65	1	0	0	1	0	22	0	0	1	0	0	111	0	138	0	0	0	0	1	3	0	21	0	0	0	0	0	0	2	0	0	0	0	33	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	114	"AWI"	114	2200	2516	2362	50	0	0	0	1	0	33	0	0	0	0	0	109	0	30	0	0	0	0	1	4	0	0	0	0	0	0	2	0	3	0	0	0	0	41	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	122	"AWI"	122	2302	2611	2464	50	1	1	0	0	0	14	0	0	0	0	0	126	0	45	0	0	0	0	1	3	0	0	0	0	0	0	0	0	1	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	6	0	1
26066	45219	"Malham Tarn"	54.09639	-2.16361	130	"AWI"	130	2407	2685	2577	46	1	1	0	1	0	23	0	0	2	0	0	100	0	57	0	0	0	0	2	5	0	15	0	0	0	0	1	0	5	0	0	0	0	48	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	134	"AWI"	134	2472	2734	2631	424	0	0	1	0	0	30	0	0	0	0	0	115	0	62	0	0	1	0	0	3	0	22	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	138	"AWI"	138	2530	2788	2681	88	0	0	0	0	0	46	0	0	0	0	0	88	0	88	0	0	0	0	2	9	0	0	0	0	2	0	0	0	1	0	0	0	0	52	0	0	1	0	0	0	0	0	0	0	0	2	8	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	142	"AWI"	142	2592	2837	2729	86	0	0	1	0	0	25	0	0	0	0	0	140	0	28	0	0	0	1	1	5	0	15	0	1	1	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	146	"AWI"	146	2663	2884	2777	44	2	0	1	1	0	16	0	0	0	0	0	86	0	65	0	0	0	0	1	5	0	0	0	0	0	0	0	0	3	0	0	0	0	36	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	150	"AWI"	150	2737	2922	2829	64	0	0	0	0	0	13	0	0	0	0	0	111	0	123	85	0	0	0	1	6	0	26	0	0	0	0	0	0	1	0	0	1	0	50	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	154	"AWI"	154	2800	2980	2880	60	1	0	0	0	0	21	0	0	0	0	0	132	0	62	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	1	7	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	158	"AWI"	158	2833	3050	2932	136	0	0	0	0	0	33	0	0	0	0	0	110	0	84	72	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	39	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	162	"AWI"	162	2869	3113	2982	85	1	0	0	0	0	18	1	0	0	0	0	116	1	29	0	0	0	0	0	3	2	15	0	0	0	0	0	0	1	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	0	0	4	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	170	"AWI"	170	2950	3220	3089	92	0	0	1	0	0	12	0	0	0	0	0	108	0	52	0	0	0	0	1	8	0	9	0	0	0	0	0	0	1	0	44	0	0	55	0	0	0	0	1	0	0	0	0	0	0	1	5	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	178	"AWI"	178	3073	3295	3192	85	2	0	0	1	0	20	0	0	0	0	0	107	0	26	0	0	0	0	0	4	0	12	0	0	0	0	0	0	3	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	186	"AWI"	186	3188	3373	3284	82	0	0	0	0	0	16	0	0	0	0	0	105	0	11	0	0	0	0	0	1	0	11	0	0	0	0	0	0	1	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	194	"AWI"	194	3257	3453	3359	58	1	0	0	0	0	15	1	0	1	0	0	105	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	31	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	202	"AWI"	202	3332	3516	3430	60	1	0	0	1	0	17	1	0	0	0	0	97	0	7	0	0	0	0	0	1	0	0	0	0	0	0	1	0	4	0	46	0	0	51	0	0	1	0	0	0	0	0	0	0	0	1	3	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	210	"AWI"	210	3427	3582	3502	96	0	0	0	0	0	22	0	0	0	0	0	126	0	10	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0	0	0	47	0	0	0	0	1	0	0	0	0	1	0	0	6	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	218	"AWI"	218	3491	3668	3571	88	0	1	0	0	0	15	0	1	0	0	0	130	0	12	0	0	0	0	0	3	0	21	0	0	0	0	0	0	1	0	39	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	226	"AWI"	226	3539	3765	3640	74	1	0	0	0	0	9	0	0	0	0	0	137	0	1	0	0	0	0	0	4	0	19	0	0	0	0	0	0	0	0	42	0	0	34	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	234	"AWI"	234	3595	3846	3711	100	0	0	0	0	0	19	0	0	0	0	0	112	0	57	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	1	49	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	242	"AWI"	242	3659	3919	3783	95	0	0	0	0	0	22	0	0	0	0	0	105	0	11	0	0	0	0	0	10	0	10	0	0	0	0	0	0	1	0	0	0	0	56	0	0	0	0	3	0	0	0	0	0	0	1	2	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	250	"AWI"	250	3724	3992	3856	72	0	0	0	0	0	14	0	0	0	0	0	103	0	13	0	0	0	0	0	5	0	16	0	1	0	0	0	0	4	0	0	0	0	44	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	258	"AWI"	258	3813	4040	3921	64	0	0	0	0	0	12	0	0	2	0	0	114	0	6	0	0	1	0	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	266	"AWI"	266	3901	4100	3990	71	1	0	0	0	0	14	0	0	0	0	0	110	0	14	0	0	0	0	0	2	0	10	0	0	0	0	0	0	1	0	0	0	0	62	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	274	"AWI"	274	3955	4199	4069	56	0	0	0	0	0	12	1	0	0	0	0	98	0	21	0	0	0	0	0	5	0	39	0	0	0	0	0	0	6	0	0	0	0	56	0	0	0	0	2	0	0	0	0	0	0	1	6	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	282	"AWI"	282	4020	4275	4146	63	0	0	0	0	0	26	0	0	0	0	0	104	0	32	0	0	0	0	0	1	0	16	0	0	0	0	0	0	2	0	0	0	0	56	0	0	0	0	0	0	0	0	1	0	0	2	8	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	290	"AWI"	290	4090	4346	4222	55	0	0	0	0	0	8	0	0	0	0	0	110	0	13	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
26066	45219	"Malham Tarn"	54.09639	-2.16361	298	"AWI"	298	4174	4391	4301	41	1	0	0	0	0	21	0	0	0	0	0	125	0	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	47	0	0	0	0	0	0	0	0	1	0	0	0	11	0	0
