"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
16348	25384	"Montbé"	47.21472	4.10694	0	"AWI"	0	-116	55	-44	2	0	38	0	0	0	1	0	0	115	0	1	0	0	0	0	4	0	0	29	0	0	0	0	20	0	8	0	0	0	0	0	0	0	0	0	0	9	0	28	60	0	889	0	0	0	31	0	0	0	2	0	7	0	0	0	0	0	0	1	0	0	1	7	0
16348	25384	"Montbé"	47.21472	4.10694	4	"AWI"	4	-60	340	68	0	0	15	1	0	0	0	2	0	22	0	0	0	0	0	0	2	0	0	26	40	0	0	0	17	0	2	1	0	0	0	0	1	0	0	0	0	13	0	0	18	0	0	0	0	0	33	1	1	0	1	8	3	0	0	0	5	0	0	0	0	1	2	0	0
16348	25384	"Montbé"	47.21472	4.10694	8	"AWI"	8	-3	526	190	0	0	6	2	0	0	0	0	0	29	0	0	0	0	0	0	10	0	0	13	20	12	0	0	12	0	1	0	0	0	0	7	0	0	0	0	0	5	0	0	10	0	0	0	0	0	41	5	0	0	1	23	2	0	0	0	3	0	0	0	0	0	3	1	0
16348	25384	"Montbé"	47.21472	4.10694	12	"AWI"	12	66	690	319	1	0	42	2	0	2	0	1	0	32	0	0	0	0	0	0	2	0	0	51	41	5	0	0	65	0	0	0	0	0	89	1	1	0	0	0	0	7	0	1	3	0	160	0	0	0	58	3	1	0	1	6	3	3	0	0	0	0	0	0	0	0	1	1	0
16348	25384	"Montbé"	47.21472	4.10694	16	"AWI"	16	153	876	451	0	0	58	0	0	0	0	3	0	95	0	0	0	0	0	0	2	0	0	72	93	4	0	0	127	2	0	0	0	0	0	3	0	0	0	0	0	4	0	0	4	0	0	0	0	0	82	3	0	0	0	13	5	0	0	0	1	0	0	0	0	0	1	0	0
16348	25384	"Montbé"	47.21472	4.10694	20	"AWI"	20	236	1033	595	1	0	70	1	0	0	0	2	0	206	2	0	0	0	0	0	0	0	0	58	24	0	0	0	90	1	0	0	0	0	0	4	0	0	3	0	0	9	0	0	5	0	0	0	0	0	75	2	0	0	3	11	6	1	0	0	0	0	0	0	0	0	0	4	0
16348	25384	"Montbé"	47.21472	4.10694	24	"AWI"	24	350	1145	729	0	0	60	2	0	0	0	3	0	64	1	0	0	0	0	0	0	0	0	86	63	6	0	0	57	2	2	0	1	0	0	2	0	0	0	0	12	18	0	0	1	0	0	0	0	0	92	3	0	0	0	14	8	1	0	0	1	0	0	0	0	0	3	3	0
16348	25384	"Montbé"	47.21472	4.10694	28	"AWI"	28	468	1259	872	2	0	127	0	0	0	0	0	0	44	2	0	0	0	0	0	0	0	0	109	17	2	0	0	148	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	0	0	0	0	78	4	0	0	0	4	18	0	0	0	0	0	0	0	0	0	0	2	0
16348	25384	"Montbé"	47.21472	4.10694	32	"AWI"	32	570	1380	1006	1	0	109	0	0	0	0	2	0	143	0	0	0	0	0	0	1	0	0	58	21	0	0	0	178	0	2	0	0	0	0	1	0	0	3	0	0	12	0	0	3	0	0	0	0	1	82	2	0	0	2	4	64	0	0	0	6	1	1	0	0	1	5	0	1
16348	25384	"Montbé"	47.21472	4.10694	36	"AWI"	36	691	1497	1141	3	0	269	1	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	82	26	0	0	0	144	0	9	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	68	0	1	0	0	1	21	0	0	0	0	0	0	0	0	0	1	1	0
