"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Melanthiaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	110	"AWI"	110	6100	7016	6587	8	0	0	0	0	0	3	0	14	0	1	0	0	0	0	17	250	0	0	0	0	0	0	0	0	1	0	9	2	1	3	370	0	0	0	0	4	11	0	0	0	1	4	4	0	2	0	9	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	120	"AWI"	120	6185	7431	6833	8	4	10	0	0	0	0	0	13	0	1	0	0	0	0	13	150	0	0	0	0	0	0	0	0	1	0	1	1	0	5	286	0	0	0	0	6	3	0	0	0	0	3	3	1	2	0	5	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	130	"AWI"	130	6594	7740	7161	7	0	7	0	0	0	3	0	15	0	1	0	0	0	0	12	505	0	0	0	0	0	0	1	0	0	0	0	11	0	2	349	0	0	0	0	3	4	0	0	0	0	1	2	0	0	0	6	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	140	"AWI"	140	7274	7975	7618	3	1	0	0	0	0	0	0	17	0	2	0	0	0	0	13	196	0	0	0	0	0	0	0	0	0	0	2	7	0	1	341	0	0	0	0	5	4	0	0	0	0	3	1	0	1	0	13	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	150	"AWI"	150	7506	8722	8075	5	1	14	0	0	0	5	0	48	1	3	0	0	0	0	34	115	0	0	0	0	0	0	0	0	0	0	0	28	1	0	809	0	0	0	0	12	24	0	0	0	0	2	4	0	1	0	33	1
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	160	"AWI"	160	7633	9641	8520	3	1	0	0	0	0	1	0	15	0	0	0	0	0	0	13	78	0	0	0	0	0	0	0	0	0	0	0	6	0	0	263	0	0	0	0	7	5	0	0	0	0	3	0	0	0	0	8	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	170	"AWI"	170	7846	10419	8976	0	0	9	0	0	0	5	0	26	1	3	0	0	0	0	43	82	0	0	0	0	0	0	0	0	1	0	3	32	0	0	764	0	0	0	0	3	16	0	0	0	0	7	1	0	2	11	17	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	180	"AWI"	180	8562	10555	9436	0	0	0	0	0	0	2	0	7	0	1	0	0	0	0	23	53	0	0	0	0	0	0	0	0	0	0	1	9	0	0	324	0	0	0	0	1	11	0	0	0	0	2	0	1	1	0	4	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	185	"AWI"	185	8911	10633	9662	1	0	3	0	0	0	6	0	11	0	2	0	0	0	0	33	38	0	0	0	0	0	0	0	0	0	0	1	13	1	0	493	0	0	0	0	5	16	0	0	0	1	3	0	0	2	0	8	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	190	"AWI"	190	9226	10718	9898	0	0	0	0	0	0	8	0	10	0	0	0	0	0	0	21	42	0	0	0	0	0	0	0	0	0	0	0	6	0	0	442	0	0	0	0	3	10	0	0	0	1	3	1	0	1	0	3	2
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	195	"AWI"	195	9503	10811	10138	0	0	0	0	0	0	7	0	5	0	4	0	0	0	0	18	42	0	0	0	0	0	0	0	0	1	0	0	19	0	0	393	0	0	0	0	5	16	0	0	0	0	2	0	0	0	0	7	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	200	"AWI"	200	9762	10935	10382	0	0	0	0	0	0	5	0	17	0	1	0	0	0	0	27	51	0	0	0	0	0	0	0	0	0	0	1	6	0	0	441	0	0	0	0	0	3	0	0	0	1	13	2	1	0	0	10	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	205	"AWI"	205	9983	11106	10619	2	0	0	0	0	0	1	0	8	0	0	0	0	0	0	10	28	0	0	0	0	0	0	0	0	0	0	0	7	0	0	490	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	3	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	210	"AWI"	210	10152	11344	10853	0	0	0	0	0	0	27	0	18	0	0	0	0	0	0	4	36	0	0	0	0	0	0	0	0	0	0	1	6	0	0	803	0	0	0	0	0	5	0	0	0	0	1	1	0	1	0	1	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	215	"AWI"	215	10268	11371	10911	0	0	0	0	0	0	4	0	19	0	0	0	0	0	0	6	25	0	0	0	0	0	0	0	0	0	0	0	5	0	0	598	0	0	0	0	1	3	0	0	0	0	1	0	0	2	0	1	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	220	"AWI"	220	10374	11419	10967	1	0	0	0	0	0	9	0	9	0	5	0	0	0	0	7	18	0	0	0	0	0	0	0	0	0	0	3	4	0	1	475	0	0	0	0	0	5	0	0	0	1	1	0	1	2	0	1	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	230	"AWI"	230	10563	11501	11087	0	0	0	1	0	0	32	0	9	0	0	0	0	0	0	0	20	1	0	0	0	0	1	0	0	0	0	10	1	0	0	657	0	0	0	0	1	8	0	0	0	1	1	1	1	1	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	240	"AWI"	240	10706	11639	11208	0	0	0	0	0	0	11	0	6	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	462	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	250	"AWI"	250	10801	11830	11331	0	0	0	7	0	0	49	0	9	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	15	0	0	0	797	0	0	0	0	0	9	0	0	0	0	0	3	2	1	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	260	"AWI"	260	10889	11931	11426	0	0	0	0	0	0	21	0	6	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	0	0	0	4	0	0	0	581	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	270	"AWI"	270	10974	12028	11511	0	0	0	8	1	0	45	0	14	0	1	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	17	2	0	0	785	0	0	0	0	0	6	0	0	0	3	1	1	0	2	0	3	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	280	"AWI"	280	11027	12159	11594	0	0	0	3	0	0	26	0	3	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	5	1	0	0	584	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	300	"AWI"	300	11158	12429	11754	0	0	0	4	0	0	13	0	10	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	4	0	0	0	594	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	320	"AWI"	320	11313	12602	11931	0	0	0	3	0	0	39	0	8	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	863	0	0	0	0	0	2	1	0	0	0	1	1	0	2	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	340	"AWI"	340	11444	12838	12099	0	0	0	4	0	0	24	0	7	0	1	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	5	0	0	0	615	0	0	0	0	0	1	0	0	0	0	0	2	1	2	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	360	"AWI"	360	11657	12988	12278	0	0	0	1	0	0	30	0	6	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	566	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	380	"AWI"	380	11801	13229	12446	0	0	0	1	0	0	24	0	9	0	0	0	0	0	0	0	19	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1006	0	0	0	0	0	4	0	0	0	1	3	0	1	0	0	0	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	400	"AWI"	400	12076	13379	12611	0	0	0	1	0	0	24	0	22	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1612	0	0	0	0	0	0	0	0	0	0	4	1	1	2	0	1	0
14562	22831	"Mont Carré Hérémence"	46.15389	7.36861	420	"AWI"	420	12243	13597	12783	0	0	0	0	0	0	12	0	8	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	575	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
