"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cucurbitaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Grossulariaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pseudotsuga"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
15923	24524	"Malingue"	48.43889	-0.575	2.5	"AWI"	2.5	-102.5	49.5	-16.5	2	0	4	2	2	3	0	0	17	2	0	0	0	2	0	16	2	0	0	2	0	0	2	0	0	3	0	3	1	0	0	0	3	0	1	0	1	2	0	0	0	2	0	3	30	4	78	0	0	0	0	2	2	246	2	3	0	0	0	4	52	0	2	7	1	0	0	1	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	5	"AWI"	5	-94	60	-8	5	0	2	2	0	2	1	0	19	1	0	0	0	0	1	14	0	0	0	2	1	0	4	4	0	0	0	2	2	0	0	0	4	0	0	0	0	1	0	0	0	2	0	3	49	2	47	0	0	0	0	1	0	183	2	2	1	0	0	0	28	0	2	0	0	0	0	1	0	1	0	0
15923	24524	"Malingue"	48.43889	-0.575	10	"AWI"	10	-77	93	7	4	0	2	0	0	1	2	0	11	0	0	0	1	0	1	8	0	0	0	14	0	0	16	34	0	0	25	4	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	88	6	0	0	0	2	0	0	0	59	0	2	1	0	0	0	7	0	0	0	0	0	0	2	0	2	0	0
15923	24524	"Malingue"	48.43889	-0.575	15	"AWI"	15	-67	137	21	2	0	2	2	2	0	0	0	3	3	0	1	4	0	1	14	0	0	0	10	0	0	28	45	0	0	0	3	1	0	0	0	0	0	1	6	1	1	0	1	0	0	0	0	29	11	0	0	0	10	0	0	0	60	0	4	0	0	1	0	1	0	2	0	0	0	0	2	1	0	0	1
15923	24524	"Malingue"	48.43889	-0.575	20	"AWI"	20	-47	167	36	5	0	4	0	1	0	0	0	5	2	0	0	16	0	0	9	0	0	0	6	0	0	35	26	0	0	0	7	2	0	0	0	0	0	3	0	2	0	0	1	0	0	0	0	14	18	0	0	0	1	0	0	0	60	0	0	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	25	"AWI"	25	-24	192	52	0	0	3	1	2	0	1	0	3	1	0	0	8	0	0	13	0	0	0	2	0	0	31	54	0	0	6	2	0	0	0	0	0	0	2	0	2	1	0	0	0	2	0	0	1	18	0	0	0	14	0	0	0	27	0	1	0	0	0	0	0	0	2	2	0	0	0	2	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	30	"AWI"	30	-7	218	72	0	0	2	0	0	1	1	0	3	3	0	0	11	0	1	11	0	0	0	8	0	0	60	36	0	0	0	5	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	11	0	0	0	1	0	1	0	62	0	0	0	0	0	0	1	0	1	1	0	0	0	2	1	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	32.5	"AWI"	32.5	2	232.5	81.5	0	0	3	0	0	1	0	0	7	3	0	0	13	0	0	5	0	0	0	10	0	0	58	28	0	0	0	4	1	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	3	12	0	0	0	1	0	0	0	48	0	2	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	35	"AWI"	35	27	237	94	0	0	4	0	0	0	0	0	2	2	0	0	11	0	0	8	0	0	0	2	0	0	114	27	0	0	0	3	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	1	3	14	0	0	0	0	0	0	0	44	0	3	0	0	1	0	3	0	0	3	0	0	0	0	3	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	37.5	"AWI"	37.5	38.5	242	105	0	0	1	2	2	0	0	0	3	1	1	0	16	0	0	10	0	0	0	3	0	0	27	60	0	0	42	5	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	2	13	0	0	0	1	0	0	0	40	0	3	0	0	2	0	0	0	0	2	0	0	0	1	2	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	40	"AWI"	40	43	247	116	0	0	3	1	0	0	1	0	4	2	0	2	12	0	0	8	0	0	0	4	0	0	18	68	0	0	74	4	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	1	8	0	0	0	2	0	0	0	45	0	3	0	0	2	0	1	0	2	0	0	0	0	0	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	45	"AWI"	45	48	258	133	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	2	0	0	2	138	0	0	137	1	0	1	1	0	0	0	0	0	2	0	0	14	0	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	47.5	"AWI"	47.5	51.5	265.5	139.5	1	0	1	0	0	0	0	0	0	2	0	0	3	0	0	2	0	0	0	2	0	0	20	35	0	0	191	2	0	0	0	0	0	0	0	0	2	1	0	6	0	0	0	0	2	5	0	0	0	2	0	0	0	12	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	50	"AWI"	50	60	274	148	0	0	2	0	0	0	1	0	4	1	0	0	10	0	0	4	0	0	0	6	0	0	168	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	10	0	0	0	2	0	0	0	21	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	52.5	"AWI"	52.5	70	280.5	160.5	7	0	2	0	1	3	0	0	10	2	0	0	1	0	0	13	0	1	0	2	0	0	49	25	0	0	30	2	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	2	24	4	0	0	0	0	0	1	0	130	0	2	2	0	0	0	14	0	1	0	0	0	1	0	1	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	55	"AWI"	55	79	291	178	1	1	3	0	1	0	1	0	4	1	0	0	6	0	0	6	0	0	0	10	0	0	17	45	0	0	0	2	0	0	0	0	6	0	1	0	2	0	0	0	0	0	0	2	17	13	0	0	0	2	0	0	0	131	1	2	0	0	0	0	14	0	2	0	0	0	0	1	1	1	0	0
15923	24524	"Malingue"	48.43889	-0.575	60	"AWI"	60	92	322	211	0	0	2	0	2	0	2	0	2	1	0	0	7	0	2	3	0	0	0	3	0	0	33	112	0	0	6	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	6	0	0	0	1	0	0	0	98	0	2	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	65	"AWI"	65	105	363	241	0	0	0	1	1	0	1	0	1	4	0	0	6	0	0	4	0	0	0	1	0	0	15	64	0	0	0	7	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	5	0	1	0	1	0	0	0	103	1	4	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	70	"AWI"	70	141	376	270	0	0	3	1	1	0	0	0	14	1	0	0	6	0	0	5	0	0	0	5	0	0	19	24	0	0	12	7	0	0	0	0	2	0	0	0	1	0	0	1	0	1	0	0	8	12	0	0	0	1	0	0	0	136	0	1	1	0	0	0	8	0	2	0	0	0	0	1	0	1	0	0
15923	24524	"Malingue"	48.43889	-0.575	75	"AWI"	75	155	394	290	1	0	1	0	1	1	0	0	2	3	0	2	9	0	0	1	0	0	0	8	0	0	50	35	0	0	0	17	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	2	13	0	0	0	4	0	0	0	85	0	2	2	0	1	0	2	0	2	0	0	0	0	0	3	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	80	"AWI"	80	164	423	305	2	0	2	1	1	1	1	0	5	2	0	0	12	0	1	1	0	0	0	7	0	0	75	20	0	0	0	12	0	0	0	0	1	0	3	0	0	2	0	0	0	1	0	0	9	13	0	0	0	3	0	0	0	93	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	85	"AWI"	85	185	438	323	2	0	2	0	1	0	1	0	5	0	0	0	5	0	0	2	0	0	0	6	0	0	52	30	0	0	0	17	0	0	0	0	2	0	2	0	1	0	0	2	0	0	0	0	9	12	0	0	0	8	0	0	0	101	0	1	0	0	1	0	10	0	0	0	0	0	0	2	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	90	"AWI"	90	201	451	341	0	0	2	0	5	0	1	0	1	0	0	0	5	0	1	1	0	0	0	13	0	0	51	17	0	0	0	9	2	0	0	0	1	0	3	0	1	0	0	0	0	0	0	0	2	15	0	0	0	0	0	2	0	84	0	4	0	0	0	0	5	0	0	0	0	1	0	1	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	95	"AWI"	95	213	471	362	0	0	5	0	0	0	0	0	3	1	1	0	5	0	0	1	0	0	0	20	0	1	51	23	0	0	0	18	2	0	0	0	0	0	3	0	1	1	0	1	0	1	0	0	2	16	0	0	0	1	0	0	0	113	0	0	0	0	0	0	4	0	1	0	0	0	0	1	0	1	0	0
15923	24524	"Malingue"	48.43889	-0.575	100	"AWI"	100	241	486	382	0	0	5	0	1	1	1	0	3	0	0	0	6	0	0	2	0	0	0	26	0	0	44	18	0	2	0	14	2	0	1	0	0	0	3	0	0	0	0	1	0	2	0	0	4	10	0	0	0	1	0	3	0	114	0	2	0	0	0	0	4	0	3	0	0	0	1	2	0	1	0	0
15923	24524	"Malingue"	48.43889	-0.575	105	"AWI"	105	266	499	404	0	1	3	0	2	2	0	0	4	1	0	0	7	0	1	2	0	0	0	13	0	0	64	28	0	0	0	19	0	0	0	0	1	0	3	0	0	0	0	0	0	2	0	1	3	11	0	0	0	0	0	3	0	106	0	2	0	0	0	0	4	0	0	2	0	0	0	0	2	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	110	"AWI"	110	285	513	427	0	0	2	1	1	1	1	0	5	1	0	0	7	0	1	1	0	0	0	19	0	0	55	0	0	0	0	6	1	1	0	0	0	0	2	2	0	0	0	0	0	1	0	0	2	9	0	0	0	0	0	3	0	101	0	4	0	0	1	0	6	0	2	0	0	0	0	0	0	0	0	1
15923	24524	"Malingue"	48.43889	-0.575	115	"AWI"	115	310	530	449	0	1	1	0	1	2	1	0	5	1	1	0	7	0	0	3	0	0	0	26	0	0	37	0	0	0	0	12	0	0	0	0	0	0	2	2	0	0	0	2	0	2	0	0	6	13	0	0	0	0	0	0	0	99	0	5	3	0	1	0	3	0	2	2	0	0	0	0	1	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	120	"AWI"	120	337	540	471	0	0	2	0	2	1	2	0	7	2	0	0	4	0	0	0	0	0	0	18	0	0	70	22	0	0	0	23	1	0	0	0	0	0	0	0	2	0	0	2	0	1	0	0	2	8	0	0	0	0	0	0	0	86	0	3	1	0	1	5	4	0	0	0	0	0	0	2	2	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	125	"AWI"	125	358	559	496	0	0	2	0	1	0	0	0	13	1	0	0	3	0	1	2	0	0	0	23	0	0	39	5	0	0	0	13	2	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	7	17	0	0	0	1	0	0	0	116	0	5	4	0	0	0	4	0	3	0	0	0	0	2	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	130	"AWI"	130	381	596	516	0	1	3	0	2	0	2	0	5	1	0	0	2	0	0	2	0	0	0	23	0	0	61	0	0	0	0	13	1	0	0	0	1	0	0	3	3	0	0	2	0	0	0	0	1	12	0	0	0	0	0	1	0	109	0	7	0	0	7	0	3	0	1	0	0	0	0	1	1	1	0	0
15923	24524	"Malingue"	48.43889	-0.575	135	"AWI"	135	423	616	537	0	0	4	0	2	1	0	0	7	1	0	0	4	0	0	0	0	0	0	17	0	0	32	4	0	0	0	8	1	1	0	0	0	0	1	1	1	0	0	5	0	0	0	1	4	8	0	0	0	0	0	1	0	109	0	2	0	0	2	0	5	0	1	0	0	0	0	0	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	140	"AWI"	140	453	645	558	0	0	7	0	3	0	2	0	4	2	0	0	3	0	0	0	0	0	0	10	0	0	74	0	1	0	0	7	2	0	0	0	0	0	1	3	1	1	0	1	0	2	0	0	0	7	0	0	0	0	0	1	0	95	2	1	0	0	2	0	6	0	1	0	0	0	0	2	0	0	1	0
15923	24524	"Malingue"	48.43889	-0.575	145	"AWI"	145	472	683	579	0	0	6	0	2	1	1	0	5	2	0	0	4	0	0	0	0	0	0	11	0	0	124	3	0	0	0	9	2	0	0	0	1	0	5	3	0	0	0	1	0	2	0	0	7	10	0	0	0	0	0	2	0	82	0	2	0	0	0	0	8	0	1	0	0	0	0	0	1	0	1	0
15923	24524	"Malingue"	48.43889	-0.575	150	"AWI"	150	525	705	609	0	0	7	0	0	1	0	0	2	0	0	0	4	0	2	2	0	0	0	2	0	0	87	0	0	0	0	2	2	0	0	0	2	0	1	2	3	0	0	0	0	0	0	1	10	4	0	0	0	0	0	1	0	116	0	2	0	0	2	0	11	0	0	0	0	0	0	0	2	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	205	"AWI"	205	921	1902	1258	0	0	7	1	1	1	1	0	5	0	0	0	2	2	0	0	0	0	0	9	0	0	78	2	0	0	4	4	2	0	1	0	1	0	2	1	2	0	0	3	1	0	0	0	3	8	0	0	0	0	0	0	0	69	0	2	0	0	2	0	5	0	1	0	0	0	0	1	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	207.5	"AWI"	207.5	934.5	1977.5	1294	1	0	6	1	2	0	1	0	4	0	0	0	5	0	0	1	0	0	0	12	0	0	52	4	0	0	0	2	2	0	0	0	0	0	1	1	2	0	0	0	0	0	0	1	4	21	0	0	0	1	0	1	0	70	0	2	1	0	2	0	2	0	2	0	0	0	0	2	1	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	210	"AWI"	210	949	2057	1328	0	0	3	0	1	1	0	0	3	1	0	0	13	0	1	2	0	0	0	3	0	0	34	4	0	0	0	2	1	0	0	0	0	0	1	2	2	0	0	0	0	0	0	0	2	30	0	0	0	1	0	1	0	48	0	1	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	215	"AWI"	215	1000	2147	1403	0	0	8	0	0	0	2	0	3	2	0	0	14	0	1	2	0	0	0	6	0	0	27	0	0	0	0	2	2	0	1	0	0	0	1	1	2	2	0	0	0	0	0	0	1	23	0	0	0	0	0	1	0	46	0	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	220	"AWI"	220	1043	2252	1479	0	0	9	1	0	0	1	0	4	0	0	0	40	0	2	1	0	0	0	2	0	0	15	0	0	0	0	6	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	25	0	2	0	0	0	9	1	0	0	0	0	0	0	1	1	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	225	"AWI"	225	1073	2378	1547	0	0	2	2	2	0	0	0	5	2	0	0	79	0	0	1	0	0	0	5	0	0	14	0	0	0	0	7	1	0	0	0	0	1	2	0	2	0	0	1	0	1	0	0	2	15	0	0	0	0	0	0	0	15	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
15923	24524	"Malingue"	48.43889	-0.575	230	"AWI"	230	1126	2479	1621	0	0	4	0	1	0	0	0	6	1	0	0	57	0	0	0	0	0	0	7	0	0	26	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	232	"AWI"	232	1144	2516	1651	0	1	9	2	1	1	3	16	7	2	0	0	14	0	0	0	0	0	0	14	0	0	21	5	0	2	0	3	0	0	0	0	0	0	3	0	2	0	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	19	1	2	0	0	2	6	2	0	0	0	0	0	1	2	0	0	0	0
15923	24524	"Malingue"	48.43889	-0.575	234	"AWI"	234	1164	2554	1683	0	0	26	2	4	2	2	0	13	1	0	1	15	0	3	0	0	0	0	30	0	1	17	15	0	2	0	4	1	0	0	0	0	0	3	0	1	0	0	0	0	1	0	1	2	22	0	0	0	0	0	0	0	13	0	2	0	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0
