"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Montiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polemoniaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
23844	41329	"Long Breach"	51.06583	-3.6875	0	"AWI"	0	-138	21	-55	1.08695652173913	0	0	0	0	0	3.98550724637681	0	1.08695652173913	0	0	0	0	0	2.53623188405797	0	21.7391304347826	4.71014492753623	0	1.08695652173913	1.44927536231884	0	0	0.36231884057971	0	0	0	0.36231884057971	0.36231884057971	25.7246376811594	0	0	0	0	0	34.0579710144928	1.08695652173913	0	0	0	0	0	0	0.36231884057971	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	4	"AWI"	4	-79	211	33	0	1.53846153846154	0.769230769230769	2.30769230769231	0.769230769230769	0	5.38461538461539	0	0	0	0	0	0	0	14.6153846153846	0.769230769230769	37.6923076923077	0	0	5.38461538461539	1.53846153846154	0.769230769230769	0	0	0	0	0	0	0	10.7692307692308	0	0	0	0	0	9.23076923076923	3.07692307692308	0	0.769230769230769	0	2.30769230769231	2.30769230769231	0	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	8	"AWI"	8	-18	346	132	0	3.8961038961039	1.2987012987013	0	0	0	2.5974025974026	0	1.2987012987013	1.2987012987013	0	0	0	0	18.1818181818182	0	31.1688311688312	0	0	3.8961038961039	1.2987012987013	0	0	0	0	0	0	1.2987012987013	0	15.5844155844156	0	0	0	0	0	9.09090909090909	2.5974025974026	0	2.5974025974026	0	0	1.2987012987013	0	0	0	1.2987012987013	1.2987012987013
23844	41329	"Long Breach"	51.06583	-3.6875	12	"AWI"	12	60	459	236	0	2.7027027027027	0	0	0	0	1.8018018018018	0	0	0	0	0	0	0	13.5135135135135	0	33.3333333333333	0	0	0	0.900900900900901	0	0	0	0	0	0	0	0	2.7027027027027	0	0	0	4.5045045045045	0	14.4144144144144	2.7027027027027	0	21.6216216216216	0	1.8018018018018	0	0	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	16	"AWI"	16	142	558	343	0	0.632911392405063	0.210970464135021	0.210970464135021	0.421940928270042	0	0.632911392405063	0	0.210970464135021	0	0.632911392405063	0	0	0.210970464135021	4.21940928270042	0	9.91561181434599	19.1983122362869	0	0.421940928270042	0.843881856540084	0	0	0.632911392405063	0	0	0	0	0	0.421940928270042	0	53.7974683544304	0	0	0	2.53164556962025	0.421940928270042	0	1.05485232067511	2.74261603375527	0.421940928270042	0.210970464135021	0	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	20	"AWI"	20	234	646	449	0	0.662251655629139	0	0	0.33112582781457	0	1.32450331125828	0	0.662251655629139	0	0	0	0	0	6.62251655629139	0	14.2384105960265	0	0	0.33112582781457	0	0	0	0.33112582781457	0	0	0	0	0	1.32450331125828	0	63.5761589403974	0	0	0	6.29139072847682	2.31788079470199	0	0.662251655629139	0	0.662251655629139	0.662251655629139	0	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	24	"AWI"	24	391	731	543	0	0.342465753424658	0.342465753424658	0	0	0	1.36986301369863	0	0	0	0	0	0	0	6.84931506849315	0	81.5068493150685	0	0	0.684931506849315	0	0	0.342465753424658	0	0	0	0	0	0	0	2.05479452054794	0	0	0	0	4.45205479452055	0.342465753424658	0	0.342465753424658	0	1.36986301369863	0	0	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	28	"AWI"	28	577	916	691	0	4	0	0	0.571428571428571	0	1.71428571428571	0	0	0	0	0	0.571428571428571	0.571428571428571	24.5714285714286	0	41.7142857142857	0	0	1.71428571428571	0	0	0	0	0	0	0	0	1.14285714285714	0	0	0	0	0	0	14.2857142857143	2.85714285714286	0	1.71428571428571	0	2.28571428571429	1.14285714285714	0	0	0	1.14285714285714	0
23844	41329	"Long Breach"	51.06583	-3.6875	32	"AWI"	32	670	1245	889	0	4.43037974683544	1.26582278481013	1.26582278481013	0	8.22784810126582	0	0	1.89873417721519	0	0	0	0	0	25.9493670886076	0	31.6455696202532	0	0	0.632911392405063	0	0	0	0	0	0	0	0	0	0.632911392405063	0	0	0	0	0	14.5569620253165	5.69620253164557	0	1.26582278481013	0	1.26582278481013	0.632911392405063	0.632911392405063	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	36	"AWI"	36	785	1611	1121	0	6.01092896174863	0	0	0	11.4754098360656	0	0	0.546448087431694	0	0	0	0	0	14.207650273224	0.546448087431694	46.9945355191257	0	0	0.546448087431694	0	0	0.546448087431694	0	0	0	0	0	0	0.546448087431694	0	0	0	0	0	14.207650273224	2.18579234972678	0	0.546448087431694	0	0.546448087431694	1.09289617486339	0	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	40	"AWI"	40	909	1930	1377	0	4.19161676646707	0.598802395209581	0	0	0	2.9940119760479	0	0.598802395209581	0	0	0	0	0	24.5508982035928	0	32.3353293413174	0	0	0.598802395209581	0	0	0	0	0	0	0	0.598802395209581	0	0	0	0	0	0	0	16.7664670658683	1.19760479041916	0	1.19760479041916	4.79041916167665	0	8.98203592814371	0.598802395209581	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	44	"AWI"	44	1111	2102	1634	0	2.4390243902439	0	0	0	17.5609756097561	1.46341463414634	0	0	0	0	0	0	0	14.6341463414634	0	36.5853658536585	0	0	0.975609756097561	0.975609756097561	0	0	0	0	0	0	0	0	0.48780487804878	0	0	0	0	0	15.1219512195122	4.39024390243902	0	0.48780487804878	4.39024390243902	0	0	0	0	0	0.48780487804878	0
23844	41329	"Long Breach"	51.06583	-3.6875	48	"AWI"	48	1363	2259	1868	0	4.97237569060773	1.65745856353591	0	0	0	0.552486187845304	0	0	0	0.552486187845304	0	0	0	20.9944751381215	0	32.0441988950276	0	0	0	2.76243093922652	0.552486187845304	0.552486187845304	0	0	0	0	0	0.552486187845304	0.552486187845304	4.97237569060773	0	0	0	0	20.9944751381215	4.97237569060773	0	0.552486187845304	0	0	2.20994475138122	0.552486187845304	0	0	0	0
23844	41329	"Long Breach"	51.06583	-3.6875	52	"AWI"	52	1697	2412	2098	0	8.08080808080808	1.01010101010101	0	0	0	1.01010101010101	0	0	0	0	0	0	0	24.2424242424242	0	37.3737373737374	0	0	1.01010101010101	2.02020202020202	0	0	0	0	0	0	0	0	1.01010101010101	11.1111111111111	0	0	0	0	6.06060606060606	4.04040404040404	0	0	0	1.01010101010101	0	1.01010101010101	0	0	1.01010101010101	0
