"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Lamiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15893	25455	"Tourbière du Peschio"	44.45	3.6	4	"AWI"	4	-68	243	67	0	0.516795865633075	2.32558139534884	0.258397932816538	2.0671834625323	0	1.03359173126615	0	1.03359173126615	0	0	0	0	1.29198966408269	0	0.258397932816538	0.775193798449612	20.671834625323	0	2.84237726098191	0	1.03359173126615	0	0	0.258397932816538	0.258397932816538	0.775193798449612	0	0	0.258397932816538	26.6149870801034	0	0	31.0077519379845	0	0	3.87596899224806	0	0.516795865633075	0	1.29198966408269	0.516795865633075	0.258397932816538	0	0	0	0.258397932816538	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	8	"AWI"	8	-39	519	185	0	0	1.23456790123457	0.493827160493827	0.740740740740741	0	1.97530864197531	1.72839506172839	1.72839506172839	1.23456790123457	0	0	0	0.987654320987654	0	0.246913580246914	0.246913580246914	20.9876543209877	0	0	0	1.48148148148148	0	0	0.246913580246914	0	0.740740740740741	0	0	0	9.87654320987654	0	0	32.5925925925926	0	0	17.037037037037	0.493827160493827	4.69135802469136	0	0	0.987654320987654	0.246913580246914	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	12	"AWI"	12	44	693	306	0	0.25062656641604	1.00250626566416	0.25062656641604	1.00250626566416	0	0.25062656641604	0	2.5062656641604	1.50375939849624	0	0	0	1.75438596491228	0.25062656641604	0	0.50125313283208	16.0401002506266	0	0	0	2.5062656641604	0	0	0.75187969924812	0	1.00250626566416	0	0	0	8.7719298245614	0	0	49.6240601503759	0	0	10.2756892230576	1.00250626566416	0.50125313283208	0	0	0.25062656641604	0	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	16	"AWI"	16	128	763	451	0.250312891113892	0	2.00250312891114	0.125156445556946	1.12640801001252	0.125156445556946	0.876095118898623	0	5.13141426783479	0.500625782227785	0	0	0	1.75219023779725	0.125156445556946	0	1.25156445556946	41.927409261577	0	3.50438047559449	0	4.8811013767209	0	0	0.125156445556946	0	0.500625782227785	0	0	0.125156445556946	10.2628285356696	0.125156445556946	1.00125156445557	11.639549436796	0	0.125156445556946	8.51063829787234	1.25156445556946	0.375469336670839	0	0.125156445556946	1.50187734668335	0.625782227784731	0	0	0	0.125156445556946	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	20	"AWI"	20	187	897	583	0	0	1.32325141776938	0.189035916824197	0.56710775047259	0	0.756143667296786	0	5.86011342155009	0	0	0	0	0.756143667296786	0	0.189035916824197	2.83553875236295	31.0018903591682	0	0	0.56710775047259	23.2514177693762	0	0	0.378071833648393	0	0.189035916824197	0	0	0.378071833648393	5.6710775047259	0.189035916824197	0	11.9092627599244	0	0	10.0189035916824	0.378071833648393	0.756143667296786	0	0	2.45746691871456	0.378071833648393	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	24	"AWI"	24	456	933	705	0	0	0.869565217391304	0	4.34782608695652	0	1.44927536231884	0	9.56521739130435	0	0	4.05797101449275	0	0.579710144927536	0	0	3.18840579710145	13.0434782608696	0	0	0	39.1304347826087	0	0	0.289855072463768	0	0	0	0	0.579710144927536	3.76811594202899	0	1.15942028985507	0	1.15942028985507	0	11.304347826087	0	0.869565217391304	0	0.289855072463768	1.73913043478261	2.31884057971015	0	0	0	0.289855072463768	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	28	"AWI"	28	688	1004	828	0.240963855421687	0	3.85542168674699	0	0.963855421686747	0	1.20481927710843	0	8.43373493975904	0	0	0	0	0.481927710843374	0	0	1.44578313253012	5.54216867469879	0	0	0	26.7469879518072	0	0	0	0	0	0.240963855421687	0	0.240963855421687	3.85542168674699	0	0	29.8795180722892	0.240963855421687	0	6.02409638554217	0	0.72289156626506	0	1.92771084337349	0.481927710843374	6.98795180722892	0	0	0	0.240963855421687	0	0.240963855421687
15893	25455	"Tourbière du Peschio"	44.45	3.6	32	"AWI"	32	842	1153	987	0.795755968169761	0	1.59151193633952	0	1.59151193633952	0	0.26525198938992	0	1.06100795755968	0.26525198938992	0	0	0	0	0.26525198938992	0	3.18302387267904	14.3236074270557	0	0	0	48.5411140583554	0	0	0.26525198938992	0.26525198938992	0	0	0	0.26525198938992	3.71352785145889	0	0	10.8753315649867	0	0	10.079575596817	0.530503978779841	0.530503978779841	0	0.26525198938992	1.3262599469496	0	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	36	"AWI"	36	910	1415	1176	2.91666666666667	0	4.16666666666667	0.208333333333333	0.625	0	0.625	0	5.83333333333333	0	0	0	0.416666666666667	0.416666666666667	0.208333333333333	0	3.125	6.66666666666667	0.208333333333333	0	0	37.5	0	0	0	0	0.208333333333333	0	0	0.416666666666667	8.54166666666667	0	2.08333333333333	11.0416666666667	0	0	12.0833333333333	0.416666666666667	0.833333333333333	0	0.208333333333333	0.625	0.625	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	40	"AWI"	40	962	1731	1359	1.88087774294671	0	3.44827586206897	0	0.626959247648903	0	0.626959247648903	0	19.1222570532915	0.313479623824451	0	0	0	0	0	0	1.56739811912226	1.56739811912226	0	3.13479623824451	0	30.4075235109718	0	0	0	0	0	0	0	0	7.52351097178683	0	0	0	0	0	20.3761755485893	0.940438871473354	0.626959247648903	0	0	0	7.21003134796238	0	0	0	0.626959247648903	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	44	"AWI"	44	1266	1776	1519	1.6260162601626	0	2.710027100271	0	1.8970189701897	0	1.6260162601626	0	7.31707317073171	0	0	0	0	0	0	0	1.8970189701897	7.58807588075881	0	0	0	49.3224932249323	0	0	0	0	1.0840108401084	0	0	0.2710027100271	8.67208672086721	0	0	0	0	0	13.0081300813008	1.0840108401084	1.0840108401084	0	0	0	0.5420054200542	0	0	0.2710027100271	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	48	"AWI"	48	1513	1850	1683	0.282485875706215	0.564971751412429	1.41242937853107	0	0.847457627118644	0	0.564971751412429	0	0.564971751412429	0	0	0	0	0	0	0	1.69491525423729	7.06214689265537	0	0	0	52.2598870056497	0	0	0	0	0	0	0	0	3.38983050847458	0	0	0	0	0	25.9887005649718	0.282485875706215	0.847457627118644	0	0	3.10734463276836	0.847457627118644	0	0	0	0.282485875706215	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	52	"AWI"	52	1656	1998	1829	6.98324022346369	0	2.23463687150838	0	0.279329608938547	0	0.558659217877095	0	18.1564245810056	0	0	0	0	0	0	0	2.79329608938547	8.65921787709497	0	0	0	20.391061452514	0	0	0	0	0	0	0	0	4.46927374301676	0	0	0	0.279329608938547	0	21.7877094972067	0	1.39664804469274	0	0.558659217877095	0	11.1731843575419	0	0	0	0	0	0.279329608938547
15893	25455	"Tourbière du Peschio"	44.45	3.6	56	"AWI"	56	1718	2264	1952	0.737100737100737	0	1.96560196560197	0	0.491400491400491	0	0	0	43.7346437346437	0	0	0	0	0	0	0	1.96560196560197	12.039312039312	0	0	0	19.1646191646192	0	0	0	0	0	0	0	0	3.68550368550369	0	0	0	0	0	12.5307125307125	0.245700245700246	0	0	0	0.491400491400491	2.94840294840295	0	0	0	0	0	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	60	"AWI"	60	1756	2568	2073	1.26582278481013	0.316455696202532	4.43037974683544	0	1.89873417721519	0	0	0	14.5569620253165	0	0	0	0.632911392405063	0	0	0	0	12.6582278481013	0	0	0	30.6962025316456	0	0	0	0	0	0	0	0	5.06329113924051	0	1.26582278481013	0	0	0	18.0379746835443	0	2.84810126582278	0	0.316455696202532	1.26582278481013	4.43037974683544	0	0	0	0	0	0.316455696202532
15893	25455	"Tourbière du Peschio"	44.45	3.6	64	"AWI"	64	1862	2658	2209	1.26262626262626	0	2.77777777777778	0.505050505050505	0.757575757575758	0	0.252525252525253	0	32.5757575757576	0	0	1.01010101010101	0	0	0	0	2.52525252525253	10.1010101010101	0	0	0	23.989898989899	0	0	0	0	0	0	0	0	4.29292929292929	0	0	0	0	0	11.3636363636364	0.505050505050505	2.27272727272727	0	0	0.252525252525253	0	0	5.05050505050505	0	0.252525252525253	0	0.252525252525253
15893	25455	"Tourbière du Peschio"	44.45	3.6	68	"AWI"	68	1923	2803	2347	1.06951871657754	0	0.802139037433155	0	1.06951871657754	0	0	0	31.5508021390374	0	0	0	0	0	0	0	3.20855614973262	16.0427807486631	0	0	0	28.0748663101604	0	0	0	0	0	0	0	0	3.47593582887701	0	0	0	0.53475935828877	0	10.6951871657754	0	1.60427807486631	0	0.267379679144385	0	0.802139037433155	0	0.53475935828877	0	0	0.267379679144385	0
15893	25455	"Tourbière du Peschio"	44.45	3.6	72	"AWI"	72	2038	2945	2469	2.48756218905473	0.497512437810945	2.48756218905473	0.248756218905473	1.24378109452736	0	0	0	24.6268656716418	0	0	3.73134328358209	0	0	0.248756218905473	0	2.98507462686567	10.9452736318408	0	0	0	22.3880597014925	0	0	0	0	0	0	0	0	6.96517412935323	0	0.497512437810945	0	0.497512437810945	0	15.1741293532338	0.248756218905473	1.49253731343284	0	0	0.995024875621891	0.995024875621891	0	0	0	0.746268656716418	0	0.497512437810945
