"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	10	"AWI"	10	-43	468	131	1	0	44	1	0	0	0	4	0	10	0	0	0	0	1	3	0	0	75	0	0	0	3	0	0	0	2	0	0	9	0	0	0	0	0	60	0	0	0	0	0	0	7	1	0	0	1	1	0	0	0	0	0	2	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	20	"AWI"	20	-21	956	281	5	0	93	0	3	0	0	7	0	47	1	1	0	0	2	4	0	0	94	0	0	0	22	0	2	0	5	0	0	21	0	0	0	0	0	64	104	0	0	0	0	0	26	2	0	0	4	2	0	0	0	0	0	1	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	40	"AWI"	40	111	1598	602	4	0	41	0	0	0	0	1	0	19	0	1	0	0	0	0	0	5	10	0	0	0	6	0	0	0	0	0	0	5	0	0	0	0	0	95	0	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	50	"AWI"	50	187	1804	783	1	1	124	0	1	0	0	8	0	91	2	1	0	0	0	1	0	22	17	0	0	0	10	0	0	0	0	0	0	13	0	0	0	0	0	125	35	0	0	0	0	0	17	1	0	0	1	1	0	0	1	0	2	0	1
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	70	"AWI"	70	392	2222	1138	1	0	145	0	6	0	1	4	0	30	0	1	0	0	0	0	1	8	17	0	0	9	3	3	0	0	0	6	1	6	0	0	0	0	0	49	0	0	0	0	0	0	5	3	0	2	1	1	0	1	0	0	0	1	1
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	90	"AWI"	90	587	2604	1528	7	0	112	1	4	0	0	6	0	11	2	0	0	0	0	0	1	0	122	0	0	0	15	0	0	0	0	1	0	16	0	1	0	0	0	177	0	0	0	0	0	0	17	9	0	0	9	0	1	6	1	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	110	"AWI"	110	943	2889	1913	7	0	112	1	1	0	0	5	0	41	0	1	0	0	2	0	0	8	118	0	0	0	7	0	0	0	0	1	0	19	0	0	0	0	0	171	0	0	0	0	0	0	12	1	0	0	4	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	130	"AWI"	130	1245	3206	2269	5	0	126	0	3	1	0	4	0	26	0	0	0	0	1	1	1	4	46	0	0	0	7	1	0	0	0	1	0	11	0	0	1	0	0	112	72	0	0	0	0	0	19	3	0	0	20	0	0	0	1	0	0	6	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	150	"AWI"	150	1512	3442	2646	16	0	153	2	7	1	0	6	0	28	1	1	0	0	3	0	1	8	120	0	0	3	13	0	0	1	0	4	0	11	0	0	0	0	0	241	96	0	0	0	0	0	26	5	0	0	20	0	0	0	2	0	2	1	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	170	"AWI"	170	2015	3587	3000	44	3	68	1	7	0	0	6	0	37	0	0	0	0	0	0	0	5	200	0	0	0	8	2	0	1	0	1	0	11	0	0	0	0	0	250	157	0	0	0	0	0	35	1	0	0	2	1	0	0	0	0	1	1	2
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	190	"AWI"	190	2572	3772	3361	19	0	9	0	1	0	0	0	0	5	0	0	0	0	0	0	0	3	65	0	0	0	1	1	0	0	0	0	0	6	0	0	0	0	0	143	42	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	210	"AWI"	210	3362	3912	3636	30	0	33	0	3	0	0	1	0	14	0	1	0	0	0	0	0	0	86	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	164	66	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0	0	1	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	220	"AWI"	220	3475	4048	3763	13	2	47	0	0	0	0	3	0	15	0	0	0	0	0	0	0	6	46	0	0	0	1	0	0	0	0	0	0	4	0	0	1	0	0	154	73	0	0	0	0	0	7	0	0	0	2	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	230	"AWI"	230	3530	4225	3857	3	0	10	0	0	0	0	0	0	8	0	57	0	0	0	0	0	4	22	0	0	15	0	0	0	0	0	0	0	1	0	0	0	0	0	42	0	0	0	0	0	0	8	0	0	2	0	0	0	0	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	260	"AWI"	260	3722	4706	4135	9	0	36	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	21	0	0	0	2	0	0	1	0	0	0	2	0	0	1	0	0	126	46	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	270	"AWI"	270	3767	4821	4238	10	0	44	0	0	0	0	0	0	12	0	1	0	0	0	0	1	0	43	0	0	0	5	1	0	1	0	0	0	2	0	0	0	0	0	118	59	0	0	0	0	0	4	2	0	0	2	0	0	0	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	310	"AWI"	310	4058	5245	4634	13	0	30	1	1	0	0	0	0	7	1	0	0	0	0	0	0	3	64	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	227	66	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	330	"AWI"	330	4224	5386	4851	11	2	13	0	0	0	0	2	0	2	0	0	0	0	0	0	0	4	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	350	"AWI"	350	4445	5526	5046	13	0	38	0	1	0	0	1	0	31	0	0	0	0	0	0	0	4	169	0	0	0	3	1	0	0	0	1	0	6	0	0	0	0	0	256	102	0	0	0	0	0	15	0	0	0	0	1	0	0	1	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	370	"AWI"	370	4640	5677	5244	8	0	38	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	328	0	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	302	113	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	390	"AWI"	390	4998	5777	5445	9	0	37	0	0	0	0	0	0	8	0	0	0	0	0	0	0	1	360	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	259	68	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	1	0	0
