"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	410	"AWI"	410	5388	5907	5645	5	0	48	0	1	0	0	0	0	8	0	0	0	0	0	0	0	3	413	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	210	62	0	0	0	0	0	3	1	0	1	0	0	0	1	0	0	0	1	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	420	"AWI"	420	5493	6076	5761	4	0	18	0	1	0	0	1	0	5	0	0	0	0	0	0	0	2	235	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	199	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	430	"AWI"	430	5557	6350	5871	8	0	16	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	123	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	197	56	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	450	"AWI"	450	5724	6747	6148	8	0	23	0	0	0	0	0	0	4	1	0	0	0	0	0	0	2	30	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	279	57	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	470	"AWI"	470	5897	7132	6412	1	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	111	27	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	490	"AWI"	490	6013	7449	6686	4	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	106	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	5	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	510	"AWI"	510	6274	7615	6986	8	0	20	0	2	0	0	1	0	4	0	0	0	0	0	0	0	1	42	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	180	50	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	520	"AWI"	520	6346	7759	7137	7	0	29	0	3	0	0	1	0	28	0	0	0	0	0	0	0	4	103	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	277	136	0	0	0	0	0	4	1	0	0	1	0	0	1	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	530	"AWI"	530	6573	7805	7281	2	0	375	0	2	0	0	0	0	4	0	0	0	0	0	0	2	7	66	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	69	40	0	0	0	0	0	4	1	0	0	0	0	0	0	2	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	540	"AWI"	540	6718	7882	7431	1	0	0	0	6	0	0	0	0	6	0	0	0	0	1	0	0	0	96	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	191	76	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	550	"AWI"	550	6830	7991	7580	4	0	91	0	5	0	0	0	0	8	0	0	0	0	1	0	0	2	79	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	179	85	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	560	"AWI"	560	7164	8032	7703	1	0	34	0	3	0	0	1	0	13	1	3	0	0	0	0	2	5	66	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	130	88	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	570	"AWI"	570	7500	8073	7824	4	0	47	0	5	0	0	3	0	37	0	0	0	0	2	0	1	10	234	0	0	0	0	2	0	0	0	1	0	3	0	0	0	0	0	236	152	0	0	0	0	0	9	3	0	0	0	0	0	0	2	0	2	1	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	580	"AWI"	580	7734	8134	7951	0	0	54	0	1	0	0	1	0	52	0	1	0	0	0	0	0	4	38	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	117	146	0	0	0	0	0	2	3	0	0	1	2	0	0	2	0	5	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	590	"AWI"	590	7834	8205	8037	2	0	48	0	3	0	0	1	0	32	0	2	0	0	0	0	0	12	30	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	136	134	0	0	0	0	0	9	2	0	0	1	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	600	"AWI"	600	7891	8355	8119	3	0	36	0	1	0	0	0	0	20	0	0	0	0	0	0	0	5	13	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	91	104	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	615	"AWI"	615	7972	8592	8223	8	1	41	0	1	0	0	1	0	41	0	2	0	0	1	0	0	9	48	0	0	0	2	0	0	0	0	0	0	8	0	0	0	0	0	244	178	0	0	0	0	0	15	1	0	1	2	0	0	0	0	0	5	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	625	"AWI"	625	8038	8647	8300	7	1	43	0	3	0	0	3	0	47	1	2	0	0	1	0	0	8	56	0	0	0	0	1	0	0	0	0	0	9	0	0	0	1	0	224	165	0	0	0	0	0	20	0	0	1	1	1	0	0	0	0	3	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	635	"AWI"	635	8075	8727	8374	2	0	46	0	1	0	0	1	0	62	0	2	0	0	0	0	0	6	16	0	0	0	0	2	0	1	0	0	0	8	0	0	0	1	0	215	275	0	0	0	0	0	15	2	0	0	0	0	0	1	0	0	3	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	645	"AWI"	645	8123	8825	8447	4	0	67	0	2	0	0	2	0	83	0	4	0	0	1	0	0	16	34	0	0	0	6	0	1	0	0	0	0	15	0	0	0	0	0	247	301	0	0	0	0	0	11	3	0	0	7	0	0	0	0	0	6	0	1
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	655	"AWI"	655	8220	8862	8515	1	1	0	0	4	0	0	2	0	70	0	5	0	0	2	0	0	13	21	0	0	0	0	4	0	0	0	0	0	9	0	0	0	0	0	181	214	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0	4	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	665	"AWI"	665	8277	8917	8590	0	1	0	1	2	0	0	1	0	74	0	6	0	0	2	0	0	12	6	1	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	109	225	0	0	0	0	0	13	1	0	0	2	2	0	0	0	0	7	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	675	"AWI"	675	8335	9011	8662	0	0	0	0	4	0	0	4	0	79	0	2	0	0	1	0	0	13	5	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	0	37	240	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	685	"AWI"	685	8436	9066	8730	1	0	0	0	0	0	0	3	0	100	0	5	0	0	4	0	1	12	8	0	0	0	1	5	0	0	0	0	0	11	0	0	0	0	0	108	306	0	0	0	0	0	13	1	0	0	4	0	0	0	0	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	695	"AWI"	695	8497	9139	8799	0	0	81	0	4	0	0	2	0	102	0	6	0	0	0	0	0	22	10	0	0	0	0	6	0	0	0	0	0	18	0	0	0	0	0	70	309	0	0	0	0	0	11	4	0	0	3	1	0	2	0	0	5	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	705	"AWI"	705	8545	9251	8865	0	0	0	0	0	0	0	0	0	81	0	8	0	0	2	0	0	5	6	0	0	0	0	6	0	0	0	0	0	11	0	0	0	0	0	74	296	0	0	0	0	0	5	4	0	0	4	0	0	0	2	0	5	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	715	"AWI"	715	8613	9343	8927	0	2	64	1	3	0	0	1	0	83	0	5	0	0	1	0	0	6	2	0	0	0	0	5	0	1	0	0	0	8	0	0	0	0	0	34	236	0	0	0	0	0	8	4	0	0	6	0	0	0	0	0	4	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	725	"AWI"	725	8669	9458	8989	0	1	0	1	2	0	0	0	0	145	0	7	0	0	0	0	0	13	5	0	0	0	0	7	0	0	0	0	0	13	0	0	0	0	0	80	374	0	0	0	0	0	10	1	0	0	2	0	0	0	0	0	6	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	735	"AWI"	735	8705	9596	9047	0	0	0	0	2	0	0	2	0	74	0	5	0	0	0	0	0	8	3	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	0	54	222	0	0	0	0	0	6	2	0	0	6	0	0	0	1	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	745	"AWI"	745	8780	9684	9104	1	2	0	0	1	0	0	3	0	79	0	7	0	0	1	0	0	9	2	0	0	0	0	2	0	0	0	0	0	17	0	0	0	0	0	17	195	0	0	0	0	0	4	2	0	0	3	0	1	0	0	0	3	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	755	"AWI"	755	8834	9785	9170	0	0	0	0	1	0	0	2	0	58	0	3	0	0	1	0	1	9	0	0	0	0	0	5	0	0	0	0	0	18	0	0	0	0	0	3	261	0	0	0	0	0	4	4	0	0	3	0	1	1	1	0	4	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	765	"AWI"	765	8875	9939	9231	0	0	72	0	0	0	0	2	0	58	0	6	0	0	0	0	0	7	2	0	0	0	0	1	0	0	0	0	0	27	0	0	0	0	0	2	356	0	0	0	0	0	3	1	0	0	1	0	0	0	0	0	4	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	770	"AWI"	770	8936	9980	9266	0	0	0	0	0	0	0	0	0	17	0	5	0	0	0	0	0	9	2	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	307	0	0	0	0	0	10	0	0	0	2	0	0	0	0	0	6	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	775	"AWI"	775	8990	10031	9304	0	0	0	0	0	0	0	1	0	20	0	9	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	17	0	0	0	1	0	2	306	0	0	0	0	0	7	0	0	0	1	0	0	1	0	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	785	"AWI"	785	9066	10137	9385	0	0	0	0	1	0	0	0	0	30	0	9	0	0	2	0	0	1	3	0	0	0	0	0	0	0	0	1	0	9	0	0	0	1	0	2	353	0	0	0	0	0	5	3	0	0	3	0	0	1	0	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	795	"AWI"	795	9120	10313	9465	0	0	16	0	1	0	0	0	0	42	0	5	0	0	1	0	0	4	3	0	0	0	0	1	0	0	0	1	0	25	0	0	0	1	0	15	279	0	0	0	0	0	8	2	0	0	3	2	0	0	1	0	8	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	800	"AWI"	800	9247	10428	9608	1	0	0	1	4	0	0	5	0	62	0	15	0	0	3	0	0	1	6	0	0	0	0	2	0	0	0	0	0	36	0	0	0	0	0	9	330	0	0	0	0	0	8	0	0	0	5	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	805	"AWI"	805	9323	10550	9779	0	0	14	1	0	0	0	0	0	36	0	2	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	1	0	18	0	0	0	1	0	1	216	0	0	0	0	0	8	0	0	0	4	0	0	0	0	0	2	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	810	"AWI"	810	9376	10694	9953	0	0	0	0	1	0	0	2	0	24	0	8	0	0	1	0	0	1	2	0	0	0	0	1	0	0	0	1	0	19	0	0	0	0	0	2	296	0	0	0	0	0	10	0	0	0	4	1	0	0	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	815	"AWI"	815	9416	10898	10122	0	0	0	0	0	0	0	3	0	28	0	6	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	32	0	0	0	0	0	3	317	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	820	"AWI"	820	9454	11149	10274	0	0	0	1	3	0	0	7	0	55	0	5	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	389	0	0	0	0	0	3	0	0	0	2	0	0	0	1	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	825	"AWI"	825	9483	11452	10428	0	0	0	2	4	0	0	6	0	64	0	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	21	0	0	0	0	0	0	285	0	0	0	0	0	4	0	0	0	6	1	0	0	2	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	830	"AWI"	830	9722	11545	10585	0	0	0	0	1	0	0	2	0	86	0	1	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	1	394	0	0	0	0	0	6	1	0	0	3	1	1	0	1	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	832	"AWI"	832	9843	11560	10646	0	0	0	0	1	0	0	9	0	251	0	0	0	0	3	0	0	3	3	1	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	417	0	0	0	1	0	4	0	0	0	3	0	0	0	3	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	835	"AWI"	835	10013	11595	10741	0	0	0	0	2	0	0	12	0	65	0	3	0	0	2	0	0	0	7	1	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	4	288	0	0	0	0	0	6	1	0	2	5	1	0	0	3	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	850	"AWI"	850	10683	11849	11237	0	0	0	4	2	0	0	20	0	68	0	0	0	0	3	0	3	0	7	0	0	0	0	0	0	0	0	4	0	30	0	0	0	0	0	3	207	0	0	0	0	0	0	0	0	2	5	0	0	0	1	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	855	"AWI"	855	10824	11986	11402	1	0	0	3	2	0	0	28	5	102	0	2	0	0	4	0	5	0	12	0	0	0	0	0	0	0	0	8	0	41	0	0	0	0	0	1	635	0	0	0	0	0	2	0	0	1	9	2	0	0	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	860	"AWI"	860	10991	12102	11543	0	0	0	5	8	0	0	103	0	119	0	1	0	0	4	0	6	0	19	11	3	0	0	0	0	0	0	35	0	47	0	0	0	0	0	3	602	0	0	0	0	0	8	1	0	5	57	10	0	0	4	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	865	"AWI"	865	11146	12191	11673	0	0	0	4	5	0	0	73	0	116	0	3	0	0	2	0	7	0	11	8	0	0	0	0	0	0	0	25	0	35	0	0	0	0	0	4	508	0	0	0	0	0	6	0	0	6	43	5	0	0	2	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	870	"AWI"	870	11276	12313	11809	0	0	0	4	3	0	0	60	0	64	0	0	0	0	3	0	0	0	9	16	0	0	0	0	0	0	0	27	0	15	0	0	0	0	0	0	239	0	0	0	0	0	2	0	0	3	25	3	0	0	3	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	875	"AWI"	875	11362	12458	11948	0	0	2	5	6	0	0	112	0	162	0	0	0	0	4	0	8	0	5	53	3	0	0	0	0	0	0	18	0	2	0	0	0	0	0	2	322	0	1	0	0	0	3	0	0	5	48	7	0	0	7	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	880	"AWI"	880	11428	12644	12084	0	0	3	7	13	0	0	113	0	181	0	1	0	0	12	0	6	1	14	37	0	0	0	0	0	0	0	26	0	15	0	0	0	0	0	2	340	0	0	0	0	0	3	1	0	9	46	5	0	0	11	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	885	"AWI"	885	11485	12833	12214	0	0	0	10	14	0	0	129	22	217	0	3	0	0	5	0	13	0	15	36	3	0	0	0	0	0	0	21	0	18	0	0	0	1	0	1	383	0	0	0	0	0	6	0	0	3	62	10	0	0	8	0	1	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	890	"AWI"	890	11575	12974	12324	0	0	5	3	6	0	0	73	0	91	0	2	0	0	2	0	2	1	14	11	0	0	0	0	0	0	0	11	0	16	0	0	1	0	0	12	287	0	0	0	0	0	3	0	0	4	18	2	0	0	4	0	1	1	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	895	"AWI"	895	11682	13027	12418	1	0	7	2	5	0	0	89	0	96	0	2	0	0	5	0	6	0	25	20	0	0	0	0	0	0	0	8	0	17	0	0	0	0	0	19	349	0	0	0	0	0	5	1	0	1	21	6	0	0	9	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	909	"AWI"	909	11878	13326	12682	0	0	8	1	1	0	0	12	0	31	0	1	0	0	5	0	0	2	18	3	0	0	0	0	0	1	0	3	0	9	0	0	0	2	0	34	153	0	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0
15698	24080	"Dossaccio Bormio"	46.469994	10.336228	918	"AWI"	918	11950	13683	12833	0	0	18	2	1	0	0	11	0	47	0	8	0	0	5	0	1	2	5	2	0	0	0	0	0	0	0	4	0	7	0	0	0	0	0	35	354	0	0	0	0	0	1	0	0	2	3	1	0	0	0	0	0	0	0
