"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Olea"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
15709	24106	"Lake Maliq"	40.76667	20.78333	35	"AWI"	35	54	674	312	1.17994100294985	0	3.83480825958702	1.17994100294985	0	0	1.17994100294985	0	0	0.589970501474926	0	0	0	0	0	0	0	0	0	1.76991150442478	22.7138643067847	0	0	0	0	0	2.94985250737463	0	0	0	0	0.589970501474926	0	0.294985250737463	0.294985250737463	0	0	33.6283185840708	0	0.589970501474926	0	0	0	0	12.094395280236	0	0	0	0	0	0	16.2241887905605	0	0	0	0	0.589970501474926	0	0.294985250737463	0	0
15709	24106	"Lake Maliq"	40.76667	20.78333	45	"AWI"	45	106	857	441	1.20240480961924	0	2.40480961923848	0.601202404809619	0	0.200400801603206	0.601202404809619	0	0	0.601202404809619	0	0	0	0	0	0	0	0	0	0.601202404809619	44.2885771543086	0	0	0	0	0	3.40681362725451	0	0	0	0	0	0	0	0	3.0060120240481	0	17.6352705410822	0.200400801603206	0	0	0	0	0	22.4448897795591	0.400801603206413	0.200400801603206	0	0	0.400801603206413	0	1.20240480961924	0	0	0	0	0	0.200400801603206	0.400801603206413	0	0
15709	24106	"Lake Maliq"	40.76667	20.78333	50	"AWI"	50	156	923	503	0.5	0.166666666666667	3.83333333333333	0.166666666666667	0	0	0.666666666666667	0	0	0	0	0.166666666666667	0	0	0	0	0	0	0	0.166666666666667	49.6666666666667	0	0	0	0	0	3.5	1.5	0	0	0	0	0	0	0	3.33333333333333	0	10.8333333333333	0	0.333333333333333	0.166666666666667	0	0	0	23.8333333333333	0	0	0	0	0	0	0.833333333333333	0	0	0	0	0.166666666666667	0	0	0	0.166666666666667
15709	24106	"Lake Maliq"	40.76667	20.78333	55	"AWI"	55	195	995	555	3.21782178217822	0.495049504950495	5.69306930693069	0.495049504950495	0	0	0.742574257425743	0	0	0.495049504950495	0	0	0.247524752475248	0	0	0	0	0	0	1.73267326732673	29.9504950495049	0	0	0	0	0	6.68316831683168	0	0	0	0.247524752475248	0	0	0.247524752475248	0	3.21782178217822	0	15.5940594059406	0	0.247524752475248	0	0	0	0	29.4554455445545	0.495049504950495	0	0	0	0	0	0.495049504950495	0	0	0	0	0	0.247524752475248	0	0	0
15709	24106	"Lake Maliq"	40.76667	20.78333	60	"AWI"	60	224	1080	611	2.0442930153322	0.170357751277683	4.08858603066439	0.340715502555366	0	0	0.340715502555366	0	0	0	0	0	0	0	0	0	0	0	0	1.70357751277683	49.4037478705281	0	0	0	0	0	3.40715502555366	0	0	0	0	0	0	0	0	3.91822827938671	0	13.458262350937	0.170357751277683	0.170357751277683	0	0	0	0	18.3986371379898	0.681431005110733	0	0	0	0.340715502555366	0	0.851788756388416	0	0	0	0	0	0	0.511073253833049	0	0
15709	24106	"Lake Maliq"	40.76667	20.78333	70	"AWI"	70	341	1228	724	4.15704387990762	0.23094688221709	1.15473441108545	0.92378752886836	0.23094688221709	0	1.15473441108545	0	0	0	0	0.69284064665127	0	0	0	0	0	0	0	0.23094688221709	37.1824480369515	0	0	0	0	0	2.3094688221709	0	0	0	0	0.69284064665127	0	0	0	0.69284064665127	0.23094688221709	29.5612009237875	0	0	0.46189376443418	0	0	0	12.933025404157	0.46189376443418	0.23094688221709	0	0	0.23094688221709	0	6.00461893764434	0	0	0	0	0	0	0.23094688221709	0	0
15709	24106	"Lake Maliq"	40.76667	20.78333	75	"AWI"	75	372	1312	783	1.6	0	1.33333333333333	0.8	0.266666666666667	0	0.8	0	0	1.06666666666667	0	0	0	0	0	0	0	0	0	0.533333333333333	31.7333333333333	0	0	0	0	0	5.6	0	0	0	0.266666666666667	0	0	0.266666666666667	0.533333333333333	0	0	22.4	0.266666666666667	0.266666666666667	0	0	0	0	24.5333333333333	0.533333333333333	0	0	0	0.266666666666667	0	6.13333333333333	0	0	0	0	0	0.533333333333333	0.266666666666667	0	0
15709	24106	"Lake Maliq"	40.76667	20.78333	83	"AWI"	83	450	1415	881	3.54838709677419	0.32258064516129	4.51612903225806	0	0.32258064516129	0	0	0	0	1.61290322580645	0	0	0	0	0	0	0	0	0	2.58064516129032	11.2903225806452	0	0	0	0	0	6.7741935483871	0	0	0	0	0.32258064516129	0.32258064516129	0	0	7.41935483870968	0.645161290322581	20.3225806451613	0.32258064516129	0.967741935483871	0	0	0	0	36.7741935483871	0.32258064516129	0	0	0	0.32258064516129	0	1.29032258064516	0	0	0	0	0	0	0	0	0
15709	24106	"Lake Maliq"	40.76667	20.78333	90	"AWI"	90	496	1497	967	1.42566191446029	0	2.44399185336049	0.610997963340122	0	0	0.407331975560081	0	0	0.407331975560081	0	0	0	0	0	0	0	0	0	1.42566191446029	47.8615071283096	0	0	0	0	0	2.85132382892057	0	0	0	0	0	0	0.407331975560081	0	1.42566191446029	0	15.2749490835031	0	0.203665987780041	0	0	0	0	17.7189409368635	0.203665987780041	0	0	0	0	0.407331975560081	6.5173116089613	0	0	0	0	0	0.203665987780041	0	0	0.203665987780041
15709	24106	"Lake Maliq"	40.76667	20.78333	100	"AWI"	100	562	1625	1091	2	0	2.57142857142857	1.42857142857143	0	0	1.14285714285714	0	0	1.42857142857143	0	0	0	0	0	0	0	0	0	3.71428571428571	14.2857142857143	0	0	0	0	0	7.14285714285714	0	0	0	0	0	0	0.857142857142857	0	10.8571428571429	0	18.5714285714286	0	0.857142857142857	0	0	0	0	33.1428571428571	0.285714285714286	0	0	0	0	0	1.71428571428571	0	0	0	0	0	0	0	0	0
