"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"
15799	24281	"Kulzer Moos"	49.3912	12.4482	120	"AWI"	120	9389	10030	9791	0	0	0.471698113207547	0	0	1.88679245283019	0.471698113207547	0	0	21.6981132075472	0	0	0	0	0	0	0	0	0.471698113207547	11.7924528301887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.3207547169811	0	0	0	0.471698113207547	0	0	0	0	0.943396226415094	0	0	0	0	0	0	0	0.471698113207547	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	300	"AWI"	300	13399	14042	13646	0	0	0	0	0	0.305343511450382	1.6793893129771	0	0	3.81679389312977	0.458015267175573	0	0	0	0	0	0	0	0	71.9083969465649	0.152671755725191	0	0	0	0	0	0	0	0	0	0	0	1.22137404580153	3.05343511450382	0	0	0	0	0	0	6.10687022900763	0	0	0	0	0	0	0	0	3.05343511450382	0	7.78625954198473	0	0	0.458015267175573	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	130	"AWI"	130	9532	10097	9882	0	0	0	0	0	0.644122383252818	0	0	0	20.6119162640902	0	0	0	0	0	0	0	0	0.966183574879227	11.2721417069243	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161030595813205	0	0	0	0	0	0.322061191626409	63.768115942029	0	0	0	0.483091787439614	0	0	0	0	0.483091787439614	0	0.644122383252818	0	0	0	0	0	0.644122383252818	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	110	"AWI"	110	9210	9951	9667	0	0	0	0	0	1.89035916824197	0.56710775047259	0	0	16.4461247637051	0	0	0	0	0	0	0	0	3.02457466918715	17.5803402646503	0	0	0	0	0	0	0	0	0	0	0	0	1.89035916824197	0	0	0	0	0	0	0.189035916824197	56.5217391304348	0	0	0	0.189035916824197	0	0.189035916824197	0	0	0.945179584120983	0	0.189035916824197	0	0	0	0	0	0.378071833648393	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	295	"AWI"	295	13326	13789	13503	0	0	0.215982721382289	0	0	0	0.431965442764579	0	0	2.59179265658747	0.863930885529158	0	0	0	0	0	0	0	0	74.2980561555076	0	0	0	0	0	0	0	0	0	0	0	0	2.37580993520518	0.863930885529158	0	0	0	0	0	0	11.2311015118791	0	0	0	0	0	0	0	0	2.80777537796976	0.431965442764579	3.23974082073434	0	0	0.431965442764579	0	0	0	0.215982721382289
15799	24281	"Kulzer Moos"	49.3912	12.4482	190	"AWI"	190	10320	11084	10715	0	0	0.266311584553928	0.133155792276964	0	0.266311584553928	0.399467376830892	0	0	26.4980026631158	0	0	0	0	0	0	0	0	0	25.4327563249001	0	0	0	0	0	0	0	0	0	0	0	0	0	0.133155792276964	0	0	0	0	0	0	36.6178428761651	0	0	0	0.532623169107856	0	0	0	5.45938748335553	0.133155792276964	0.266311584553928	3.72836218375499	0	0	0	0	0	0	0.133155792276964
15799	24281	"Kulzer Moos"	49.3912	12.4482	280	"AWI"	280	12902	13551	13204	0	0	0.127064803049555	0	0	0.127064803049555	0.762388818297332	0	0	8.89453621346887	0.508259212198221	0	0	0	0	0	0	0	0	42.0584498094028	0	0	0	0	0	0	0	0	0	0	0	0	2.28716645489199	4.32020330368488	0	0	0	0	0	0	34.4345616264295	0	0	0	0.127064803049555	0	0	0	0	3.93900889453621	0	1.52477763659466	0	0	0.508259212198221	0.127064803049555	0	0	0.254129606099111
15799	24281	"Kulzer Moos"	49.3912	12.4482	90	"AWI"	90	8475	9698	9221	0	0	0.308166409861325	0	0	0.61633281972265	0.154083204930663	0	0	11.7103235747304	0.308166409861325	0	0	0	0	0	0.154083204930663	0	8.01232665639445	22.3420647149461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.462249614791988	52.080123266564	0	0	0	0.924499229583975	0	0.770416024653313	0	0	0.924499229583975	0	0.462249614791988	0	0	0	0	0	0.770416024653313	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	200	"AWI"	200	10509	11252	10898	0	0	0.103842159916926	0.207684319833853	0	0	0.726895119418484	0	0	9.96884735202492	0.103842159916926	0	0	0	0	0	0	0.103842159916926	0	21.9106957424714	0.103842159916926	0	0	0.103842159916926	0	0	0	0	0	0	0	0	3.73831775700935	1.03842159916926	0	0	0	0	0	0	59.5015576323988	0	0	0	0.207684319833853	0	0	0	0	1.03842159916926	0	1.03842159916926	0	0	0.103842159916926	0	0	0	0
15799	24281	"Kulzer Moos"	49.3912	12.4482	140	"AWI"	140	9658	10164	9974	0	0	0.140449438202247	0	0	0.421348314606742	0.702247191011236	0	0	34.4101123595506	0	0	0.140449438202247	0	0	0	0	0	0.842696629213483	1.12359550561798	0	0	0	0	0	0	0	0	0	0	0.140449438202247	0	0	0	0	0	0	0	0	0	57.4438202247191	0	0	0	0.842696629213483	0	0	0	0	0.280898876404494	0.140449438202247	2.52808988764045	0	0	0	0	0	0.561797752808989	0.280898876404494
15799	24281	"Kulzer Moos"	49.3912	12.4482	150	"AWI"	150	9766	10227	10064	0	0	0.102880658436214	0	0	0.411522633744856	0.411522633744856	0	0	38.477366255144	0	0	0	0	0	0	0	0	0.308641975308642	1.54320987654321	0	0	0	0	0	0	0	0	0	0	0	0	0	0.102880658436214	0	0	0	0	0	0.102880658436214	51.6460905349794	0	0	0	0.308641975308642	0	0.102880658436214	0	0	0	0.102880658436214	5.76131687242798	0	0	0.102880658436214	0	0	0.51440329218107	0
