"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
16362	25427	"Lingreville"	48.92972	-1.54306	50	"AWI"	50	133	1332	584	50.6787330316742	0.452488687782805	1.80995475113122	0.452488687782805	0.452488687782805	3.16742081447964	1.35746606334842	0	0	0.452488687782805	11.7647058823529	0.904977375565611	1.35746606334842	0	0	0	0.452488687782805	0	0	0	0	0.452488687782805	1.35746606334842	0	22.1719457013575	0	0.452488687782805	0.452488687782805	0	0	0	0.452488687782805	0	1.35746606334842	0
16362	25427	"Lingreville"	48.92972	-1.54306	70	"AWI"	70	298	1626	868	30.4166666666667	0	1.25	0	10.8333333333333	5.83333333333333	1.66666666666667	0	0	0.833333333333333	11.25	0.416666666666667	0.833333333333333	0	0.416666666666667	0	0	0.416666666666667	0	0	0	0.416666666666667	1.25	0	29.1666666666667	0	0.833333333333333	0	0	0	0	0	0	4.16666666666667	0
16362	25427	"Lingreville"	48.92972	-1.54306	80	"AWI"	80	415	1753	1007	34.0336134453782	0.840336134453782	6.30252100840336	0.420168067226891	0.420168067226891	3.36134453781513	2.52100840336134	0	0	0.420168067226891	14.2857142857143	0.840336134453782	0.840336134453782	0	0.420168067226891	0	0	0.420168067226891	0	0	0	0	2.94117647058824	0	21.4285714285714	0	4.20168067226891	1.26050420168067	0	0	0.420168067226891	0	0	4.6218487394958	0
16362	25427	"Lingreville"	48.92972	-1.54306	100	"AWI"	100	615	2037	1283	46.6666666666667	0.512820512820513	4.61538461538462	0	0.512820512820513	6.15384615384615	2.05128205128205	0	0	1.53846153846154	14.8717948717949	1.02564102564103	0.512820512820513	0	0	0	0	0.512820512820513	0	0.512820512820513	0	0	3.58974358974359	0	0	0	10.7692307692308	0.512820512820513	0	0	0	0.512820512820513	0.512820512820513	4.61538461538462	0
16362	25427	"Lingreville"	48.92972	-1.54306	120	"AWI"	120	835	2288	1561	73.972602739726	0.684931506849315	1.36986301369863	0	2.05479452054794	0	2.73972602739726	0	0	0.684931506849315	9.58904109589041	0.684931506849315	0	0	0	0	0	0	0	0	0	0	1.36986301369863	0	0	0	4.10958904109589	0	0	0	0	0.684931506849315	0	2.05479452054794	0
16362	25427	"Lingreville"	48.92972	-1.54306	150	"AWI"	150	1287	2588	1974	40.1544401544402	1.54440154440154	3.47490347490348	0	0.772200772200772	3.08880308880309	2.31660231660232	0	0	0.772200772200772	9.26640926640927	2.31660231660232	0.386100386100386	0	0	0	0	0	0	0.386100386100386	0	0	0.386100386100386	0	25.0965250965251	0	8.88030888030888	0	0	0	0	0.772200772200772	0	0.386100386100386	0
16362	25427	"Lingreville"	48.92972	-1.54306	180	"AWI"	180	1772	2838	2368	33.8541666666667	0	0	0	0	1.5625	0.520833333333333	0	0	1.04166666666667	7.8125	1.04166666666667	0	0	0	0	0	0	0	0	0	0	2.08333333333333	0	50	0	0.520833333333333	0	0	0	0	1.04166666666667	0	0.520833333333333	0
16362	25427	"Lingreville"	48.92972	-1.54306	200	"AWI"	200	2062	3002	2610	26.7515923566879	1.91082802547771	0	0	0	0	1.91082802547771	0	0	0	10.1910828025478	2.54777070063694	0	0	0	0	0	0	0	0.636942675159236	0	0	0.636942675159236	0	53.5031847133758	0	0.636942675159236	0.636942675159236	0	0	0	0	0	0.636942675159236	0
16362	25427	"Lingreville"	48.92972	-1.54306	220	"AWI"	220	2355	3161	2831	32.1951219512195	1.46341463414634	0	0	0	5.85365853658537	2.4390243902439	0	0	0	7.80487804878049	5.85365853658537	0	0	0	0	0.48780487804878	0	0	0	0	0	0.48780487804878	0	40.9756097560976	0	0.975609756097561	0	0	0	0	0.48780487804878	0	0.975609756097561	0
16362	25427	"Lingreville"	48.92972	-1.54306	240	"AWI"	240	2721	3291	3042	53.3980582524272	6.79611650485437	0	0.970873786407767	0	3.88349514563107	0.970873786407767	0	0	0.970873786407767	10.6796116504854	4.85436893203883	1.94174757281553	0	0	0	0	0	0.970873786407767	0.970873786407767	0	0	4.85436893203883	0	0	0	2.9126213592233	0	0	0	0	2.9126213592233	0	0.970873786407767	1.94174757281553
16362	25427	"Lingreville"	48.92972	-1.54306	250	"AWI"	250	2850	3333	3115	28.3687943262411	13.4751773049645	0	1.41843971631206	4.9645390070922	2.12765957446809	0.709219858156028	0	0	0.709219858156028	14.1843971631206	9.21985815602837	0	0	0	0	2.12765957446809	0	0	0	0	0.709219858156028	16.3120567375887	0.709219858156028	0	0	2.12765957446809	0.709219858156028	0	0	0	0.709219858156028	0	1.41843971631206	0
16362	25427	"Lingreville"	48.92972	-1.54306	260	"AWI"	260	2925	3428	3197	31.2056737588652	14.8936170212766	0.709219858156028	0	2.12765957446809	7.80141843971631	1.41843971631206	0	0	0.709219858156028	7.80141843971631	8.51063829787234	0.709219858156028	0	0	0	0.709219858156028	0	0	0.709219858156028	0	1.41843971631206	15.6028368794326	0.709219858156028	0	0	2.83687943262411	0	0	0	0	0	0	1.41843971631206	0.709219858156028
