"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Onagraceae"	"Orobanchaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	0	"AWI"	0	-101	63	-20	1.49006622516556	0.165562913907285	0	0	0	0	8.60927152317881	0	0	0	0	4.13907284768212	4.13907284768212	59.9337748344371	0	0.165562913907285	0.165562913907285	0	0	0	13.5761589403974	0.165562913907285	6.29139072847682	0	0.496688741721854	0	0	0.165562913907285	0.165562913907285	0	0	0	0	0.33112582781457	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	10	"AWI"	10	-6	950	259	7.14285714285714	0	0	0	0.476190476190476	0	21.9047619047619	0	0.476190476190476	0	0	16.6666666666667	24.2857142857143	0	0	0	0	0	0	0	18.0952380952381	2.85714285714286	6.19047619047619	0	0	0	0	0	1.42857142857143	0	0	0	0	0.476190476190476	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	20	"AWI"	20	127	1520	613	5.95238095238095	0	0	0	0	0	29.7619047619048	0	0	0	0	18.1547619047619	12.202380952381	0	0	0	0	0	0	0	18.75	0.595238095238095	8.03571428571429	0	5.05952380952381	0	0	0	0.595238095238095	0.595238095238095	0	0	0	0	0.297619047619048	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	30	"AWI"	30	299	1990	966	1.85185185185185	0	0	0	0	0	8.90652557319224	0	0.0881834215167548	0	0	5.20282186948854	49.3827160493827	27.5132275132275	0	0	0	0	0	0	1.49911816578483	0.705467372134039	3.43915343915344	0	0.970017636684303	0	0	0.0881834215167548	0.17636684303351	0.17636684303351	0	0	0	0	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	40	"AWI"	40	546	2385	1316	9.01408450704225	0	0	0	0	0	31.2676056338028	0	0	0	0	15.4929577464789	26.7605633802817	0	0	0	0	0	0	0.28169014084507	12.9577464788732	0	0.845070422535211	0	2.25352112676056	0	0	0	0	0.28169014084507	0	0	0	0.845070422535211	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	50	"AWI"	50	803	2743	1678	9.25373134328358	0	0	0	0	0	20.5970149253731	0	0	0	0	16.4179104477612	34.0298507462687	0	0	0	0.597014925373134	0	0	0	13.7313432835821	0	2.6865671641791	0	1.49253731343284	0	0	0	0	0.895522388059702	0	0.298507462686567	0	0	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	60	"AWI"	60	1079	3144	2039	17.8807947019868	0	0	0	0	0	24.8344370860927	0	0	0	0	25.4966887417219	6.95364238410596	0	0	0	0	0	0	0	15.2317880794702	0	0.993377483443709	0	6.29139072847682	0	0	0	0	0.33112582781457	0	0	0	1.98675496688742	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	70	"AWI"	70	1370	3480	2386	19.0243902439024	0	0	0	0	0	22.9268292682927	0.48780487804878	0	0	0	18.5365853658537	5.36585365853659	0	0	0	0.975609756097561	0	0	0	21.9512195121951	0.48780487804878	1.46341463414634	0	4.39024390243902	0	0	0	0	0	0	0	0	3.90243902439024	0.48780487804878	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	80	"AWI"	80	1682	3801	2742	12.0481927710843	0	0	0	0	0	11.2449799196787	0	0	0	0	17.6706827309237	18.4738955823293	0	0	0	0	0	0	0	27.710843373494	0	2.81124497991968	0	6.82730923694779	0	0	0	0	0.803212851405622	0	0	0	2.40963855421687	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	90	"AWI"	90	1993	4094	3099	12.0603015075377	0	0	0	0	0	28.1407035175879	0	0	0	0	19.0954773869347	3.01507537688442	0	0	0	0.50251256281407	0	0	0	27.1356783919598	0	2.51256281407035	0	4.02010050251256	0	0	0	0.50251256281407	0	0	0	0	3.01507537688442	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	100	"AWI"	100	2379	4382	3449	15.7407407407407	0	0	0	0	0	22.6851851851852	0	0	0	0	22.6851851851852	4.16666666666667	0	0	0	0	0	0	0	24.0740740740741	0	2.77777777777778	0	5.55555555555556	0	0	0	0.462962962962963	0.462962962962963	0	0	0	1.38888888888889	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	110	"AWI"	110	2778	4667	3800	15.4589371980676	0	0	0	0	0	19.8067632850242	0	0	0	0	21.256038647343	2.89855072463768	0	0	0	0	0	0	0	31.4009661835749	0	3.38164251207729	0	5.79710144927536	0	0	0	0	0	0	0	0	0	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	120	"AWI"	120	3153	4899	4151	6.06060606060606	0	0	0	0	0	22.7272727272727	0	0	0	0	17.1717171717172	3.53535353535354	0	0	0	0.505050505050505	0	0	0	35.8585858585859	0	3.03030303030303	0	7.57575757575758	0	0	0	0	0.505050505050505	0	0	0	3.03030303030303	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	130	"AWI"	130	3564	5128	4509	9.66921119592875	0	0	0	0	0	29.2620865139949	0	0	0	0	17.5572519083969	3.05343511450382	0	0	0	0.254452926208651	0	0	0	27.735368956743	0	2.29007633587786	0	5.34351145038168	0	0	0	0.254452926208651	0.508905852417303	0	0	0.254452926208651	3.81679389312977	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	135	"AWI"	135	3901	5215	4667	3.9568345323741	0	0	0	0	0	17.6258992805755	0	0	0	0	14.7482014388489	8.63309352517986	0	0	0	0	0	0	0	41.3669064748201	0	3.9568345323741	0	5.39568345323741	0	0	0	0	0.719424460431655	0	0	0	3.59712230215827	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	140	"AWI"	140	4096	5362	4846	6.1624649859944	0	0	0	0	0	15.6862745098039	0	0	0	0	10.3641456582633	28.8515406162465	0	0	0	0	0	0	0	28.5714285714286	0	4.48179271708683	0	3.64145658263305	0	0	0	0.280112044817927	0	0	0	0	1.96078431372549	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	145	"AWI"	145	4536	5427	4990	6.84931506849315	0	0	0	0	0	19.634703196347	0	0	0	0	15.9817351598174	12.7853881278539	0	0	0	0	0	0	1.82648401826484	22.3744292237443	0	8.21917808219178	0	5.47945205479452	0.45662100456621	0	0	0.45662100456621	1.14155251141552	0	0	0	4.79452054794521	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	150	"AWI"	150	4831	5550	5169	4.05405405405405	0	0	0	0	0	18.6486486486486	0	0	0	0	16.7567567567568	3.24324324324324	21.6216216216216	0	0	0	0	0	0.540540540540541	25.9459459459459	0	3.24324324324324	0	1.89189189189189	0	0	0	0.27027027027027	0.27027027027027	0	0	0	3.51351351351351	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	155	"AWI"	155	5057	6196	5556	5.33333333333333	0	0	0	0	0	18.1333333333333	0	0	0	0	14.6666666666667	1.06666666666667	0	0	0	0	0	0	1.86666666666667	50.6666666666667	0	2.4	0	2.93333333333333	0	0	0	0.266666666666667	0	0	0	0	2.66666666666667	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	160	"AWI"	160	5166	7135	5928	2.52100840336134	0	0	0	0	0	22.6890756302521	0	0	0	0	17.3669467787115	3.36134453781513	17.3669467787115	0	0	0	0	0	0	26.6106442577031	0	5.88235294117647	0	2.24089635854342	0	0	0	0	0	0	0	0	1.96078431372549	0	0
2977	3879	"Allt na Feithe Sheilich"	57.31333	-3.90841	165	"AWI"	165	5537	7327	6430	1.40280561122244	0	0	0	0	0	19.8396793587174	0	0	0	0	13.627254509018	2.60521042084168	7.21442885771543	0	0	0	0	0	9.81963927855711	34.8697394789579	0	5.61122244488978	0	2.00400801603206	0	0	0	0.200400801603206	0.601202404809619	0	0.200400801603206	0	2.00400801603206	0	0
