"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Trachycarpus"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
23873	41401	"Balladrum"	46.15919	8.74872	1	"AWI"	1	-127	69	-30	0	2	0	0	0	0	1	0	4	0	12	0	0	0	0	0	0	444	0	0	0	0	5	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	0	1	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	38	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0
23873	41401	"Balladrum"	46.15919	8.74872	8	"AWI"	8	7	513	195	2	0	331	0	0	0	0	2	0	0	22	0	0	0	0	0	0	176	1	0	0	0	13	0	27	0	0	0	0	0	2	0	7	0	0	0	0	0	4	1	0	0	0	0	0	2	0	0	0	0	1	12	0	0	0	0	0	0	33	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
23873	41401	"Balladrum"	46.15919	8.74872	12	"AWI"	12	90	687	330	1	0	53	1	0	0	0	6	0	0	36	0	5	0	17	0	0	145	3	0	1	0	40	0	139	0	0	86	0	0	15	0	0	0	0	2	0	0	24	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	32	1	0	0	0	3	0	4	0	0	0	0	0	0	1	1	0	0	1	0	0	0
23873	41401	"Balladrum"	46.15919	8.74872	16	"AWI"	16	185	858	470	2	0	39	3	0	0	0	9	0	0	47	0	1	0	0	0	0	114	0	0	0	0	51	0	104	1	0	0	0	0	23	0	0	0	0	0	0	0	12	3	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	27	2	0	0	0	3	0	1	0	0	0	0	0	0	1	2	0	1	0	0	0	3
23873	41401	"Balladrum"	46.15919	8.74872	20	"AWI"	20	279	1023	610	5	0	0	3	0	0	0	10	0	0	26	0	8	0	15	0	0	163	0	0	0	0	38	0	179	0	0	45	0	0	20	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	32	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0
23873	41401	"Balladrum"	46.15919	8.74872	24	"AWI"	24	403	1176	752	2	0	106	1	0	0	1	5	0	0	24	0	0	0	5	0	0	99	0	0	0	0	40	0	43	0	0	0	0	0	18	0	2	1	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	0	45	2	0	0	17	13	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0
23873	41401	"Balladrum"	46.15919	8.74872	28	"AWI"	28	529	1336	899	0	0	89	2	0	0	0	7	0	0	22	0	1	0	5	0	0	114	0	0	0	0	33	0	85	0	0	0	0	0	14	0	0	1	0	0	0	0	24	0	0	1	1	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	60	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0
23873	41401	"Balladrum"	46.15919	8.74872	32	"AWI"	32	664	1481	1052	0	2	330	1	0	0	1	1	0	0	10	0	1	0	0	0	0	98	1	0	0	0	16	0	92	0	0	0	0	0	4	0	0	0	0	0	0	0	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0
23873	41401	"Balladrum"	46.15919	8.74872	36	"AWI"	36	779	1620	1194	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	504	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
23873	41401	"Balladrum"	46.15919	8.74872	40	"AWI"	40	913	1758	1337	5	0	0	0	0	0	0	2	0	0	2	0	1	0	0	0	0	402	0	0	0	0	18	0	34	0	0	0	0	0	13	0	0	0	0	0	0	0	7	2	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
