"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Linaceae"	"Olea"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
3046	3973	"Vallon de Provence"	44.39111	6.40417	496	"AWI"	496	10735	12692	11638	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	498	"AWI"	498	10768	12743	11681	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	497	"AWI"	497	10751	12716	11657	0	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	1	0	4	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	100	"AWI"	100	2045	3671	2932	9	0	5	0	0	2	0	6	0	0	0	0	0	0	0	0	8	0	0	16	0	0	0	0	24	1	0	1	0	0	0	0	0	0	0	160	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	110	"AWI"	110	2402	3905	3236	21	0	1	3	0	3	0	6	0	0	0	0	2	0	0	0	3	0	0	100	0	0	0	0	7	2	0	4	0	0	0	0	0	3	0	96	0	0	15	0	43	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	120	"AWI"	120	2767	4085	3543	28	0	7	0	0	1	0	4	0	0	1	0	0	0	1	0	3	0	0	28	0	0	0	0	18	2	0	1	0	0	0	0	0	0	0	168	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1
3046	3973	"Vallon de Provence"	44.39111	6.40417	130	"AWI"	130	3144	4266	3859	48	0	7	0	0	1	0	4	0	0	0	0	0	0	0	0	7	0	2	19	0	0	0	0	5	0	0	1	0	0	0	0	0	0	0	170	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	140	"AWI"	140	3773	4415	4140	36	1	1	0	2	1	0	7	0	0	1	0	0	0	0	1	3	0	0	11	0	0	0	0	3	0	0	2	0	0	0	0	0	0	1	207	0	0	0	0	28	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	150	"AWI"	150	4060	4788	4389	28	0	1	0	0	2	0	26	0	0	0	0	0	0	0	1	6	0	3	15	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	198	0	0	0	0	18	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	160	"AWI"	160	4213	5145	4618	21	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	170	"AWI"	170	4376	5419	4851	42	0	0	0	1	2	0	9	0	0	1	0	0	0	1	0	2	0	0	8	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	159	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	180	"AWI"	180	4559	5674	5098	44	0	1	0	1	1	0	5	0	0	0	0	0	0	0	1	4	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	190	"AWI"	190	4761	5890	5341	95	0	2	1	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	200	"AWI"	200	4991	6077	5579	50	0	2	0	2	2	0	10	0	0	0	0	0	0	0	0	6	0	0	3	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	137	0	0	5	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	210	"AWI"	210	5271	6251	5821	57	0	2	0	1	1	0	3	0	0	0	0	0	0	0	0	4	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	220	"AWI"	220	5526	6398	6058	25	0	1	0	0	3	0	7	0	0	0	0	1	0	0	0	1	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	175	0	0	0	0	15	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	230	"AWI"	230	5889	6528	6281	81	4	4	0	2	17	0	25	0	0	1	0	0	0	0	0	12	0	1	116	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	351	0	0	0	1	31	1	0	0	2	1	0	0	0	0	0	0	1	4	1	0
3046	3973	"Vallon de Provence"	44.39111	6.40417	235	"AWI"	235	6055	6574	6361	63	0	0	0	2	5	0	7	1	1	0	0	1	0	0	2	8	0	0	32	0	0	0	0	0	1	0	1	0	0	0	0	0	2	0	195	0	0	12	0	21	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
