"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	228	"AWI"	228	2003	2435	2163	0	1.86915887850467	1.86915887850467	7.47663551401869	0	0	0	4.67289719626168	0	0	1.86915887850467	1.86915887850467	0	0	0	0.934579439252336	0	0	0	9.34579439252336	0	2.80373831775701	0	0	0	5.60747663551402	0	0	0	0	0	0	1.86915887850467	0	0	0	0	0	0	0	0	0	2.80373831775701	34.5794392523364	0.934579439252336	0	0	0	0	0	0	17.7570093457944	0	0	0	0.934579439252336	0	0.934579439252336	0	0	0	0	0	0	0	0	0.934579439252336	0.934579439252336	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	284	"AWI"	284	3117	3783	3471	0	1.80995475113122	3.61990950226244	0.904977375565611	0	0	0	0.904977375565611	0	0	2.26244343891403	0	0	0	0	0	0	0	0.452488687782805	7.69230769230769	0.452488687782805	0.452488687782805	0	0	0	4.07239819004525	0	0	0	0	0	0	0	1.35746606334842	0	17.6470588235294	0	0.904977375565611	0	0	0	0	2.71493212669683	22.1719457013575	0	0	0	0	0	0	0	21.7194570135747	5.42986425339367	0	0	0	0	0	1.80995475113122	0	0	0	0	0	0	0	0	3.16742081447964	0	0.452488687782805
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	298	"AWI"	298	3587	4049	3793	0	1.42857142857143	7.85714285714286	0.357142857142857	0.357142857142857	0	0	2.5	0	0	4.64285714285714	0	0	0	0	0	0	0	0	6.42857142857143	0	0.714285714285714	0	0	0	4.28571428571429	0	0	0	0.357142857142857	0	0	0	1.07142857142857	0	14.6428571428571	0	0	0	0	0	0	0	15.7142857142857	0	0	0	0	0	0	0	26.4285714285714	5.71428571428571	0	0	0	0	0.714285714285714	3.57142857142857	0.357142857142857	0	0	0	1.07142857142857	1.42857142857143	0	0	0.357142857142857	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	299	"AWI"	299	3620	4062	3816	0	1.72413793103448	7.88177339901478	0.246305418719212	0	0	0	1.97044334975369	0	0	2.70935960591133	0	0.246305418719212	0	0	0	0	0	0	6.40394088669951	0	2.70935960591133	0	0	0	1.47783251231527	0	0	0	0	0	0	0	0	0	0	0	0.738916256157635	0	0	0	0	0.985221674876847	14.7783251231527	0	0	22.9064039408867	0	0	0	0	20.6896551724138	5.41871921182266	0	0	0	0	1.23152709359606	4.43349753694581	0	0	0	0	0	1.23152709359606	0	0.246305418719212	0.985221674876847	0.738916256157635	0.246305418719212
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	301	"AWI"	301	3676	4101	3867	0	1.08695652173913	6.52173913043478	0.543478260869565	0	0	0	2.71739130434783	0	0	4.34782608695652	0	0	0	0	0	0	0	0	8.15217391304348	0	2.71739130434783	0	0	0	5.43478260869565	0	0	0	0	0	0	0	0	0	27.1739130434783	0	0	0.543478260869565	0	0	0	0.543478260869565	14.6739130434783	0	0	0	0	0	0	0	15.2173913043478	1.6304347826087	0	0	0	0	1.08695652173913	5.43478260869565	0	0	0	0	0	0.543478260869565	0	0	1.6304347826087	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	303	"AWI"	303	3723	4148	3926	0	0.961538461538462	6.73076923076923	1.44230769230769	0	0	0	1.44230769230769	0	0	6.25	0	0	0	0	0	0	0	0	2.88461538461538	0.480769230769231	0.961538461538462	0	0	0	4.32692307692308	0	0	0.480769230769231	0	0	1.44230769230769	0	0	0	0	0	0	0.480769230769231	0	0	0	1.44230769230769	28.8461538461538	0	0	0	0	0	0	0	23.5576923076923	12.0192307692308	0	0	0	0	0.480769230769231	4.32692307692308	0	0	0	0	0	0.961538461538462	0	0	0.480769230769231	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	304	"AWI"	304	3742	4185	3954	0	3.33333333333333	6.25	2.08333333333333	0	0	0	1.25	0	0	4.58333333333333	0	0	0	0	0.416666666666667	0	0	0	3.33333333333333	0	0.416666666666667	0	0	0	6.66666666666667	0	0	0	0	0	0	0	0	0	11.25	0	0	0	0	0	0	0.416666666666667	25.4166666666667	0	0	0	0	0	0	0	21.6666666666667	3.33333333333333	0	0	0	0	0.416666666666667	4.58333333333333	0	0	0	0	0	2.91666666666667	0	0	1.66666666666667	0	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	307	"AWI"	307	3821	4265	4047	0	2.97397769516729	5.94795539033457	1.85873605947955	0	0	0	0.743494423791822	0	0	3.3457249070632	0	0	0	0	0	0	0	0	4.83271375464684	0	0	0	0	0	3.71747211895911	0	0	0.371747211895911	0	0	1.48698884758364	0	0	0	6.69144981412639	0	0	0	0	0	0	0.371747211895911	21.5613382899628	0	0	16.3568773234201	0	0	0	0	16.3568773234201	5.94795539033457	0	0	0.371747211895911	0	0	4.46096654275093	0	0	0	0	0	1.11524163568773	0	0	1.11524163568773	0.371747211895911	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	311	"AWI"	311	3941	4366	4176	0	5.99078341013825	6.91244239631336	0.460829493087558	0	0	0	0.460829493087558	0	0	5.52995391705069	0	0.460829493087558	0	0	0	0	0	0	5.99078341013825	0	0.921658986175115	0	0	0	4.14746543778802	0	0	1.84331797235023	0	0	0	0.460829493087558	0	0	0	0	0	0	0	0	0	0.921658986175115	22.5806451612903	0	0	0	0	0	0	0	26.7281105990783	8.75576036866359	0	0	0	0	0	5.52995391705069	0	0	0	0	0	0.921658986175115	0	0	0.460829493087558	0.921658986175115	0
27222	48640	"Lac des Grenouilles"	44.09825	7.48358	312	"AWI"	312	3999	4379	4205	12.3595505617978	2.24719101123596	3.37078651685393	0.674157303370786	0	0	0	1.12359550561798	0	0	1.79775280898876	0	0.224719101123596	0	0.224719101123596	0.224719101123596	0	0	0	3.82022471910112	0	0.224719101123596	0	0	0	2.24719101123596	0	0	0	0	0	0	0	0.674157303370786	0	7.86516853932584	0	0	0	0	0	0	0	21.123595505618	0	0	14.1573033707865	0	0	0	0	17.5280898876404	4.26966292134831	0	0	0	0	0.674157303370786	3.37078651685393	0	0	0	0	0	0.674157303370786	0	0	0.898876404494382	0.224719101123596	0
