"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juniperus"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3460	4479	"Tarnowiec"	49.73807	21.56259	168	"AWI"	168	10629	11613	11076	0	0	1	2	0	0	9	0	43	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	1	2	0	1	211	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	170	"AWI"	170	10666	11737	11137	0	0	0	5	0	0	14	0	85	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	1	5	0	1	476	0	0	0	0	0	0	0	2	0	3	0	0	0	1	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	175	"AWI"	175	10935	11863	11288	0	0	0	10	0	0	54	0	99	0	1	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	5	0	3	484	0	0	0	0	0	0	0	1	0	4	0	0	0	2	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	180	"AWI"	180	11094	12073	11452	0	0	0	15	0	0	79	0	203	0	0	0	0	0	1	0	33	0	0	0	1	0	0	0	0	0	21	0	3	703	0	0	0	0	1	0	0	3	0	8	0	0	1	5	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	183	"AWI"	183	11279	12247	11691	0	0	0	6	0	0	11	0	39	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	3	0	0	76	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	188	"AWI"	188	11423	12724	12083	0	0	1	3	0	0	17	0	97	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	1	140	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	190	"AWI"	190	11474	12978	12230	0	0	0	3	0	0	27	0	124	0	0	0	0	0	0	1	27	0	0	0	0	0	0	0	0	2	7	0	3	623	0	0	0	0	0	0	0	1	0	4	0	0	0	2	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	193	"AWI"	193	11890	13042	12463	0	0	0	4	0	0	5	0	40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	161	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	195	"AWI"	195	12118	13095	12618	0	0	0	2	0	0	19	0	97	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	3	0	2	446	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	198	"AWI"	198	12372	13213	12858	0	0	1	2	0	0	4	0	116	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	2	0	0	404	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	203	"AWI"	203	12600	13532	13131	0	0	1	2	0	0	22	0	184	0	1	0	0	0	0	0	46	0	0	0	0	0	0	0	0	5	22	0	3	685	0	0	0	0	0	0	0	2	0	8	0	0	0	3	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	205	"AWI"	205	12675	13714	13196	0	0	0	7	0	0	40	0	183	0	0	0	0	0	0	0	42	2	0	0	0	0	0	0	0	3	2	0	1	0	0	0	0	0	0	0	0	2	0	8	0	0	0	5	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	210	"AWI"	210	12786	14227	13359	0	0	1	8	0	0	5	0	92	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	8	0	1	548	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	213	"AWI"	213	12879	14377	13480	0	0	0	0	0	0	2	0	29	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	4	0	0	217	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	218	"AWI"	218	13001	14671	13687	0	0	0	0	0	0	6	0	25	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2	7	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	223	"AWI"	223	13145	14961	13884	0	0	0	3	0	0	12	0	108	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	15	0	1	447	0	0	0	2	0	0	0	1	0	6	0	0	0	8	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	225	"AWI"	225	13195	15084	13967	0	0	0	2	0	0	19	0	143	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	13	0	0	610	0	0	0	0	0	0	0	1	0	5	0	1	0	4	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	230	"AWI"	230	13300	15397	14172	0	0	0	2	0	0	23	0	137	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	3	9	0	0	580	0	0	0	0	0	0	0	3	0	8	0	0	0	7	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	235	"AWI"	235	13502	15579	14376	0	0	1	0	0	0	16	0	71	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	3	5	0	1	374	0	0	0	0	0	0	0	1	0	3	0	0	0	3	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	240	"AWI"	240	13602	15887	14570	0	0	0	2	0	0	3	0	60	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3	5	0	0	371	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	243	"AWI"	243	13721	16010	14715	0	0	0	0	0	0	21	0	84	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	1	13	0	1	430	0	0	0	0	0	0	0	1	0	5	0	0	0	4	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	245	"AWI"	245	13799	16142	14815	0	0	0	3	0	0	22	0	87	0	0	0	0	0	0	0	28	1	0	0	0	0	0	0	0	7	8	0	0	349	0	0	0	0	0	0	0	1	0	9	0	0	0	2	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	248	"AWI"	248	13883	16362	14952	0	0	0	1	0	0	0	0	19	0	1	0	0	0	0	0	53	0	0	0	0	0	0	0	1	4	2	0	1	77	0	0	0	0	0	0	0	1	0	6	0	0	0	1	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	253	"AWI"	253	14055	16709	15207	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1	1	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
