"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Ilex"	"Juniperus"	"Larix"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3460	4479	"Tarnowiec"	49.73807	21.56259	5	"AWI"	5	-42	691	261	0	0	10	1	0	0	1	0	0	0	0	0	0	0	0	3	14	0	0	0	0	0	1	0	0	0	0	1	8	0	0	26	0	0	0	0	0	0	0	2	1	0	0	0	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	10	"AWI"	10	11	1446	594	1	0	14	2	0	0	0	0	0	0	1	0	0	0	0	1	30	0	0	0	0	0	3	0	0	0	0	0	9	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	15	"AWI"	15	293	1596	982	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	13	0	0	0	0	0	4	0	0	0	0	1	4	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	18	"AWI"	18	373	1728	1223	0	0	24	2	0	0	4	0	0	0	0	0	0	0	0	9	31	0	0	0	0	0	3	0	0	0	0	1	16	0	0	25	1	0	9	0	0	0	0	1	0	0	0	0	0	2	0
3460	4479	"Tarnowiec"	49.73807	21.56259	20	"AWI"	20	426	1889	1366	1	0	15	1	0	0	0	0	0	0	1	0	0	0	0	2	29	0	0	0	0	0	2	0	0	1	0	3	8	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	25	"AWI"	25	1417	1964	1745	0	0	63	2	0	0	4	0	0	0	0	0	0	0	0	13	11	0	0	0	0	0	6	0	0	0	0	12	26	0	0	0	0	0	11	0	0	1	0	1	1	0	0	0	0	3	1
3460	4479	"Tarnowiec"	49.73807	21.56259	28	"AWI"	28	1842	2136	1977	9	0	60	0	0	0	4	0	0	0	0	0	0	0	0	20	3	0	0	0	0	0	36	0	0	0	0	8	19	0	0	0	0	0	6	0	0	0	0	3	0	0	0	0	0	2	2
3460	4479	"Tarnowiec"	49.73807	21.56259	33	"AWI"	33	2060	2773	2395	17	1	193	0	0	1	9	0	0	0	2	0	0	0	0	23	4	0	0	0	0	0	63	0	0	0	0	19	23	0	0	0	0	0	24	0	0	2	0	4	0	0	0	0	0	8	0
3460	4479	"Tarnowiec"	49.73807	21.56259	38	"AWI"	38	2177	3587	2797	51	0	108	1	0	0	5	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	23	0	0	0	0	7	30	0	0	0	0	0	22	0	0	0	0	5	7	0	0	0	0	2	3
3460	4479	"Tarnowiec"	49.73807	21.56259	40	"AWI"	40	2211	3943	2956	15	0	36	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	11	0	0	0	0	6	5	0	0	0	0	0	8	0	0	0	0	9	0	0	0	0	0	2	0
3460	4479	"Tarnowiec"	49.73807	21.56259	43	"AWI"	43	2598	4007	3221	38	0	96	2	0	0	3	0	0	0	1	0	0	0	0	21	1	0	0	0	0	1	43	0	0	0	0	13	16	0	0	0	0	0	16	0	0	0	0	9	3	0	0	1	0	9	0
3460	4479	"Tarnowiec"	49.73807	21.56259	48	"AWI"	48	3017	4166	3699	11	0	80	1	0	0	3	0	0	0	0	0	0	0	0	13	3	0	0	0	0	0	12	0	0	0	0	8	44	0	0	0	0	0	25	0	0	0	0	1	4	0	0	0	0	2	1
3460	4479	"Tarnowiec"	49.73807	21.56259	53	"AWI"	53	3450	4353	4009	21	0	95	0	0	0	1	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	80	0	0	0	0	10	8	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	7	0
3460	4479	"Tarnowiec"	49.73807	21.56259	55	"AWI"	55	3624	4388	4099	13	0	85	1	0	0	2	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	29	0	0	0	0	7	14	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	60	"AWI"	60	3897	4602	4341	23	0	185	1	0	0	7	0	0	0	1	0	0	0	0	35	16	0	0	0	0	0	24	1	0	0	1	7	41	0	0	0	0	0	43	0	0	0	0	2	4	0	0	0	0	5	0
3460	4479	"Tarnowiec"	49.73807	21.56259	65	"AWI"	65	4004	4695	4421	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	2	0
3460	4479	"Tarnowiec"	49.73807	21.56259	73	"AWI"	73	4151	4889	4544	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	2	0	0	0	0	3	18	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0
3460	4479	"Tarnowiec"	49.73807	21.56259	78	"AWI"	78	4242	4994	4626	2	1	261	3	0	0	14	0	0	0	1	0	0	0	0	58	2	0	0	0	0	0	12	0	0	0	0	11	72	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	5	0
3460	4479	"Tarnowiec"	49.73807	21.56259	80	"AWI"	80	4271	5043	4659	1	0	132	1	0	0	10	0	0	0	0	0	0	0	0	15	4	0	0	0	0	0	13	0	0	0	0	13	43	0	0	0	0	0	14	0	0	0	0	5	2	0	0	0	0	1	2
3460	4479	"Tarnowiec"	49.73807	21.56259	85	"AWI"	85	4383	5116	4738	3	0	89	2	0	0	9	0	0	0	0	0	0	0	0	23	8	0	0	0	0	0	11	0	0	0	0	17	44	0	0	0	0	0	9	0	0	0	0	6	3	0	0	1	0	3	1
3460	4479	"Tarnowiec"	49.73807	21.56259	90	"AWI"	90	4457	5214	4818	0	0	83	1	0	0	2	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	5	0	0	0	0	11	37	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	98	"AWI"	98	4659	5312	4959	0	2	169	0	0	0	0	0	0	0	0	0	0	0	0	32	4	0	0	0	0	0	0	0	0	0	0	5	79	0	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	11	1
3460	4479	"Tarnowiec"	49.73807	21.56259	103	"AWI"	103	4787	5488	5108	0	2	228	0	0	0	1	0	0	0	0	0	0	0	0	73	1	0	0	4	0	0	1	0	0	0	0	8	106	0	0	0	0	0	23	0	0	0	0	1	0	0	0	0	0	3	0
3460	4479	"Tarnowiec"	49.73807	21.56259	108	"AWI"	108	4867	5730	5299	1	1	88	0	0	0	2	0	0	0	0	0	0	0	0	20	14	0	0	0	0	0	0	1	0	0	0	2	52	0	0	0	0	0	6	0	0	0	0	1	1	0	0	0	0	6	0
3460	4479	"Tarnowiec"	49.73807	21.56259	110	"AWI"	110	4891	5860	5362	0	6	174	0	0	0	9	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	3	0	0	0	0	7	36	0	0	0	0	0	28	0	0	0	0	0	4	0	0	0	0	14	0
3460	4479	"Tarnowiec"	49.73807	21.56259	113	"AWI"	113	5031	5911	5462	0	3	100	0	0	0	13	0	0	0	0	0	0	0	0	60	2	0	0	0	0	0	0	0	0	0	0	9	31	0	0	0	0	0	25	0	0	0	0	2	0	0	0	1	0	17	1
3460	4479	"Tarnowiec"	49.73807	21.56259	118	"AWI"	118	5172	6036	5656	0	1	154	0	0	0	1	0	0	0	0	0	0	0	0	72	6	0	0	0	0	0	2	0	0	0	0	4	84	0	0	0	0	0	37	0	0	0	0	4	1	0	0	4	0	12	2
3460	4479	"Tarnowiec"	49.73807	21.56259	120	"AWI"	120	5215	6128	5729	0	1	16	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	2	0	0	0	0	0	11	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0
3460	4479	"Tarnowiec"	49.73807	21.56259	125	"AWI"	125	5580	6197	5897	0	0	91	1	0	0	0	0	0	0	0	0	0	0	0	58	9	0	0	0	0	0	7	0	0	0	0	0	18	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	16	0
3460	4479	"Tarnowiec"	49.73807	21.56259	130	"AWI"	130	5800	6353	6084	1	1	206	1	0	0	1	0	0	0	0	0	0	0	0	105	2	0	0	0	0	0	14	3	0	0	0	3	44	0	0	0	0	0	21	0	0	2	0	0	0	0	0	1	0	20	0
3460	4479	"Tarnowiec"	49.73807	21.56259	135	"AWI"	135	6927	7499	7196	0	1	91	1	0	0	0	0	0	0	0	0	0	0	0	35	1	0	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	0
3460	4479	"Tarnowiec"	49.73807	21.56259	138	"AWI"	138	7502	8281	7869	0	1	89	1	0	0	1	0	0	1	0	0	0	0	0	41	8	0	0	0	0	0	3	0	0	0	0	1	14	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	51	20	2
3460	4479	"Tarnowiec"	49.73807	21.56259	143	"AWI"	143	8573	9233	8874	0	0	112	0	0	0	3	0	0	0	2	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	7	0
3460	4479	"Tarnowiec"	49.73807	21.56259	145	"AWI"	145	8941	9562	9254	0	1	81	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	1	1
3460	4479	"Tarnowiec"	49.73807	21.56259	150	"AWI"	150	9540	10643	10226	0	0	2	4	0	0	72	0	126	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	4	0	3	462	0	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	153	"AWI"	153	9980	10714	10397	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
3460	4479	"Tarnowiec"	49.73807	21.56259	158	"AWI"	158	10339	11068	10695	0	0	0	10	0	0	44	0	103	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1	5	0	0	460	0	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0
3460	4479	"Tarnowiec"	49.73807	21.56259	163	"AWI"	163	10506	11411	10905	0	0	0	6	0	0	30	0	80	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	2	3	0	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
