"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Fagus"	"Fraxinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Quercus"	"Quercus.evg.type"	"Tilia"	"Ulmus"	"Vitaceae"
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	650	"AWI"	650	3479	3898	3694	4.57142857142857	23.7142857142857	1.71428571428571	0.857142857142857	0.857142857142857	23.1428571428571	0	0.285714285714286	2.85714285714286	0.571428571428571	0.571428571428571	0.857142857142857	5.14285714285714	31.1428571428571	2.57142857142857	0.571428571428571	0.285714285714286	0.285714285714286
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	670	"AWI"	670	3523	3936	3734	3.59281437125748	23.6526946107784	2.39520958083832	2.69461077844311	0.898203592814371	21.8562874251497	0.898203592814371	0.898203592814371	2.09580838323353	0.898203592814371	0.898203592814371	0.898203592814371	0	35.9281437125749	1.49700598802395	0.598802395209581	0.29940119760479	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	700	"AWI"	700	3585	3990	3793	4.29447852760736	28.5276073619632	3.06748466257669	2.76073619631902	0.613496932515337	19.3251533742331	0	0.613496932515337	1.84049079754601	0.613496932515337	0.920245398773006	1.22699386503067	0	34.3558282208589	1.22699386503067	0.613496932515337	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	740	"AWI"	740	3667	4060	3870	8.52941176470588	34.7058823529412	2.35294117647059	0	0.588235294117647	17.9411764705882	0	0	2.05882352941176	0.294117647058824	1.17647058823529	1.76470588235294	3.82352941176471	23.5294117647059	1.76470588235294	0.294117647058824	0.588235294117647	0.588235294117647
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	750	"AWI"	750	3686	4079	3889	8.65671641791045	28.955223880597	0.895522388059702	2.6865671641791	0.597014925373134	17.0149253731343	0.597014925373134	0.298507462686567	1.19402985074627	0.298507462686567	2.6865671641791	0	0	31.6417910447761	2.08955223880597	0.298507462686567	1.7910447761194	0.298507462686567
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	760	"AWI"	760	3707	4097	3908	3.3434650455927	29.483282674772	3.3434650455927	0	1.51975683890578	24.3161094224924	0.303951367781155	0.303951367781155	1.21580547112462	0.911854103343465	0	0.60790273556231	4.25531914893617	28.8753799392097	1.21580547112462	0.303951367781155	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	780	"AWI"	780	3747	4134	3947	3.34261838440111	42.8969359331476	5.57103064066852	0	0.557103064066852	9.47075208913649	0.278551532033426	0.557103064066852	1.67130919220056	1.39275766016713	1.94986072423398	1.67130919220056	3.62116991643454	24.2339832869081	0.835654596100279	0.835654596100279	0.557103064066852	0.557103064066852
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	830	"AWI"	830	3849	4222	4043	3.7037037037037	35.4938271604938	1.85185185185185	1.23456790123457	1.54320987654321	16.358024691358	0.308641975308642	0	2.16049382716049	0.308641975308642	1.54320987654321	0	0	33.9506172839506	1.23456790123457	0	0.308641975308642	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	880	"AWI"	880	3953	4312	4140	5.26315789473684	21.3622291021672	0.928792569659443	1.23839009287926	0.928792569659443	33.7461300309598	0.309597523219814	0	1.85758513931889	0	2.47678018575851	1.23839009287926	0	29.4117647058824	0.619195046439629	0.309597523219814	0.309597523219814	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	910	"AWI"	910	4018	4361	4198	3.24675324675325	30.1948051948052	1.62337662337662	0	0.324675324675325	26.9480519480519	0	0	0.974025974025974	0	4.22077922077922	0	0	30.8441558441558	1.2987012987013	0.324675324675325	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	920	"AWI"	920	4041	4378	4217	2.05882352941176	35.2941176470588	23.8235294117647	2.64705882352941	0.588235294117647	6.17647058823529	0	0	0	0	2.35294117647059	7.94117647058823	0	17.9411764705882	0.588235294117647	0.294117647058824	0.294117647058824	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	925	"AWI"	925	4051	4387	4227	4.43037974683544	25.3164556962025	3.16455696202532	0	1.26582278481013	18.3544303797468	0.632911392405063	0	0	0	4.43037974683544	0	0	40.5063291139241	1.89873417721519	0	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	930	"AWI"	930	4062	4394	4237	4.62962962962963	26.2345679012346	0.925925925925926	4.01234567901235	0.308641975308642	27.7777777777778	0.308641975308642	0	0.925925925925926	0.617283950617284	0.925925925925926	0	0	30.2469135802469	2.46913580246914	0.617283950617284	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	940	"AWI"	940	4086	4410	4256	6.16883116883117	28.2467532467532	0.649350649350649	0	0.324675324675325	27.5974025974026	0.974025974025974	0	0.974025974025974	0.324675324675325	0	1.2987012987013	0	31.4935064935065	1.62337662337662	0.324675324675325	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	970	"AWI"	970	4136	4473	4313	6.14886731391586	28.8025889967638	1.29449838187702	0	1.94174757281553	28.4789644012945	0.647249190938511	0	0.647249190938511	0.323624595469256	0	1.61812297734628	0	28.1553398058252	0.970873786407767	0.323624595469256	0.647249190938511	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	990	"AWI"	990	4175	4515	4352	4.74683544303798	26.8987341772152	1.89873417721519	1.58227848101266	0.316455696202532	29.746835443038	0.632911392405063	0	0	0.949367088607595	0	0.632911392405063	0	30.379746835443	1.58227848101266	0.632911392405063	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1030	"AWI"	1030	4250	4597	4429	6.3758389261745	28.1879194630872	1.34228187919463	0	0.335570469798658	28.1879194630872	0	0.335570469798658	0	1.00671140939597	0	0	0	34.2281879194631	0	0	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1060	"AWI"	1060	4308	4657	4487	4.61538461538462	26.7692307692308	3.07692307692308	3.38461538461538	0.307692307692308	22.4615384615385	0	0	0.307692307692308	0.615384615384615	2.15384615384615	0.615384615384615	0	33.5384615384615	1.23076923076923	0.615384615384615	0.307692307692308	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1100	"AWI"	1100	4384	4739	4564	4.08805031446541	29.2452830188679	4.71698113207547	2.20125786163522	1.57232704402516	27.9874213836478	0.628930817610063	0	0.314465408805031	0	0	0.628930817610063	0	27.9874213836478	0.314465408805031	0.314465408805031	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1120	"AWI"	1120	4422	4780	4602	4.45859872611465	30.2547770700637	1.27388535031847	0	0.318471337579618	19.4267515923567	0.318471337579618	0	0.318471337579618	0	0	0	4.14012738853503	36.9426751592357	2.22929936305732	0.318471337579618	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1170	"AWI"	1170	4509	4881	4699	9.69899665551839	26.7558528428094	1.00334448160535	0	0.334448160535117	15.3846153846154	1.00334448160535	0	0.334448160535117	0	0	0	0	44.4816053511706	0.668896321070234	0.334448160535117	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1190	"AWI"	1190	4549	4915	4737	5	37.5	1	0	1.5	16	1	0	0.5	0	0	0	0	36.5	0.5	0.5	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1240	"AWI"	1240	4641	5019	4833	3.80952380952381	33.968253968254	3.17460317460317	0	3.17460317460317	21.5873015873016	0.634920634920635	0	0	0.952380952380952	1.58730158730159	0.634920634920635	0	30.1587301587302	0.317460317460317	0	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1260	"AWI"	1260	4679	5056	4871	3.98773006134969	39.2638036809816	0.306748466257669	1.84049079754601	2.76073619631902	11.0429447852761	0.306748466257669	0	0.613496932515337	0.920245398773006	0	0.613496932515337	4.60122699386503	32.2085889570552	0.613496932515337	0.613496932515337	0	0.306748466257669
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1270	"AWI"	1270	4699	5078	4891	3.51437699680511	40.8945686900958	0.958466453674121	1.2779552715655	1.2779552715655	16.6134185303514	0	0.319488817891374	0	0.638977635782748	1.91693290734824	0	0	31.3099041533546	0.319488817891374	0.958466453674121	0	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1280	"AWI"	1280	4720	5099	4911	3.2051282051282	24.0384615384615	1.92307692307692	1.92307692307692	1.28205128205128	22.4358974358974	0	0	0	0	0	0	0	41.3461538461538	2.24358974358974	0.961538461538462	0	0.641025641025641
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1290	"AWI"	1290	4737	5118	4929	3.02114803625378	22.6586102719033	3.62537764350453	1.81268882175227	0.604229607250755	26.5861027190332	0	0	0	0	1.20845921450151	0	0	36.2537764350453	1.20845921450151	1.51057401812689	0.906344410876133	0.604229607250755
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1300	"AWI"	1300	4754	5138	4950	3.85756676557863	18.3976261127596	2.07715133531157	0.890207715133531	0.29673590504451	25.5192878338279	0.593471810089021	0.29673590504451	0.29673590504451	0.29673590504451	4.15430267062314	0.890207715133531	0	38.2789317507418	2.9673590504451	0.29673590504451	0.890207715133531	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1305	"AWI"	1305	4764	5150	4959	2.12121212121212	22.1212121212121	1.51515151515152	2.12121212121212	1.51515151515152	20.6060606060606	0.303030303030303	0.303030303030303	0	0.909090909090909	2.72727272727273	0	0	41.2121212121212	1.81818181818182	0.606060606060606	1.81818181818182	0.303030303030303
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1307	"AWI"	1307	4768	5154	4963	3.44827586206897	22.884012539185	1.56739811912226	0	1.56739811912226	30.7210031347962	0	0	0	0.313479623824451	1.25391849529781	0	0	32.6018808777429	1.88087774294671	1.56739811912226	1.56739811912226	0.626959247648903
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1310	"AWI"	1310	4773	5159	4968	2.46153846153846	19.0769230769231	1.53846153846154	0.923076923076923	0	29.8461538461538	0.923076923076923	0	0	0.923076923076923	0	1.53846153846154	0	38.7692307692308	1.84615384615385	0.307692307692308	1.84615384615385	0
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1312	"AWI"	1312	4778	5163	4972	1.2012012012012	21.6216216216216	2.4024024024024	0	1.2012012012012	21.9219219219219	0	0	0	0.600600600600601	3.003003003003	0.900900900900901	3.3033033033033	41.1411411411411	0.900900900900901	0.600600600600601	0.900900900900901	0.3003003003003
15966	24616	"Pied-Lizet en Longèves"	46.25	-0.96667	1320	"AWI"	1320	4794	5178	4987	2.25563909774436	30.8270676691729	0.37593984962406	4.88721804511278	1.50375939849624	21.4285714285714	0.75187969924812	0.37593984962406	0	0	1.8796992481203	0	0	31.9548872180451	0.75187969924812	1.12781954887218	1.50375939849624	0.37593984962406
