"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acacia"	"Acanthaceae"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Chamaerops"	"Cistaceae"	"Citrus"	"Colchicaceae"	"Convolvulaceae"	"Coriariaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Ficus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Iridaceae"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Morus"	"Myrtus"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Tamarix"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Tofieldiaceae"	"Trachycarpus"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"	"Zelkova"
23928	41543	"Gorgo Basso"	37.6	12.65	1	"AWI"	1	-135	20	-57	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	8	0	0	1	0	0	0	0	0	2	0	1	10	0	0	1	0	1	0	0	14	0	0	0	0	0	2	25	0	0	0	0	0	0	0	0	0	12	0	3	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	3	0
23928	41543	"Gorgo Basso"	37.6	12.65	20	"AWI"	20	-93	158	10	0	0	0	0	0	9	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	42	0	2	7	0	0	0	0	2	0	0	0	0	0	0	15	0	0	0	0	3	0	0	13	0	0	2	0	0	0	31	0	0	0	0	0	1	0	0	5	13	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	1	0
23928	41543	"Gorgo Basso"	37.6	12.65	40	"AWI"	40	-33	243	94	0	0	0	0	0	9	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	54	0	5	1	0	0	0	0	0	2	0	0	2	0	2	5	0	0	3	2	3	0	0	16	0	0	0	1	0	0	9	0	0	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	1	4	0
23928	41543	"Gorgo Basso"	37.6	12.65	80	"AWI"	80	150	430	272	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	1	0	45	0	3	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	0	0	0	0
23928	41543	"Gorgo Basso"	37.6	12.65	100	"AWI"	100	203	707	383	0	0	0	0	0	0	1	0	0	0	18	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	37	0	2	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	29	0	0	0	2	0	0	23	0	0	0	0	0	1	0	0	5	16	0	0	0	0	0	5	0	0	0	0	0	3	0	3	0	3	0	0	0	0	0	0	0	0	0	0
23928	41543	"Gorgo Basso"	37.6	12.65	120	"AWI"	120	286	955	539	0	0	0	0	0	0	1	0	5	0	8	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	2	2	0	1	0	0	1	0	0	1	1	1	0	0	25	0	0	0	0	0	2	30	0	0	0	0	0	0	0	0	0	33	0	7	1	0	0	6	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23928	41543	"Gorgo Basso"	37.6	12.65	140	"AWI"	140	388	1150	691	0	0	0	0	0	0	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	77	0	14	0	0	0	0	0	0	4	0	0	1	0	0	3	0	0	0	1	3	0	0	11	0	0	0	2	0	2	8	0	0	0	0	0	0	0	0	3	11	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	0	0	16	0	0	0	0
23928	41543	"Gorgo Basso"	37.6	12.65	160	"AWI"	160	507	1303	863	0	0	0	0	0	10	1	0	1	0	7	0	0	0	1	0	0	0	0	0	0	2	1	0	12	0	0	0	0	0	1	1	65	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	16	0	0	0	1	0	0	11	0	0	0	0	0	0	0	0	7	20	0	0	0	0	0	4	0	1	0	0	1	0	0	2	0	1	0	0	0	0	0	36	0	0	0	0
23928	41543	"Gorgo Basso"	37.6	12.65	180	"AWI"	180	638	1460	1021	0	0	0	0	0	0	0	0	0	0	13	0	0	0	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	68	0	1	0	0	0	0	0	0	2	0	0	0	0	0	5	0	0	3	0	0	0	0	4	0	0	0	1	0	3	6	0	0	0	0	0	1	0	0	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0
23928	41543	"Gorgo Basso"	37.6	12.65	200	"AWI"	200	773	1582	1176	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	1	0	42	0	2	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	5	0	0	0	1	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	26	0	0	1	0
