"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Montiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14522	22749	"Slawsko"	52.66667	18.25	0	"AWI"	0	480	1248	889	0	0.398406374501992	2.39043824701195	2.78884462151394	0	1.59362549800797	0	4.38247011952191	0	0	0	0	0	0	0.796812749003984	3.18725099601594	0	0	0.398406374501992	0	0	0	0	0.796812749003984	0	0	0	0	0.398406374501992	0	80.0796812749004	0	0	0	0.398406374501992	0	1.59362549800797	0	0	0	0	0	0	0	0	0	0.398406374501992	0.398406374501992
14522	22749	"Slawsko"	52.66667	18.25	10	"AWI"	10	607	1338	999	0	0	2.59259259259259	2.96296296296296	0	0	0	7.40740740740741	0	0	0	0	0	0	1.11111111111111	1.11111111111111	0	0	0	0	0	0	0	0	0	0	0	0	1.48148148148148	0.740740740740741	79.2592592592593	0	0	0	0	0	2.22222222222222	0	0	0	0	0	0	0	0	0	1.11111111111111	0
14522	22749	"Slawsko"	52.66667	18.25	20	"AWI"	20	732	1424	1110	0	0	4.84261501210654	3.38983050847458	0	2.90556900726392	0	12.590799031477	0	0	0	0	0	0	2.6634382566586	3.38983050847458	0	0	0	0	0.242130750605327	0	0	0	0	0	0	0	0.484261501210654	0.968523002421308	64.4067796610169	0	0	0	0.484261501210654	0	3.38983050847458	0	0	0	0	0	0	0	0	0.242130750605327	0	0
14522	22749	"Slawsko"	52.66667	18.25	30	"AWI"	30	863	1510	1218	0	0	8.48708487084871	0.55350553505535	0	2.9520295202952	0	19.6494464944649	0	0	0	0	0	0	2.76752767527675	2.2140221402214	0	0	1.19926199261993	0	0.18450184501845	0	0	0	0	0	0	0	5.25830258302583	0.18450184501845	23.6162361623616	0	20.6642066420664	0	0.18450184501845	0	10.7933579335793	0	0	0	0	0	0	0	0.18450184501845	0.0922509225092251	0.738007380073801	0.276752767527675
14522	22749	"Slawsko"	52.66667	18.25	40	"AWI"	40	995	1601	1324	0	0.204081632653061	14.3877551020408	0.102040816326531	0	1.73469387755102	0	22.1428571428571	0	0	0	0	0	0	4.48979591836735	1.53061224489796	0	0	1.53061224489796	0	0.408163265306122	0	0	0	0	0	0	0	12.7551020408163	0.612244897959184	24.1836734693878	0	0	0	0.510204081632653	0	13.265306122449	0	0	0.204081632653061	0	0.204081632653061	0	0	0	0.204081632653061	1.12244897959184	0.408163265306122
14522	22749	"Slawsko"	52.66667	18.25	50	"AWI"	50	1130	1685	1433	0.161550888529887	0	13.3279483037157	0.403877221324717	0	1.21163166397415	0	27.8675282714055	0	0	0	0	0	0	5.81583198707593	0.807754442649435	0	0	0.726978998384491	0	0.484652665589661	0	0	0	0	0	0	0	3.87722132471729	0	21.7285945072698	0	13.8126009693053	0	0.161550888529887	0	8.07754442649435	0	0	0.24232633279483	0	0.24232633279483	0	0	0	0.24232633279483	0.565428109854604	0.24232633279483
14522	22749	"Slawsko"	52.66667	18.25	60	"AWI"	60	1265	1772	1540	0	0	11.7834394904459	0.318471337579618	0	0.636942675159236	0	38.2165605095541	0	0	0	0	0	0	4.35244161358811	1.06157112526539	0	0	1.06157112526539	0	0.212314225053079	0	0	0	0	0	0	0	3.60934182590234	0.212314225053079	27.2823779193206	0	0	0	0.106157112526539	0	10.2972399150743	0	0	0	0	0.212314225053079	0	0	0	0	0.530785562632696	0.106157112526539
14522	22749	"Slawsko"	52.66667	18.25	70	"AWI"	70	1411	1852	1647	0	0	14.453781512605	1.34453781512605	0	3.36134453781513	0	22.1848739495798	0	0.168067226890756	1.34453781512605	0	0	0	4.36974789915966	1.17647058823529	0	0	1.68067226890756	0	0.168067226890756	0	0	0.504201680672269	0	0	0.168067226890756	0	4.03361344537815	0	34.6218487394958	0	0	0	0.504201680672269	0	8.57142857142857	0	0	0.168067226890756	0	0.168067226890756	0	0	0	0.504201680672269	0.168067226890756	0.336134453781513
14522	22749	"Slawsko"	52.66667	18.25	80	"AWI"	80	1570	1935	1753	0.402414486921529	0.201207243460765	9.85915492957746	2.21327967806841	0	3.01810865191147	0	11.4688128772636	0	0	0	0	0	0	4.02414486921529	2.8169014084507	0	0	1.20724346076459	0	0.201207243460765	0	0	0.201207243460765	0	0	0	0	2.01207243460765	0.201207243460765	50.9054325955734	0	0	0	0.402414486921529	0	7.44466800804829	0	0	0.402414486921529	0	0.402414486921529	0	0	0.201207243460765	0.201207243460765	1.60965794768612	0.603621730382294
14522	22749	"Slawsko"	52.66667	18.25	90	"AWI"	90	1728	2030	1864	0	0	5.07936507936508	2.85714285714286	0	1.58730158730159	0	13.968253968254	0	0	0	0	0	0	0.317460317460317	1.9047619047619	0	0	0	0	0	0	0	0.317460317460317	0	0	0	0	0	0.634920634920635	66.3492063492063	0	0	0	0.634920634920635	0	5.07936507936508	0	0	0.317460317460317	0	0.317460317460317	0	0	0.317460317460317	0	0.317460317460317	0
