"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Ligustrum"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14264	22316	"Anenské údolí"	50.58861	16.1175	0	"AWI"	0	-129	33	-49	0	0.892857142857143	6.69642857142857	0.446428571428571	0	0	0.446428571428571	0	34.375	2.45535714285714	0	0	0	0	8.92857142857143	1.33928571428571	0	0	0	2.45535714285714	0	0	0.223214285714286	4.24107142857143	11.8303571428571	1.33928571428571	0	7.8125	0	1.78571428571429	0.446428571428571	5.58035714285714	0	0	0.223214285714286	1.5625	0.892857142857143	0	0	0.669642857142857	2.23214285714286	0	0	0.892857142857143	2.23214285714286
14264	22316	"Anenské údolí"	50.58861	16.1175	5	"AWI"	5	-42	518	152	0	0	9.78260869565217	1.08695652173913	0	0	4.89130434782609	0	30.9782608695652	1.6304347826087	0	0	0	0	0.905797101449275	0	0	0	0	0.36231884057971	0.181159420289855	0	0	0.72463768115942	39.3115942028986	4.16666666666667	0	0	0	0.72463768115942	0	4.16666666666667	0	0	0	0	0	0	0	0	0.905797101449275	0	0.181159420289855	0	0
14264	22316	"Anenské údolí"	50.58861	16.1175	10	"AWI"	10	-1	1061	349	0.25	0	10.125	0	0	0	1.75	0	41.625	0.125	0	0	0	0	2.25	0	0	0	0	0	1.125	0	0.125	2.25	7.375	1.75	0	13.5	0	0.625	0	7.875	0	0.375	0	0	2.75	0	0	0	1.125	0	0	1.625	3.375
14264	22316	"Anenské údolí"	50.58861	16.1175	15	"AWI"	15	138	1233	595	15.5844155844156	0.25974025974026	5.58441558441558	0.779220779220779	0	0	1.03896103896104	0	11.1688311688312	0.12987012987013	0	0	0	0	4.41558441558442	1.55844155844156	0.38961038961039	0	0	19.2207792207792	0	0.12987012987013	0	2.98701298701299	16.1038961038961	16.8831168831169	0	0	0	0	0.12987012987013	2.33766233766234	0	0	0.38961038961039	0	0.38961038961039	0	0	0	0.12987012987013	0	0.12987012987013	0.25974025974026	0
14264	22316	"Anenské údolí"	50.58861	16.1175	20	"AWI"	20	213	1561	831	14.6529562982005	0	6.68380462724936	0.25706940874036	0	0	3.34190231362468	0	5.65552699228792	0	0	0	0	0	7.96915167095116	1.02827763496144	0	0	0	17.9948586118252	0.25706940874036	0	0	3.34190231362468	22.3650385604113	13.3676092544987	0	0	0	0	0	1.2853470437018	0	0	0	0	0.77120822622108	0	0	0	0	0	0.25706940874036	0.51413881748072	0.25706940874036
14264	22316	"Anenské údolí"	50.58861	16.1175	30	"AWI"	30	640	1923	1348	20.7658321060383	0.147275405007364	7.65832106038292	0	0	0	0.147275405007364	0	9.42562592047128	0.147275405007364	0	0	0	0	2.50368188512518	9.86745213549337	0	0	0	18.5567010309278	0.147275405007364	0	0	5.3019145802651	4.860088365243	16.4948453608247	0	0	0	0	0.147275405007364	2.79823269513991	0	0	0	0	0.294550810014728	0	0	0	0	0	0.294550810014728	0.294550810014728	0.147275405007364
14264	22316	"Anenské údolí"	50.58861	16.1175	40	"AWI"	40	1232	2218	1826	20.4379562043796	0.182481751824818	5.83941605839416	0.182481751824818	0	0	0.72992700729927	0	7.84671532846715	0	0	0	0	0	1.82481751824817	2.91970802919708	0	0.182481751824818	0	28.4671532846715	0.72992700729927	0	0	3.28467153284672	6.93430656934307	14.5985401459854	0	0	0	0	0	4.74452554744525	0	0	0.182481751824818	0	0	0	0	0	0	0	0.364963503649635	0.364963503649635	0.182481751824818
14264	22316	"Anenské údolí"	50.58861	16.1175	50	"AWI"	50	1854	2540	2194	24.7787610619469	0.663716814159292	5.53097345132743	0	0	0	0.884955752212389	0	8.84955752212389	0	0	0	0	0	2.43362831858407	2.21238938053097	0	0	0	17.0353982300885	0.442477876106195	0	0	1.54867256637168	15.929203539823	14.3805309734513	0	0	0	0	0	3.09734513274336	0	0	0	0	1.10619469026549	0	0	0	0	0	0	0.663716814159292	0.442477876106195
14264	22316	"Anenské údolí"	50.58861	16.1175	60	"AWI"	60	2031	3037	2459	38.7527839643653	0	10.467706013363	0	0	0	0	0	0	0	0	0	0	0	3.34075723830735	0.44543429844098	0	0	0	14.4766146993318	0.66815144766147	0	0	2.67260579064588	12.0267260579065	10.2449888641425	0	0	0	0	0.22271714922049	5.79064587973274	0	0	0	0	0	0	0	0	0	0	0.44543429844098	0.44543429844098	0
14264	22316	"Anenské údolí"	50.58861	16.1175	75	"AWI"	75	2344	3503	2895	25.382932166302	0.218818380743982	8.31509846827133	0.218818380743982	0	0	0.87527352297593	0	5.0328227571116	0.218818380743982	0	0	0	0	3.28227571115974	0.218818380743982	0	0	0	11.8161925601751	0.218818380743982	0	0	2.18818380743982	19.4748358862144	17.2866520787746	0	0	0	0	0	1.96936542669584	0	0	0	0	0.218818380743982	0.218818380743982	0	0	0	0	0.437636761487965	2.40700218818381	0
14264	22316	"Anenské údolí"	50.58861	16.1175	85	"AWI"	85	2572	3770	3183	33.3333333333333	0.716845878136201	4.48028673835125	0	0	0	0.716845878136201	0	6.45161290322581	0	0	0	0	0	3.76344086021505	0.896057347670251	0	0	0	13.2616487455197	0.3584229390681	0	0	1.97132616487455	21.505376344086	6.45161290322581	0	0	0	0	0	1.97132616487455	0	0	0	0	0	0	0	0	0	0	0.716845878136201	3.40501792114695	0
14264	22316	"Anenské údolí"	50.58861	16.1175	95	"AWI"	95	2841	4015	3479	17.9962894248609	0	5.00927643784787	0	0	0	0	0	5.93692022263451	0	0	0	0	0	7.05009276437848	1.11317254174397	0	0	0	15.3988868274583	0.371057513914657	0	0	2.22634508348794	19.6660482374768	12.6159554730983	0	0	0	0	0	6.49350649350649	0	0	0	0	0	0	0.371057513914657	0	0.371057513914657	0	1.66975881261596	3.71057513914657	0
14264	22316	"Anenské údolí"	50.58861	16.1175	105	"AWI"	105	3148	4259	3777	9.18580375782881	1.25260960334029	13.1524008350731	0	0	0	0.417536534446764	0	2.71398747390397	0	0	0	0	0	15.866388308977	1.46137787056367	0	0	0	19.4154488517745	0	0	0	3.54906054279749	15.4488517745303	6.26304801670146	0	0	0	0	0	3.96659707724426	0	0	0	0	0	0	0	0	0	0	5.01043841336117	1.87891440501044	0.417536534446764
14264	22316	"Anenské údolí"	50.58861	16.1175	120	"AWI"	120	3642	4569	4205	1.08225108225108	0.865800865800866	9.95670995670996	0	0	0.216450216450216	0.649350649350649	0	8.87445887445888	0	0	0	0	0	12.5541125541126	0.432900432900433	0	0	0	5.41125541125541	2.38095238095238	0	0	2.5974025974026	33.982683982684	5.84415584415584	0	0	0	0	0	7.35930735930736	0	0	0	0	0	0	0	0	0	0	2.16450216450216	5.62770562770563	0
14264	22316	"Anenské údolí"	50.58861	16.1175	130	"AWI"	130	4167	4727	4457	0	1.01694915254237	13.5593220338983	0	0	0	1.01694915254237	0	4.74576271186441	0	0	0	0	0	19.6610169491525	0.338983050847458	1.35593220338983	0	0	2.3728813559322	0.677966101694915	0	0	0.677966101694915	37.2881355932203	5.08474576271187	0	0	0	0	0	5.42372881355932	0	0	0	0	0	0	0	0	0	0	2.03389830508475	4.74576271186441	0
14264	22316	"Anenské údolí"	50.58861	16.1175	140	"AWI"	140	4480	4964	4678	0	1.52091254752852	9.1254752851711	0	0	0	0.380228136882129	0	6.4638783269962	0	0	0	0	0	17.1102661596958	0	0	0	0	2.6615969581749	0.380228136882129	0	0	0.380228136882129	34.6007604562738	11.4068441064639	0	0	0	0	0	6.84410646387833	0	0	0	0	0	0	0	0	0	0.190114068441065	3.2319391634981	5.70342205323194	0
