"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Linaceae"	"Malvaceae"	"Nartheciaceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Tamaricaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"	"Viburnum"
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	170	"AWI"	170	3597	4575	4164	10	0	260	1	0	0	0	5	0	0	106	0	0	0	4	0	0	0	0	0	0	229	13	0	0	0	0	0	0	360	0	23	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	7	6	0	0	0	0	0	0	0	93	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	1	0	5	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	180	"AWI"	180	4010	4731	4410	47	0	571	0	0	0	0	28	0	0	116	0	0	0	0	0	0	0	0	0	0	530	27	0	0	0	0	0	0	247	1	25	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	10	14	0	0	0	0	0	1	0	227	0	0	0	0	5	8	0	0	0	0	0	0	1	0	0	2	0	7	0	3
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	185	"AWI"	185	4148	4765	4481	14	0	260	0	0	0	0	13	0	0	29	0	0	0	2	0	0	0	0	0	0	254	4	0	0	5	0	0	0	258	2	5	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	14	17	0	0	0	0	0	0	0	65	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	190	"AWI"	190	4240	4841	4567	1	0	155	0	0	0	0	1	0	0	71	0	0	0	1	0	0	0	0	0	0	126	10	0	0	0	0	0	0	522	0	26	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	7	17	0	0	0	0	0	0	0	69	0	0	0	0	0	2	0	0	0	1	0	0	1	0	0	2	0	4	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	195	"AWI"	195	4295	4984	4639	19	0	230	1	0	0	1	5	0	0	32	0	0	0	0	0	0	0	0	0	0	192	3	0	0	0	0	0	0	324	0	46	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	7	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	11	0	5	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	200	"AWI"	200	4359	5037	4701	15	0	365	0	0	0	1	4	0	0	116	0	0	0	2	0	0	0	0	0	0	174	2	0	0	0	0	0	0	257	2	41	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	12	4	0	0	0	0	0	0	0	92	0	0	0	0	1	5	0	0	0	0	0	0	2	0	0	1	0	14	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	210	"AWI"	210	4444	5230	4822	28	2	190	0	0	0	1	2	0	0	44	0	0	0	0	0	0	0	0	0	0	304	10	0	0	0	0	0	0	254	3	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	12	8	0	0	0	0	0	0	0	125	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	2	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	220	"AWI"	220	4572	5319	4948	8	3	247	1	0	0	1	6	0	0	65	0	0	1	1	0	0	0	0	0	0	405	25	0	0	0	0	0	0	174	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	2	0	0	0	0	0	0	0	91	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	5	0	2	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	230	"AWI"	230	4687	5445	5077	21	2	299	0	0	0	1	1	0	0	107	0	0	0	0	0	0	0	0	0	0	405	4	0	0	0	0	0	0	108	0	30	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	8	3	0	0	0	0	0	0	0	57	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	12	0	11	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	235	"AWI"	235	4755	5504	5145	8	0	299	0	0	0	0	2	0	0	30	0	2	0	1	0	0	0	0	0	0	399	15	0	0	0	0	0	0	178	1	26	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	9	4	0	0	0	0	0	1	0	98	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	12	0	11	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	240	"AWI"	240	4799	5610	5210	14	1	242	0	0	0	1	2	0	0	60	0	0	0	0	0	0	0	0	0	0	229	7	0	0	0	0	0	0	282	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	5	0	0	0	0	0	0	0	88	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	10	0	11	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	250	"AWI"	250	4961	5707	5332	23	3	269	0	0	0	4	0	0	0	71	0	0	0	1	0	0	0	0	0	2	157	14	0	0	0	0	0	0	340	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	86	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	19	0	14	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	255	"AWI"	255	5019	5791	5395	19	0	230	0	0	0	1	0	0	0	105	0	0	0	0	0	0	0	0	0	0	330	3	0	0	0	0	0	0	151	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	5	0	0	0	0	0	0	0	80	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	12	0	14	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	260	"AWI"	260	5251	5824	5478	21	2	276	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	438	2	0	0	5	0	1	0	120	4	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	7	0	0	0	0	0	0	0	81	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	18	0	8	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	270	"AWI"	270	5483	5973	5680	33	8	307	0	0	0	0	3	0	0	48	0	0	0	1	0	0	0	0	0	0	338	14	0	0	0	0	0	0	115	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0	0	112	0	0	0	0	2	3	1	0	0	0	0	0	6	0	0	22	0	13	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	275	"AWI"	275	5690	6093	5904	23	7	241	0	0	0	4	5	0	0	16	0	0	1	0	0	0	0	0	0	0	461	1	0	0	0	0	0	0	60	2	11	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	1	0	69	0	0	0	0	1	7	3	0	0	0	0	0	0	0	0	12	0	15	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	280	"AWI"	280	5788	6363	6105	20	4	313	1	0	0	2	2	0	0	32	0	0	0	1	0	0	0	0	0	0	336	4	0	0	3	0	0	0	454	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	1	0	126	0	0	0	1	0	5	0	0	0	0	0	0	1	0	0	48	0	73	0	2
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	290	"AWI"	290	5963	6775	6399	13	5	233	0	0	0	9	4	0	0	13	0	1	0	0	0	0	0	0	0	0	209	3	0	0	0	1	2	0	321	0	81	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5	9	0	0	0	0	0	0	0	99	0	1	0	0	2	3	4	0	0	0	0	0	1	0	0	47	0	80	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	300	"AWI"	300	6082	6984	6604	8	5	329	0	0	0	1	3	0	0	28	0	0	0	0	0	0	0	0	0	0	134	8	0	0	0	0	0	0	287	2	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	98	0	1	0	0	0	0	0	1	0	0	1	0	2	0	0	18	0	71	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	310	"AWI"	310	6482	7079	6819	6	7	217	0	0	0	2	2	0	0	30	0	0	0	0	0	0	0	0	0	0	194	1	0	0	0	0	0	0	376	1	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	110	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	71	0	97	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	315	"AWI"	315	6591	7190	6932	7	5	288	0	0	0	6	8	0	0	30	0	0	1	0	0	0	0	0	0	0	191	4	0	0	0	0	0	0	132	0	174	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	11	0	0	0	0	0	0	0	168	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	95	0	96	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	320	"AWI"	320	6744	7238	7013	7	12	247	0	0	0	8	2	0	0	30	0	0	0	0	0	0	0	0	0	0	243	8	0	0	0	0	0	0	56	14	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	98	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	44	0	113	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	325	"AWI"	325	6825	7334	7105	10	7	123	0	0	0	43	3	0	0	20	0	0	0	0	0	0	0	0	0	0	484	4	0	0	0	0	0	0	37	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	48	0	0	0	1	0	1	1	0	0	0	0	0	0	1	0	41	0	83	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	330	"AWI"	330	6875	7526	7183	2	9	95	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	0	0	393	2	0	0	0	0	0	0	21	1	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	23	0	77	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	340	"AWI"	340	6993	7659	7319	6	7	214	0	0	0	5	0	0	0	20	0	0	0	0	0	0	0	0	0	0	267	39	0	0	0	0	0	0	20	1	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	59	0	141	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	350	"AWI"	350	7116	7805	7460	2	1	133	0	0	0	2	1	0	0	15	0	0	0	2	0	0	0	0	0	0	300	8	0	0	0	0	0	0	4	0	28	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	39	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	17	0	63	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	360	"AWI"	360	7191	7972	7606	5	4	130	0	0	0	2	0	0	0	17	0	0	0	0	0	0	0	0	0	0	205	17	0	0	0	0	0	0	1	1	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	15	0	0	0	0	0	0	0	47	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	38	0	85	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	370	"AWI"	370	7368	8043	7742	1	2	105	0	0	0	3	0	0	0	13	0	0	0	0	0	0	0	0	0	0	153	40	0	0	0	0	0	0	3	1	26	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	16	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	60	0	65	0	1
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	380	"AWI"	380	7558	8153	7866	2	5	233	0	0	0	1	0	0	0	29	0	0	0	3	0	0	0	0	0	0	215	9	0	0	0	0	0	0	3	5	26	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	4	11	0	0	0	0	0	0	0	86	0	0	0	1	0	0	0	1	0	0	0	0	3	0	1	67	0	110	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	390	"AWI"	390	7716	8269	7995	1	3	341	0	0	0	3	1	0	0	26	0	0	0	0	0	0	0	0	0	0	245	28	0	0	0	0	0	0	1	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	86	0	168	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	395	"AWI"	395	7831	8324	8071	3	14	162	0	0	0	2	1	0	0	35	0	0	0	0	0	0	0	0	0	0	455	19	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	26	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	136	0	110	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	400	"AWI"	400	7896	8434	8150	1	3	92	0	0	0	2	0	0	0	35	0	0	0	1	0	0	0	0	0	0	588	4	0	0	0	0	0	0	11	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	67	0	125	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	410	"AWI"	410	8010	8673	8302	0	7	64	0	0	0	8	1	0	0	40	0	0	1	0	0	0	0	0	0	0	545	11	0	0	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	16	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	81	0	118	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	420	"AWI"	420	8086	8909	8446	0	4	44	0	0	0	5	2	0	0	41	0	0	0	0	0	0	0	0	0	0	591	4	0	0	0	0	0	0	0	3	27	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	20	0	0	0	0	0	0	0	121	0	0	0	0	0	1	0	3	0	0	0	0	1	0	0	49	0	112	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	430	"AWI"	430	8224	9045	8612	0	6	36	0	0	0	3	1	0	0	49	0	0	0	0	0	0	0	0	0	0	596	4	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	1	0	109	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	49	0	102	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	440	"AWI"	440	8380	9188	8772	0	4	8	0	0	0	4	0	0	0	27	0	0	0	0	0	0	0	0	0	0	498	7	0	0	0	0	0	0	0	0	20	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	44	0	102	0	1
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	450	"AWI"	450	8485	9326	8938	0	1	6	0	0	0	6	1	0	0	34	0	0	0	0	0	0	0	0	0	0	403	4	0	0	0	0	0	0	0	3	28	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	33	0	71	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	460	"AWI"	460	8687	9413	9089	0	2	7	0	1	0	7	1	0	0	52	0	0	0	0	0	0	0	0	0	0	464	3	0	0	0	0	0	0	0	2	35	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	34	0	71	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	470	"AWI"	470	8799	9570	9237	0	8	9	0	0	0	2	1	0	0	52	0	0	0	0	0	0	0	0	0	0	651	6	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	117	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	35	0	86	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	480	"AWI"	480	8885	9843	9359	0	1	7	0	0	0	2	1	0	0	41	0	0	0	0	0	0	0	0	0	0	509	5	0	0	0	0	0	0	0	1	16	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	105	0	0	0	0	0	1	0	4	0	0	0	0	1	0	0	30	0	89	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	490	"AWI"	490	9023	9969	9499	0	4	11	0	0	0	3	3	0	0	63	0	0	0	0	0	0	0	0	0	0	706	1	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	29	0	115	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	500	"AWI"	500	9142	10134	9636	0	2	8	0	0	0	9	4	0	0	52	0	0	0	0	0	0	0	0	0	0	732	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	133	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	25	0	85	0	4
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	510	"AWI"	510	9249	10342	9775	0	1	14	0	0	0	5	1	0	0	74	0	0	0	0	0	0	0	0	0	0	695	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	35	0	109	0	0
23494	40566	"Nussbaumer Seen"	47.61335	8.83094	520	"AWI"	520	9374	10473	9914	0	6	9	0	0	0	2	2	0	0	62	0	0	0	0	0	0	0	1	0	0	628	4	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	117	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	24	0	83	0	1
