"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	10	"AWI"	10	-68	212	43	2	0	73	1	0	0	0	0	0	4	2	2	10	0	0	16	0	7	0	352	0	0	0	0	0	3	0	1	1	0	1	0	0	0	0	18	20	0	0	0	0	0	13	1	3	0	13	4	0	3	0	3	5	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	30	"AWI"	30	1	498	181	5	2	114	6	0	0	0	6	0	10	11	4	29	0	0	16	0	5	0	468	0	0	0	0	1	7	0	1	7	2	1	0	0	0	0	26	40	0	0	0	0	4	2	3	0	1	13	1	2	1	0	2	10	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	50	"AWI"	50	84	708	323	5	1	86	4	0	0	0	6	0	7	3	7	8	0	0	8	0	4	0	106	0	0	0	0	1	7	0	1	1	2	0	0	0	0	0	15	22	0	0	0	0	3	2	4	0	3	22	1	0	2	0	2	3	1	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	70	"AWI"	70	189	899	476	9	1	124	2	0	0	0	13	0	4	2	3	3	0	0	5	0	10	0	966	0	0	0	0	2	5	0	1	0	2	1	0	0	0	0	31	38	0	0	2	0	7	0	0	0	1	21	1	2	4	0	1	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	90	"AWI"	90	298	1091	629	15	2	124	6	0	0	0	11	0	2	0	1	1	0	0	6	0	9	0	126	0	0	0	0	1	9	0	2	1	0	1	0	0	0	0	40	29	8	0	0	0	7	1	1	0	2	19	0	1	1	0	3	3	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	110	"AWI"	110	432	1257	780	23	0	260	0	2	0	0	5	0	5	1	1	0	0	0	0	0	6	0	237	0	0	0	0	0	5	0	1	0	0	0	0	1	0	0	55	59	0	0	1	0	3	2	0	0	0	12	3	0	1	0	7	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	130	"AWI"	130	579	1444	936	22	1	307	0	46	0	0	0	0	13	2	1	0	0	0	1	0	17	0	607	0	0	0	0	0	5	0	1	0	0	0	0	2	0	0	42	45	0	0	0	0	7	3	0	0	2	9	2	0	0	0	7	2	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	150	"AWI"	150	736	1656	1089	18	3	245	0	36	0	0	1	0	5	0	3	0	0	0	1	0	8	0	377	0	0	0	0	0	5	0	1	0	1	0	0	0	0	0	55	32	0	0	0	0	3	3	0	0	0	90	0	1	2	0	4	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	170	"AWI"	170	911	1855	1231	20	3	193	3	0	0	0	6	0	12	1	2	0	0	0	0	0	19	0	447	0	0	0	0	0	7	1	0	0	0	0	0	0	0	0	54	42	0	0	0	0	9	5	0	0	0	22	0	0	1	0	3	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	180	"AWI"	180	981	1943	1304	26	0	193	1	4	0	0	1	0	8	0	2	0	0	0	0	0	14	0	659	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	8	2	0	0	0	22	1	0	0	0	0	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	190	"AWI"	190	1327	2193	1468	17	0	168	0	1	0	0	1	0	4	2	0	1	0	0	0	0	13	0	450	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	31	50	0	0	0	0	3	3	0	0	1	8	1	0	4	0	3	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	210	"AWI"	210	1869	3433	2785	22	1	159	0	3	0	0	2	0	5	1	3	0	0	0	0	0	21	0	905	0	0	0	0	0	3	0	1	0	0	1	0	1	0	0	39	69	0	0	0	0	8	12	0	0	0	22	5	0	7	0	3	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	230	"AWI"	230	3502	4931	4397	39	0	69	1	0	0	0	3	0	9	1	0	0	0	0	0	0	26	0	931	0	0	0	0	0	1	1	3	0	0	4	0	0	0	0	52	84	0	0	0	0	16	5	0	0	0	33	5	0	1	0	2	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	250	"AWI"	250	4454	5461	5074	47	1	42	0	0	0	0	2	0	10	0	2	0	0	0	0	0	59	0	103	0	0	0	0	0	1	1	2	0	1	1	0	1	0	0	15	97	0	0	0	0	13	6	0	0	0	15	20	4	5	0	13	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	270	"AWI"	270	4759	5744	5307	28	0	43	0	2	0	0	2	0	6	0	1	0	0	0	1	0	35	0	211	0	0	0	0	0	0	0	2	0	0	6	0	2	0	0	16	69	0	0	0	0	4	8	0	0	0	24	8	1	9	0	4	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	290	"AWI"	290	5041	5991	5551	50	1	50	0	0	0	0	3	0	15	0	2	0	0	0	0	0	49	0	82	0	0	0	0	0	0	1	2	0	1	0	0	1	0	0	15	138	0	0	0	1	7	14	0	0	0	50	10	2	6	0	29	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	310	"AWI"	310	5321	6192	5786	36	2	40	0	1	0	0	0	0	15	0	2	0	0	0	0	0	35	0	132	0	0	0	0	0	2	1	1	0	1	4	0	0	0	0	16	86	0	0	0	0	9	6	0	0	1	84	6	1	13	0	11	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	330	"AWI"	330	5642	6369	5991	51	1	0	0	0	0	0	0	0	21	0	3	0	0	0	0	0	32	0	78	0	0	0	0	0	2	4	3	0	2	4	0	0	0	0	6	151	0	0	0	0	11	8	0	0	0	41	26	0	8	0	21	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	350	"AWI"	350	5845	6533	6141	43	0	0	0	1	0	0	1	0	10	0	1	0	0	0	0	0	30	0	59	0	0	0	0	0	0	1	3	0	1	3	0	1	0	0	4	0	0	0	0	0	10	8	0	0	0	14	10	0	5	0	18	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	370	"AWI"	370	6021	6647	6248	39	0	0	0	1	0	0	0	0	11	0	3	0	0	0	0	0	19	0	128	0	0	0	0	0	1	1	0	0	0	4	0	2	0	0	8	95	0	0	0	0	14	7	0	0	0	28	7	0	9	0	20	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	390	"AWI"	390	6238	6821	6396	53	1	0	0	1	0	0	0	0	18	0	6	0	0	0	0	0	45	0	83	0	0	0	0	0	0	2	0	0	3	8	0	3	0	0	1	94	0	0	0	0	14	14	0	0	0	38	10	0	7	0	28	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	400	"AWI"	400	6285	6977	6494	31	0	0	0	0	0	0	1	0	17	0	2	0	0	0	0	0	30	0	64	0	0	0	0	0	1	1	3	0	2	3	0	2	0	0	1	82	0	0	0	0	9	9	0	0	0	31	5	1	5	0	21	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	410	"AWI"	410	6402	7260	6729	51	2	0	0	0	0	0	1	0	21	0	0	0	0	0	0	0	43	0	47	0	0	0	0	0	1	2	1	0	1	4	0	1	0	0	1	89	0	0	0	0	11	6	0	0	1	19	9	0	5	0	25	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	420	"AWI"	420	6453	7754	6934	56	2	0	0	0	0	1	1	0	27	0	0	0	0	0	0	0	68	0	71	0	0	0	0	1	0	0	2	0	0	9	0	4	0	0	1	167	0	0	0	0	17	5	1	0	0	34	12	0	14	0	40	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	430	"AWI"	430	6636	7938	7178	63	1	0	0	0	0	0	7	0	25	0	3	0	0	0	0	0	87	0	59	0	0	0	0	0	0	3	2	0	2	4	0	5	0	0	0	168	0	0	0	0	14	7	0	0	0	61	15	1	7	0	34	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	440	"AWI"	440	6721	8243	7413	76	0	33	0	0	0	0	4	0	20	0	5	0	0	0	0	0	76	0	52	0	0	0	0	0	0	1	0	0	1	2	0	3	0	0	3	182	0	0	0	0	7	3	0	0	0	27	5	0	1	0	38	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	450	"AWI"	450	6915	8380	7633	102	1	0	0	0	0	1	3	0	48	0	4	0	0	0	0	0	122	0	64	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	283	0	0	0	0	20	0	0	0	1	56	18	0	11	0	28	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	460	"AWI"	460	7043	8612	7838	38	0	0	1	0	0	0	1	0	20	0	1	0	0	0	0	0	46	0	21	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	76	0	0	0	0	12	5	0	0	0	23	10	1	6	0	24	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	470	"AWI"	470	7300	8716	8066	63	0	0	0	0	0	0	7	0	16	0	4	0	0	0	0	0	117	0	64	0	0	0	0	1	0	0	0	0	1	2	0	1	1	0	1	182	0	0	0	0	21	3	0	0	0	52	9	0	6	0	27	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	480	"AWI"	480	7451	8939	8291	40	0	0	0	0	0	0	3	0	15	0	1	0	0	0	0	0	41	0	48	0	0	0	0	0	1	2	1	0	1	0	0	0	0	0	0	114	0	0	0	0	18	3	0	0	1	28	4	0	8	0	32	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	490	"AWI"	490	7871	9032	8497	51	0	0	0	0	0	0	3	0	23	0	2	0	0	0	0	0	129	0	64	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	205	0	0	0	0	8	4	0	0	1	40	9	0	11	0	34	0	0	1
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	500	"AWI"	500	8071	9216	8720	31	0	0	1	0	0	0	3	0	11	0	0	0	0	0	0	0	100	0	44	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	144	0	0	0	0	14	4	0	0	2	18	11	2	4	0	29	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	510	"AWI"	510	8536	9312	8922	49	0	25	0	0	0	0	1	0	21	0	0	0	0	0	0	0	90	0	62	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	173	0	0	1	0	12	2	0	0	1	34	9	0	11	0	25	0	0	2
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	520	"AWI"	520	8719	9500	9141	28	0	0	0	0	0	0	4	0	12	1	2	0	0	0	0	0	67	0	38	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	152	0	0	0	0	10	2	0	0	0	36	6	0	13	0	21	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	530	"AWI"	530	9031	9627	9328	26	0	0	1	0	0	0	4	0	26	0	2	0	0	0	0	0	141	0	46	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	246	0	0	0	0	10	2	0	0	0	54	9	0	4	0	21	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	540	"AWI"	540	9183	9880	9525	12	0	0	0	0	0	0	7	0	17	0	2	0	0	0	0	0	77	0	36	0	0	0	0	0	0	1	0	0	1	4	0	1	1	0	0	348	0	0	0	0	12	1	0	0	0	30	5	0	7	0	17	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	550	"AWI"	550	9421	10042	9716	5	0	0	0	0	0	0	12	0	22	0	1	0	0	0	0	0	128	0	11	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	389	0	0	0	0	5	2	0	0	1	80	7	0	5	0	23	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	560	"AWI"	560	9524	10378	9911	9	0	12	0	1	0	0	8	0	11	0	0	0	0	0	0	0	92	0	17	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	239	0	0	0	0	10	0	0	0	5	58	5	0	6	0	23	2	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	565	"AWI"	565	9639	10474	10028	5	0	0	2	1	0	0	3	0	29	0	2	0	0	0	0	0	79	0	19	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	300	0	0	0	0	6	0	0	0	1	45	8	1	3	0	22	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	570	"AWI"	570	9709	10675	10144	11	1	12	0	1	0	0	6	0	33	1	1	0	0	2	0	0	67	0	45	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	232	0	0	0	0	20	1	0	2	2	67	6	4	7	0	30	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	575	"AWI"	575	9753	10945	10245	11	0	0	1	0	0	0	2	0	22	1	0	0	0	0	0	0	36	0	19	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	259	0	0	0	0	4	0	0	0	2	40	3	2	4	0	13	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	580	"AWI"	580	9783	11259	10338	8	0	0	0	0	0	0	8	0	26	0	0	0	0	0	0	0	12	1	20	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	337	0	0	0	0	2	1	0	0	1	35	1	2	1	0	7	2	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	585	"AWI"	585	9872	11406	10455	5	0	9	1	0	0	0	7	0	30	0	0	0	0	0	0	0	12	0	17	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	373	0	0	1	0	1	0	0	0	2	32	0	0	6	0	5	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	590	"AWI"	590	9926	11584	10572	2	0	0	5	0	0	0	14	0	22	0	0	0	0	0	0	0	2	0	10	0	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	410	0	0	1	0	7	0	0	0	0	24	0	1	1	0	10	1	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	595	"AWI"	595	9972	11818	10683	1	0	0	4	0	0	0	23	0	33	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	414	0	0	4	0	1	0	0	0	0	18	1	1	4	0	18	0	0	0
14540	22786	"Alpi di Robièi Val Bavona"	46.445	8.51833	600	"AWI"	600	10009	12070	10783	4	0	0	4	0	0	0	13	0	22	0	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	316	0	0	0	0	1	1	0	0	3	17	2	1	6	0	4	2	0	0
