"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Fabaceae"	"Fagus"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thymelaeaceae"	"Tilia"	"Ulmus"
3255	4223	"Luganskoe"	43.72186	40.70077	0.5	"AWI"	0.5	-129.5	52.5	-46.5	141	0	16	9	12	5	0	9	6	1	0	6	1	0	2	23	0	6	0	0	0	0	0	0	0	0	60	130	0	0	0	7	0	3	0	0	0	0	1	0
3255	4223	"Luganskoe"	43.72186	40.70077	10	"AWI"	10	-40	893	267	71	0	19	2	33	1	0	2	3	1	0	2	1	0	2	6	0	3	1	0	0	0	1	0	0	0	26	68	0	0	27	5	0	4	0	0	0	0	1	0
3255	4223	"Luganskoe"	43.72186	40.70077	20	"AWI"	20	108	1589	614	30	0	33	1	32	8	0	11	7	1	0	6	0	0	9	116	8	2	0	0	0	0	5	0	0	0	1	106	7	0	67	18	3	15	0	0	0	0	2	0
3255	4223	"Luganskoe"	43.72186	40.70077	30	"AWI"	30	278	1909	1031	23	0	19	13	22	23	0	4	0	0	0	4	8	0	1	56	4	20	0	0	0	1	4	0	0	0	2	275	0	0	26	9	1	8	0	0	0	0	0	0
3255	4223	"Luganskoe"	43.72186	40.70077	35	"AWI"	35	415	2114	1219	9	1	22	7	44	18	0	12	7	8	0	5	5	0	4	80	1	9	0	0	0	1	5	0	2	3	0	78	5	0	35	16	1	18	0	3	0	0	3	1
3255	4223	"Luganskoe"	43.72186	40.70077	45	"AWI"	45	761	2346	1634	6	0	21	8	9	6	0	7	1	0	0	0	3	0	3	64	0	30	0	0	0	0	0	0	0	0	0	243	5	0	0	0	0	4	0	0	0	0	0	1
3255	4223	"Luganskoe"	43.72186	40.70077	55	"AWI"	55	1270	2621	2011	23	0	33	11	12	9	0	5	0	8	0	1	4	0	3	96	0	23	0	0	0	0	0	0	0	0	1	145	0	0	27	5	1	12	0	0	0	0	0	0
3255	4223	"Luganskoe"	43.72186	40.70077	65	"AWI"	65	1756	2847	2397	34	0	22	4	4	13	0	5	3	3	0	7	4	0	3	125	0	12	0	0	0	0	0	0	0	0	1	107	2	0	31	8	1	14	0	0	0	0	0	0
3255	4223	"Luganskoe"	43.72186	40.70077	70	"AWI"	70	1876	2968	2517	13	0	44	15	24	21	32	6	3	3	0	5	9	0	0	98	4	4	0	0	0	0	3	0	5	0	2	63	0	0	43	11	2	11	0	0	0	1	3	0
3255	4223	"Luganskoe"	43.72186	40.70077	75	"AWI"	75	1979	3058	2607	31	0	74	15	41	32	0	3	2	5	0	6	6	0	7	72	5	5	0	1	0	0	3	0	0	4	1	58	0	0	25	14	2	16	0	0	0	0	2	0
