"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Larix"	"Liliaceae"	"Montiaceae"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
3244	4211	"Lac Long Inférieur"	44.05778	7.45	130	"AWI"	130	8838	10189	9577	30	1	0	0	1	0	1	0	16	0	1	0	0	0	1	0	0	0	14	4	0	0	0	0	1	0	2	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	29	0	3	2	0	5	2	0	1	0	8	7	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	135	"AWI"	135	9396	10399	9940	23	1	0	0	3	0	3	0	13	0	0	0	0	0	1	0	0	0	16	3	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	3	0	0	0	154	0	0	0	0	34	2	6	1	0	6	1	0	0	0	4	10	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	140	"AWI"	140	9638	10927	10299	3	0	0	0	5	0	0	0	30	0	0	0	0	0	0	0	0	0	15	5	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1	0	0	0	128	0	0	0	0	45	1	3	0	1	3	7	0	0	0	4	3	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	145	"AWI"	145	9786	11027	10439	1	1	0	1	1	0	8	0	26	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	40	0	1	2	0	6	4	0	0	0	2	9	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	150	"AWI"	150	9907	11178	10575	0	0	0	1	3	0	3	0	18	0	0	0	0	0	1	0	0	0	7	3	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	30	2	0	1	0	5	4	0	1	0	4	2	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	155	"AWI"	155	9984	11417	10704	0	0	0	0	0	0	3	0	31	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	131	0	0	0	0	33	1	0	0	0	3	1	0	0	0	2	1	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	160	"AWI"	160	10055	11700	10823	1	1	0	0	0	0	2	0	29	0	1	0	0	0	2	0	0	0	5	4	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	114	0	0	0	0	25	0	1	4	0	4	1	0	0	0	3	2	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	165	"AWI"	165	10197	11772	10959	0	1	0	0	0	0	1	0	32	0	0	0	1	0	1	0	0	0	9	5	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	23	0	2	0	0	3	1	0	0	0	3	4	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	167	"AWI"	167	10234	11802	11010	0	0	0	0	3	1	5	0	44	0	0	0	0	0	2	0	0	0	4	5	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	28	1	0	0	1	5	0	0	0	0	4	5	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	170	"AWI"	170	10317	11853	11093	1	1	0	1	0	0	4	0	31	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	38	0	1	2	1	5	3	0	0	0	4	3	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	175	"AWI"	175	10410	11978	11218	0	0	0	0	3	0	4	0	39	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	28	1	3	0	2	3	0	0	0	0	2	2	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	180	"AWI"	180	10478	12171	11344	1	3	0	0	0	0	5	0	39	0	0	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	43	0	3	0	0	2	1	0	0	0	2	4	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	185	"AWI"	185	10673	12226	11463	0	0	0	0	3	0	6	0	50	0	0	0	0	0	3	0	0	0	1	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	40	0	2	1	2	4	1	0	0	0	3	2	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	190	"AWI"	190	10823	12294	11593	0	0	0	0	3	0	5	0	30	0	0	0	1	0	2	0	0	0	3	7	0	1	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	30	0	4	1	0	10	0	0	0	0	3	1	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	195	"AWI"	195	10916	12374	11731	0	0	0	2	2	0	10	0	35	0	0	0	0	0	4	0	0	0	2	7	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	24	1	1	0	0	3	3	0	1	0	3	1	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	200	"AWI"	200	10987	12511	11863	0	0	0	0	8	0	16	0	22	0	0	0	0	0	3	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	0	0	20	0	9	3	0	4	2	0	0	0	1	2	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	203	"AWI"	203	11150	12537	11927	0	0	0	1	3	0	7	0	21	0	0	0	0	0	2	0	0	0	1	10	0	2	0	0	1	0	0	0	1	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	26	0	7	1	2	6	0	0	0	0	1	1	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	205	"AWI"	205	11246	12557	11974	1	0	0	1	2	0	12	0	26	0	1	0	0	0	2	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0	0	1	1	3	2	0	0	0	2	2	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	208	"AWI"	208	11384	12592	12045	0	0	0	1	2	0	10	0	29	0	0	0	0	0	5	0	0	0	2	14	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	25	0	2	0	0	6	0	0	0	0	3	1	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	210	"AWI"	210	11474	12609	12096	0	0	0	0	1	1	13	0	11	0	0	0	0	0	4	0	0	0	0	24	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	2	2	1	3	3	0	0	0	1	1	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	212	"AWI"	212	11541	12640	12146	0	0	0	0	5	0	14	0	10	0	0	0	0	0	4	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	1	8	5	0	0	2	3	3	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	215	"AWI"	215	11621	12693	12222	0	0	0	0	1	0	13	0	6	0	0	0	0	0	7	0	0	0	2	13	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	1	0	0	0	124	0	0	0	0	8	0	5	1	0	1	0	0	0	2	0	1	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	217	"AWI"	217	11676	12747	12277	0	0	0	0	5	0	21	0	3	0	1	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	19	1	5	1	0	3	1	0	1	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	220	"AWI"	220	11735	12833	12352	0	1	0	2	2	0	22	0	2	0	0	0	0	0	4	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	28	0	0	12	0	1	0	0	0	0	1	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	222	"AWI"	222	11954	12908	12483	0	0	0	1	0	0	30	0	2	0	0	0	0	0	1	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	3	0	0	0	0	0	0	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	225	"AWI"	225	12264	13053	12677	0	0	0	3	1	0	56	0	9	0	0	0	0	0	2	0	1	0	0	12	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	3	0	0	0	0	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	228	"AWI"	228	12544	13235	12875	0	1	0	8	2	0	73	0	3	0	1	0	0	0	6	0	0	0	0	27	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	13	0	2	4	0	0	1	0	1	0	3	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	230	"AWI"	230	12696	13375	13007	0	1	0	7	1	0	52	0	1	0	0	0	0	0	7	0	1	0	0	17	0	5	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	54	0	0	0	0	7	0	4	0	2	3	1	0	0	0	2	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	232	"AWI"	232	12805	13536	13139	0	0	0	4	0	0	47	0	1	0	2	0	0	0	1	0	0	0	0	21	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	2	1	2	4	1	0	0	3	1	1	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	235	"AWI"	235	12926	13825	13338	0	0	0	5	0	0	30	0	2	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	238	"AWI"	238	13033	14131	13542	0	0	0	1	1	0	10	0	0	0	0	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	2	0	0	0	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	240	"AWI"	240	13098	14347	13675	0	0	0	1	0	0	8	0	0	0	0	0	0	0	4	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	245	"AWI"	245	13477	14567	13959	0	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	250	"AWI"	250	13723	14889	14250	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	1	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	251	"AWI"	251	13759	14960	14309	0	0	0	0	0	0	13	0	2	0	0	0	0	0	0	0	0	0	0	17	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	201	0	0	0	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	255	"AWI"	255	13888	15344	14539	0	0	0	2	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	255	0	0	0	0	1	0	4	0	0	3	0	0	0	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	260	"AWI"	260	14003	15859	14816	0	0	0	1	0	0	11	0	2	0	0	0	0	0	1	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	301	0	0	0	0	1	0	1	1	0	0	0	0	0	0	1	2	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	265	"AWI"	265	14382	16192	15289	0	0	0	1	1	0	14	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	1	1	0	0	0	1	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	270	"AWI"	270	14598	16775	15730	0	0	0	1	3	0	43	0	4	0	0	0	0	0	1	0	0	0	0	12	0	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	5	5	0	0	0	0	0	2	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	272	"AWI"	272	14646	17081	15906	0	0	0	2	3	0	33	0	4	0	0	0	0	0	0	0	0	0	1	16	0	2	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	7	4	0	0	0	4	0	0	1	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	275	"AWI"	275	14739	17611	16146	0	0	0	1	0	0	58	0	6	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	8	0	0	1	0	0	0	6	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	277	"AWI"	277	14804	17956	16315	1	0	0	0	1	0	60	6	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	4	2	0	0	0	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	278	"AWI"	278	14828	18164	16401	0	0	0	5	2	6	100	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	6	12	0	0	0	3	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	279	"AWI"	279	14853	18349	16480	0	0	0	8	6	0	80	0	4	0	0	0	0	0	3	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	8	0	0	0	0	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	280	"AWI"	280	14878	18535	16561	0	0	0	5	3	0	72	7	5	0	2	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0	0	2	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	285	"AWI"	285	15186	19135	16959	0	0	0	12	4	0	150	8	1	0	3	0	0	0	2	0	1	0	0	1	1	7	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	10	0	0	0	0	7	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	290	"AWI"	290	15430	19932	17329	0	0	0	16	2	0	140	0	0	1	0	0	0	0	2	0	0	1	0	1	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	1	0	0	0	1	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	295	"AWI"	295	15570	21075	17684	0	0	0	11	0	0	80	0	0	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0
3244	4211	"Lac Long Inférieur"	44.05778	7.45	300	"AWI"	300	15731	22232	18002	0	0	0	27	1	0	110	0	0	0	0	0	0	1	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
