"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Cistaceae"	"Citrus"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Datiscaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3333	4326	"Ova Gölü"	36.26667	29.3	65	"AWI"	65	324	1182	718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	3.75	0	0	0	0	0	0	0	0	0	0	0	3.75	0	0	0	0	3.75	0	0	0	0	68.75	7.5	0	0	0	0	0	0	8.75	0	0	0	0	0	0	0	0	0	0	0	0	1.25	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	80	"AWI"	80	471	1376	909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.66666666666667	0	0	0	0	0	0	1.33333333333333	0	0	0.444444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	1.77777777777778	0	0	0	0.444444444444444	69.3333333333333	1.77777777777778	0	0.444444444444444	14.2222222222222	0	0	0	6.22222222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333
3333	4326	"Ova Gölü"	36.26667	29.3	100	"AWI"	100	675	1621	1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.09278350515464	0	0	0	0	0	0	4.12371134020619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03092783505155	0	0	0	0	61.8556701030928	0	0	0	21.6494845360825	0	0	0	8.24742268041237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	120	"AWI"	120	942	1839	1403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.775193798449612	0	0	0	0	0	0	4.65116279069767	0	0	0.775193798449612	0	0	0	0	0	0	0	0	0	0	0	0.775193798449612	0	0	0	0	0	0	68.9922480620155	1.55038759689922	0	0	17.0542635658915	0	0	0	4.65116279069767	0	0	0	0	0	0	0	0	0	0	0	0	0.775193798449612	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	170	"AWI"	170	1649	2295	2009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0	2.4	0	0	0	0	0	0	4.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88.8	0.8	0	0	0	0	0	0	2.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	180	"AWI"	180	1749	2420	2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.581395348837209	0	0	0	0	0	0	7.55813953488372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6511627906977	0.581395348837209	0	0	59.3023255813954	0	0	0	1.74418604651163	0	0	0	0	0	0	0	0	0	0	0	0	0.581395348837209	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	220	"AWI"	220	2033	2957	2475	0	0	0	0	0	0	0	0	0	0	1.5625	0	0	0	0	1.5625	0	0	0	0	0	0	0	0	46.875	0	0	0	0	0	0	0	0	0	0	0	1.5625	0	0	1.5625	0	7.8125	1.5625	3.125	0	0	23.4375	0	0	0	0	0	0	0	10.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	240	"AWI"	240	2174	3204	2656	0	0.704225352112676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40845070422535	0	0	0	0	0	0	42.9577464788732	0	0	0	0	0	0	0	0	0	0	0.704225352112676	1.40845070422535	0	0	0.704225352112676	0	4.92957746478873	0	0	0	0	26.056338028169	0	0	0.704225352112676	0	0	0	0	19.7183098591549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.704225352112676
3333	4326	"Ova Gölü"	36.26667	29.3	285	"AWI"	285	2528	3717	3073	0	0.225733634311512	0	0	0	0.225733634311512	0	0	0	0	0	0	0.225733634311512	3.16027088036117	0	0	0	4.74040632054176	0	0	0.677200902934537	0	0	0	11.7381489841986	0	0	0	0	0	0.225733634311512	0	0.225733634311512	0	0	0.451467268623025	0.225733634311512	0	0	0.451467268623025	0	38.1489841986456	3.38600451467269	0	0	0	7.44920993227991	0.451467268623025	0	0.225733634311512	13.3182844243792	0	0	0.677200902934537	13.5440180586907	0	0	0	0	0	0	0	0	0	0	0	0	0.225733634311512	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	300	"AWI"	300	2642	3882	3214	0	1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8	0.8	0	0	0	0	0	0	38.4	0	0	0.8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	30.4	0	0	0.8	4.8	0	0	0	7.2	0	0	0	0	0	0	0	0	0	0	0	0.8	0.8	0	0	0.8
3333	4326	"Ova Gölü"	36.26667	29.3	320	"AWI"	320	2801	4085	3399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.355871886120996	0	0	0	0	0	0	86.4768683274021	0	0	0.355871886120996	0	0	0	0	0	0	0	0.711743772241993	0.355871886120996	0	0	0	0	1.77935943060498	0	0	0	1.77935943060498	5.69395017793594	0	0	0	0	0	0.355871886120996	0	2.13523131672598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	351	"AWI"	351	3058	4405	3692	0	1.01010101010101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	1.01010101010101	0	0	0	0	0	0	18.1818181818182	0	0	1.01010101010101	0	0	0	0	0	0	0	1.01010101010101	0	0	0	0	0	2.02020202020202	0	0	0	34.3434343434343	30.3030303030303	1.01010101010101	0	1.01010101010101	0	0	0	0	5.05050505050505	0	0	0	0	0	0	0	0	0	0	0	0	1.01010101010101	0	1.01010101010101	1.01010101010101
3333	4326	"Ova Gölü"	36.26667	29.3	352	"AWI"	352	3063	4419	3701	0	0.99009900990099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98019801980198	0.99009900990099	0	0	0	0	0	27.7227722772277	0	0	0.99009900990099	0	0	0	0.99009900990099	0	0	0	0.99009900990099	0.99009900990099	0	0	0	0	16.8316831683168	0.99009900990099	0	0.99009900990099	0	12.8712871287129	0	0	0.99009900990099	17.8217821782178	0	0	0	11.8811881188119	0	0	0	0	0	0	0	0	0	0	0	0	1.98019801980198	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	380	"AWI"	380	3288	4690	3963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.00751879699248	0.75187969924812	0	0	0	0.75187969924812	0.75187969924812	18.0451127819549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.51127819548872	3.00751879699248	0	0	0.75187969924812	48.1203007518797	3.00751879699248	0	0	11.2781954887218	1.50375939849624	0	0	4.51127819548872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	410	"AWI"	410	3533	5004	4244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.53164556962025	0	0	0	0	0	0	20.253164556962	0	0	1.26582278481013	0	0	0	0	0	0	0	0	0	0	0	2.53164556962025	1.26582278481013	3.79746835443038	0	0	0	3.79746835443038	35.4430379746835	2.53164556962025	0	0	17.7215189873418	0	0	0	8.86075949367089	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
