"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Arbutus"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Cistaceae"	"Citrus"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Datiscaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Olea"	"Oleaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Tamarix"	"Taxus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3333	4326	"Ova Gölü"	36.26667	29.3	450	"AWI"	450	3881	5408	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.9178082191781	0	0	1.36986301369863	0	0	0	0	0	0	0	0	1.36986301369863	0	0	0	0	9.58904109589041	1.36986301369863	0	0	0	38.3561643835616	1.36986301369863	0	0	0	0	0	0	23.2876712328767	0	0	0	0	0	0	0	0	0	0	0	1.36986301369863	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	465	"AWI"	465	4010	5545	4759	0	2.61780104712042	0	0	0	0	0	0	0	0	1.04712041884817	0	0	0	0	0	0	1.04712041884817	0	0	0	0	0	0.523560209424084	19.3717277486911	0	0	0.523560209424084	0	0	0.523560209424084	0	0	0	0	0	0	0	0	0	0	3.66492146596859	1.04712041884817	0	0.523560209424084	0	28.2722513089005	2.09424083769634	0	0	25.130890052356	0	0	0	12.565445026178	0	0	0	0	0	0	0	0	0	0	0	0.523560209424084	0	0.523560209424084	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	475	"AWI"	475	4096	5642	4851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06382978723404	0	2.12765957446809	0	0	0	0	0	0	20.2127659574468	0	0	2.12765957446809	0	0	0	0	0	0	0	0	0	0	0	1.06382978723404	0	3.19148936170213	0	0	0	0	31.9148936170213	3.19148936170213	0	1.06382978723404	22.3404255319149	0	0	0	10.6382978723404	0	0	0	0	0	0	0	0	0	0	0	0	1.06382978723404	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	500	"AWI"	500	4314	5885	5084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.33333333333333	0	0	0	0	0	3.33333333333333	13.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43.3333333333333	3.33333333333333	0	0	0	0	0	0	33.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	520	"AWI"	520	4485	6073	5271	0	0.671140939597315	0	0	0	0	0	2.01342281879195	0	0	0	0	0	0	0	0	0	2.68456375838926	0	0	0	0	0	0	9.39597315436242	0	0	0	0	0	0	0	0	0	0	0	0.671140939597315	0	0	6.04026845637584	0	1.34228187919463	0.671140939597315	0	0.671140939597315	0	21.4765100671141	0	0	0	38.255033557047	0	0	0	13.4228187919463	0	0	0	0	0	0	0	0	0	0	0	0	2.68456375838926	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	540	"AWI"	540	4664	6270	5457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.33333333333333	0	0	0	0	0	0	8	0	0	1.33333333333333	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	64	0	0	1.33333333333333	0	0	0	0	16	0	0	0	0	0	0	1.33333333333333	0	1.33333333333333	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	550	"AWI"	550	4753	6361	5552	0	1.11111111111111	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0	0	1.11111111111111	0	1.11111111111111	0	0	0	0	0	0	14.4444444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0	2.22222222222222	0	0	0	0	55.5555555555556	0	0	0	0	0	0	0	21.1111111111111	0	0	0	0	0	0	0	0	0	0	0	0	1.11111111111111	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	560	"AWI"	560	4849	6442	5649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.74331550802139	0	0	0	0	0	0	2.13903743315508	0	0	0.53475935828877	0	0	0	0	0	0	0	0	0	0	0	0	0	1.60427807486631	0	0	0	0	35.2941176470588	1.60427807486631	0	0.53475935828877	42.7807486631016	0	0	0	10.6951871657754	0	0	0	0	0	0	0	0	0	0.53475935828877	0	0.53475935828877	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	580	"AWI"	580	5027	6628	5834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.6697247706422	0	0	0	0	0	0	6.42201834862385	0	0	0.917431192660551	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8348623853211	0	0	0.917431192660551	0	24.7706422018349	1.8348623853211	0	0	0	0	0	0	57.7981651376147	0	0	0	0	0	0	0	0	0	0	0	0.917431192660551	0.917431192660551	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	600	"AWI"	600	5216	6812	6027	0	1.41843971631206	0	0	0	0	0	0	0	0	0	0	0	0	0	1.41843971631206	0	1.41843971631206	0	0	0	0	0	0	2.83687943262411	0	0	0	0	0	0	0	0	0	0	0	0.709219858156028	0	0	0	0	4.9645390070922	0	0	1.41843971631206	0	20.5673758865248	2.83687943262411	0	0	0	0	0	0	60.2836879432624	0	0	0	0	0	0	0	0	0	0	0	0.709219858156028	1.41843971631206	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	610	"AWI"	610	5306	6904	6123	0	0.465116279069767	0	0	0	0	0	0	0	0	0	0	0	0	0	0.465116279069767	0	4.18604651162791	0	0	0	0	0	0	9.30232558139535	0.930232558139535	0	0	0	0	0	0	0	0	0	0	0.465116279069767	0	0	0	0	0.465116279069767	0	0	0.930232558139535	0	55.8139534883721	0.465116279069767	0	0	0	0	0	0	24.6511627906977	0	0	0	0	0	0	0	0	0	0	0	0.465116279069767	1.3953488372093	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	620	"AWI"	620	5393	6993	6216	0	0	5.56900726392252	0	0	0	0	0	0.242130750605327	0	0	0	0	0	0	0.484261501210654	0	0.484261501210654	0	0	0	0	0	0	4.60048426150121	0.242130750605327	0	0	0	0	0.242130750605327	0	0	0	0	0	1.21065375302663	0	0	0	0	1.21065375302663	0.484261501210654	0	0.726392251815981	0.484261501210654	45.2784503631961	1.21065375302663	0	0.484261501210654	14.5278450363196	0	0	0	20.8232445520581	0	0	0	0	0	0	0	0	0	0	0	0	1.45278450363196	0	0	0.242130750605327
3333	4326	"Ova Gölü"	36.26667	29.3	640	"AWI"	640	5581	7171	6401	0	0.793650793650794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.76190476190476	0	0	0	0	0	0	2.38095238095238	0	0	0.793650793650794	0	0	0	0	0	0	0	0	0.793650793650794	0	0	0	0	0	0	0	0	0	27.7777777777778	0	0	0	17.4603174603175	0	0	0	43.6507936507937	0	0	0	0	0	0	0	0	0	0	0	0	0.793650793650794	0	0	0.793650793650794
3333	4326	"Ova Gölü"	36.26667	29.3	660	"AWI"	660	5778	7347	6587	0.649350649350649	1.2987012987013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.94805194805195	0	0	0	0	0	0	8.44155844155844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2987012987013	0	0	0	1.2987012987013	41.5584415584416	0	0	0	0	0	0	0	42.8571428571429	0	0	0	0	0	0	0	0	0	0	0	0	0.649350649350649	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	680	"AWI"	680	5961	7529	6772	0	0.934579439252336	0	0.311526479750779	0	0	0.311526479750779	0	0	0	0.311526479750779	0	0	0	0	0.623052959501558	0	0.623052959501558	0	1.24610591900312	0	0	0	0	10.5919003115265	0.623052959501558	0	0.311526479750779	0.934579439252336	0	0.311526479750779	0	0	0	0	0	0.934579439252336	0	0	0	0	1.86915887850467	0	0	0.311526479750779	0.623052959501558	12.7725856697819	0.934579439252336	0	0	16.5109034267913	0	0	0	47.3520249221184	0	0	0.311526479750779	0	0	0	0	0	0	0.311526479750779	0.311526479750779	0	0.311526479750779	0	0	0.311526479750779
3333	4326	"Ova Gölü"	36.26667	29.3	700	"AWI"	700	6157	7714	6962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.14285714285714	0	1.14285714285714	0	1.14285714285714	0	0	0	0.571428571428571	5.14285714285714	0	0	1.14285714285714	0	0	0	0	0	0	0	0	0	0	1.14285714285714	0	0	0.571428571428571	0	0	0	0	18.2857142857143	0	0	0	21.1428571428571	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.571428571428571	0
3333	4326	"Ova Gölü"	36.26667	29.3	720	"AWI"	720	6353	7895	7151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0	3.2051282051282	0	0	0	0	0	0	2.56410256410256	0	0	0	0	0	0	0	0	0	0	0	0.641025641025641	0	0	0	0	5.12820512820513	0	0	1.28205128205128	0	33.3333333333333	0.641025641025641	0	0	0	0	0	0	37.1794871794872	15.3846153846154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3333	4326	"Ova Gölü"	36.26667	29.3	740	"AWI"	740	6531	8095	7339	0	0.78125	0	0	0	0	0	0	2.34375	0	0	0	0	0	0	0.78125	0	4.6875	0	0	0	0	0	0	1.5625	0.78125	0	0	0	0	0	0	0	0.78125	0	0	0.78125	0	1.5625	0	0	0.78125	0	0	0	0	32.03125	0	0	0.78125	23.4375	0	0	0	26.5625	0	0	0	0	0	0	0	0	0	0	0	0.78125	0	0.78125	0	0.78125
3333	4326	"Ova Gölü"	36.26667	29.3	755	"AWI"	755	6633	8252	7473	0	0	0	0	0	0	0	0	1.31578947368421	0	0	0	0	0	0	1.97368421052632	0	17.7631578947368	0	0	0	0	0	0	1.31578947368421	0	1.31578947368421	1.31578947368421	0	0	0	0	0	0	0	0	2.63157894736842	0	0	0	0	0	0	0	0	0	44.7368421052632	0	0	0	0	0	0	0	27.6315789473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
