"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26105	45281	"Lezerul calimani"	47.1125	25.27361	240	"AWI"	240	4837	5549	5171	0	0	65	2	0	3	0	2	0	0	1	0	0	10	8	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	359	0	5	10	0	2	2	0	0	11	0	0	0	0	1	2	13	2
26105	45281	"Lezerul calimani"	47.1125	25.27361	245	"AWI"	245	4922	5637	5243	0	0	48	1	0	1	0	5	0	0	0	0	0	0	26	0	11	0	0	0	0	0	9	0	0	0	0	0	0	0	1	184	60	1	8	0	10	1	0	0	5	0	0	0	5	0	2	10	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	250	"AWI"	250	4979	5722	5311	0	0	140	0	0	3	0	4	0	0	0	0	0	9	6	0	2	0	0	1	3	0	0	0	0	0	1	2	0	0	1	106	0	3	22	3	3	3	0	0	21	1	0	0	0	1	0	11	4
26105	45281	"Lezerul calimani"	47.1125	25.27361	255	"AWI"	255	5178	6276	5634	1	0	108	1	0	11	0	14	0	1	0	0	0	0	2	0	1	0	0	33	0	0	4	0	0	0	0	0	0	0	0	55	172	0	12	0	3	0	0	0	22	3	0	1	0	1	0	50	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	260	"AWI"	260	5270	7074	5916	2	0	88	2	0	12	0	18	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	2	70	180	0	23	0	3	1	0	1	11	5	0	0	6	1	2	36	1
26105	45281	"Lezerul calimani"	47.1125	25.27361	265	"AWI"	265	5331	7940	6206	0	0	0	5	0	4	0	8	0	1	0	0	2	3	1	0	1	0	0	1	2	0	0	0	0	0	0	1	2	0	0	39	0	7	22	0	0	3	9	0	19	1	1	2	0	5	0	12	1
26105	45281	"Lezerul calimani"	47.1125	25.27361	270	"AWI"	270	5565	8346	6555	0	0	310	4	3	5	0	10	0	0	2	0	7	14	1	0	3	0	0	0	8	0	0	0	0	0	3	1	2	0	0	8	0	9	34	2	1	1	6	2	34	5	0	0	0	2	1	42	5
26105	45281	"Lezerul calimani"	47.1125	25.27361	280	"AWI"	280	5883	9030	7331	0	0	142	2	0	8	0	3	0	0	0	0	0	6	0	0	5	0	0	1	5	0	0	0	0	0	0	0	1	0	0	78	0	17	20	6	0	0	15	0	27	4	0	0	0	1	0	24	3
26105	45281	"Lezerul calimani"	47.1125	25.27361	290	"AWI"	290	6492	9633	8035	0	0	165	2	2	0	0	9	0	4	2	0	0	8	1	0	5	0	0	1	4	0	0	1	0	0	4	1	2	0	0	13	0	3	18	4	1	3	0	0	34	5	1	0	0	9	0	19	4
26105	45281	"Lezerul calimani"	47.1125	25.27361	295	"AWI"	295	6725	9887	8423	0	0	103	0	2	7	0	5	0	0	0	0	0	10	0	0	2	0	0	0	5	0	0	0	0	0	1	1	2	0	0	23	0	9	15	0	1	2	5	0	23	4	1	0	0	1	0	14	5
26105	45281	"Lezerul calimani"	47.1125	25.27361	300	"AWI"	300	6900	10273	8790	0	0	155	2	3	10	0	10	0	2	0	0	0	13	0	2	5	0	0	0	5	0	0	3	0	0	1	0	0	0	0	32	0	16	27	7	5	4	0	0	26	14	1	0	0	1	0	38	20
26105	45281	"Lezerul calimani"	47.1125	25.27361	302	"AWI"	302	7193	10325	8906	0	0	89	3	0	17	0	41	0	4	0	0	0	0	5	0	4	0	0	71	0	0	3	0	0	0	0	0	0	0	0	45	273	0	26	0	4	0	0	0	43	6	0	0	5	3	0	51	1
26105	45281	"Lezerul calimani"	47.1125	25.27361	305	"AWI"	305	7630	10413	9089	0	0	175	6	3	8	0	6	1	1	0	0	0	18	1	0	0	0	0	2	7	0	0	0	0	0	1	0	0	0	0	29	0	14	27	5	0	8	15	1	36	2	0	0	0	1	2	26	8
26105	45281	"Lezerul calimani"	47.1125	25.27361	310	"AWI"	310	8181	10594	9420	0	0	165	8	5	6	0	9	0	1	2	0	0	3	0	0	7	0	0	2	7	0	0	0	0	0	4	1	5	0	0	21	0	3	21	10	2	3	10	0	26	1	0	0	0	0	0	24	10
26105	45281	"Lezerul calimani"	47.1125	25.27361	320	"AWI"	320	8878	11045	10035	0	0	151	5	0	9	0	17	0	1	0	0	0	4	0	0	3	0	0	1	4	0	0	0	0	0	1	2	1	1	0	29	0	18	26	9	0	4	6	0	44	2	0	0	0	0	2	23	5
26105	45281	"Lezerul calimani"	47.1125	25.27361	325	"AWI"	325	9146	11229	10278	0	0	86	2	0	7	0	6	0	0	0	0	0	0	1	0	5	0	0	0	4	0	0	2	0	0	0	1	1	0	0	23	0	11	17	6	2	0	0	0	29	1	0	0	0	1	1	23	5
26105	45281	"Lezerul calimani"	47.1125	25.27361	330	"AWI"	330	9300	11525	10504	0	0	157	4	4	9	0	15	1	0	0	0	0	2	2	1	4	0	0	1	9	0	0	0	0	0	2	2	1	0	0	27	0	14	35	7	1	4	0	1	37	4	1	0	0	4	1	14	11
26105	45281	"Lezerul calimani"	47.1125	25.27361	335	"AWI"	335	9481	11858	10703	0	0	57	1	3	2	0	9	0	1	0	0	0	3	0	0	1	0	0	0	9	0	0	0	0	0	0	1	0	0	0	14	0	16	15	7	1	2	0	1	22	2	0	0	0	1	0	22	7
26105	45281	"Lezerul calimani"	47.1125	25.27361	340	"AWI"	340	9695	12025	10898	0	0	0	3	0	16	0	16	0	2	0	0	0	0	0	0	6	0	0	26	0	0	1	0	0	0	0	1	0	0	0	21	306	0	19	0	2	0	0	1	23	1	0	0	0	1	0	35	1
26105	45281	"Lezerul calimani"	47.1125	25.27361	345	"AWI"	345	9859	12253	11079	0	0	63	3	0	4	0	12	0	1	0	0	2	0	0	0	7	0	0	0	3	0	0	0	0	0	1	3	1	0	0	32	0	18	16	1	0	3	0	1	20	5	1	0	0	3	0	8	23
26105	45281	"Lezerul calimani"	47.1125	25.27361	350	"AWI"	350	9976	12582	11257	0	0	63	3	8	7	0	22	0	1	0	0	0	0	2	1	6	0	0	0	7	0	0	2	0	0	1	4	4	1	0	18	0	21	25	9	1	6	9	0	21	6	3	1	0	1	0	12	28
26105	45281	"Lezerul calimani"	47.1125	25.27361	355	"AWI"	355	10217	12719	11450	0	0	82	2	5	3	0	20	0	2	0	0	0	0	0	1	4	0	0	0	11	0	0	0	0	0	2	2	0	0	0	16	0	12	11	5	0	7	9	1	11	2	0	0	0	2	0	27	23
26105	45281	"Lezerul calimani"	47.1125	25.27361	360	"AWI"	360	10405	12911	11640	0	0	106	1	4	8	0	17	0	1	0	0	0	0	1	0	4	0	0	0	2	0	0	0	0	0	1	2	1	0	0	14	0	5	14	2	2	4	0	1	14	4	0	0	0	2	0	11	15
26105	45281	"Lezerul calimani"	47.1125	25.27361	365	"AWI"	365	10551	13118	11826	0	0	64	1	6	5	0	13	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	2	0	0	1	0	4	11	3	0	3	0	0	5	1	1	2	0	0	0	18	16
26105	45281	"Lezerul calimani"	47.1125	25.27361	370	"AWI"	370	10790	13373	12082	0	0	44	3	0	15	0	52	0	0	0	0	0	0	1	1	7	0	1	370	0	0	0	0	0	0	1	0	0	0	0	21	413	0	38	0	0	1	0	0	26	33	0	0	0	2	0	43	8
26105	45281	"Lezerul calimani"	47.1125	25.27361	375	"AWI"	375	10970	13731	12347	0	0	81	5	0	15	0	19	0	2	0	0	0	0	1	1	5	0	0	0	5	0	0	1	0	0	1	2	2	1	0	3	0	3	6	5	4	4	0	1	13	2	2	0	0	0	0	14	10
26105	45281	"Lezerul calimani"	47.1125	25.27361	380	"AWI"	380	11092	14225	12593	0	0	27	7	0	16	0	57	0	0	0	0	0	0	0	0	5	0	0	82	0	0	0	0	0	0	1	1	0	0	0	5	233	2	21	0	2	2	0	1	27	0	0	0	1	3	1	38	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	390	"AWI"	390	11531	15016	13157	0	0	40	2	0	9	0	27	2	2	0	0	0	0	2	0	5	0	0	0	2	0	0	0	0	0	2	4	3	0	0	5	0	6	6	2	1	3	0	2	8	3	1	3	0	0	0	19	7
26105	45281	"Lezerul calimani"	47.1125	25.27361	395	"AWI"	395	11724	15481	13458	0	0	0	1	0	16	0	50	0	4	0	0	0	0	0	0	5	0	0	395	0	0	0	0	0	0	0	1	0	2	0	13	369	0	21	0	0	0	0	1	20	0	0	0	0	2	0	29	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	400	"AWI"	400	11876	16125	13730	0	0	6	11	19	46	0	35	0	3	0	0	0	0	0	0	3	0	0	129	0	0	0	0	0	0	0	2	0	0	0	5	0	1	83	0	2	0	0	3	7	0	0	0	0	1	0	16	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	405	"AWI"	405	12146	16408	14051	0	0	3	1	0	27	0	13	0	6	0	0	0	1	0	0	3	0	0	54	0	0	0	0	0	0	3	0	0	0	0	4	0	0	81	0	1	0	0	1	0	0	0	0	0	0	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	410	"AWI"	410	12371	16725	14381	0	0	6	8	0	19	0	17	0	1	0	0	0	0	0	0	9	0	0	46	0	0	0	0	0	0	1	0	0	0	0	6	347	0	50	0	3	0	0	0	4	0	0	0	0	1	1	12	2
26105	45281	"Lezerul calimani"	47.1125	25.27361	415	"AWI"	415	12542	17221	14672	0	0	6	17	13	95	0	39	0	7	0	0	0	0	0	0	13	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	265	3	98	0	1	0	0	3	2	0	2	0	0	5	0	5	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	417	"AWI"	417	12622	17409	14787	0	0	6	17	13	95	0	39	0	7	0	0	0	0	0	0	13	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	265	3	98	0	1	0	0	3	2	0	2	0	0	5	0	5	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	420	"AWI"	420	12824	17548	14965	0	0	3	2	0	21	0	3	0	0	0	0	0	1	0	0	5	0	0	38	0	0	0	0	0	0	1	1	0	0	0	1	224	0	54	0	0	0	0	0	0	0	1	0	0	0	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	430	"AWI"	430	13294	18196	15590	0	0	0	14	4	90	20	15	0	0	0	0	0	0	0	0	10	1	1	88	0	0	0	0	0	0	3	0	0	0	0	4	267	0	98	0	3	0	0	4	1	3	1	0	0	8	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	435	"AWI"	435	13534	18580	15896	0	0	0	7	0	11	0	7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	303	0	38	0	1	1	0	1	0	0	0	0	0	0	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	440	"AWI"	440	13896	18820	16213	0	0	6	14	5	77	19	13	0	0	0	0	0	0	0	0	9	0	0	40	0	0	0	0	0	0	5	0	0	0	0	4	142	1	83	0	0	0	0	0	1	2	0	1	0	4	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	445	"AWI"	445	14137	19120	16526	0	0	0	14	0	170	0	15	0	0	0	0	0	0	0	0	9	0	1	0	0	0	0	1	0	0	6	2	0	0	0	7	260	0	72	0	0	2	0	0	0	0	0	0	0	1	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	450	"AWI"	450	14324	19527	16844	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	318	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	455	"AWI"	455	14681	19796	17152	0	0	6	14	0	120	16	12	0	0	1	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	3	0	0	0	0	12	330	1	59	0	0	3	0	2	0	2	0	0	0	3	0	1	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	460	"AWI"	460	14935	20143	17468	0	0	0	5	0	47	0	3	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	10	395	0	33	0	0	0	0	1	0	0	3	0	0	0	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	465	"AWI"	465	15114	20537	17773	0	0	7	13	4	66	0	10	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	15	396	0	28	0	0	0	0	1	0	0	0	0	0	2	0	2	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	472	"AWI"	472	15449	21047	18191	0	0	0	10	0	44	0	14	0	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	18	322	0	61	0	1	1	0	1	0	0	0	0	0	0	2	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	475	"AWI"	475	15587	21324	18353	0	0	0	17	0	101	0	11	0	1	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	353	0	50	0	0	3	0	1	0	2	0	0	0	0	0	1	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	480	"AWI"	480	15747	21843	18624	0	0	0	19	0	131	0	19	0	1	0	0	0	0	0	0	10	0	2	0	0	0	0	0	0	0	5	0	0	0	0	10	341	0	73	0	0	3	0	5	1	0	1	0	0	2	1	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	485	"AWI"	485	15958	22358	18897	0	0	0	5	0	45	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	2	0	0	0	0	10	0	2	33	0	1	0	0	0	0	1	0	0	0	0	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	490	"AWI"	490	16189	22732	19191	0	0	0	20	0	89	0	5	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	372	1	26	0	0	0	0	1	2	0	0	0	0	3	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	495	"AWI"	495	16361	23151	19474	0	0	5	9	0	52	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	360	0	31	0	0	1	0	1	0	0	1	0	0	1	0	0	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	500	"AWI"	500	16518	23691	19764	0	0	4	15	0	81	28	8	0	0	1	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	2	0	23	507	1	45	0	0	2	0	0	0	0	2	0	0	0	0	1	0
