"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26105	45281	"Lezerul calimani"	47.1125	25.27361	40	"AWI"	40	378	1672	945	33	0	20	0	0	4	0	6	0	0	0	0	0	0	4	0	3	0	0	72	0	47	0	4	0	1	0	0	0	0	8	120	160	0	9	0	11	0	0	0	1	0	0	0	0	0	1	1	1
26105	45281	"Lezerul calimani"	47.1125	25.27361	45	"AWI"	45	457	1785	1082	19	0	58	3	0	4	0	3	0	0	0	0	0	0	1	0	1	0	0	6	2	43	0	1	0	0	0	1	0	0	30	74	0	0	13	1	5	1	0	0	0	0	0	0	0	1	0	0	3
26105	45281	"Lezerul calimani"	47.1125	25.27361	55	"AWI"	55	761	2007	1333	16	0	68	0	0	9	0	10	0	0	0	0	0	0	10	0	0	12	0	24	0	74	2	2	0	0	3	0	0	0	29	122	430	2	2	0	11	2	0	0	0	0	0	0	0	0	1	8	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	65	"AWI"	65	1056	2201	1595	5	0	24	1	0	2	0	2	0	0	0	0	0	0	5	0	15	0	0	35	0	50	1	0	0	0	0	0	0	0	6	68	0	1	9	0	4	1	0	0	2	0	0	0	0	0	1	4	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	70	"AWI"	70	1268	2317	1742	8	0	84	2	0	0	0	1	0	1	3	0	0	0	4	0	86	0	0	0	4	69	0	0	0	1	4	0	1	0	67	101	0	0	44	7	14	2	8	0	2	3	1	0	0	0	1	4	7
26105	45281	"Lezerul calimani"	47.1125	25.27361	75	"AWI"	75	1413	2445	1912	10	0	74	1	0	5	0	2	0	0	0	0	0	0	9	0	104	1	0	0	2	70	0	0	0	0	0	0	0	0	40	177	0	0	35	3	10	2	0	2	8	2	0	0	0	0	0	1	4
26105	45281	"Lezerul calimani"	47.1125	25.27361	80	"AWI"	80	1499	2635	2082	7	0	78	3	0	1	0	1	0	0	0	0	0	0	2	0	40	0	0	0	2	86	0	1	0	0	3	0	0	0	86	131	0	0	91	2	10	3	0	1	1	3	0	0	0	0	1	2	5
26105	45281	"Lezerul calimani"	47.1125	25.27361	85	"AWI"	85	1628	2833	2234	0	1	34	0	0	2	0	6	0	0	0	0	0	0	1	0	34	0	0	0	0	55	3	0	0	0	0	0	0	0	20	135	0	1	36	0	17	0	0	0	8	0	0	2	0	1	1	7	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	90	"AWI"	90	1842	2895	2378	9	0	69	3	0	9	0	2	0	1	0	0	0	2	2	0	106	0	0	2	4	90	0	1	0	0	2	0	2	0	52	130	0	1	28	2	17	7	9	1	5	0	0	0	0	0	1	1	4
26105	45281	"Lezerul calimani"	47.1125	25.27361	95	"AWI"	95	1982	2981	2525	18	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	16	0	0	4	3	46	0	0	0	0	2	0	0	0	21	126	0	0	17	1	12	1	0	0	0	0	0	0	0	0	0	1	3
26105	45281	"Lezerul calimani"	47.1125	25.27361	97	"AWI"	97	2022	3033	2581	6	0	0	0	0	0	0	7	0	0	1	0	0	0	2	0	15	0	0	66	0	27	1	0	0	0	0	0	0	0	8	78	0	1	7	0	8	0	0	0	6	0	0	3	0	0	3	1	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	100	"AWI"	100	2081	3158	2675	2	0	33	0	0	4	0	6	0	0	0	0	0	0	4	0	34	0	0	0	0	78	0	0	0	0	0	0	0	0	22	209	0	0	45	0	13	0	0	0	27	0	0	3	0	0	2	2	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	105	"AWI"	105	2189	3204	2757	6	0	21	0	0	5	0	10	0	0	0	0	0	0	16	0	20	0	0	66	0	43	3	0	0	0	0	0	0	0	0	73	0	0	26	0	8	0	0	0	8	0	0	0	0	0	0	5	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	110	"AWI"	110	2281	3278	2842	5	0	29	0	0	0	0	12	0	1	0	0	0	0	9	1	23	0	0	72	0	50	1	0	0	0	0	0	1	0	15	160	0	2	30	0	10	1	0	0	0	0	0	0	3	0	1	3	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	115	"AWI"	115	2344	3391	2930	4	0	93	1	0	3	0	3	0	3	2	0	0	0	12	0	76	0	0	0	9	68	0	0	0	1	3	2	2	0	61	115	0	1	53	4	15	4	0	0	14	2	1	0	0	0	1	5	3
26105	45281	"Lezerul calimani"	47.1125	25.27361	120	"AWI"	120	2467	3461	3006	4	0	97	4	0	8	0	6	0	4	0	0	0	0	18	0	30	1	0	2	5	42	0	1	0	1	6	1	0	0	49	121	0	1	20	1	9	5	0	0	11	1	0	0	0	0	3	3	3
26105	45281	"Lezerul calimani"	47.1125	25.27361	130	"AWI"	130	2659	3592	3167	2	0	34	0	0	1	0	3	0	2	0	0	0	0	13	0	14	0	1	35	0	40	0	2	0	0	0	0	0	0	23	153	0	1	15	0	6	8	0	0	34	0	0	0	0	1	1	2	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	135	"AWI"	135	2761	3672	3245	7	0	37	0	0	0	4	7	0	5	0	0	0	0	15	0	13	0	0	40	1	36	0	0	0	0	0	0	0	0	17	131	16	0	29	0	9	2	0	1	28	0	0	0	1	0	2	3	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	140	"AWI"	140	2932	3728	3315	1	0	87	2	0	3	0	2	0	7	0	0	0	0	12	0	15	0	0	0	2	49	0	0	0	1	2	2	0	0	58	135	0	1	29	3	10	2	0	0	39	3	0	0	0	1	0	1	3
26105	45281	"Lezerul calimani"	47.1125	25.27361	145	"AWI"	145	3065	3792	3386	1	0	120	0	4	1	0	3	0	4	0	0	0	2	8	1	20	0	0	0	4	38	0	0	0	0	6	2	1	0	56	141	0	0	48	3	12	3	0	3	25	2	1	0	0	1	3	3	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	150	"AWI"	150	3149	3876	3466	2	0	116	1	0	5	0	0	0	4	0	0	0	0	2	0	12	2	0	0	7	43	0	1	0	0	2	1	0	0	68	173	0	0	23	0	11	1	0	0	59	2	0	0	0	0	4	2	1
26105	45281	"Lezerul calimani"	47.1125	25.27361	155	"AWI"	155	3315	3969	3606	2	0	74	1	0	3	0	3	0	3	0	0	0	0	12	0	1	0	0	1	1	8	0	0	0	0	0	0	0	0	62	183	0	1	15	0	5	0	0	0	6	1	0	0	0	0	0	3	2
26105	45281	"Lezerul calimani"	47.1125	25.27361	165	"AWI"	165	3459	4345	3892	4	0	64	3	0	0	0	5	1	3	0	0	0	1	10	0	3	0	0	1	7	7	0	0	0	0	2	0	0	0	60	233	0	0	14	1	9	2	0	0	9	1	1	0	0	0	0	7	3
26105	45281	"Lezerul calimani"	47.1125	25.27361	175	"AWI"	175	3820	4524	4179	0	0	11	2	0	3	0	2	0	1	0	0	0	0	15	0	5	0	0	58	0	12	1	0	0	0	0	0	0	0	18	223	0	0	12	0	4	1	0	2	13	0	0	0	0	0	4	5	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	180	"AWI"	180	3942	4606	4338	6	0	45	3	0	1	0	4	0	0	1	0	0	0	14	0	4	0	0	0	0	12	0	0	0	2	7	1	0	1	72	201	0	0	13	0	3	1	0	0	12	0	0	0	0	0	3	2	2
26105	45281	"Lezerul calimani"	47.1125	25.27361	190	"AWI"	190	4148	4737	4503	2	0	79	2	3	0	0	3	0	4	0	0	0	1	20	0	4	1	0	1	7	8	0	0	0	1	3	4	2	0	46	226	0	0	12	1	9	4	12	2	19	3	1	0	0	2	1	1	2
26105	45281	"Lezerul calimani"	47.1125	25.27361	195	"AWI"	195	4223	4773	4561	5	0	63	5	3	0	0	1	0	2	4	0	0	1	16	0	5	0	0	2	10	11	0	3	0	4	0	0	22	1	69	188	0	0	14	5	5	3	0	0	17	0	1	0	0	0	5	4	2
26105	45281	"Lezerul calimani"	47.1125	25.27361	200	"AWI"	200	4285	4820	4613	1	0	37	0	0	0	0	1	0	1	0	0	0	2	7	0	0	0	0	1	2	4	0	0	0	0	0	0	0	0	84	220	0	0	14	0	9	1	0	0	3	1	0	0	0	0	5	5	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	205	"AWI"	205	4369	4887	4682	10	0	41	1	0	1	0	1	0	0	0	0	0	2	6	0	0	0	0	1	1	3	0	1	0	0	0	0	0	0	135	194	0	2	29	2	4	1	0	0	2	1	0	0	0	1	2	3	3
26105	45281	"Lezerul calimani"	47.1125	25.27361	210	"AWI"	210	4426	5011	4749	2	0	47	1	0	0	0	2	0	1	0	0	0	1	5	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	107	241	0	0	23	1	6	1	0	0	1	0	0	0	0	0	3	0	1
26105	45281	"Lezerul calimani"	47.1125	25.27361	215	"AWI"	215	4468	5158	4812	2	0	63	1	3	1	0	2	0	0	1	0	0	4	23	1	5	0	0	0	1	1	0	0	0	0	3	1	0	0	67	205	0	1	64	1	9	0	6	0	9	0	1	0	0	1	0	7	1
26105	45281	"Lezerul calimani"	47.1125	25.27361	220	"AWI"	220	4545	5242	4882	0	0	7	0	0	0	0	0	0	1	0	0	0	0	19	0	2	0	0	52	0	0	4	0	0	0	0	0	0	0	9	312	6	0	3	0	5	1	0	0	5	0	0	0	1	1	1	14	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	230	"AWI"	230	4656	5408	5030	0	0	0	0	0	1	0	1	0	0	0	0	0	0	25	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	150	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0	3	0
26105	45281	"Lezerul calimani"	47.1125	25.27361	235	"AWI"	235	4731	5507	5099	0	0	84	0	0	2	0	2	0	0	0	0	0	8	37	0	2	0	0	0	5	2	0	0	0	0	0	0	1	0	1	281	0	0	22	1	4	0	0	0	13	0	0	0	0	1	4	10	1
